metadata,number_of_features,number_of_features_min,number_of_features_max,n_completed_pairs,n_detectors_with_results,gd_plus_at_20,n_valid_detectors__gd_plus_at_20,n_valid_pairs__gd_plus_at_20,mn_pd_at_20,n_valid_detectors__mn_pd_at_20,n_valid_pairs__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_detectors__top_5pct_npd_hit_rate_at_20,n_valid_pairs__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_detectors__top_10pct_npd_hit_rate_at_20,n_valid_pairs__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_detectors__igd_plus_at_20,n_valid_pairs__igd_plus_at_20,aec_at_20,n_valid_detectors__aec_at_20,n_valid_pairs__aec_at_20,rec_at_20,n_valid_detectors__rec_at_20,n_valid_pairs__rec_at_20,pec_w0p5_at_20,n_valid_detectors__pec_w0p5_at_20,n_valid_pairs__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_detectors__mean_exact_r2_selected_at_20,n_valid_pairs__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_detectors__mean_r2_gap_selected_at_20,n_valid_pairs__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_detectors__kendall_pareto_all,n_valid_pairs__kendall_pareto_all,spearman_pareto_all,n_valid_detectors__spearman_pareto_all,n_valid_pairs__spearman_pareto_all,kendall_internal_target,n_valid_detectors__kendall_internal_target,n_valid_pairs__kendall_internal_target,spearman_internal_target,n_valid_detectors__spearman_internal_target,n_valid_pairs__spearman_internal_target,kendall_accuracy,n_valid_detectors__kendall_accuracy,n_valid_pairs__kendall_accuracy,spearman_accuracy,n_valid_detectors__spearman_accuracy,n_valid_pairs__spearman_accuracy,kendall_runtime,n_valid_detectors__kendall_runtime,n_valid_pairs__kendall_runtime,spearman_runtime,n_valid_detectors__spearman_runtime,n_valid_pairs__spearman_runtime
lodo_pca_new_0.80,5.0,5,5,60,10,0.1150898762088584,10,60,0.1152115471542251,10,60,0.4424999999999999,10,60,0.6575,10,60,0.21026774371022844,10,60,0.41339629644177106,10,60,0.8929636082148422,10,60,0.6531799523283067,10,60,0.2280816485716885,10,60,0.14261025253074083,10,60,0.3676232199669814,10,60,0.495624826142026,10,60,0.3527166190055857,10,60,0.47835033015440037,10,60,,0,0,,0,0,,0,0,,0,0
