source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,const,max_depth,threshold
benchmark_pareto,0.58,29.0,0.58,13.0,Completed,1.0,5000.0,0.001,1.0,0.43
benchmark_pareto,0.6,35.0,0.6,24.0,Completed,2108.0,4399.0,1.654,1.0,0.804
benchmark_pareto,0.63,38.0,0.63,27.0,Completed,2171.0,4312.0,2.885,2.0,0.668
benchmark_pareto,0.64,48.0,0.64,36.0,Completed,410.0,4512.0,8.383,1.0,0.114
benchmark_pareto,0.65,54.0,0.65,38.0,Completed,471.0,4444.0,4.91,1.0,0.579
benchmark_pareto,0.66,67.0,0.66,41.0,Completed,2507.0,3246.0,0.206,6.0,0.429
benchmark_pareto,0.67,79.0,0.67,44.0,Completed,2623.0,2637.0,1.886,1.0,0.393
benchmark_pareto,0.68,89.0,0.68,47.0,Completed,2672.0,2373.0,8.91,1.0,0.732
benchmark_pareto,0.7,100.0,0.69,73.0,Completed,495.0,1734.0,3.302,1.0,0.502
benchmark_pareto,0.72,143.0,0.71,85.0,Completed,2380.0,720.0,7.005,1.0,0.998
benchmark_pareto,0.73,196.0,0.72,153.0,Completed,2702.0,1048.0,2.833,1.0,0.911
benchmark_pareto,0.74,276.0,0.73,183.0,Completed,2014.0,23.0,6.595,6.0,0.879
benchmark_pareto,0.75,371.0,0.75,288.0,Completed,897.0,650.0,10.0,1.0,0.999
benchmark_pareto,0.76,510.0,0.76,317.0,Completed,938.0,533.0,10.0,1.0,0.999
benchmark_pareto,0.77,610.0,0.77,496.0,Completed,972.0,473.0,10.0,1.0,0.999
benchmark_pareto,0.79,652.0,0.79,506.0,Completed,97.0,47.0,3.217,4.0,0.74
benchmark_pareto,0.82,1402.0,0.82,622.0,Completed,2572.0,44.0,8.914,1.0,0.986
benchmark_pareto,0.83,1763.0,0.83,1435.0,Completed,455.0,37.0,7.616,2.0,0.1
benchmark_pareto,0.84,3150.0,0.84,2092.0,Completed,2739.0,20.0,5.701,1.0,0.982
benchmark_pareto,0.85,4110.0,0.85,2549.0,Completed,367.0,10.0,0.001,13.0,0.897
benchmark_max_rt,,14374.0,,8621.0,Completed,625.0,319.0,8.533,2.0,0.383
benchmark_min_acc,0.42,,0.42,,Completed,19.0,4303.0,6.145,6.0,0.271
paper_default,-1.0,-1.0,0.75,317.0,Completed,100.0,100.0,1.0,3.0,0.5
paper_default,-1.0,-1.0,0.75,353.0,Completed,100.0,100.0,4.0,3.0,0.5
paper_default,-1.0,-1.0,0.75,309.0,Completed,100.0,100.0,55.0,3.0,0.5
paper_default,-1.0,-1.0,0.75,272.0,Completed,100.0,100.0,99.0,3.0,0.5
paper_default,-1.0,-1.0,0.75,333.0,Completed,100.0,100.0,35.0,3.0,0.5
paper_default,-1.0,-1.0,0.75,272.0,Completed,100.0,100.0,75.0,3.0,0.5
recommendation_system,0.3423906250000001,0.9220580463970448,0.59,15.0,Completed,25.0,2452.0,1.9519142781629808,1.0,0.8892281346330018
recommendation_system,0.3872141729797977,0.9213948385932388,0.59,15.0,Completed,40.0,2567.0,0.4894796004052928,1.0,0.4637957949137012
recommendation_system,0.5613387158646351,0.9183928837582278,0.69,444.0,Completed,104.0,391.0,1.4090456802834384,1.0,0.8319355425003281
recommendation_system,0.5616042992667993,0.9170203388742538,0.69,350.0,Completed,104.0,391.0,1.7847909836139433,1.0,0.8319355425003281
recommendation_system,0.595166960193172,0.9040011057942816,0.71,364.0,Completed,158.0,391.0,1.6269768680990184,1.0,0.8457975879974755
recommendation_system,0.6026912603216172,0.8986698308588482,0.71,267.0,Completed,158.0,391.0,1.991499202377151,1.0,0.8457975879974755
recommendation_system,0.664781843734969,0.8604449976991743,0.71,85.0,Completed,66.0,156.0,1.4219808191488028,1.0,0.8396772765459767
recommendation_system,0.8048090206065558,0.7815616360097447,0.77,415.0,Completed,2371.0,243.0,2.4904484679866714,1.0,0.7931823463849758
recommendation_system,0.8110236583429783,0.7590498265457637,0.74,162.0,Completed,2149.0,174.0,2.445300430555443,1.0,0.824990920103855
recommendation_system,0.8178222759294336,0.7414868325929509,0.79,344.0,Completed,2381.0,175.0,2.070639906247381,1.0,0.8365765518238881
recommendation_system,0.8191555328332617,0.7398383655615793,0.66,57.0,Completed,2023.0,129.0,2.0939582240012755,1.0,0.8368597756681901
recommendation_system,0.8236622192784439,0.7300277975423933,0.7,73.0,Completed,2042.0,123.0,2.3975711195752503,1.0,0.8350369968035206
recommendation_system,0.8320133628525227,0.6991518992250735,0.77,215.0,Completed,2145.0,102.0,2.325104341875158,1.0,0.6117397405526328
recommendation_system,0.8388008160827664,0.6851714972579764,0.8,501.0,Completed,2312.0,102.0,2.473407058778655,1.0,0.6620473337066273
recommendation_system,0.8416526260189967,0.6681670648296828,0.8,628.0,Completed,2542.0,102.0,2.6193722274807967,1.0,0.6253534859863655
recommendation_system,0.8456222603143753,0.6673192039665403,0.8,597.0,Completed,2473.0,102.0,2.729351939592469,1.0,0.7083857510576059
recommendation_system,0.8473281219398326,0.656994127432871,0.8,704.0,Completed,2793.0,105.0,2.473407058778655,1.0,0.6117397405526328
recommendation_system,0.8484867003651242,0.6388221958923277,0.8,943.0,Completed,3442.0,102.0,2.4621506406432503,1.0,0.8864055685784884
recommendation_system,0.849301502403364,0.637095661776303,0.8,858.0,Completed,3208.0,103.0,2.4017811467184287,1.0,0.8317035814483452
recommendation_system,0.8522106521222792,0.624714676289913,0.8,1024.0,Completed,3559.0,102.0,2.325104341875158,1.0,0.8179200642418181
