source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,const,max_depth,threshold
benchmark_pareto,0.05,253.0,0.05,144.0,Completed,1.0,3443.0,10.0,2.0,0.787
benchmark_pareto,0.11,337.0,0.11,146.0,Completed,5000.0,4861.0,0.001,6.0,0.001
benchmark_pareto,0.12,350.0,0.12,263.0,Completed,5000.0,4606.0,0.001,8.0,0.999
benchmark_pareto,0.14,351.0,0.14,274.0,Completed,4038.0,3051.0,0.001,1.0,0.999
benchmark_pareto,0.15,363.0,0.15,301.0,Completed,3974.0,2283.0,0.001,8.0,0.001
benchmark_pareto,0.18,372.0,0.18,330.0,Completed,4015.0,1784.0,3.347,2.0,0.159
benchmark_pareto,0.23,387.0,0.23,339.0,Completed,3031.0,775.0,0.001,1.0,0.999
benchmark_pareto,0.24,423.0,0.24,366.0,Completed,3066.0,711.0,10.0,1.0,0.821
benchmark_pareto,0.27,435.0,0.27,371.0,Completed,3092.0,560.0,0.001,6.0,0.001
benchmark_pareto,0.28,469.0,0.28,383.0,Completed,1315.0,624.0,0.001,1.0,0.729
benchmark_pareto,0.31,476.0,0.31,390.0,Completed,815.0,350.0,0.001,5.0,0.001
benchmark_pareto,0.32,483.0,0.32,419.0,Completed,3184.0,450.0,3.751,2.0,0.706
benchmark_pareto,0.34,505.0,0.34,444.0,Completed,2557.0,227.0,0.001,6.0,0.001
benchmark_pareto,0.37,559.0,0.37,501.0,Completed,2470.0,138.0,0.001,1.0,0.736
benchmark_pareto,0.39,685.0,0.39,616.0,Completed,608.0,147.0,0.001,6.0,0.999
benchmark_pareto,0.42,1023.0,0.42,847.0,Completed,2858.0,151.0,0.001,12.0,0.999
benchmark_pareto,0.45,1221.0,0.45,968.0,Completed,572.0,79.0,0.001,1.0,0.001
benchmark_pareto,0.47,1776.0,0.47,1480.0,Completed,2677.0,75.0,0.001,10.0,0.426
benchmark_pareto,0.48,2807.0,0.48,1977.0,Completed,3322.0,105.0,0.001,1.0,0.388
benchmark_pareto,0.58,3788.0,0.58,2544.0,Completed,2012.0,1.0,0.001,1.0,0.999
benchmark_max_rt,,14104.0,,5892.0,Completed,335.0,52.0,1.862,6.0,0.379
benchmark_min_acc,0.03,,0.03,,Completed,14.0,509.0,5.13,3.0,0.712
paper_default,-1.0,-1.0,0.27,335.0,Completed,100.0,100.0,1.0,3.0,0.5
paper_default,-1.0,-1.0,0.26,342.0,Completed,100.0,100.0,4.0,3.0,0.5
paper_default,-1.0,-1.0,0.26,336.0,Completed,100.0,100.0,55.0,3.0,0.5
paper_default,-1.0,-1.0,0.26,340.0,Completed,100.0,100.0,99.0,3.0,0.5
paper_default,-1.0,-1.0,0.26,335.0,Completed,100.0,100.0,15.0,3.0,0.5
paper_default,-1.0,-1.0,0.26,340.0,Completed,100.0,100.0,50.0,3.0,0.5
recommendation_system,0.3066345726436569,0.9686869829237617,0.05,275.0,Completed,542.0,4956.0,0.8690358399078251,1.0,0.6764433769471944
recommendation_system,0.349384282330503,0.9511163653884944,0.13,162.0,Completed,1904.0,3413.0,0.3774090115303291,1.0,0.4809276203533144
recommendation_system,0.3905389788667401,0.924877897104173,0.14,230.0,Completed,4878.0,2910.0,0.1284726924998686,1.0,0.0126585281938314
recommendation_system,0.3921778985172878,0.9156352798829774,0.14,248.0,Completed,4330.0,2524.0,0.1494095240524038,1.0,0.8881533551681787
recommendation_system,0.4128495851021279,0.9034013069441676,0.18,250.0,Completed,4743.0,1992.0,0.5128289564624429,1.0,0.4775390803068876
recommendation_system,0.4138191964285708,0.9025696539352894,0.16,254.0,Completed,4471.0,2070.0,0.3675083112140288,1.0,0.483956580334336
recommendation_system,0.4354568183216434,0.8917880366710896,0.19,259.0,Completed,4714.0,1728.0,0.4567547918366618,1.0,0.9864012454312254
recommendation_system,0.4468493928417617,0.8808397758798435,0.19,263.0,Completed,4714.0,1677.0,4.347397206052115,1.0,0.9864012454312254
recommendation_system,0.4515089055001843,0.8692072011816079,0.21,265.0,Completed,4878.0,1371.0,5.453943803799339,1.0,0.9815532331410796
recommendation_system,0.4522119785898855,0.8612698902859556,0.2,257.0,Completed,4848.0,1425.0,8.194618845490865,1.0,0.9864012454312254
recommendation_system,0.466002064185694,0.8609658785687011,0.31,427.0,Completed,1655.0,522.0,1.693203025251627,1.0,0.8404807568136603
recommendation_system,0.4915500869082033,0.8549491879527009,0.35,568.0,Completed,1780.0,390.0,0.6328284767222415,1.0,0.8414131613557063
recommendation_system,0.4973029144848028,0.8362295723040162,0.36,620.0,Completed,1780.0,364.0,0.3009113912881007,1.0,0.6580895054979472
recommendation_system,0.503859226640629,0.834276196162467,0.23,300.0,Completed,2435.0,388.0,1.2444938023090608,1.0,0.8275731637273404
recommendation_system,0.5139199474858148,0.8325189724833394,0.28,329.0,Completed,2731.0,411.0,1.6426459083408118,1.0,0.7607410240881145
recommendation_system,0.5259447583539889,0.8234517368941944,0.4,874.0,Completed,1729.0,273.0,5.263636691227662,1.0,0.7029798120619191
recommendation_system,0.6573075465812939,0.7177885577115122,0.45,1188.0,Completed,3062.0,129.0,5.682449620036409,1.0,0.7140542964451015
recommendation_system,0.6583488331306102,0.7142085583787573,0.47,1819.0,Completed,3295.0,118.0,6.076676157485538,1.0,0.7969467639832131
recommendation_system,0.6890257667343422,0.6923697959447045,0.47,3087.0,Completed,4990.0,130.0,8.392742849420943,1.0,0.7769131583376747
recommendation_system,0.7034639069613633,0.6699628342186636,0.47,3591.0,Completed,4905.0,119.0,8.31078304922512,1.0,0.6456856018708926
