PC,pc_rank_by_variance,explained_variance_ratio,cumulative_explained_variance,top_loading_rank,meta_feature,loading,abs_loading
PC1,1,0.26828655304142246,0.26828655304142246,1,feat_entropy_binned_mean,-0.2705792014172803,0.2705792014172803
PC1,1,0.26828655304142246,0.26828655304142246,2,feat_skew_median,0.267793085289278,0.267793085289278
PC1,1,0.26828655304142246,0.26828655304142246,3,earlyshift_batch__ks_q3,-0.25714271532869964,0.25714271532869964
PC1,1,0.26828655304142246,0.26828655304142246,4,earlyshift_batch__hellinger_mean,-0.25511020843067356,0.25511020843067356
PC1,1,0.26828655304142246,0.26828655304142246,5,x_pca_kurtosis_first_pc,0.24020448920339707,0.24020448920339707
PC1,1,0.26828655304142246,0.26828655304142246,6,feat_zero_frac_mean,0.23902532737665422,0.23902532737665422
PC1,1,0.26828655304142246,0.26828655304142246,7,x_pca_skewness_first_pc,0.21061244288064782,0.21061244288064782
PC1,1,0.26828655304142246,0.26828655304142246,8,feat_max_median,-0.21056449249839296,0.21056449249839296
PC1,1,0.26828655304142246,0.26828655304142246,9,feat_min_mean,-0.18802648871987743,0.18802648871987743
PC1,1,0.26828655304142246,0.26828655304142246,10,feat_std_min,-0.1868080806407965,0.1868080806407965
PC2,2,0.20524960375460194,0.4735361567960244,1,max_abs_corr,0.3112416618685676,0.3112416618685676
PC2,2,0.20524960375460194,0.4735361567960244,2,n_features,0.3054992680556232,0.3054992680556232
PC2,2,0.20524960375460194,0.4735361567960244,3,feat_mean_mean,0.2718389089806423,0.2718389089806423
PC2,2,0.20524960375460194,0.4735361567960244,4,earlyshift_batch__ks_median,0.255168838748643,0.255168838748643
PC2,2,0.20524960375460194,0.4735361567960244,5,feat_entropy_binned_std,-0.2528891952718351,0.2528891952718351
PC2,2,0.20524960375460194,0.4735361567960244,6,feat_kurt_min,0.24934341127260817,0.24934341127260817
PC2,2,0.20524960375460194,0.4735361567960244,7,feat_skew_min,-0.2476332261137942,0.2476332261137942
PC2,2,0.20524960375460194,0.4735361567960244,8,earlyshift_batch__ks_std,-0.24359284500875686,0.24359284500875686
PC2,2,0.20524960375460194,0.4735361567960244,9,feat_std_q3,0.23987745418836076,0.23987745418836076
PC2,2,0.20524960375460194,0.4735361567960244,10,earlyshift_batch__kl_q1,0.23682154256642907,0.23682154256642907
PC3,3,0.16016242953289908,0.6336985863289235,1,n_classes,0.33494340101825676,0.33494340101825676
PC3,3,0.16016242953289908,0.6336985863289235,2,feat_kurt_q1,0.29032636951710794,0.29032636951710794
PC3,3,0.16016242953289908,0.6336985863289235,3,landmark__dt_depth5_acc,-0.28698693392462443,0.28698693392462443
PC3,3,0.16016242953289908,0.6336985863289235,4,landmark__gnb_acc,0.28667087701991956,0.28667087701991956
PC3,3,0.16016242953289908,0.6336985863289235,5,tree__n_nodes,-0.28257620016899465,0.28257620016899465
PC3,3,0.16016242953289908,0.6336985863289235,6,mi_feat_to_label_q1,0.24174572206916034,0.24174572206916034
PC3,3,0.16016242953289908,0.6336985863289235,7,landmark__logreg_acc,0.22945409299329594,0.22945409299329594
PC3,3,0.16016242953289908,0.6336985863289235,8,landmark__1nn_acc,0.22745800688033044,0.22745800688033044
PC3,3,0.16016242953289908,0.6336985863289235,9,x_pca_skewness_first_pc,-0.2142496476078654,0.2142496476078654
PC3,3,0.16016242953289908,0.6336985863289235,10,feat_entropy_binned_max,0.2014846949406469,0.2014846949406469
PC4,4,0.12446890023888042,0.758167486567804,1,feat_mean_q1,-0.30378132720391227,0.30378132720391227
PC4,4,0.12446890023888042,0.758167486567804,2,feat_max_min,-0.29187317894083187,0.29187317894083187
PC4,4,0.12446890023888042,0.758167486567804,3,x_pca_k_for_95pct,0.2850147974545829,0.2850147974545829
PC4,4,0.12446890023888042,0.758167486567804,4,feat_max_median,-0.27414627082280096,0.27414627082280096
PC4,4,0.12446890023888042,0.758167486567804,5,class_entropy_norm,-0.2688873619248513,0.2688873619248513
PC4,4,0.12446890023888042,0.758167486567804,6,feat_min_max,0.24312641724566608,0.24312641724566608
