Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
Completed,0.35,20,747,2331,0.76,0.528
Completed,0.32,11,3098,4806,0.069,0.19
Completed,0.37,22,4863,1236,0.686,0.812
Completed,0.38,21,1258,3713,0.487,0.406
Completed,0.32,12,1603,1788,0.739,0.151
Completed,0.4,25,4585,4274,0.43,0.568
Completed,0.4,25,2751,382,0.812,0.445
Completed,0.47,31,1026,2868,0.013,0.774
Completed,0.38,22,61,650,0.291,0.996
Completed,0.32,12,3667,3126,0.597,0.285
Completed,0.43,26,4334,2056,0.152,0.657
Completed,0.32,11,1983,4532,0.954,0.124
Completed,0.37,22,2188,1896,0.395,0.869
Completed,0.34,17,4207,4381,0.711,0.411
Completed,0.32,11,3704,1974,0.916,0.209
Completed,0.43,31,103,4459,0.225,0.51
Completed,0.37,23,984,1715,0.44,0.733
Completed,0.32,14,2714,4190,0.64,0.05
Completed,0.4,32,4622,621,0.117,0.924
Completed,0.32,11,1645,3097,0.806,0.356
Completed,0.32,11,1377,2403,0.059,0.104
Completed,0.32,12,4978,4889,0.86,0.678
Completed,0.32,12,2984,997,0.384,0.301
Completed,0.37,19,628,3482,0.691,0.979
Completed,0.4,26,459,36,0.968,0.765
Completed,0.44,27,3434,2511,0.169,0.453
Completed,0.37,28,3941,1442,0.583,0.581
Completed,0.32,11,2210,3918,0.274,0.139
Completed,0.32,12,2328,264,0.21,0.371
Completed,0.37,19,4055,2750,0.9,0.91
Completed,0.39,24,3229,186,0.726,0.707
Completed,0.32,11,586,2672,0.411,0.012
Completed,0.32,11,833,1159,0.126,0.234
Completed,0.33,16,2857,3634,0.949,0.547
Completed,0.46,33,4772,2252,0.301,0.424
Completed,0.34,17,1504,4728,0.618,0.857
Completed,0.4,24,1851,461,0.374,0.602
Completed,0.32,12,4495,2946,0.549,0.18
Completed,0.45,27,2509,1866,0.198,0.802
Completed,0.32,12,1111,4352,0.881,0.48
Completed,0.32,12,308,2134,0.659,0.265
Completed,0.36,22,3577,4610,0.482,0.954
Completed,0.32,13,4091,728,0.771,0.082
Completed,0.44,28,2068,3204,0.09,0.637
Completed,0.42,30,1941,880,0.53,0.383
Completed,0.41,28,4296,3366,0.331,0.834
Completed,0.32,13,3558,138,0.765,0.338
Completed,0.47,34,288,2623,0.065,0.88
Completed,0.41,33,1130,1051,0.35,0.845
Completed,0.37,23,2529,3526,0.542,0.435
Completed,0.41,33,4514,2457,0.206,0.562
Completed,0.32,12,1870,4933,0.904,0.22
Completed,0.43,25,1523,489,0.149,0.474
Completed,0.35,19,4792,2974,0.957,0.806
Completed,0.32,11,2876,1583,0.294,0.181
Completed,0.36,23,852,4068,0.594,0.601
Completed,0.36,19,566,1950,0.816,0.628
Completed,0.32,11,3210,4425,0.01,0.091
Completed,0.42,24,3794,856,0.735,0.966
Completed,0.32,13,2395,3332,0.433,0.252
Completed,0.36,21,2414,1280,0.841,0.884
Completed,0.32,13,3814,3765,0.016,0.335
Completed,0.41,23,3415,2100,0.575,0.836
Completed,0.41,28,439,4586,0.251,0.383
Completed,0.32,12,647,1744,0.037,0.347
Completed,0.32,11,3003,4220,0.851,0.934
Completed,0.32,11,4997,339,0.391,0.062
Completed,0.37,21,1396,2814,0.716,0.72
Completed,0.4,26,1665,2296,0.464,0.972
Completed,0.32,12,4641,4782,0.646,0.309
Completed,0.41,26,2734,1203,0.108,0.681
Completed,0.32,12,1003,3688,0.784,0.101
Completed,0.32,11,83,298,0.507,0.128
Completed,0.42,29,3684,2775,0.323,0.591
Completed,0.39,25,4277,1393,0.924,0.469
Completed,0.43,31,1921,3868,0.249,0.75
Completed,0.32,11,2048,1544,0.681,0.006
Completed,0.36,24,4072,4030,0.491,0.714
Completed,0.45,43,3647,1466,0.131,0.916
Completed,0.32,11,41,3952,0.944,0.364
Completed,0.36,22,1045,2379,0.731,0.391
Completed,0.36,22,2771,4854,0.407,0.827
Completed,0.32,11,4604,973,0.836,0.201
Completed,0.47,30,1623,3448,0.02,0.518
Completed,0.41,22,1277,1661,0.767,0.772
Completed,0.47,42,4883,4146,0.093,0.446
Completed,0.36,20,3117,567,0.663,0.573
Completed,0.32,11,766,3053,0.479,0.147
Completed,0.32,11,320,934,0.201,0.112
Completed,0.34,17,3301,3410,0.878,0.67
Completed,0.32,12,4035,2028,0.371,0.294
Completed,0.36,22,2309,4503,0.553,0.987
Completed,0.39,23,2190,694,0.992,0.505
Completed,0.32,11,3921,3179,0.176,0.214
Completed,0.39,25,3174,773,0.444,0.417
Completed,0.34,22,525,3257,0.635,0.864
Completed,0.37,21,893,416,0.921,0.891
Completed,0.32,12,2912,2892,0.221,0.327
Completed,0.39,27,4756,1823,0.525,0.699
Completed,0.32,13,1482,4298,0.335,0.02
Completed,0.32,11,1750,1124,0.579,0.273
Completed,0.42,28,4399,3610,0.277,0.946
Completed,0.32,12,2644,2218,0.972,0.074
Completed,0.43,30,1250,4703,0.166,0.645
Completed,0.33,22,168,1314,0.387,0.61
Completed,0.32,14,3442,3790,0.687,0.172
Completed,0.44,31,4187,220,0.056,0.794
Completed,0.34,18,2168,2696,0.864,0.487
Completed,0.35,19,1963,60,0.297,0.741
Completed,0.32,12,4314,2545,0.622,0.041
Completed,0.42,28,3485,2397,0.428,0.656
Completed,0.32,12,212,4921,0.745,0.064
Completed,0.32,16,1204,1414,0.968,0.161
Completed,0.44,40,2599,3929,0.143,0.621
Completed,0.37,20,4442,8,0.603,0.493
Completed,0.46,30,1793,2523,0.288,0.787
Completed,0.41,23,1436,1966,0.532,0.535
Completed,0.32,12,4710,4491,0.355,0.248
Completed,0.4,28,2955,873,0.894,0.872
Completed,0.44,27,937,3397,0.213,0.408
Completed,0.32,11,479,595,0.497,0.318
Completed,0.36,21,3128,3109,0.672,0.9
Completed,0.32,12,3873,1688,0.071,0.025
Completed,0.34,18,2480,4203,0.754,0.695
Completed,0.32,12,2436,2178,0.113,0.242
Completed,0.32,12,3830,4664,0.81,0.539
Completed,0.32,12,3333,433,0.24,0.155
Completed,0.36,19,352,2958,0.929,0.563
Completed,0.4,24,732,722,0.653,0.661
Completed,0.32,11,3082,3236,0.454,0.12
Completed,0.39,22,4916,2128,0.789,0.992
Completed,0.32,13,1309,4642,0.098,0.289
Completed,0.32,11,1588,160,0.846,0.034
Completed,0.46,34,4569,2684,0.046,0.747
Completed,0.32,11,2804,1254,0.71,0.375
Completed,0.4,24,1077,3778,0.401,0.906
Completed,0.45,32,7,2244,0.186,0.817
Completed,0.32,12,3612,4759,0.987,0.402
Completed,0.4,23,4347,1151,0.261,0.525
Completed,0.32,13,1995,3665,0.568,0.194
Completed,0.45,30,2122,990,0.003,0.939
Completed,0.32,11,4142,3515,0.826,0.279
Completed,0.32,13,3726,1068,0.559,0.108
Completed,0.4,23,125,3593,0.36,0.674
Completed,0.38,28,958,86,0.084,0.584
Completed,0.32,11,2689,2601,0.773,0.135
Completed,0.41,34,4683,1493,0.469,0.76
Completed,0.36,20,1707,4007,0.669,0.458
Completed,0.32,11,1351,794,0.417,0.205
Completed,0.37,19,4953,3319,0.724,0.514
Completed,0.42,45,3045,1888,0.029,0.387
Completed,0.32,11,690,4413,0.831,0.831
Completed,0.37,27,394,1610,0.616,0.928
Completed,0.32,11,3371,4125,0.307,0.352
Completed,0.4,26,3963,517,0.939,0.729
Completed,0.32,11,2232,3031,0.14,0.053
Completed,0.46,36,2274,1839,0.313,0.441
Completed,0.36,21,4000,4363,0.513,0.777
Completed,0.39,21,3244,1761,0.874,0.606
Completed,0.32,14,599,4285,0.049,0.176
Completed,0.32,12,816,2050,0.272,0.086
Completed,0.36,18,2840,4564,0.588,0.633
Completed,0.32,13,4826,643,0.159,0.261
Completed,0.35,16,1556,3158,0.982,0.958
Completed,0.39,26,1834,1332,0.227,0.703
Completed,0.32,13,4478,3857,0.911,0.016
Completed,0.36,25,2563,238,0.341,0.887
Completed,0.32,12,1163,2763,0.516,0.331
Completed,0.4,31,253,1229,0.8,0.429
Completed,0.46,32,3521,3743,0.119,0.852
Completed,0.32,12,4106,2322,0.626,0.23
Completed,0.38,25,2081,4837,0.449,0.551
Completed,0.32,12,1876,2475,0.883,0.298
Completed,0.42,32,4233,4999,0.192,0.982
Completed,0.32,12,3535,1220,0.362,0.136
Completed,0.36,21,241,3735,0.561,0.584
Completed,0.41,33,1157,249,0.777,0.673
Completed,0.32,13,2571,2774,0.084,0.109
Completed,0.39,25,4492,1343,0.669,0.98
Completed,0.32,12,1824,3867,0.472,0.3
Completed,0.32,12,1545,635,0.724,0.055
Completed,0.39,26,4839,3150,0.414,0.728
Completed,0.32,13,2848,2041,0.828,0.355
Completed,0.49,38,810,4556,0.029,0.925
Completed,0.4,22,589,1772,0.306,0.828
Completed,0.36,21,3257,4297,0.613,0.39
Completed,0.37,22,3767,366,0.137,0.513
Completed,0.32,12,2353,2890,0.938,0.207
Completed,0.4,28,2359,355,0.697,0.798
Completed,0.43,27,3758,2879,0.382,0.483
Completed,0.47,33,3365,1621,0.049,0.636
Completed,0.32,13,403,4136,0.87,0.083
Completed,0.32,18,703,1880,0.586,0.173
Completed,0.41,29,3034,4404,0.271,0.608
Completed,0.39,24,4947,785,0.981,0.482
Completed,0.46,33,1360,3310,0.157,0.799
Completed,0.39,22,1716,1503,0.912,0.554
Completed,0.32,11,4677,4018,0.23,0.227
Completed,0.4,30,2679,97,0.518,0.854
Completed,0.43,34,972,2612,0.342,0.428
Completed,0.32,12,134,1060,0.119,0.33
Completed,0.34,17,3720,3584,0.804,0.889
Completed,0.32,12,4221,2466,0.453,0.013
Completed,0.34,21,1890,4991,0.627,0.706
Completed,0.44,36,2075,2314,0.195,0.46
Completed,0.32,12,4114,4829,0.885,0.758
Completed,0.39,29,2583,2272,0.441,0.673
Completed,0.32,11,1184,4787,0.634,0.108
Completed,0.32,12,1086,1265,0.142,0.067
Completed,0.32,20,2798,3789,0.964,0.653
Completed,0.32,12,4558,171,0.285,0.28
Completed,0.38,23,1602,2696,0.603,0.938
Completed,0.4,32,1323,2119,0.359,0.692
Completed,0.32,11,4904,4634,0.533,0.028
Completed,0.37,27,3076,713,0.213,0.899
Completed,0.32,12,740,3227,0.897,0.319
Completed,0.38,27,366,444,0.675,0.408
Completed,0.38,30,3323,2968,0.498,0.872
Completed,0.32,18,3994,1850,0.756,0.25
Completed,0.47,30,2283,4375,0.073,0.532
Completed,0.4,37,2246,528,0.379,0.959
Completed,0.32,12,3952,3042,0.696,0.26
Completed,0.38,22,2895,809,0.426,0.382
Completed,0.37,22,870,3284,0.743,0.836
Completed,0.38,26,546,541,0.965,0.933
Completed,0.32,11,3189,3026,0.141,0.347
Completed,0.36,19,3852,1634,0.602,0.72
Completed,0.32,11,2453,4120,0.286,0.062
Completed,0.39,21,2497,2076,0.581,0.514
Completed,0.32,14,3896,4591,0.28,0.205
Completed,0.42,28,3147,670,0.975,0.831
Completed,0.46,27,503,3184,0.167,0.388
Completed,0.32,11,915,324,0.39,0.353
Completed,0.36,26,2939,2848,0.689,0.929
Completed,0.32,11,4690,1730,0.057,0.053
Completed,0.32,11,1421,4255,0.866,0.729
Completed,0.43,28,1777,1178,0.111,0.983
Completed,0.32,11,4421,3693,0.808,0.298
Completed,0.41,27,2752,1366,0.241,0.881
Completed,0.32,13,1022,3842,0.931,0.338
Completed,0.39,22,62,2327,0.654,0.435
Completed,0.38,20,3664,4813,0.456,0.846
Completed,0.32,11,4334,1234,0.792,0.22
Completed,0.47,32,1978,3719,0.1,0.561
Completed,0.32,11,2183,1083,0.534,0.308
Completed,0.4,24,4207,3559,0.358,0.972
Completed,0.32,12,3459,2489,0.896,0.101
Completed,0.44,27,189,4965,0.214,0.681
Completed,0.4,26,1227,1517,0.499,0.591
Completed,0.32,11,2625,4002,0.673,0.129
Completed,0.39,26,4377,110,0.073,0.75
Completed,0.37,20,1732,2596,0.757,0.468
Completed,0.32,13,1463,1903,0.002,0.214
Completed,0.32,12,4732,4378,0.824,0.506
Completed,0.42,24,2979,1980,0.56,0.864
Completed,0.39,23,628,4457,0.363,0.417
Completed,0.32,11,456,1713,0.085,0.327
Completed,0.34,21,3436,4198,0.775,0.891
Completed,0.32,11,3937,619,0.471,0.02
Completed,0.37,21,2210,3104,0.671,0.699
Completed,0.39,22,2326,1795,0.843,0.807
Completed,0.48,30,4057,4271,0.045,0.474
Completed,0.37,21,3316,389,0.708,0.601
Completed,0.32,13,340,2865,0.399,0.18
Completed,0.32,11,743,648,0.184,0.091
Completed,0.34,17,3100,3134,0.985,0.628
Completed,0.32,13,4859,2055,0.259,0.252
Completed,0.36,22,1258,4540,0.567,0.967
Completed,0.33,19,1605,273,0.315,0.713
Completed,0.32,11,4582,2748,0.514,0.005
Completed,0.32,11,2506,194,0.872,0.364
Completed,0.48,30,1113,2670,0.048,0.917
Completed,0.43,25,303,1156,0.269,0.827
Completed,0.37,20,3578,3641,0.587,0.391
Completed,0.41,35,4088,2249,0.158,0.518
Completed,0.32,12,2069,4735,0.98,0.201
Completed,0.36,23,1942,2411,0.415,0.946
Completed,0.32,12,4293,4886,0.723,0.272
Completed,0.41,30,3705,1005,0.028,0.645
Completed,0.32,11,98,3481,0.828,0.075
Completed,0.32,11,985,32,0.615,0.172
Completed,0.44,33,2711,2518,0.305,0.61
Completed,0.37,20,4623,1439,0.937,0.486
Completed,0.43,27,1641,3924,0.138,0.794
Completed,0.38,21,1374,887,0.885,0.54
Completed,0.32,11,4979,3362,0.193,0.242
Completed,0.36,28,2872,145,0.65,0.743
Completed,0.32,13,853,2621,0.46,0.039
Completed,0.32,11,563,1049,0.238,0.191
Completed,0.34,15,3212,3534,0.935,0.529
Completed,0.4,25,3790,2455,0.318,0.406
Completed,0.37,28,2396,4940,0.511,0.812
Completed,0.36,26,2415,467,0.229,0.446
Completed,0.35,18,3810,2943,0.913,0.773
Completed,0.32,11,3231,1874,0.343,0.147
Completed,0.37,22,583,4349,0.517,0.572
Completed,0.36,26,833,2133,0.803,0.67
Completed,0.32,11,2852,4618,0.12,0.111
Completed,0.41,30,4774,726,0.627,0.987
Completed,0.32,13,1500,3212,0.451,0.294
Completed,0.32,13,1846,1288,0.695,0.041
Completed,0.39,24,4496,3764,0.38,0.74
Completed,0.32,11,2731,2108,0.962,0.243
Completed,0.45,27,1005,4584,0.145,0.538
Completed,0.45,25,79,1742,0.422,0.69
Completed,0.32,11,3685,4227,0.747,0.028
Completed,0.44,26,4274,335,0.005,0.904
Completed,0.32,14,1923,2821,0.82,0.314
Completed,0.43,25,2050,497,0.263,0.568
Completed,0.32,11,4069,2972,0.562,0.152
Completed,0.41,27,3558,1591,0.18,0.773
Completed,0.32,11,284,4066,0.989,0.445
Completed,0.32,11,1132,1946,0.703,0.285
Completed,0.38,21,2526,4432,0.403,0.996
Completed,0.32,13,4515,853,0.848,0.124
Completed,0.43,28,1866,3338,0.041,0.658
Completed,0.39,28,1520,1551,0.796,0.909
Completed,0.32,12,4794,4027,0.096,0.371
Completed,0.32,11,3119,1473,0.266,0.012
Completed,0.37,21,763,3948,0.591,0.708
Completed,0.36,22,321,2377,0.868,0.548
Completed,0.32,13,3297,4862,0.051,0.234
Completed,0.41,25,4037,971,0.699,0.856
Completed,0.39,22,2306,3456,0.377,0.424
Completed,0.32,11,2191,2303,0.077,0.068
Completed,0.32,12,3917,4779,0.752,0.651
Completed,0.32,11,3417,1209,0.495,0.276
Completed,0.36,18,436,3685,0.678,0.943
Completed,0.4,37,648,297,0.892,0.783
Completed,0.45,26,2999,2782,0.218,0.498
Completed,0.4,31,4999,1390,0.538,0.624
Completed,0.32,11,1393,3876,0.354,0.157
Completed,0.35,29,1661,702,0.605,0.412
Completed,0.44,26,4642,3178,0.283,0.869
Completed,0.42,26,2645,780,0.082,0.51
Completed,0.32,11,1246,3256,0.779,0.209
Completed,0.32,11,170,413,0.557,0.049
Completed,0.43,37,3439,2899,0.366,0.732
Completed,0.32,13,4188,1820,0.889,0.356
Completed,0.42,30,2164,4305,0.19,0.925
Completed,0.32,12,1959,1669,0.632,0.18
Completed,0.37,22,4315,4145,0.447,0.602
Completed,0.37,32,3644,575,0.798,0.479
Completed,0.46,28,43,3051,0.125,0.801
Completed,0.38,25,1041,931,0.339,0.953
Completed,0.32,12,2772,3416,0.522,0.264
Completed,0.38,25,4601,2025,0.233,0.637
Completed,0.32,12,1625,4510,0.908,0.083
Completed,0.32,11,1278,67,0.161,0.334
Completed,0.36,19,4878,2543,0.976,0.883
Completed,0.32,11,2958,2398,0.035,0.312
Completed,0.32,16,935,4913,0.857,0.968
Completed,0.38,28,484,1408,0.572,0.754
Completed,0.42,29,3128,3932,0.257,0.464
Completed,0.35,20,3876,2,0.998,0.588
Completed,0.32,11,2478,2526,0.175,0.132
Completed,0.34,21,2433,1131,0.941,0.678
Completed,0.32,15,3832,3607,0.134,0.103
Completed,0.4,21,3170,2225,0.61,0.979
Completed,0.32,13,526,4701,0.309,0.302
Completed,0.4,25,890,1312,0.024,0.454
Completed,0.34,16,2914,3798,0.833,0.765
Completed,0.32,11,4752,219,0.419,0.138
Completed,0.37,20,1483,2704,0.718,0.58
Completed,0.41,24,1752,2187,0.474,0.835
Completed,0.34,17,4396,4662,0.667,0.384
Completed,0.37,22,27,3745,0.562,0.395
Completed,0.4,25,3532,282,0.103,0.825
Completed,0.32,12,4628,4057,0.815,0.115
Completed,0.4,29,1746,2470,0.354,0.667
Completed,0.37,22,1507,2719,0.756,0.791
Completed,0.4,22,4856,1151,0.297,0.489
Completed,0.37,21,3139,4907,0.504,0.7
Completed,0.32,12,413,1463,0.043,0.019
Completed,0.32,11,881,4339,0.47,0.16
Completed,0.36,19,2982,2183,0.945,0.623
Completed,0.32,12,3762,3401,0.221,0.318
Completed,0.41,22,2288,621,0.698,0.901
Completed,0.37,22,4440,1681,0.466,0.929
Completed,0.32,11,1797,4205,0.64,0.351
Completed,0.32,12,1440,992,0.396,0.097
Completed,0.35,18,4710,3506,0.714,0.685
Completed,0.32,11,528,4759,0.972,0.943
Completed,0.32,11,3412,1299,0.45,0.274
Completed,0.38,21,4816,2572,0.726,0.531
Completed,0.32,11,1313,986,0.202,0.249
Completed,0.32,11,1705,3890,0.658,0.375
Completed,0.46,26,4433,2324,0.136,0.907
Completed,0.32,11,3649,3577,0.907,0.151
Completed,0.38,22,303,137,0.383,0.569
Completed,0.46,34,1084,2853,0.068,0.74
Completed,0.32,11,2555,701,0.606,0.041
Completed,0.39,26,4277,4416,0.318,0.766
Completed,0.38,23,2173,1638,0.858,0.452
Completed,0.41,29,1902,4582,0.163,0.526
Completed,0.32,12,4159,1783,0.638,0.192
Completed,0.39,23,2751,3020,0.41,0.995
Completed,0.32,12,1122,845,0.887,0.284
Completed,0.42,29,205,3931,0.241,0.857
Completed,0.38,24,3746,2356,0.718,0.422
Completed,0.39,25,4531,3620,0.489,0.633
Completed,0.32,12,1607,168,0.964,0.085
Completed,0.37,26,1373,4957,0.422,0.46
Completed,0.34,22,4757,1487,0.899,0.759
Completed,0.32,12,3354,2769,0.175,0.05
Completed,0.42,29,587,1175,0.651,0.733
Completed,0.35,19,743,3299,0.834,0.592
Completed,0.32,11,2885,493,0.373,0.127
Completed,0.36,18,3976,4237,0.582,0.929
Completed,0.32,11,2466,2055,0.123,0.35
Completed,0.32,12,2408,3253,0.253,0.079
Completed,0.38,18,4035,456,0.79,0.642
Completed,0.5,31,2944,4190,0.001,0.415
Completed,0.41,27,685,2019,0.54,0.866
Completed,0.32,12,315,2605,0.331,0.309
Completed,0.37,21,3236,1026,0.87,0.973
Completed,0.32,12,4953,4792,0.079,0.217
Completed,0.37,21,1409,1339,0.617,0.504
Completed,0.48,31,1805,3474,0.02,0.877
Completed,0.32,11,4569,2,0.559,0.341
Completed,0.43,26,3474,3787,0.273,0.598
Completed,0.32,11,86,2188,0.81,0.182
Completed,0.32,11,1180,4473,0.737,0.012
Completed,0.4,27,2692,1663,0.213,0.708
Completed,0.35,16,4100,2910,0.984,0.482
Completed,0.42,25,1960,727,0.462,0.8
Completed,0.32,11,2076,3056,0.517,0.227
Completed,0.37,24,4375,893,0.055,0.556
Completed,0.32,12,2653,4618,0.767,0.252
Completed,0.45,31,987,1831,0.308,0.968
Completed,0.4,28,139,4663,0.283,0.713
Completed,0.32,12,3490,1864,0.76,0.005
Completed,0.47,27,4583,3100,0.033,0.808
Completed,0.39,24,1860,927,0.508,0.472
Completed,0.32,14,1472,4262,0.098,0.098
Completed,0.39,19,4979,2109,0.575,0.685
Completed,0.4,23,3259,3325,0.35,0.381
Completed,0.38,25,380,545,0.826,0.839
Completed,0.39,22,849,2796,0.628,0.978
Completed,0.32,11,3103,1226,0.167,0.302
Completed,0.32,11,3885,4983,0.874,0.513
Completed,0.32,12,2253,1539,0.415,0.206
Completed,0.32,11,2191,4072,0.927,0.674
Completed,0.32,11,3860,1908,0.403,0.107
Completed,0.36,20,3080,3135,0.677,0.831
Completed,0.41,25,784,345,0.155,0.386
Completed,0.32,11,576,3177,0.131,0.141
Completed,0.42,26,3297,381,0.67,0.579
Completed,0.32,11,4707,4115,0.38,0.353
Completed,0.35,20,1354,1943,0.918,0.929
Completed,0.39,23,1586,2933,0.438,0.553
Completed,0.32,11,4463,781,0.977,0.228
Completed,0.43,33,3686,4495,0.191,0.953
Completed,0.32,12,177,1719,0.728,0.265
Completed,0.34,17,959,3809,0.788,0.437
Completed,0.45,29,2593,2244,0.264,0.845
Completed,0.32,11,4308,3498,0.535,0.089
Completed,0.38,21,2055,56,0.013,0.632
Completed,0.32,11,2015,3664,0.942,0.332
Completed,0.35,19,4114,202,0.48,0.887
Completed,0.32,14,2708,3977,0.693,0.178
Completed,0.42,31,1232,2388,0.234,0.605
Completed,0.32,14,236,2974,0.894,0.04
Completed,0.39,22,3628,813,0.435,0.743
Completed,0.34,17,4405,4537,0.647,0.439
Completed,0.45,27,1645,1750,0.186,0.78
Completed,0.37,18,1256,3375,0.704,0.654
Completed,0.32,11,4805,569,0.245,0.064
Completed,0.32,12,3394,4312,0.954,0.867
Completed,0.41,25,478,2132,0.493,0.413
Completed,0.32,11,635,4881,0.052,0.273
Completed,0.37,22,2926,1411,0.527,0.946
Completed,0.32,11,4024,2694,0.303,0.237
Completed,0.38,21,2350,1098,0.78,0.546
Completed,0.34,17,2447,4836,0.594,0.756
Completed,0.4,25,3926,1374,0.07,0.461
Completed,0.36,20,2828,2647,0.846,0.719
Completed,0.32,11,732,1062,0.324,0.062
Completed,0.38,19,439,4148,0.547,0.612
Completed,0.32,12,3201,1983,0.025,0.169
Completed,0.36,16,4921,3210,0.799,0.894
Completed,0.32,11,1531,421,0.275,0.324
Completed,0.32,11,1761,4391,0.865,0.199
Completed,0.43,24,4680,1584,0.343,0.521
Completed,0.32,11,3587,2829,0.614,0.295
Completed,0.38,21,41,646,0.09,0.987
Completed,0.38,25,1135,3555,0.392,0.814
Completed,0.35,19,2806,81,0.929,0.403
Completed,0.44,27,4212,3867,0.143,0.661
Completed,0.32,11,1918,2269,0.683,0.12
Completed,0.39,27,2114,4013,0.363,0.92
Completed,0.32,11,4249,2436,0.838,0.36
Completed,0.46,33,2534,3700,0.11,0.571
Completed,0.32,11,1017,249,0.587,0.148
Completed,0.32,11,67,4243,0.85,0.314
Completed,0.45,28,3572,2049,0.328,0.905
Completed,0.32,11,4666,3305,0.598,0.165
Completed,0.42,25,1784,487,0.074,0.618
Completed,0.36,19,1547,4643,0.531,0.992
Completed,0.32,11,4895,1805,0.009,0.288
Completed,0.37,19,3177,3081,0.784,0.53
Completed,0.32,11,451,867,0.26,0.189
Completed,0.32,11,920,3606,0.195,0.112
Completed,0.4,23,3021,182,0.732,0.671
Completed,0.39,21,3801,3918,0.442,0.398
Completed,0.37,21,2328,2370,0.981,0.821
Completed,0.42,27,2311,2529,0.211,0.496
Completed,0.43,25,3826,951,0.748,0.786
Completed,0.32,11,3044,4717,0.457,0.03
Completed,0.39,22,907,1263,0.996,0.691
Completed,0.38,25,490,2914,0.689,0.769
Completed,0.37,26,3374,723,0.23,0.448
Completed,0.32,12,4776,4477,0.938,0.737
Completed,0.32,11,1274,1659,0.477,0.044
Completed,0.35,17,1666,3158,0.878,0.42
Completed,0.36,23,4395,322,0.419,0.862
Completed,0.32,11,3609,4095,0.632,0.074
Completed,0.41,32,263,1885,0.171,0.646
Completed,0.39,22,1044,4776,0.347,0.536
Completed,0.32,13,2515,1355,0.822,0.245
Completed,0.48,30,4238,2589,0.095,0.939
Completed,0.32,12,2135,1042,0.572,0.279
Completed,0.42,26,1941,2736,0.376,0.695
Completed,0.32,11,4198,1208,0.914,0.023
Completed,0.44,28,2791,4924,0.127,0.795
Completed,0.38,22,1161,1519,0.667,0.485
Completed,0.39,27,165,3434,0.453,0.933
Completed,0.32,12,3707,588,0.992,0.347
Completed,0.43,28,4492,4372,0.207,0.589
Completed,0.32,11,1569,2150,0.744,0.13
Completed,0.32,12,1333,3034,0.147,0.256
Completed,0.38,27,4718,832,0.686,0.963
Completed,0.32,11,3316,4596,0.395,0.223
Completed,0.36,20,548,1770,0.933,0.56
Completed,0.36,18,705,4032,0.61,0.637
Completed,0.32,11,2847,2495,0.086,0.081
Completed,0.34,17,3936,3720,0.861,0.853
Completed,0.34,23,2426,307,0.339,0.427
Completed,0.32,12,2368,3751,0.037,0.154
Completed,0.43,30,3995,2224,0.512,0.566
Completed,0.32,14,2906,3438,0.287,0.371
Completed,0.39,28,646,37,0.764,0.911
Completed,0.46,28,353,4451,0.114,0.478
Completed,0.36,30,3275,1602,0.591,0.804
Completed,0.32,12,4993,2888,0.367,0.017
Completed,0.32,18,1449,665,0.842,0.704
Completed,0.39,25,1843,4206,0.299,0.828
Completed,0.37,22,4608,2003,0.776,0.389
Completed,0.47,32,3513,3270,0.048,0.678
Completed,0.32,11,126,440,0.523,0.103
Completed,0.32,11,1220,2549,0.958,0.213
Completed,0.38,23,2732,1009,0.497,0.507
Completed,0.32,11,4139,4736,0.708,0.312
Completed,0.41,24,1999,1322,0.249,0.97
Completed,0.32,11,2038,4901,0.803,0.053
Completed,0.45,26,4336,1470,0.279,0.73
Completed,0.39,23,2613,2713,0.551,0.457
Completed,0.41,27,947,1158,0.029,0.763
Completed,0.49,37,100,2662,0.005,0.508
Completed,0.32,11,3451,1131,0.544,0.21
Completed,0.42,25,4543,4848,0.257,0.982
Completed,0.32,11,1820,1444,0.794,0.298
Completed,0.32,11,1433,3686,0.314,0.174
Completed,0.36,25,4940,263,0.854,0.609
Completed,0.32,11,3220,3999,0.064,0.335
Completed,0.39,22,340,2449,0.602,0.884
Completed,0.32,13,809,4563,0.911,0.805
Completed,0.42,30,3064,1725,0.387,0.475
Completed,0.38,22,3847,3000,0.662,0.717
Completed,0.32,12,2215,788,0.14,0.002
Completed,0.38,19,2230,3574,0.643,0.594
Completed,0.32,11,3899,141,0.182,0.187
Completed,0.33,15,3118,3887,0.89,0.881
Completed,0.32,14,822,2328,0.431,0.337
Completed,0.32,14,615,3832,0.407,0.092
Completed,0.37,21,3337,2305,0.884,0.628
Completed,0.46,28,4746,3520,0.159,0.433
Completed,0.36,25,1393,117,0.634,0.848
Completed,0.44,27,1626,4701,0.225,0.723
Completed,0.32,14,4503,1279,0.702,0.058
Completed,0.41,26,3725,2513,0.474,0.752
Completed,0.35,27,216,967,0.949,0.466
Completed,0.32,11,997,3233,0.501,0.358
Completed,0.43,27,2631,398,0.039,0.924
Completed,0.32,11,4347,4171,0.752,0.137
Completed,0.4,25,2095,1960,0.293,0.584
Completed,0.32,12,1976,4318,0.722,0.377
Completed,0.45,27,4074,2126,0.198,0.843
Completed,0.32,14,2670,3381,0.968,0.102
Completed,0.44,32,1194,563,0.446,0.68
Completed,0.32,11,274,4976,0.673,0.24
