Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
Completed,0.55,0,5000,5000,0.999,0.604
Completed,0.55,0,1,3358,0.999,0.999
Completed,0.55,0,399,4791,0.374,0.999
Completed,0.55,0,1485,1,0.0,0.999
Completed,0.55,0,5000,389,0.999,0.738
Completed,0.55,0,1,5000,0.999,0.999
Completed,0.55,0,5000,5000,0.0,0.788
Completed,0.55,0,1,5000,0.0,0.718
Completed,0.55,0,5000,5000,0.0,0.001
Completed,0.55,0,5000,5000,0.326,0.397
Completed,0.55,0,2031,1,0.999,0.001
Completed,0.55,0,3590,1,0.0,0.001
Completed,0.55,0,1,5000,0.0,0.295
Completed,0.55,0,2582,5000,0.0,0.001
Completed,0.55,0,1,1,0.532,0.484
Completed,0.55,0,4291,1,0.312,0.999
Completed,0.55,0,1,832,0.999,0.999
Completed,0.55,0,5000,1,0.7,0.379
Completed,0.55,0,1,5000,0.999,0.405
Completed,0.55,0,1571,5000,0.037,0.605
Completed,0.55,0,1,1,0.659,0.999
Completed,0.55,0,1,5000,0.385,0.999
Completed,0.55,0,5000,5000,0.309,0.999
Completed,0.55,0,4960,565,0.0,0.585
Completed,0.55,0,2348,1,0.999,0.391
Completed,0.55,0,5000,5000,0.0,0.251
Completed,0.55,0,1,1,0.999,0.214
Completed,0.55,0,5000,1,0.0,0.771
Completed,0.55,0,5000,1,0.265,0.454
Completed,0.55,0,103,4074,0.999,0.001
Completed,0.55,0,79,283,0.217,0.999
Completed,0.55,0,690,5000,0.999,0.001
Completed,0.55,0,5000,2751,0.0,0.999
Completed,0.55,0,1,4978,0.999,0.001
Completed,0.55,0,3107,1,0.0,0.602
Completed,0.55,0,1,5000,0.999,0.683
Completed,0.55,0,1,4513,0.239,0.001
Completed,0.55,0,2247,3158,0.0,0.999
Completed,0.55,0,4880,1,0.0,0.999
Completed,0.55,0,5000,3835,0.999,0.999
Completed,0.55,0,46,4877,0.678,0.727
Completed,0.55,0,5000,1,0.999,0.658
Completed,0.55,0,3679,1,0.0,0.999
Completed,0.55,0,4608,1948,0.999,0.999
Completed,0.55,0,1291,5000,0.0,0.999
Completed,0.55,0,5000,707,0.999,0.001
Completed,0.55,0,1,5000,0.497,0.446
Completed,0.55,0,4830,159,0.785,0.999
Completed,0.55,0,5000,1,0.999,0.219
Completed,0.55,0,5000,4371,0.999,0.001
Completed,0.55,0,4502,4548,0.0,0.664
Completed,0.55,0,923,4979,0.0,0.001
Completed,0.55,0,32,417,0.999,0.999
Completed,0.55,0,1,264,0.0,0.317
Completed,0.55,0,3727,3788,0.553,0.001
Completed,0.55,0,83,4953,0.17,0.999
Completed,0.55,0,2812,161,0.858,0.999
Completed,0.55,0,4874,13,0.772,0.794
Completed,0.55,0,2971,3840,0.999,0.001
Completed,0.55,0,1,1,0.613,0.001
Completed,0.55,0,1,116,0.185,0.001
Completed,0.55,0,1,1648,0.0,0.001
Completed,0.55,0,1,1,0.0,0.818
Completed,0.55,0,84,5000,0.0,0.999
Completed,0.55,0,277,1,0.999,0.711
Completed,0.55,0,4648,5000,0.0,0.999
Completed,0.55,0,4499,2364,0.557,0.999
Completed,0.55,0,4886,1,0.0,0.001
Completed,0.55,0,3027,5000,0.999,0.001
Completed,0.55,0,4286,5000,0.0,0.001
Completed,0.55,0,4984,4961,0.999,0.446
Completed,0.55,0,1,3841,0.0,0.999
Completed,0.55,0,102,5000,0.797,0.999
Completed,0.55,0,5000,4920,0.61,0.602
Completed,0.55,0,1,2334,0.999,0.224
Completed,0.55,0,5000,5000,0.532,0.999
Completed,0.55,0,1018,1,0.999,0.001
Completed,0.55,0,4763,3135,0.0,0.001
Completed,0.55,0,301,66,0.0,0.001
Completed,0.55,0,2010,1,0.265,0.999
Completed,0.55,0,5000,96,0.301,0.001
Completed,0.55,0,3576,2304,0.163,0.001
Completed,0.55,0,2294,48,0.0,0.338
Completed,0.55,0,4007,5000,0.999,0.001
Completed,0.55,0,3912,3232,0.999,0.703
Completed,0.55,0,4745,345,0.464,0.001
Completed,0.55,0,1,3393,0.0,0.001
Completed,0.55,0,139,1221,0.532,0.999
Completed,0.55,0,728,1,0.0,0.999
Completed,0.55,0,1,896,0.0,0.999
Completed,0.55,0,3739,21,0.999,0.999
Completed,0.55,0,3772,5000,0.0,0.999
Completed,0.55,0,4645,4810,0.265,0.14
Completed,0.55,0,5000,1851,0.999,0.999
Completed,0.55,0,4747,1,0.999,0.001
Completed,0.55,0,869,1,0.999,0.999
Completed,0.55,0,1,571,0.84,0.999
Completed,0.55,0,269,3993,0.999,0.999
Completed,0.55,0,3698,1750,0.999,0.999
Completed,0.55,0,1,3102,0.0,0.001
Completed,0.55,0,1,4131,0.999,0.291
Completed,0.55,0,1,5000,0.71,0.001
Completed,0.55,0,1999,2212,0.0,0.001
Completed,0.55,0,1,1,0.848,0.413
Completed,0.55,0,170,4859,0.0,0.582
Completed,0.55,0,4739,4877,0.259,0.001
Completed,0.55,0,1407,4988,0.293,0.999
Completed,0.55,0,4944,5000,0.0,0.999
Completed,0.55,0,3989,2762,0.999,0.001
Completed,0.55,0,5000,5000,0.999,0.811
Completed,0.55,0,1,28,0.0,0.153
Completed,0.55,0,1,2284,0.707,0.624
Completed,0.55,0,560,5000,0.999,0.999
Completed,0.55,0,2612,1,0.999,0.001
Completed,0.55,0,92,61,0.999,0.567
Completed,0.55,0,3362,5000,0.572,0.001
Completed,0.55,0,14,4890,0.999,0.202
Completed,0.55,0,2415,1,0.334,0.001
Completed,0.55,0,1,1,0.78,0.001
Completed,0.55,0,4914,4208,0.0,0.711
Completed,0.55,0,2164,2933,0.999,0.999
Completed,0.55,0,239,2436,0.401,0.999
Completed,0.55,0,3002,4441,0.686,0.999
Completed,0.55,0,2560,1,0.685,0.001
Completed,0.55,0,5000,2174,0.0,0.405
Completed,0.55,0,746,5000,0.58,0.999
Completed,0.55,0,5000,4469,0.999,0.999
Completed,0.55,0,5000,43,0.774,0.001
Completed,0.55,0,1894,5000,0.999,0.597
Completed,0.55,0,4856,33,0.0,0.54
Completed,0.55,0,1,2041,0.0,0.999
Completed,0.55,0,222,1,0.808,0.999
Completed,0.55,0,2044,1615,0.0,0.999
Completed,0.55,0,1,250,0.322,0.562
Completed,0.55,0,1,2112,0.0,0.001
Completed,0.55,0,1578,1,0.569,0.742
Completed,0.55,0,1816,5000,0.0,0.512
Completed,0.55,0,3245,1915,0.999,0.506
Completed,0.55,0,32,734,0.999,0.698
Completed,0.55,0,103,3255,0.0,0.217
Completed,0.55,0,4668,4777,0.74,0.999
Completed,0.55,0,2515,1709,0.0,0.778
Completed,0.55,0,2832,5000,0.0,0.517
Completed,0.55,0,73,1,0.999,0.999
Completed,0.55,0,5000,1,0.398,0.999
Completed,0.55,0,1,17,0.0,0.999
Completed,0.55,0,7,3812,0.721,0.001
Completed,0.55,0,1,1476,0.999,0.999
Completed,0.55,0,2062,1,0.999,0.999
Completed,0.55,0,3729,8,0.0,0.242
Completed,0.55,0,203,1,0.999,0.001
Completed,0.55,0,5000,3226,0.326,0.001
Completed,0.55,0,3009,1,0.0,0.019
Completed,0.55,0,2602,833,0.009,0.001
Completed,0.55,0,1,645,0.999,0.001
Completed,0.55,0,4198,1,0.0,0.001
Completed,0.55,0,5000,649,0.0,0.999
Completed,0.55,0,1,1,0.999,0.84
Completed,0.55,0,1,4579,0.0,0.001
Completed,0.55,0,2039,1,0.0,0.999
Completed,0.55,0,4848,1,0.169,0.001
Completed,0.55,0,4552,23,0.999,0.999
Completed,0.55,0,156,1488,0.999,0.284
Completed,0.55,0,4987,4178,0.352,0.643
Completed,0.55,0,2394,5000,0.0,0.999
Completed,0.55,0,5000,2208,0.0,0.999
Completed,0.55,0,3065,5000,0.464,0.999
Completed,0.55,0,1,2890,0.999,0.001
Completed,0.55,0,3338,5000,0.0,0.001
Completed,0.55,0,1265,5000,0.999,0.999
Completed,0.55,0,1,117,0.0,0.001
Completed,0.55,0,1,1,0.0,0.418
Completed,0.55,0,1519,3643,0.999,0.999
Completed,0.55,0,103,4976,0.302,0.412
Completed,0.55,0,2169,5000,0.999,0.999
Completed,0.55,0,4947,267,0.0,0.2
Completed,0.55,0,1,1651,0.42,0.001
Completed,0.55,0,2216,5000,0.999,0.348
Completed,0.55,0,5000,4213,0.0,0.999
Completed,0.55,0,5000,3253,0.524,0.999
Completed,0.55,0,5000,1213,0.999,0.001
Completed,0.55,0,516,2289,0.562,0.001
Completed,0.55,0,2280,2448,0.0,0.001
Completed,0.55,0,5000,5000,0.882,0.046
Completed,0.55,0,1,2546,0.999,0.001
Completed,0.55,0,2288,1,0.592,0.618
Completed,0.55,0,4379,2873,0.0,0.56
Completed,0.55,0,5000,2523,0.999,0.999
Completed,0.55,0,1,5000,0.999,0.883
Completed,0.55,0,4265,5000,0.999,0.999
Completed,0.55,0,4172,1,0.999,0.001
Completed,0.55,0,1,2827,0.999,0.999
Completed,0.55,0,4993,16,0.999,0.001
Completed,0.55,0,5000,3940,0.999,0.001
Completed,0.55,0,4942,36,0.999,0.859
Completed,0.55,0,4974,2079,0.613,0.353
Completed,0.55,0,1,3644,0.999,0.001
Completed,0.55,0,3806,1,0.155,0.999
Completed,0.55,0,1,1576,0.0,0.29
Completed,0.55,0,3106,3379,0.999,0.001
Completed,0.55,0,2862,10,0.471,0.999
Completed,0.55,0,1,4197,0.999,0.999
Completed,0.55,0,2472,5000,0.0,0.81
Completed,0.55,0,4996,1,0.999,0.143
Completed,0.55,0,5000,4893,0.22,0.001
Completed,0.55,0,1284,1,0.0,0.001
Completed,0.55,0,125,4723,0.999,0.564
Completed,0.55,0,1582,136,0.999,0.608
Completed,0.55,0,5000,5000,0.785,0.999
Completed,0.55,0,1334,5000,0.0,0.001
Completed,0.55,0,5000,3035,0.999,0.323
Completed,0.55,0,1713,1,0.0,0.88
Completed,0.55,0,4948,273,0.191,0.999
Completed,0.55,0,1,5000,0.0,0.826
Completed,0.55,0,1,5000,0.395,0.718
Completed,0.55,0,4950,56,0.0,0.228
Completed,0.55,0,503,5000,0.0,0.001
Completed,0.55,0,5000,2697,0.999,0.669
Completed,0.55,0,37,3764,0.492,0.001
Completed,0.55,0,4535,5000,0.999,0.001
Completed,0.55,0,4985,2083,0.0,0.401
Completed,0.55,0,1187,5000,0.999,0.001
Completed,0.55,0,2837,5000,0.0,0.001
Completed,0.55,0,4951,4402,0.565,0.001
Completed,0.55,0,32,4921,0.573,0.999
Completed,0.55,0,1,4849,0.335,0.001
Completed,0.55,0,5000,1709,0.0,0.001
Completed,0.55,0,4180,1,0.999,0.999
Completed,0.55,0,4970,4977,0.999,0.369
Completed,0.55,0,5000,675,0.999,0.999
Completed,0.55,0,1,3533,0.0,0.51
Completed,0.55,0,59,1,0.422,0.73
Completed,0.55,0,5000,3310,0.0,0.001
Completed,0.55,0,916,4990,0.698,0.001
Completed,0.55,0,1,4108,0.999,0.49
Completed,0.55,0,4939,2060,0.999,0.001
Completed,0.55,0,1309,1595,0.999,0.001
Completed,0.55,0,1872,1912,0.999,0.001
Completed,0.55,0,5000,1300,0.467,0.001
Completed,0.55,0,4932,2277,0.999,0.317
Completed,0.55,0,1,1,0.474,0.001
Completed,0.55,0,4953,4791,0.0,0.598
Completed,0.55,0,1,5000,0.749,0.461
Completed,0.55,0,4957,3024,0.0,0.8
Completed,0.55,0,1,3432,0.0,0.999
Completed,0.55,0,4262,1,0.999,0.467
Completed,0.55,0,3808,5000,0.999,0.999
Completed,0.55,0,1929,1905,0.999,0.999
Completed,0.55,1,3752,1020,0.0,0.999
Completed,0.55,0,1,1808,0.744,0.001
Completed,0.55,0,4178,1098,0.999,0.001
Completed,0.55,1,4176,1118,0.0,0.999
Completed,0.55,0,4176,1161,0.0,0.001
Completed,0.55,0,4182,1023,0.999,0.999
Completed,0.55,0,4168,1204,0.999,0.001
Completed,0.55,0,1232,4289,0.999,0.999
Completed,0.55,1,4171,1037,0.0,0.999
Completed,0.55,0,4158,1156,0.999,0.999
Completed,0.55,0,4191,1102,0.0,0.001
Completed,0.55,0,642,4100,0.0,0.001
Completed,0.55,0,646,4088,0.999,0.001
Completed,0.55,0,4172,998,0.0,0.001
Completed,0.55,0,1047,4064,0.0,0.001
Completed,0.55,0,4159,1227,0.0,0.999
Completed,0.55,0,4192,978,0.999,0.999
Completed,0.55,0,4376,3737,0.999,0.001
Completed,0.55,0,667,3789,0.999,0.001
Completed,0.55,0,4193,1172,0.999,0.001
Completed,0.55,0,1206,4079,0.0,0.999
Completed,0.55,0,635,3668,0.0,0.999
Completed,0.55,0,552,771,0.999,0.999
Completed,0.55,0,1199,3454,0.999,0.001
Completed,0.55,0,3845,4430,0.0,0.999
Completed,0.55,0,1559,4603,0.999,0.999
Completed,0.55,0,4346,3851,0.0,0.001
Completed,0.55,0,576,3353,0.0,0.001
Completed,0.55,0,807,2929,0.0,0.999
Completed,0.55,0,2036,4191,0.0,0.999
Completed,0.55,0,1072,4338,0.0,0.999
Completed,0.55,0,838,606,0.0,0.001
Completed,0.55,0,4627,1297,0.0,0.999
Completed,0.55,0,1,1288,0.999,0.999
Completed,0.55,0,1,1310,0.0,0.999
Completed,0.55,0,5000,1293,0.0,0.999
Completed,0.55,0,5000,1278,0.999,0.999
Completed,0.55,1,2369,1305,0.0,0.999
Completed,0.55,0,3389,1302,0.0,0.999
Completed,0.55,0,161,881,0.0,0.001
Completed,0.55,1,5000,1292,0.0,0.502
Completed,0.55,0,4145,1293,0.656,0.999
Completed,0.55,0,1,796,0.0,0.999
Completed,0.55,0,246,926,0.694,0.001
Completed,0.55,0,1,1042,0.999,0.001
Completed,0.55,0,5000,4558,0.999,0.001
Completed,0.55,1,647,1304,0.0,0.999
Completed,0.55,0,5000,2680,0.0,0.001
Completed,0.55,0,1,1308,0.447,0.999
Completed,0.55,0,5000,830,0.999,0.001
Completed,0.55,0,1,4365,0.999,0.001
Completed,0.55,0,1,4565,0.0,0.999
Completed,0.55,0,3146,1291,0.999,0.999
Completed,0.55,0,4043,464,0.0,0.001
Completed,0.55,0,5000,1899,0.0,0.001
Completed,0.55,0,5000,4215,0.999,0.001
Completed,0.55,0,1361,1298,0.0,0.999
Completed,0.55,1,4761,1295,0.0,0.707
Completed,0.55,0,5000,4627,0.0,0.001
Completed,0.55,0,5000,3559,0.999,0.999
Completed,0.55,0,1,4586,0.999,0.001
Completed,0.55,0,1,4463,0.999,0.999
Completed,0.55,0,4959,776,0.999,0.57
Completed,0.55,0,1,1730,0.0,0.767
Completed,0.55,0,5000,3530,0.0,0.441
Completed,0.55,0,12,658,0.0,0.649
Completed,0.55,0,5000,1842,0.0,0.999
Completed,0.55,0,1,1055,0.999,0.543
Completed,0.55,0,4380,4109,0.0,0.001
Completed,0.55,0,1,4381,0.0,0.467
Completed,0.55,0,4897,339,0.999,0.287
Completed,0.55,0,2371,472,0.999,0.209
Completed,0.55,0,1,3847,0.0,0.28
Completed,0.55,0,1,604,0.0,0.999
Completed,0.55,0,4456,4704,0.0,0.999
Completed,0.55,0,235,1302,0.999,0.568
Completed,0.55,0,1,1729,0.51,0.999
Completed,0.55,0,5000,4178,0.999,0.999
Completed,0.55,0,5000,1522,0.999,0.001
Completed,0.55,0,717,911,0.999,0.253
Completed,0.55,0,1861,1280,0.999,0.001
Completed,0.55,0,2008,4449,0.999,0.388
Completed,0.55,0,906,1316,0.0,0.001
Completed,0.55,0,4461,4500,0.999,0.65
Completed,0.55,0,131,3809,0.999,0.384
Completed,0.55,0,1,1494,0.999,0.684
Completed,0.55,0,3941,764,0.999,0.999
Completed,0.55,0,5000,3051,0.999,0.001
Completed,0.55,0,2834,4139,0.999,0.77
Completed,0.55,0,2,995,0.999,0.366
Completed,0.55,0,1249,4612,0.0,0.611
Completed,0.55,0,4699,3619,0.0,0.784
Completed,0.55,0,4217,3967,0.999,0.427
Completed,0.55,0,1441,2600,0.999,0.999
Completed,0.55,0,3598,508,0.336,0.999
Completed,0.55,0,1,2976,0.832,0.682
Completed,0.55,0,5000,1513,0.314,0.999
Completed,0.55,0,1,2976,0.0,0.613
Completed,0.55,0,5000,1495,0.999,0.999
Completed,0.55,0,3524,2520,0.0,0.999
Completed,0.55,0,5000,760,0.0,0.001
Completed,0.55,0,1,1059,0.0,0.213
Completed,0.55,0,3401,3520,0.0,0.999
Completed,0.55,0,1,3268,0.999,0.487
Completed,0.55,0,4857,1865,0.0,0.374
Completed,0.55,0,1,2152,0.0,0.4
Completed,0.55,0,1,2587,0.999,0.508
Completed,0.55,0,2816,3359,0.0,0.001
Completed,0.55,0,2336,4472,0.999,0.001
Completed,0.55,0,294,3147,0.999,0.777
Completed,0.55,0,467,2365,0.0,0.618
Completed,0.55,0,287,418,0.0,0.168
Completed,0.55,0,4668,2845,0.0,0.001
Completed,0.55,0,3522,2139,0.0,0.001
Completed,0.55,0,3627,3968,0.0,0.544
Completed,0.55,0,4766,679,0.0,0.2
Completed,0.55,0,4505,3804,0.0,0.588
Completed,0.55,0,4899,2510,0.0,0.427
Completed,0.55,0,1,3693,0.0,0.001
Completed,0.55,0,5000,3338,0.0,0.731
Completed,0.55,0,3266,2738,0.999,0.999
Completed,0.55,0,5000,1517,0.0,0.999
Completed,0.55,0,5000,529,0.999,0.584
Completed,0.55,0,612,2164,0.999,0.001
Completed,0.55,0,4437,4240,0.287,0.235
Completed,0.55,0,1,2569,0.0,0.325
Completed,0.55,0,1,456,0.999,0.421
Completed,0.55,0,3558,4362,0.0,0.001
Completed,0.55,0,1820,852,0.999,0.001
Completed,0.55,0,4850,4375,0.999,0.495
Completed,0.55,0,4933,1788,0.999,0.583
Completed,0.55,0,9,3292,0.999,0.169
Completed,0.55,0,2453,3693,0.0,0.242
Completed,0.55,0,4395,4682,0.999,0.354
Completed,0.55,0,2428,254,0.244,0.999
Completed,0.55,0,4986,408,0.999,0.001
Completed,0.55,0,1,1872,0.999,0.7
Completed,0.55,0,4911,3513,0.999,0.517
Completed,0.55,0,196,3783,0.999,0.811
Completed,0.55,0,4544,3303,0.999,0.244
Completed,0.55,0,1753,4242,0.0,0.344
Completed,0.55,0,1462,3518,0.999,0.535
Completed,0.55,0,2654,4934,0.617,0.069
Completed,0.55,0,1414,2734,0.795,0.309
Completed,0.55,0,1395,496,0.421,0.666
Completed,0.55,0,4509,11,0.332,0.001
Completed,0.55,0,4301,4765,0.296,0.704
Completed,0.55,0,430,2458,0.601,0.164
Completed,0.55,0,1328,3113,0.087,0.771
Completed,0.55,0,2699,340,0.765,0.344
Completed,0.55,0,3541,3584,0.646,0.456
Completed,0.55,0,2434,1120,0.467,0.91
Completed,0.55,0,833,4295,0.97,0.022
Completed,0.55,0,4440,1678,0.165,0.597
Completed,0.55,0,4985,2697,0.88,0.997
Completed,0.55,0,1073,82,0.2,0.383
Completed,0.55,0,1893,4507,0.736,0.556
Completed,0.55,0,3305,2042,0.432,0.078
Completed,0.55,0,2937,4035,0.06,0.248
Completed,0.55,0,1866,1264,0.863,0.636
Completed,0.55,0,186,3169,0.323,0.308
Completed,0.55,0,3757,860,0.503,0.824
Completed,0.55,0,3935,3285,0.249,0.062
Completed,0.55,0,15,744,0.927,0.571
Completed,0.55,0,1694,3839,0.383,0.494
Completed,0.55,0,3114,1460,0.688,0.889
Completed,0.55,0,3127,4623,0.819,0.809
Completed,0.55,0,2068,1926,0.014,0.324
Completed,0.55,0,1248,2501,0.547,0.744
Completed,0.55,0,4806,279,0.368,0.138
Completed,0.55,0,4580,4098,0.582,0.268
Completed,0.55,0,696,1874,0.278,0.851
Completed,0.55,0,2298,3699,0.784,0.21
Completed,0.55,0,3681,1003,0.104,0.657
Completed,0.55,0,2560,2916,0.481,0.518
Completed,0.55,0,1461,536,0.661,0.099
Completed,0.55,0,563,4881,0.152,0.957
Completed,0.55,0,4162,2341,0.954,0.409
Completed,0.55,0,4101,3047,0.721,0.145
Completed,0.55,0,474,425,0.417,0.723
Completed,0.55,0,1528,4831,0.895,0.333
Completed,0.55,0,2655,2372,0.215,0.783
Completed,0.55,0,3605,4365,0.338,0.891
Completed,0.55,0,2215,1588,0.518,0.475
Completed,0.55,0,769,3513,0.045,0.586
Completed,0.55,0,4660,1210,0.848,0.034
Completed,0.55,0,4745,4417,0.072,0.434
Completed,0.55,0,1156,2113,0.75,0.947
Completed,0.55,0,2132,2788,0.31,0.121
Completed,0.55,0,3222,11,0.616,0.513
Completed,0.55,0,3039,3255,0.985,0.687
Completed,0.55,0,1607,794,0.18,0.197
Completed,0.55,0,84,3950,0.631,0.867
Completed,0.55,0,4016,1330,0.453,0.265
Completed,0.55,0,3841,3753,0.799,0.622
Completed,0.55,0,264,1526,0.119,0.011
Completed,0.55,0,1787,3370,0.567,0.933
Completed,0.55,0,2865,678,0.263,0.451
Completed,0.55,0,3395,2591,0.136,0.374
Completed,0.55,0,1956,208,0.939,0.759
Completed,0.55,0,979,4532,0.496,0.18
Completed,0.55,0,4919,1997,0.677,0.701
Completed,0.55,0,4526,3629,0.399,0.831
Completed,0.55,0,907,1094,0.704,0.288
Completed,0.55,0,2352,4169,0.234,0.645
Completed,0.55,0,3471,1784,0.912,0.222
Completed,0.55,0,2790,4947,0.531,0.079
Completed,0.55,0,1388,2256,0.353,0.537
Completed,0.55,0,333,2851,0.834,0.398
Completed,0.55,0,4235,622,0.03,0.969
Completed,0.55,0,4269,3468,0.874,0.297
Completed,0.55,0,377,1245,0.053,0.836
Completed,0.55,0,1353,4319,0.508,0.227
Completed,0.55,0,2746,1624,0.314,0.654
Completed,0.55,0,3515,4786,0.195,0.543
Completed,0.55,0,2386,2407,0.888,0.09
Completed,0.55,0,863,3001,0.422,0.979
Completed,0.55,0,4492,461,0.743,0.404
Completed,0.55,0,4875,3915,0.457,0.001
Completed,0.55,0,945,1374,0.653,0.615
Completed,0.55,0,1999,3219,0.159,0.445
Completed,0.55,0,3429,840,0.978,0.922
Completed,0.55,0,2831,2753,0.605,0.753
Completed,0.55,0,1744,56,0.286,0.365
Completed,0.55,0,298,4381,0.776,0.692
Completed,0.55,0,3886,2158,0.081,0.175
Completed,0.55,0,4060,4577,0.669,0.938
Completed,0.55,0,118,1962,0.475,0.428
Completed,0.55,0,1563,2637,0.962,0.508
Completed,0.55,0,3005,172,0.141,0.112
Completed,0.55,0,3256,3415,0.272,0.191
Completed,0.55,0,2176,643,0.593,0.677
Completed,0.55,0,1121,3799,0.095,0.255
Completed,0.55,0,4702,1490,0.788,0.861
Completed,0.55,0,4625,2885,0.005,0.734
Completed,0.55,0,725,578,0.824,0.151
Completed,0.55,0,2249,4983,0.362,0.789
Completed,0.55,0,3649,2210,0.558,0.343
Completed,0.55,0,2611,4204,0.935,0.481
Completed,0.55,0,1494,1740,0.239,0.9
Completed,0.55,0,518,3665,0.697,0.043
Completed,0.55,0,4135,1048,0.378,0.591
Completed,0.55,0,4206,4249,0.175,0.856
Completed,0.55,0,597,1714,0.994,0.277
Completed,0.55,0,1417,3539,0.441,0.666
Completed,0.55,0,2526,1155,0.638,0.216
Completed,0.55,0,3716,3067,0.76,0.109
Completed,0.55,0,2342,376,0.065,0.524
Completed,0.55,0,662,4721,0.621,0.416
Completed,0.55,0,4535,2492,0.302,0.968
Completed,0.55,0,4772,3133,0.524,0.564
Completed,0.55,0,1204,906,0.33,0.052
Completed,0.55,0,2102,4000,0.858,0.879
Completed,0.55,0,3170,1308,0.037,0.488
Completed,0.55,0,3070,4471,0.406,0.315
Completed,0.55,0,1660,2087,0.727,0.804
Completed,0.55,0,59,2662,0.21,0.133
Completed,0.55,0,3969,126,0.904,0.734
Completed,0.55,0,3791,2547,0.345,0.378
Completed,0.55,0,230,243,0.542,0.988
Completed,0.55,0,1832,4668,0.022,0.069
Completed,0.55,0,2893,1891,0.84,0.55
Completed,0.55,0,3349,3885,0.713,0.626
Completed,0.55,0,1927,1424,0.394,0.242
Completed,0.55,0,1029,3330,0.918,0.818
Completed,0.55,0,4951,710,0.223,0.298
Completed,0.55,0,4396,4917,0.946,0.17
Completed,0.55,0,799,2296,0.125,0.714
Completed,0.55,0,2478,2951,0.686,0.354
