Status,ACCURACY,RUNTIME,recent_samples_size,batch_size,theta,lambida
Completed,0.15,746,3551,3476,0.589,0.786
Completed,0.06,146,1175,754,0.048,0.167
Completed,0.06,144,4889,2248,0.452,0.347
Completed,0.06,153,4120,4359,0.198,0.462
Completed,0.06,137,1453,1524,0.98,0.447
Completed,0.06,152,173,3340,0.348,0.096
Completed,0.14,673,3464,2422,0.756,0.809
Completed,0.06,143,4389,4903,0.132,0.278
Completed,0.16,666,1741,859,0.722,0.562
Completed,0.06,142,1618,4826,0.474,0.2
Completed,0.15,666,4598,743,0.88,0.89
Completed,0.15,771,3646,3263,0.007,0.423
Completed,0.15,689,62,2305,0.598,0.732
Completed,0.06,162,973,2719,0.784,0.506
Completed,0.06,133,2662,1761,0.313,0.339
Completed,0.15,629,4253,4281,0.689,0.869
Completed,0.06,160,2354,3454,0.667,0.284
Completed,0.15,671,4765,3066,0.39,0.646
Completed,0.06,137,3166,586,0.514,0.177
Completed,0.15,733,540,4003,0.107,0.976
Completed,0.06,142,1138,1716,0.034,0.136
Completed,0.15,744,2573,2635,0.563,0.959
Completed,0.15,702,4108,153,0.438,0.491
Completed,0.15,605,2106,4197,0.909,0.667
Completed,0.15,730,2256,2113,0.416,0.919
Completed,0.06,140,3965,3695,0.946,0.238
Completed,0.15,715,3028,1176,0.071,0.706
Completed,0.06,142,675,4632,0.542,0.391
Completed,0.16,669,321,314,0.855,0.348
Completed,0.15,699,811,974,0.292,0.753
Completed,0.06,140,2831,4392,0.821,0.094
Completed,0.06,140,1143,4546,0.385,0.433
Completed,0.06,152,3771,2469,0.999,0.358
Completed,0.06,144,2184,2966,0.999,0.392
Completed,0.15,671,1382,3292,0.859,0.602
Completed,0.15,639,2802,2022,0.999,0.556
Completed,0.15,709,3553,435,0.095,0.477
Completed,0.14,697,4067,962,0.999,0.599
Completed,0.06,148,3564,1,0.261,0.174
Completed,0.15,711,2294,2724,0.999,0.559
Completed,0.15,620,4421,2445,0.999,0.584
Completed,0.06,140,1747,2412,0.93,0.35
Completed,0.15,682,2688,112,0.11,0.449
Completed,0.06,146,3549,4904,0.0,0.161
Completed,0.06,148,4980,2520,0.999,0.373
Completed,0.15,628,4789,3081,0.999,0.6
Completed,0.16,671,2713,1,0.032,0.502
Completed,0.16,640,1756,1986,0.999,0.525
Completed,0.15,627,2300,2302,0.999,0.566
Completed,0.15,620,2326,2279,0.999,0.53
Completed,0.06,136,4207,175,0.26,0.212
Completed,0.15,630,66,2666,0.999,0.551
Completed,0.06,152,273,1900,0.999,0.356
Completed,0.06,142,3504,4963,0.999,0.149
Completed,0.06,139,29,3045,0.863,0.372
Completed,0.06,137,2082,208,0.601,0.001
Completed,0.15,643,2405,2083,0.9,0.607
Completed,0.15,651,1958,1824,0.999,0.598
Completed,0.16,611,4472,662,0.999,0.464
Completed,0.15,762,3336,340,0.999,0.402
Completed,0.06,144,1548,4702,0.999,0.499
Completed,0.06,156,1561,4239,0.999,0.45
Completed,0.15,736,731,313,0.999,0.487
Completed,0.15,864,972,61,0.999,0.441
Completed,0.15,709,3489,103,0.999,0.376
Completed,0.16,646,1629,448,0.999,0.422
Completed,0.15,719,4701,168,0.999,0.494
Completed,0.16,607,4858,4895,0.999,0.688
Completed,0.06,142,432,4726,0.999,0.478
Completed,0.15,741,2525,4923,0.0,0.631
Completed,0.15,618,1425,4904,0.999,0.523
Completed,0.15,673,1479,445,0.0,0.586
Completed,0.06,154,1164,4956,0.999,0.439
Completed,0.06,138,3417,33,0.999,0.275
Completed,0.16,696,193,4716,0.999,0.543
Completed,0.15,864,346,189,0.999,0.467
Completed,0.16,832,4255,4797,0.0,0.873
Completed,0.15,693,3740,83,0.999,0.427
Completed,0.06,148,346,8,0.0,0.335
Completed,0.15,610,4111,4985,0.999,0.878
Completed,0.16,612,1788,4961,0.625,0.571
Completed,0.15,635,301,4786,0.999,0.651
Completed,0.14,703,4763,76,0.999,0.515
Completed,0.06,144,285,4943,0.0,0.134
Completed,0.06,145,3420,107,0.999,0.134
Completed,0.15,723,3495,181,0.999,0.358
