Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
Completed,0.58,60,1277,1,5000,False
Completed,0.69,216,3026,4227,5000,False
Completed,0.62,190,2051,3487,5000,False
Completed,0.58,29,1215,3823,1543,True
Completed,0.67,158,2281,2599,2143,False
Completed,0.72,398,1065,1385,3565,False
Completed,0.58,58,1,1,2846,True
Completed,0.7,307,4752,3843,2393,False
Completed,0.58,28,2136,2441,5000,True
Completed,0.58,29,855,5000,2697,True
Completed,0.7,344,3585,3319,2688,False
Completed,0.58,29,3866,3694,5000,True
Completed,0.58,29,700,2682,894,True
Completed,0.69,500,3906,2951,4924,False
Completed,0.58,33,4626,2352,1173,True
Completed,0.58,61,4914,1,5000,False
Completed,0.75,270,2761,1329,1,False
Completed,0.67,75,2253,2481,1,True
Completed,0.71,120,2501,2203,1,True
Completed,0.65,52,2143,2561,1,False
Completed,0.7,106,2407,2090,1,False
Completed,0.71,146,2365,1494,1,False
Completed,0.75,412,3022,1201,1,False
Completed,0.69,101,2560,3473,1,True
Completed,0.58,28,1,2425,3692,True
Completed,0.58,58,1,1,3565,False
Completed,0.64,48,2202,4555,1,False
Completed,0.71,135,2428,1880,1,False
Completed,0.58,30,5000,2391,5000,True
Completed,0.72,301,1758,2645,1,True
Completed,0.69,132,1085,4568,1,False
Completed,0.69,391,4757,3844,3776,False
Completed,0.58,28,1,463,3772,True
Completed,0.58,187,1,1425,3729,False
Completed,0.68,75,2256,2342,1,False
Completed,0.72,353,1804,2745,1,False
Completed,0.66,65,2346,4378,1,True
Completed,0.58,31,2832,4524,5000,True
Completed,0.73,195,2527,1399,1,False
Completed,0.7,115,2347,1989,1,True
Completed,0.65,59,2251,4113,1,False
Completed,0.58,29,5000,4106,4269,True
Completed,0.58,223,1,1209,5000,False
Completed,0.68,82,2304,2325,1,True
Completed,0.68,75,2179,1567,1,False
Completed,0.69,92,2314,2192,1,False
Completed,0.75,678,3813,1283,1,False
Completed,0.76,453,2947,1005,1,False
Completed,0.75,524,1502,1384,1,False
Completed,0.74,736,3714,1397,1295,False
Completed,0.72,235,1139,2538,1,False
Completed,0.73,198,2386,1024,1,False
Completed,0.72,444,4482,2505,1,False
Completed,0.76,762,3517,1095,1,False
Completed,0.75,652,3514,1392,1,False
Completed,0.58,32,1,4457,5000,True
Completed,0.58,29,3461,422,5000,True
Completed,0.58,28,1,3506,5000,True
Completed,0.58,31,1,2275,435,True
Completed,0.58,29,4153,4691,637,True
Completed,0.74,692,4317,1384,1,False
Completed,0.72,297,1189,2373,1510,False
Completed,0.58,28,2348,3408,5000,True
Completed,0.72,259,1095,2275,1,True
Completed,0.71,264,1598,3398,1,True
Completed,0.75,522,3233,1291,1,True
Completed,0.58,29,958,379,5000,True
Completed,0.7,515,4668,2169,5000,False
Completed,0.79,1008,2768,309,1,True
Completed,0.72,423,5000,2530,1,False
Completed,0.69,143,989,4052,1,True
Completed,0.75,581,1515,1326,934,False
Completed,0.69,212,3781,4723,1,True
Completed,0.75,792,1868,1228,1,False
Completed,0.58,32,3285,2257,5000,True
Completed,0.7,149,439,2321,1,True
Completed,0.75,328,2702,1008,1,True
Completed,0.73,210,2552,1363,1,True
Completed,0.74,500,1431,1695,1,True
Completed,0.58,58,2687,1,5000,True
Completed,0.72,409,1281,1889,2448,False
Completed,0.74,408,1316,1674,1,False
Completed,0.73,320,1222,1993,1,False
Completed,0.68,102,624,4466,1,False
Completed,0.58,40,951,5000,429,True
Completed,0.67,700,3660,5000,5000,False
Completed,0.71,309,1277,2793,1,True
Completed,0.76,466,2989,1038,1,True
Completed,0.75,894,1902,1438,1,True
Completed,0.74,205,2482,1137,1,True
Completed,0.67,86,657,5000,1,False
Completed,0.73,377,1392,1766,1055,False
Completed,0.58,63,551,1,3817,True
Completed,0.69,499,3787,4411,3885,False
Completed,0.74,309,3049,1590,1,True
Completed,0.73,275,1194,1974,1,True
Completed,0.74,463,1377,1438,2145,False
Completed,0.58,29,2642,892,1156,True
Completed,0.58,61,4122,1,5000,True
Completed,0.72,617,4116,2420,3028,False
Completed,0.58,59,971,1,5000,True
Completed,0.58,40,1123,4599,699,True
Completed,0.71,416,1262,1934,3730,False
Completed,0.75,451,3193,1453,1,True
Completed,0.78,687,2753,667,1,True
Completed,0.68,113,1024,5000,1,True
Completed,0.58,30,1,3735,3116,True
Completed,0.58,63,1039,1,3020,False
Completed,0.58,33,1239,2765,3483,True
Completed,0.58,29,1446,2129,3709,True
Completed,0.58,29,3043,2487,3568,True
Completed,0.58,31,5000,5000,3267,True
Completed,0.72,384,4104,2577,1374,False
Completed,0.58,30,1,4736,2750,True
Completed,0.72,338,4026,2689,1,True
Completed,0.58,29,575,3191,3114,True
Completed,0.58,74,5000,1,3089,True
Completed,0.58,28,1,5000,3250,True
Completed,0.58,60,41,1,2485,False
Completed,0.58,30,3519,3268,3482,True
Completed,0.58,31,355,4137,3334,True
Completed,0.67,148,534,5000,1481,False
Completed,0.72,608,3940,2116,1841,False
Completed,0.72,240,1174,2512,1,True
Completed,0.58,35,1964,5000,3301,True
Completed,0.68,250,5000,5000,1557,False
Completed,0.58,33,1094,3382,3114,True
Completed,0.71,180,1025,2788,1,False
Completed,0.58,73,794,1,3575,False
Completed,0.73,587,1898,1535,2556,False
Completed,0.58,36,1080,1635,4033,True
Completed,0.73,268,1181,2132,1,False
Completed,0.68,238,4260,5000,1904,False
Completed,0.58,28,2400,2950,3797,True
Completed,0.73,413,3436,1920,2632,False
Completed,0.68,117,955,5000,1,False
Completed,0.58,28,950,5000,3608,True
Completed,0.58,28,5000,1337,5000,True
Completed,0.66,103,393,4349,1567,False
Completed,0.7,250,4341,4053,1,False
Completed,0.74,359,1278,1846,1,False
Completed,0.58,29,1104,3369,476,True
Completed,0.58,59,628,1,5000,False
Completed,0.58,36,5000,4168,5000,True
Completed,0.7,426,5000,3440,5000,False
Completed,0.66,64,391,5000,1,False
Completed,0.58,36,3160,3831,4060,True
Completed,0.7,294,3691,3707,1,True
Completed,0.71,455,4237,3432,1,False
Completed,0.58,36,5000,1587,3959,True
Completed,0.58,30,5000,3346,3919,True
Completed,0.58,31,3350,5000,2448,True
Completed,0.71,287,3882,3263,1,True
Completed,0.75,443,1361,1511,1,True
Completed,0.69,102,467,3071,1,False
Completed,0.73,334,1268,1966,797,False
Completed,0.58,30,2999,1233,4204,True
Completed,0.74,414,1396,1528,587,False
Completed,0.58,58,1,1,2237,True
Completed,0.58,30,1137,4308,332,True
Completed,0.58,30,5000,2357,3917,True
Completed,0.58,31,2214,5000,5000,True
Completed,0.58,30,1675,729,5000,True
Completed,0.68,159,550,3976,2050,False
Completed,0.73,263,1229,2150,1,True
Completed,0.74,396,1381,1560,1,False
Completed,0.67,77,632,5000,1,True
Completed,0.71,150,827,2800,1,False
Completed,0.58,28,1,2801,2815,True
Completed,0.71,437,5000,2587,2669,False
Completed,0.73,311,1295,1848,1,True
Completed,0.72,411,4429,2501,1,True
Completed,0.67,105,2124,1150,652,False
Completed,0.58,64,1,4579,1409,False
Completed,0.66,63,380,4488,1,False
Completed,0.58,30,1204,2353,2873,True
Completed,0.58,29,1,3989,2314,True
Completed,0.71,175,1005,2888,1,True
Completed,0.58,30,4274,5000,2986,True
Completed,0.74,519,4202,1787,486,False
Completed,0.58,59,2649,1,4709,False
Completed,0.58,105,1,5000,1374,False
Completed,0.58,28,552,1971,2374,True
Completed,0.58,29,3388,5000,850,True
Completed,0.58,62,4426,1,3993,True
Completed,0.74,666,4106,1814,1,True
Completed,0.58,28,643,1216,4011,True
Completed,0.66,71,335,3684,1,False
Completed,0.67,78,295,3078,1,True
Completed,0.67,68,263,2798,1,False
Completed,0.58,28,1,5000,2235,True
Completed,0.58,59,1,1,3812,True
Completed,0.7,358,4615,3655,1032,False
Completed,0.58,29,1595,1522,3515,True
Completed,0.73,470,3898,2257,1,True
Completed,0.71,346,5000,3143,1030,False
Completed,0.7,137,696,3101,1,False
Completed,0.73,297,1114,2223,1,False
Completed,0.76,611,3149,982,1,False
Completed,0.71,190,1037,2628,1,False
Completed,0.71,350,1129,2319,2478,False
Completed,0.58,29,5000,4258,3265,True
Completed,0.74,610,3641,1465,2235,False
Completed,0.58,29,709,4335,2731,True
Completed,0.73,319,1155,1876,1,False
Completed,0.69,353,1443,3992,3343,False
Completed,0.58,28,2986,5000,3425,True
Completed,0.7,235,3652,3722,1,False
Completed,0.68,80,505,4433,1,True
Completed,0.71,172,1013,3029,1,False
Completed,0.77,497,2818,803,1,True
Completed,0.69,314,1148,3616,2429,False
Completed,0.58,29,2423,3399,3133,True
Completed,0.68,121,890,4697,1,False
Completed,0.72,224,1067,2420,1,False
Completed,0.69,142,975,3773,1,False
Completed,0.72,338,1168,1989,1905,False
Completed,0.65,53,156,3034,1,False
Completed,0.58,29,3997,1592,5000,True
Completed,0.65,187,252,3364,2239,False
Completed,0.74,374,3443,1823,1,True
Completed,0.65,61,326,5000,1,True
Completed,0.58,29,3882,2801,4240,True
Completed,0.58,29,3487,4472,3502,True
Completed,0.68,167,1060,4905,1988,False
Completed,0.75,384,2865,1138,1,True
Completed,0.58,28,575,2894,404,True
Completed,0.58,29,4186,1366,3573,True
Completed,0.74,324,1136,1657,1,False
Completed,0.58,30,1,2270,2855,True
Completed,0.76,683,3186,1052,1,True
Completed,0.58,28,3333,4081,2944,True
Completed,0.58,29,1617,1623,5000,True
Completed,0.68,89,2138,1081,1,True
Completed,0.58,30,5000,2857,2535,True
Completed,0.58,29,4294,3218,5000,True
Completed,0.58,61,857,1,2689,True
Completed,0.64,52,233,5000,1,False
Completed,0.77,607,2988,809,1,False
Completed,0.69,167,3664,5000,1,False
Completed,0.67,71,368,3806,1,True
Completed,0.78,716,2886,600,1,False
Completed,0.58,28,83,3234,2567,True
Completed,0.7,125,666,3269,1,True
Completed,0.58,31,789,5000,215,True
Completed,0.58,30,3864,2081,3507,True
Completed,0.68,360,4090,4593,2375,False
Completed,0.58,32,2362,5000,4046,True
Completed,0.6,39,47,3372,1,True
Completed,0.58,59,1794,1,3877,True
Completed,0.58,28,612,4209,5000,True
Completed,0.62,41,103,4282,1,True
Completed,0.58,61,3014,1,4053,True
Completed,0.58,30,3701,5000,362,True
Completed,0.58,31,3150,3585,5000,True
Completed,0.74,329,1134,1697,1,True
Completed,0.58,28,2064,5000,2565,True
Completed,0.73,502,3725,2148,521,False
Completed,0.58,61,638,1,1897,False
Completed,0.74,422,1429,1700,1629,False
Completed,0.73,270,1100,2037,1,False
Completed,0.68,100,829,4594,1,True
Completed,0.58,35,3659,2655,5000,True
Completed,0.72,296,2789,1547,2756,False
Completed,0.69,131,970,3678,1,True
Completed,0.58,29,568,5000,2322,True
Completed,0.77,569,3004,837,1,True
Completed,0.74,392,3280,1578,1,True
Completed,0.71,594,3655,3237,3661,False
Completed,0.71,195,1087,2635,1,True
Completed,0.65,59,284,4558,1,True
Completed,0.58,61,1075,1,4182,False
Completed,0.77,813,3248,789,1,False
Completed,0.58,29,1,1412,3838,True
Completed,0.74,411,1221,1766,1,False
Completed,0.75,532,3388,1271,1,True
Completed,0.67,74,450,4204,1,False
Completed,0.58,30,129,1227,2818,True
Completed,0.58,30,797,2219,4307,True
Completed,0.58,29,655,3562,2491,True
Completed,0.58,30,5000,816,4395,True
Completed,0.71,164,1043,3090,1,True
Completed,0.78,1007,2938,454,1,False
Completed,0.58,28,692,2822,2574,True
Completed,0.72,235,1057,2380,1,True
Completed,0.58,30,2761,1008,3305,True
Completed,0.65,53,204,4358,1,False
Completed,0.58,31,1611,4099,2885,True
Completed,0.58,59,1,1,1719,True
Completed,0.7,648,4206,1139,3874,False
Completed,0.74,576,5000,1682,1,True
Completed,0.58,62,3540,1,4073,False
Completed,0.58,29,5000,5000,4200,True
Completed,0.58,32,3815,2881,2904,True
Completed,0.58,31,5000,3704,5000,True
Completed,0.7,795,5000,2418,4077,False
Completed,0.69,142,882,4304,1,False
Completed,0.67,86,520,5000,1,False
Completed,0.73,555,5000,1911,697,False
Completed,0.77,589,2824,720,1,True
Completed,0.69,362,4018,3950,5000,False
Completed,0.73,282,1047,2049,1,True
Completed,0.74,373,1220,1544,1,False
Completed,0.58,60,1966,1,3656,False
Completed,0.58,32,4193,4290,4574,True
Completed,0.71,418,4448,2789,2249,False
Completed,0.58,29,1005,845,3610,True
Completed,0.72,523,1607,1709,3210,False
Completed,0.73,476,5000,2239,1,False
Completed,0.58,61,4160,1,2940,True
Completed,0.69,127,860,4223,1,True
Completed,0.69,144,952,3952,1,False
Completed,0.73,568,4155,2004,1030,False
Completed,0.77,654,3104,864,1,False
Completed,0.58,31,5000,5000,2401,True
Completed,0.71,537,4096,2108,3854,False
Completed,0.77,537,2721,797,1,False
Completed,0.77,583,3065,954,1,True
Completed,0.78,794,2753,600,1,True
Completed,0.64,50,160,3745,1,False
Completed,0.69,187,3230,4150,1,True
Completed,0.75,623,1322,1428,1,False
Completed,0.68,134,897,4803,1,True
Completed,0.73,406,1121,1933,1,False
Completed,0.66,56,271,4645,1,False
Completed,0.58,29,2569,3626,2248,True
Completed,0.58,62,1621,1,2963,True
Completed,0.67,93,788,5000,1,False
Completed,0.58,32,5000,2945,3693,True
Completed,0.58,30,1856,4281,5000,True
Completed,0.78,837,2718,606,1,False
Completed,0.58,29,3529,1984,2772,True
Completed,0.58,31,1,4074,5000,True
Completed,0.58,30,5000,3597,2083,True
Completed,0.64,161,186,5000,1655,False
Completed,0.58,61,2964,1,3088,True
Completed,0.58,29,3596,1622,3339,True
Completed,0.58,29,5000,4357,2330,True
Completed,0.63,47,161,4864,1,True
Completed,0.62,381,805,247,5000,False
Completed,0.74,463,1268,1414,1563,False
Completed,0.58,29,787,1598,2195,True
Completed,0.58,28,2145,1627,4210,True
Completed,0.73,299,1081,1858,1,True
Completed,0.58,29,4101,804,3904,True
Completed,0.58,30,1827,3237,4034,True
Completed,0.76,462,3067,1098,1,False
Completed,0.58,29,1,954,3211,True
Completed,0.7,188,5000,4564,1,True
Completed,0.58,28,884,998,4287,True
Completed,0.58,28,1,1018,2034,True
Completed,0.58,60,5000,1,2618,False
Completed,0.77,513,3006,913,1,False
Completed,0.75,266,2617,1082,1,True
Completed,0.71,149,794,2574,1,False
Completed,0.69,88,574,3946,1,True
Completed,0.7,212,5000,4541,1,False
Completed,0.68,89,531,4019,1,False
Completed,0.58,28,1,864,4222,True
Completed,0.69,198,5000,4756,1,True
Completed,0.58,32,787,931,2970,True
Completed,0.58,29,614,4656,2487,True
Completed,0.67,74,408,4175,1,True
Completed,0.75,374,1070,1291,1,True
Completed,0.76,425,1158,1347,1,False
Completed,0.67,81,510,4715,1,True
Completed,0.6,96,2045,4547,1658,False
Completed,0.58,29,1876,225,3627,True
Completed,0.58,30,4253,2064,4508,True
Completed,0.74,312,1055,1729,84,False
Completed,0.58,34,4599,3570,2885,True
Completed,0.74,327,2741,1140,1781,False
Completed,0.58,34,1617,4143,4000,True
Completed,0.58,31,1537,2252,1366,True
Completed,0.58,58,1,1,5000,True
Completed,0.58,39,1,3564,174,False
Completed,0.58,29,5000,5000,5000,True
Completed,0.58,31,1,5000,1,False
Completed,0.58,33,1,487,1,True
Completed,0.58,177,1,3497,5000,False
Completed,0.58,60,5000,1,5000,True
Completed,0.58,63,1,1,1204,False
Completed,0.58,29,1,5000,1326,True
Completed,0.58,29,1,2046,5000,True
Completed,0.58,33,1,2548,325,False
Completed,0.58,28,1,5000,5000,True
Completed,0.58,253,1,5000,5000,False
Completed,0.58,30,1,5000,1,True
Completed,0.58,194,1,4219,3626,False
Completed,0.58,30,5000,3079,5000,True
Completed,0.58,29,5000,5000,1077,True
Completed,0.58,30,1,4109,1,False
Completed,0.58,30,2964,1239,5000,True
Completed,0.71,304,5000,2959,1,True
Completed,0.58,60,1,1214,458,False
Completed,0.58,140,1,5000,3856,False
Completed,0.58,61,1,1,937,True
Completed,0.72,202,2973,2300,1,False
Completed,0.58,129,1793,1385,2383,True
Completed,0.69,394,4584,3864,3930,False
Completed,0.58,289,2601,923,224,True
Completed,0.69,364,1023,3363,3665,False
Completed,0.59,180,147,254,4849,False
Completed,0.58,30,3574,2811,1425,True
Completed,0.72,481,4247,1975,2709,False
Completed,0.58,28,2034,4494,1141,True
Completed,0.58,28,2493,965,2918,True
Completed,0.7,310,4042,3486,734,False
Completed,0.58,29,3154,1730,4528,True
Completed,0.65,86,314,4290,1700,False
Completed,0.71,151,701,2409,403,False
Completed,0.58,29,2865,4851,3210,True
Completed,0.72,865,4946,365,1994,False
Completed,0.58,30,1490,2847,4195,True
Completed,0.74,910,1404,486,857,False
Completed,0.58,29,4818,3044,3030,True
Completed,0.72,333,2993,2212,1744,False
Completed,0.58,28,787,4730,4562,True
Completed,0.58,29,540,1621,3322,True
Completed,0.7,158,3339,4100,525,False
Completed,0.58,33,3857,1155,4229,True
Completed,0.65,200,2267,3595,2038,False
Completed,0.71,546,1944,2176,3896,False
Completed,0.58,30,4121,4619,2339,True
Completed,0.62,435,3700,128,3553,False
Completed,0.58,635,237,2610,101,True
Completed,0.58,31,1246,729,1381,True
Completed,0.69,468,2787,3250,4815,False
Completed,0.58,30,4398,1497,1019,True
Completed,0.69,344,1570,4057,2597,False
Completed,0.7,703,1660,785,4408,False
Completed,0.58,30,4483,3345,1591,True
Completed,0.72,346,2698,1285,2876,False
Completed,0.58,30,1161,3806,703,True
Completed,0.58,30,171,1915,1883,True
Completed,0.69,248,3629,4396,4076,False
Completed,0.58,139,4187,233,371,True
Completed,0.59,194,2016,2676,3169,False
Completed,0.66,81,2201,1867,255,False
Completed,0.58,32,3787,4307,3707,True
Completed,0.74,635,3404,1064,2492,False
Completed,0.58,31,610,3544,4050,True
Completed,0.58,28,878,425,2750,True
Completed,0.71,237,3079,2943,1173,False
Completed,0.58,30,4727,2429,4968,True
Completed,0.68,217,1318,4986,1536,False
Completed,0.58,30,1425,2308,3508,True
Completed,0.69,190,4876,4790,64,False
Completed,0.58,28,2930,621,3772,True
Completed,0.69,242,771,3063,2224,False
Completed,0.72,214,404,1173,983,False
Completed,0.58,30,3240,3732,2550,True
Completed,0.73,635,3951,1678,1267,False
Completed,0.58,29,2407,4199,4690,True
Completed,0.58,70,2124,31,1859,True
Completed,0.69,2302,4332,2549,4686,False
Completed,0.58,30,3484,2041,894,True
Completed,0.6,179,62,4598,3075,False
Completed,0.71,374,957,1480,4354,False
Completed,0.58,35,2530,3920,2152,True
Completed,0.7,768,4651,671,3369,False
Completed,0.58,29,1864,3150,561,True
Completed,0.67,781,1835,177,3259,False
Completed,0.58,29,4622,2698,433,True
Completed,0.69,288,2559,1893,4146,False
Completed,0.58,154,986,4453,1964,True
Completed,0.58,31,33,1312,764,True
Completed,0.69,329,3455,3755,2966,False
Completed,0.58,30,4361,837,1671,True
Completed,0.64,274,2153,3318,4479,False
Completed,0.69,200,2378,2475,1455,False
Completed,0.58,30,3922,4955,4898,True
Completed,0.72,859,3269,457,1111,False
Completed,0.58,28,434,2897,2660,True
Completed,0.58,30,742,1028,3979,True
Completed,0.69,260,2901,3586,2412,False
Completed,0.58,29,4905,1826,3617,True
Completed,0.69,187,1454,4344,194,False
Completed,0.58,28,1289,1701,4785,True
Completed,0.7,299,4698,4144,1333,False
Completed,0.58,33,3108,1229,2626,True
Completed,0.69,288,907,3711,1068,False
Completed,0.73,458,581,570,2290,False
Completed,0.58,36,3375,3091,3867,True
Completed,0.73,356,3816,2282,151,False
Completed,0.58,29,2230,4842,3582,True
Completed,0.58,165,1986,639,476,True
Completed,0.7,471,4158,3197,3293,False
Completed,0.58,32,3658,1433,2086,True
Completed,0.64,240,200,3952,4259,False
Completed,0.71,318,1132,2083,3001,False
Completed,0.58,31,2669,4562,807,True
Completed,0.58,94,4512,68,4591,False
Completed,0.58,31,1689,2508,1793,True
Completed,0.58,29,1619,2031,1222,True
Completed,0.69,291,4447,4472,2779,False
Completed,0.58,84,2739,275,1487,True
Completed,0.69,400,1197,2755,4939,False
Completed,0.68,253,286,895,3737,False
Completed,0.58,30,3749,3414,303,True
Completed,0.7,639,4072,1333,4021,False
Completed,0.58,29,1896,3890,2443,True
Completed,0.58,28,2315,318,4105,True
Completed,0.71,370,3906,2878,1932,False
Completed,0.58,29,3290,2377,3140,True
Completed,0.67,121,491,4897,322,False
Completed,0.73,282,836,1766,1640,False
Completed,0.58,29,3041,4248,4437,True
Completed,0.75,958,4769,1007,655,False
Completed,0.58,29,1355,3449,2846,True
Completed,0.74,739,1539,1133,2122,False
Completed,0.58,31,4995,3651,4306,True
Completed,0.74,253,2816,1564,590,False
Completed,0.58,29,652,4122,3418,True
Completed,0.58,32,362,2262,4637,True
Completed,0.68,246,3203,4703,1830,False
Completed,0.58,32,3993,513,3125,True
Completed,0.68,232,2444,2992,923,False
Completed,0.64,165,2083,1529,2501,False
Completed,0.58,29,4296,4011,954,True
Completed,0.69,606,3525,775,4738,False
Completed,0.58,28,99,3218,1297,True
Completed,0.61,212,1072,87,35,True
Completed,0.68,347,2650,2647,3458,False
Completed,0.58,30,4536,2139,2253,True
Completed,0.69,257,1744,4660,3821,False
Completed,0.58,396,1734,1085,128,True
Completed,0.69,938,4567,3527,3561,False
Completed,0.58,30,2624,1845,2268,True
Completed,0.68,369,1078,4327,3845,False
Completed,0.64,269,98,2455,2642,False
Completed,0.58,30,3547,4976,1085,True
Completed,0.66,908,4260,396,4802,False
Completed,0.58,31,2098,2956,1351,True
Completed,0.58,29,2440,1255,4574,True
Completed,0.69,602,4016,3813,1776,False
Completed,0.58,29,3165,818,2983,True
Completed,0.67,134,381,3336,791,False
Completed,0.71,505,638,198,2108,False
Completed,0.58,28,2849,2677,4281,True
Completed,0.73,478,4967,1953,498,False
Completed,0.58,29,1548,4394,3316,True
Completed,0.73,377,1341,2062,1655,False
Completed,0.58,35,4802,4582,4461,True
Completed,0.58,67,3014,9,747,False
Completed,0.58,52,845,2569,2949,True
Completed,0.58,27,487,697,4169,True
Completed,0.7,718,3313,3140,1986,False
Completed,0.58,31,3868,1451,3281,True
Completed,0.66,80,2334,3933,454,False
Completed,0.7,789,1895,591,3595,False
Completed,0.58,135,4093,3070,172,True
Completed,0.71,530,3713,2341,3958,False
Completed,0.58,30,301,4781,2389,True
Completed,0.58,30,1187,1643,1129,True
Completed,0.68,268,2770,4200,2677,False
Completed,0.58,27,4421,1211,1472,True
Completed,0.7,1078,1624,3730,4914,False
Completed,0.73,475,1710,1747,3104,False
Completed,0.58,118,4512,4266,900,True
Completed,0.7,359,2684,950,4616,False
Completed,0.58,30,1096,3507,1807,True
Completed,0.58,145,231,379,608,True
Completed,0.7,398,3647,2819,3435,False
Completed,0.58,29,4163,2397,2140,True
Completed,0.68,334,1960,4876,4322,False
Completed,0.71,196,2262,914,2237,False
Completed,0.58,32,3802,3396,3803,True
Completed,0.75,465,3384,1390,19,False
Completed,0.58,30,553,3833,3440,True
Completed,0.58,31,930,1971,4761,True
Completed,0.68,209,3104,4531,1318,False
Completed,0.58,32,4717,255,2523,True
Completed,0.71,235,1252,2776,975,False
Completed,0.58,31,1477,146,4004,True
Completed,0.71,415,4901,2586,2427,False
Completed,0.58,32,2920,2161,3719,True
Completed,0.67,141,705,4640,287,False
Completed,0.71,181,466,1511,1508,False
Completed,0.58,29,3255,4030,4961,True
Completed,0.73,812,3931,717,1243,False
Completed,0.58,35,2350,3275,2802,True
Completed,0.58,30,2184,2204,632,True
Completed,0.68,290,4351,4763,2825,False
Completed,0.58,31,3460,491,1617,True
Completed,0.58,217,7,3012,4415,False
Completed,0.72,426,1007,1151,3156,False
Completed,0.58,29,2559,3632,340,True
