Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
Completed,0.92,534,4641,684,2204,False
Completed,0.85,144,4003,4278,175,False
Completed,0.19,23,1233,499,3084,True
Completed,0.36,22,1,2898,1,False
Completed,0.19,66,3349,1,1,False
Completed,0.9,174,4342,2237,2674,False
Completed,0.88,223,4985,2725,4703,False
Completed,0.19,20,250,1408,1989,True
Completed,0.82,147,1323,4056,3615,False
Completed,0.19,159,3443,253,860,True
Completed,0.19,20,3182,3215,3361,True
Completed,0.86,94,2536,1550,1619,False
Completed,0.8,87,2797,2815,1062,False
Completed,0.71,62,2034,948,2436,False
Completed,0.86,121,4952,3911,1512,False
Completed,0.84,87,1374,3511,514,False
Completed,0.83,76,1058,3832,745,False
Completed,0.19,21,2437,1628,3189,True
Completed,0.8,80,1011,4156,2491,False
Completed,0.19,21,3756,464,4582,True
Completed,0.19,21,4400,4655,2866,True
Completed,0.86,106,367,884,150,False
Completed,0.19,21,1831,3334,4285,True
Completed,0.74,54,397,3593,1938,False
Completed,0.85,82,3430,3992,1018,False
Completed,0.86,120,4686,4571,2563,False
Completed,0.87,159,1277,2341,1719,False
Completed,0.84,78,2715,2418,1002,False
Completed,0.85,107,3117,3078,3737,False
Completed,0.72,71,255,3150,4002,False
Completed,0.83,109,3572,4274,3047,False
Completed,0.19,21,595,4384,4488,True
Completed,0.19,20,1,2454,3186,True
Completed,0.85,128,1333,3088,1059,False
Completed,0.87,155,1400,2856,5000,False
Completed,0.8,61,776,4430,826,False
Completed,0.19,68,5000,1,3983,True
Completed,0.79,89,1160,5000,1256,False
Completed,0.84,114,3869,5000,1214,False
Completed,0.19,20,1,5000,1780,True
Completed,0.19,21,5000,3479,5000,True
Completed,0.32,23,1,5000,1,True
Completed,0.78,70,634,3143,813,False
Completed,0.85,123,1622,3711,1,False
Completed,0.93,272,5000,1049,1,False
Completed,0.87,93,5000,4143,1,True
Completed,0.19,25,1253,2323,3941,True
