Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_windows,disjoint_training_windows
Completed,0.56,14,1103,2263,824,False
Completed,0.52,4,928,2199,153,True
Completed,0.57,29,1411,1719,2593,False
Completed,0.52,5,3400,1,3717,False
Completed,0.54,10,695,3119,1157,False
Completed,0.56,21,4024,2114,1,False
Completed,0.62,24,4293,1991,1272,False
Completed,0.52,6,2868,70,5000,False
Completed,0.52,4,3720,1185,5000,True
Completed,0.58,10,3658,3073,1,True
Completed,0.52,4,1423,3484,2708,True
Completed,0.52,5,3511,1,5000,False
Completed,0.52,4,3692,581,5000,True
Completed,0.52,4,3666,3041,702,True
Completed,0.52,5,1081,1,1,False
Completed,0.54,10,441,3259,945,False
Completed,0.58,6,2140,2215,1,True
Completed,0.52,4,3489,3240,2322,True
Completed,0.54,12,845,2870,1244,False
Completed,0.52,4,3502,3476,5000,True
Completed,0.54,9,794,3940,1,True
Completed,0.52,5,1,1,1,False
Completed,0.58,24,4475,1949,1865,False
Completed,0.6,14,4090,2748,1,True
Completed,0.52,5,3742,1,3176,False
Completed,0.52,10,1,3387,1443,False
Completed,0.52,4,1005,5000,2394,True
Completed,0.52,9,3600,420,5000,False
Completed,0.52,4,1143,3473,5000,True
Completed,0.56,11,1890,3462,1,True
Completed,0.6,28,4175,2039,622,False
Completed,0.52,5,1360,1,5000,True
Completed,0.52,4,3812,3005,1386,True
Completed,0.62,21,1354,1692,1,True
Completed,0.56,10,2870,2013,1,True
Completed,0.52,4,1363,1672,1090,True
Completed,0.54,7,2047,2405,403,False
Completed,0.57,17,3409,1935,1,True
Completed,0.6,24,1829,1812,1,True
Completed,0.52,4,2028,1841,907,True
Completed,0.59,23,1701,2402,690,False
Completed,0.55,9,2588,2350,1,True
Completed,0.52,5,2956,1,1,False
Completed,0.6,23,1383,2171,961,False
Completed,0.52,5,3744,1,2933,True
Completed,0.56,15,5000,3587,1,False
Completed,0.52,5,5000,1,1,False
Completed,0.52,4,1193,641,5000,True
Completed,0.52,4,2618,2357,810,True
Completed,0.54,11,5000,3538,1,True
Completed,0.61,17,3940,2046,1,True
Completed,0.57,10,2333,2637,350,False
Completed,0.52,5,4176,1747,3118,True
Completed,0.57,9,2824,2829,1,True
Completed,0.6,14,749,1687,1,True
Completed,0.48,7,2400,1906,1,True
Completed,0.52,5,1993,1936,2750,True
Completed,0.61,22,1439,1950,1405,False
Completed,0.61,15,4960,3116,1,False
Completed,0.52,4,853,3316,1487,True
Completed,0.52,4,2279,704,5000,True
Completed,0.51,5,1,881,1,True
Completed,0.52,4,3927,4376,5000,True
Completed,0.52,5,2030,1,1273,False
Completed,0.58,10,860,2825,1,True
Completed,0.52,4,857,730,2645,True
Completed,0.52,5,4320,1,1,True
Completed,0.59,13,1275,2444,1,False
Completed,0.52,5,2377,1,2298,False
Completed,0.54,8,4157,5000,1,True
Completed,0.58,12,4173,3086,1,True
Completed,0.52,4,3889,992,3080,True
Completed,0.52,4,5000,5000,5000,True
Completed,0.57,12,4046,3401,1,True
Completed,0.52,4,604,1321,5000,True
Completed,0.58,7,479,2720,1,True
Completed,0.52,4,1,1450,5000,True
Completed,0.59,24,4209,1861,1,False
Completed,0.57,15,4182,2539,1,True
Completed,0.52,4,1532,4358,4237,True
Completed,0.52,4,1486,2663,559,True
Completed,0.52,4,3461,5000,2817,True
Completed,0.68,57,4136,495,1,True
Completed,0.61,16,1521,2648,1,False
Completed,0.52,5,1693,1,1,False
Completed,0.52,5,1173,1,1773,False
Completed,0.5,10,1,1739,3569,False
Completed,0.55,21,3571,1971,1,False
Completed,0.52,4,2217,3436,5000,True
Completed,0.63,23,4087,1562,1,True
Completed,0.58,16,3249,2233,1,False
Completed,0.52,4,4043,3449,719,True
Completed,0.52,5,3914,1,1,True
Completed,0.62,22,4103,1800,1,True
Completed,0.52,4,533,3975,2398,True
Completed,0.6,10,1105,3104,1,False
Completed,0.64,33,837,472,1,True
Completed,0.52,5,4076,1713,858,True
Completed,0.52,4,1080,2198,1456,True
Completed,0.52,4,1170,2286,633,True
Completed,0.6,19,5000,2735,1,False
Completed,0.52,28,3,3695,5000,False
Completed,0.52,9,1329,4385,1,False
Completed,0.52,4,4021,1179,3663,True
Completed,0.52,5,3878,1,1,False
Completed,0.52,4,4169,1636,1616,True
Completed,0.62,20,4298,1705,1,True
Completed,0.52,4,2874,927,3727,True
Completed,0.56,27,5000,3635,5000,False
Completed,0.52,4,3417,3588,2313,True
Completed,0.52,4,2350,2303,1587,True
Completed,0.57,41,5000,3810,3066,False
Completed,0.57,12,1083,2342,1,True
Completed,0.57,5,1,341,1,False
Completed,0.52,10,2107,548,5000,False
Completed,0.52,5,4056,1748,1133,True
Completed,0.6,27,3335,1305,5000,False
Completed,0.59,23,3759,1808,1,True
Completed,0.52,5,4228,1767,497,True
Completed,0.62,14,1248,2925,1,False
Completed,0.54,7,2465,4508,1,False
Completed,0.57,19,4115,2980,1,False
Completed,0.52,4,1176,3852,3125,True
Completed,0.55,35,3635,1061,1,True
Completed,0.59,31,4020,1252,1,True
Completed,0.6,33,3576,887,1,True
Completed,0.65,52,3483,621,1,False
Completed,0.63,23,1457,1601,1161,False
Completed,0.64,28,2830,779,1,True
Completed,0.62,18,1655,2958,1,False
Completed,0.52,4,1,2963,3529,True
Completed,0.6,14,1409,2957,1,True
Completed,0.52,4,3613,625,382,True
Completed,0.59,29,2707,621,1,False
Completed,0.52,4,3968,764,210,True
Completed,0.62,11,2331,1020,1,True
Completed,0.64,16,2679,1160,1742,False
Completed,0.56,21,5000,2500,1142,False
Completed,0.52,4,2472,1918,5000,True
Completed,0.52,4,4352,582,984,True
Completed,0.52,14,1,3073,3258,False
Completed,0.64,56,4635,634,1,False
Completed,0.55,33,4282,1087,1,True
Completed,0.52,4,771,2799,3593,True
Completed,0.62,38,3098,675,1,True
Completed,0.6,20,3266,1739,5000,False
Completed,0.65,24,2880,1029,1,True
Completed,0.53,7,1,1830,1452,False
Completed,0.52,4,529,3376,3651,True
Completed,0.52,4,4007,898,925,True
Completed,0.52,4,2097,2337,3244,True
Completed,0.57,6,2309,3042,1,False
Completed,0.58,38,3874,853,1,True
Completed,0.52,5,1339,1056,1162,True
Completed,0.62,26,1736,1343,1377,False
Completed,0.52,5,1287,1026,1571,True
Completed,0.52,4,1515,1023,370,True
Completed,0.52,17,1576,1099,2,True
Completed,0.52,6,1447,1067,846,True
Completed,0.52,4,1531,1045,610,True
Completed,0.62,22,1324,1346,1010,False
Completed,0.61,35,1764,953,1,True
Completed,0.52,4,1475,1071,169,True
Completed,0.61,11,1207,3355,1,False
Completed,0.52,4,1213,1115,1300,True
Completed,0.52,4,1428,1034,1015,True
Completed,0.53,7,2039,1257,1347,False
Completed,0.63,23,1512,1373,1251,False
Completed,0.52,4,397,980,1389,True
Completed,0.52,4,1495,1056,725,True
Completed,0.62,21,1117,1418,937,False
Completed,0.59,9,1563,3205,1,True
Completed,0.52,5,1299,3321,426,True
Completed,0.52,4,1186,833,1436,True
Completed,0.52,4,1218,1256,1604,True
Completed,0.52,5,1,1,920,False
Completed,0.6,13,1555,3132,1,False
Completed,0.52,5,1,5000,1352,True
Completed,0.62,32,1848,1416,1840,False
Completed,0.52,5,2791,5000,1063,True
Completed,0.52,4,1481,1052,468,True
Completed,0.57,29,1842,1235,1000,False
Completed,0.58,15,5000,2699,1,True
Completed,0.68,80,5000,493,1,False
Completed,0.66,55,5000,572,1,True
Completed,0.68,66,5000,399,1,False
Completed,0.62,53,5000,589,1,False
Completed,0.52,8,1,1553,1460,False
Completed,0.52,4,5000,955,2397,True
Completed,0.59,27,5000,1176,2479,False
Completed,0.52,4,1,2679,123,True
Completed,0.52,4,5000,655,2345,True
Completed,0.55,10,2772,2821,1,False
Completed,0.53,4,1,2829,1,False
Completed,0.52,5,1,1571,309,True
Completed,0.66,27,2614,481,1,False
Completed,0.58,21,5000,2918,1,False
Completed,0.52,4,1,1568,1,True
Completed,0.67,45,3403,514,1,False
Completed,0.52,4,5000,2377,2600,True
Completed,0.52,5,1,2925,1,True
Completed,0.52,5,1,3436,1,False
Completed,0.57,25,5000,2331,2489,False
Completed,0.59,22,1155,1643,1457,False
Completed,0.55,12,367,1192,2261,False
Completed,0.52,4,5000,1470,5000,True
Completed,0.59,24,5000,1500,5000,False
Completed,0.52,6,1,1584,996,False
Completed,0.61,25,5000,1590,1057,False
Completed,0.52,5,5000,1,1432,True
Completed,0.62,25,4628,1321,1967,False
Completed,0.52,5,5000,3656,4268,True
Completed,0.52,11,1,4027,1517,False
Completed,0.7,62,4178,478,1,False
Completed,0.66,57,1934,545,1,True
Completed,0.65,71,5000,416,1,True
Completed,0.65,64,1992,554,1,False
Completed,0.49,5,2450,4590,1,True
Completed,0.57,20,1257,1671,827,False
Completed,0.63,40,2948,691,1,False
Completed,0.69,64,4404,522,1,False
Completed,0.62,17,2627,1022,1,False
Completed,0.52,4,854,477,1146,True
Completed,0.54,9,2159,1194,2399,False
Completed,0.52,4,3714,4489,1134,True
Completed,0.59,23,5000,1886,1,True
Completed,0.52,5,5000,3207,3506,True
Completed,0.52,5,5000,363,117,True
Completed,0.65,80,4184,401,1,False
Completed,0.58,15,1287,2786,1,False
Completed,0.69,76,3884,340,1,False
Completed,0.52,4,2234,4554,1010,True
Completed,0.59,17,2775,1426,3641,False
Completed,0.52,5,1,560,1256,True
Completed,0.6,30,1459,1699,1309,False
Completed,0.52,4,994,416,815,True
Completed,0.52,5,1,3839,3844,True
Completed,0.52,4,1,4485,5000,True
Completed,0.52,5,1453,2274,4233,True
Completed,0.61,18,2343,657,1,False
Completed,0.57,23,2770,835,1,False
Completed,0.57,21,1869,3910,2193,False
Completed,0.52,4,1460,2420,5000,True
Completed,0.66,50,1447,487,1,False
Completed,0.64,33,2964,547,1,False
Completed,0.63,16,2238,491,1,False
Completed,0.67,53,1713,507,1,False
Completed,0.65,42,1140,466,1,False
Completed,0.64,55,3794,561,1,False
Completed,0.52,4,1,4542,3140,True
Completed,0.61,17,3057,1647,1502,False
Completed,0.62,32,2794,542,1,False
Completed,0.67,38,3133,557,1,False
Completed,0.6,10,3126,3125,1,False
Completed,0.59,25,5000,1640,4025,False
Completed,0.52,4,5000,959,5000,True
Completed,0.52,4,1,4242,2393,True
Completed,0.52,10,1,1280,5000,False
Completed,0.55,5,1,3496,1,True
Completed,0.67,42,3233,520,1,True
Completed,0.53,14,1,4369,1503,False
Completed,0.52,4,1,4380,1228,True
Completed,0.52,4,5000,1658,4017,True
Completed,0.6,29,1860,1481,4972,False
Completed,0.58,17,2830,1714,995,False
Completed,0.6,18,3761,2366,222,False
Completed,0.61,27,4356,1287,1486,False
Completed,0.61,32,4431,849,2014,False
Completed,0.52,35,2455,2921,3626,False
Completed,0.52,5,4288,2215,171,True
Completed,0.54,49,2662,4154,4661,False
Completed,0.52,4,910,947,1870,True
Completed,0.52,5,28,4646,1105,True
Completed,0.52,7,3275,176,2690,False
Completed,0.52,4,4778,3379,2179,True
Completed,0.6,24,1608,1410,4349,False
Completed,0.58,24,1499,4055,2277,False
Completed,0.52,5,4580,846,3861,True
Completed,0.54,15,3619,2788,694,False
Completed,0.52,4,617,2079,2865,True
Completed,0.52,4,946,3591,4798,True
Completed,0.58,17,2943,1623,1343,False
Completed,0.52,4,3860,4822,3176,True
Completed,0.68,105,1941,356,385,False
Completed,0.52,4,2149,4932,3965,True
Completed,0.52,9,3922,482,2419,False
Completed,0.52,5,3046,3698,3085,True
Completed,0.59,19,1197,1750,876,False
Completed,0.55,15,369,2581,1484,False
Completed,0.52,5,3517,1895,4899,True
Completed,0.55,13,4516,3849,565,False
Completed,0.52,4,1288,661,3394,True
Completed,0.52,5,1856,3251,155,True
Completed,0.61,33,4879,1304,3571,False
Completed,0.52,4,3340,4517,1581,True
Completed,0.52,6,239,71,4410,False
Completed,0.55,43,701,4340,2637,False
Completed,0.52,4,2600,1151,1092,True
Completed,0.57,37,4184,3108,4101,False
Completed,0.52,5,2205,2418,1891,True
Completed,0.52,4,2307,4072,756,True
Completed,0.64,29,4079,1029,2960,False
Completed,0.52,4,2577,2840,2220,True
Completed,0.58,19,726,2296,3761,False
Completed,0.53,33,211,3285,3277,False
Completed,0.52,4,3361,1504,442,True
Completed,0.54,51,4985,4551,4702,False
Completed,0.52,4,1758,271,1281,True
Completed,0.52,4,1389,2704,4605,True
Completed,0.63,23,4411,2164,1770,False
Completed,0.52,4,3495,3971,3686,True
Completed,0.59,16,394,930,265,False
Completed,0.59,27,1168,4731,2084,False
Completed,0.52,5,3068,447,4289,True
Completed,0.57,21,4028,3498,1205,False
Completed,0.52,4,2051,1716,2745,True
Completed,0.58,17,1986,3625,1676,False
Completed,0.52,5,3817,1823,4472,True
Completed,0.5,8,2820,4857,55,False
Completed,0.52,4,1066,557,3514,True
Completed,0.52,4,498,3786,4158,True
Completed,0.58,32,3745,724,1992,False
Completed,0.52,4,4620,2520,2575,True
Completed,0.61,19,1451,1956,996,False
Completed,0.57,37,1654,4446,2986,False
Completed,0.52,4,4734,142,820,True
Completed,0.53,21,3152,3179,4059,False
Completed,0.52,4,149,1376,2480,True
Completed,0.52,4,791,3043,504,True
Completed,0.55,27,2788,2483,3300,False
Completed,0.52,4,4327,4276,1539,True
Completed,0.6,17,2409,1215,4999,False
Completed,0.52,4,2346,4593,1368,True
Completed,0.52,8,4353,313,4828,False
Completed,0.52,6,2772,3322,334,True
Completed,0.6,17,844,1540,3129,False
Completed,0.54,15,94,2881,3889,False
Completed,0.52,5,3165,2337,2309,True
Completed,0.57,32,4712,4109,2815,False
Completed,0.52,5,1719,1066,649,True
Completed,0.52,4,1428,3461,2717,True
Completed,0.59,26,4686,1679,1137,False
Completed,0.52,5,3690,4690,4299,True
Completed,0.52,9,512,406,2134,False
Completed,0.54,9,1051,3935,196,False
Completed,0.52,4,2872,893,3655,True
Completed,0.55,21,3755,2662,1818,False
Completed,0.52,4,2011,2122,4613,True
Completed,0.54,9,2103,2556,1043,False
Completed,0.52,4,4013,1993,2584,True
Completed,0.56,36,3093,3828,1923,False
Completed,0.52,5,1106,766,4127,True
Completed,0.52,6,459,4894,3525,True
Completed,0.61,44,3471,594,104,False
Completed,0.52,4,4425,3666,4443,True
Completed,0.56,23,1334,1865,1609,False
Completed,0.53,48,1771,4235,4853,False
Completed,0.52,4,4931,1174,1433,True
Completed,0.6,34,3425,3006,3428,False
Completed,0.52,5,188,2446,593,True
Completed,0.52,4,752,3137,2371,True
Completed,0.61,15,2514,1334,3912,False
Completed,0.52,4,4132,4410,907,True
Completed,0.52,6,2291,106,3112,False
Completed,0.53,40,2261,3415,4243,False
Completed,0.52,4,4170,1447,2033,True
Completed,0.51,28,2624,4688,2778,False
Completed,0.52,4,635,218,1233,True
Completed,0.52,4,301,4191,1722,True
Completed,0.61,43,3315,984,4551,False
Completed,0.52,5,4895,2962,297,True
Completed,0.59,21,1804,2256,3712,False
Completed,0.55,17,1304,4781,394,False
Completed,0.52,5,4462,315,3223,True
Completed,0.53,22,3580,3554,1313,False
Completed,0.52,4,343,1586,4728,True
Completed,0.52,5,1219,2747,2915,True
Completed,0.6,19,2982,2037,705,False
Completed,0.52,4,3977,4018,3794,True
Completed,0.55,10,2136,810,2248,False
Completed,0.52,4,1877,3891,3327,True
Completed,0.64,65,3882,703,537,False
Completed,0.52,5,2930,2618,4949,True
Completed,0.55,23,1001,1931,1494,False
Completed,0.57,11,564,3740,845,False
Completed,0.52,4,3635,1791,3016,True
Completed,0.55,41,4554,4969,2428,False
Completed,0.52,4,1562,519,4012,True
Completed,0.52,4,1583,3071,2017,True
Completed,0.58,23,4840,2381,4188,False
Completed,0.52,4,3223,4299,944,True
Completed,0.54,12,43,1110,2529,False
Completed,0.54,41,896,4481,4499,False
Completed,0.52,4,2718,35,1709,True
Completed,0.59,31,4222,3209,3464,False
Completed,0.52,4,2479,1262,10,True
Completed,0.56,29,2484,3948,4418,False
Completed,0.52,5,4257,914,1622,True
Completed,0.58,19,2712,2719,3538,False
Completed,0.52,5,862,2186,79,True
Completed,0.52,4,78,3482,1939,True
Completed,0.59,25,3227,1692,4104,False
Completed,0.52,4,4806,4755,1020,True
Completed,0.52,12,1578,464,2600,False
Completed,0.54,15,1527,2814,923,False
Completed,0.52,5,4550,2282,3089,True
Completed,0.57,28,3669,4085,2348,False
Completed,0.52,5,569,1055,3928,True
Completed,0.52,4,996,4538,3402,True
Completed,0.45,17,2895,246,607,False
Completed,0.52,4,3888,3311,4867,True
Completed,0.62,26,1910,1517,1407,False
Completed,0.52,4,2121,3201,2838,True
Completed,0.55,30,3953,1392,634,False
Completed,0.52,4,2996,4430,3873,True
Completed,0.52,6,1244,119,2332,False
Completed,0.55,9,319,4292,320,False
Completed,0.52,5,3565,1239,3155,True
Completed,0.54,23,4487,3019,1394,False
Completed,0.52,5,1318,2467,4814,True
Completed,0.52,5,1828,4883,1804,True
Completed,0.52,12,4910,570,4639,False
Completed,0.52,4,3290,3611,222,True
Completed,0.56,17,287,1797,3642,False
Completed,0.53,21,651,2533,4323,False
Completed,0.52,4,2647,1982,2118,True
Completed,0.57,25,4156,3761,2701,False
Completed,0.52,4,2236,711,1161,True
Completed,0.52,4,2277,2811,2444,True
Completed,0.59,23,4107,2094,3990,False
Completed,0.52,4,2529,4039,822,True
Completed,0.61,19,776,823,3032,False
Completed,0.52,46,163,4839,4923,False
Completed,0.52,4,3411,380,1508,True
Completed,0.57,25,4954,3567,3341,False
Completed,0.52,31,1786,1607,511,True
Completed,0.52,5,1359,4180,3439,True
Completed,0.62,40,4439,960,23,False
Completed,0.52,4,3448,2907,4512,True
Completed,0.6,12,444,2189,1683,False
Completed,0.52,14,1120,3392,960,False
Completed,0.52,4,3118,1436,2505,True
Completed,0.59,25,3997,4621,1994,False
Completed,0.52,4,2079,163,4204,True
Completed,0.52,9,2017,4494,284,False
Completed,0.52,4,3789,55,3738,True
Completed,0.6,16,2868,3267,1747,False
Completed,0.52,4,1016,1326,4538,True
Completed,0.52,4,545,3092,2802,True
Completed,0.52,4,4651,4364,4227,True
Completed,0.61,24,1423,1167,2057,False
Completed,0.57,25,1685,3672,3817,False
Completed,0.52,4,4706,1736,2233,True
Completed,0.54,32,3200,4945,2899,False
Completed,0.52,4,99,508,728,True
Completed,0.52,4,838,3836,1299,True
Completed,0.52,11,2738,636,4754,False
Completed,0.52,4,4357,2607,420,True
Completed,0.59,15,2381,1908,3210,False
Completed,0.52,4,2394,3531,581,True
Completed,0.57,24,4303,1571,3371,False
Completed,0.52,4,2802,4797,1460,True
Completed,0.52,16,816,338,4915,False
Completed,0.54,21,125,4002,3060,False
Completed,0.52,4,3137,786,889,True
Completed,0.58,21,4760,2770,3978,False
Completed,0.52,4,1669,2053,2394,True
Completed,0.52,4,1475,4662,4075,True
Completed,0.38,14,4636,204,1905,False
Completed,0.52,4,3720,3429,2650,True
Completed,0.55,13,483,1472,1066,False
Completed,0.52,21,1082,2949,1596,False
Completed,0.52,4,2844,2231,4387,True
Completed,0.53,12,3803,4216,132,False
Completed,0.52,5,1961,997,3586,True
Completed,0.53,21,2055,4322,2165,False
Completed,0.52,4,4063,1126,4375,True
Completed,0.53,15,3063,3056,1131,False
Completed,0.52,5,1134,2358,2676,True
Completed,0.52,4,428,3225,4683,True
Completed,0.62,23,3500,1285,1854,False
Completed,0.52,4,4378,4457,3610,True
Completed,0.4,12,1384,18,194,False
Completed,0.59,22,1723,2644,3199,False
