index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_samples,n_clusters,threshold
0,0.4476478331524994,0.8254275761996275,65.0,1026.0,9.0,4.269277759214014
1,0.468343947880285,0.8210413161350849,74.0,929.0,10.0,4.8138582389370645
2,0.4693808946561393,0.8208968113822109,63.0,1002.0,10.0,4.92513616233534
3,0.4916370599090154,0.8085404784099199,53.0,950.0,8.0,4.948445247103913
4,0.5646981184699975,0.7455740330124789,57.0,473.0,9.0,4.6132327126847645
5,0.5772206638390851,0.7345287796632588,62.0,416.0,9.0,4.61843317228257
6,0.5817855501234337,0.7302491975373705,61.0,418.0,13.0,4.968597009479999
7,0.6116177310994817,0.7231030600728315,65.0,246.0,10.0,4.4529891983880665
8,0.6272040945989457,0.7060718888837023,65.0,246.0,11.0,4.736798111787988
9,0.648247833257935,0.6925278031366685,65.0,201.0,11.0,4.736798111787988
10,0.6489059199081397,0.6911628345682018,64.0,192.0,8.0,4.712347393051526
11,0.6800995494769977,0.6835929264080735,65.0,141.0,3.0,4.34911246127254
12,0.6958949166964772,0.6760151207903681,65.0,121.0,3.0,4.34911246127254
13,0.7125245159419695,0.6721194202927699,64.0,117.0,8.0,4.544057257552668
14,0.7238522619035161,0.658533282723417,65.0,84.0,8.0,4.412268158093799
15,0.7287655829549913,0.6523333212880497,65.0,84.0,8.0,4.568640832824098
16,0.7471916449553399,0.6442150042307417,122.0,121.0,8.0,4.580019558162228
17,0.7590742557355434,0.6281227574013748,125.0,84.0,8.0,4.54430669448411
18,0.7642270415311537,0.6153112990612423,151.0,92.0,8.0,4.6147788991050085
19,0.8080021191607016,0.4803264011035448,2553.0,92.0,17.0,4.94137975387384
