detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.08169100771905723,6,0.11446390075066547,6,0.31666666666666665,6,0.5833333333333334,6,0.14663055390599924,6,0.44605171208944805,6,0.9469619401908695,6,0.6965068261401588,6,0.21398157235641405,6,0.12591933394245805,6,0.2863388777667528,6,0.3955899120855444,6,0.33118397899453283,6,0.4713439680323223,6,,0,,0,,0,,0
CDBD,0.27620044247324776,6,0.17960783546030448,6,0.30833333333333335,6,0.4916666666666667,6,0.18633466715577732,6,0.5868003341687554,6,0.8216033122545096,6,0.7042018232116325,6,0.13212515624435245,6,0.09818834093823788,6,0.36184669424983945,6,0.5042664470781602,6,0.34276076124958194,6,0.4795917321566743,6,,0,,0,,0,,0
CSDDM,0.09110035266135236,6,0.16853258851657726,6,0.18333333333333335,6,0.44166666666666665,6,0.15981900581319783,6,0.47341470258136914,6,0.9076970777702114,6,0.6905558901757902,6,0.20747427904076732,6,0.1250628945995668,6,0.16748014019411986,6,0.22676258103465305,6,0.15506079906447595,6,0.22451267819371268,6,,0,,0,,0,,0
D3,0.13370635636092557,6,0.16372567187812667,6,0.2833333333333334,6,0.55,6,0.17528285764691018,6,0.4767338724645786,6,0.9266725536664047,6,0.7017032130654917,6,0.21021300305500232,6,0.11263577040635715,6,0.14559036111820214,6,0.20475109201908073,6,0.08700752587837361,6,0.1291493249254031,6,,0,,0,,0,,0
DAWIDD,0.07853772559139288,6,0.06864449269620017,6,0.5916666666666667,6,0.7916666666666666,6,0.2959082312749986,6,0.17222222222222228,6,0.999110611600241,6,0.5856664169112316,6,0.2983625576553908,6,0.17717367643846207,6,0.4384433283946045,6,0.6093999869205811,6,0.28667966922172483,6,0.3901862190670467,6,,0,,0,,0,,0
IBDD,0.10753222715090087,6,0.050009942502046566,6,0.6749999999999999,6,0.8250000000000001,6,0.11744500718614592,6,0.6163317392484059,6,0.9076315571826808,6,0.7619816482155435,6,0.1848756942744206,6,0.07571622202196883,6,0.33646310782674904,6,0.46938558255805013,6,0.3539425749092862,6,0.4896355578158971,6,,0,,0,,0,,0
OCDD,0.07713270855141897,6,0.11102944610798837,6,0.39999999999999997,6,0.6583333333333333,6,0.16833033095330752,6,0.4474198557474522,6,0.9580055809838117,6,0.7027127183656319,6,0.21727027720220068,6,0.14047068950114847,6,0.39126480942252534,6,0.5156109326580588,6,0.4177630454402621,6,0.5710649128723949,6,,0,,0,,0,,0
PCACD,0.0490411562716935,6,0.04431053446188222,6,0.6916666666666665,6,0.875,6,0.262099642679267,6,0.1774720050259362,6,0.9601194303814312,6,0.5687957177036838,6,0.29000427434621795,6,0.22905966824670196,6,0.6787818053469414,6,0.8473977782825389,6,0.69408551407298,6,0.8608562110579218,6,,0,,0,,0,,0
SPLL,0.217704158014282,6,0.22511004525878187,6,0.3,6,0.4166666666666667,6,0.14272191697035316,6,0.6955256869772999,6,0.5668969166011725,6,0.6312113017892361,6,0.14881882622408438,6,0.07879506514689438,6,0.39310296839675996,6,0.528594031252084,6,0.3900544587983581,6,0.5167495176373872,6,,0,,0,,0,,0
UDetect,0.040835380048702165,6,0.036425279048934306,6,0.7166666666666667,6,0.9416666666666668,6,0.4678588112470468,6,0.0,6,0.9595863342004213,6,0.47979316710021064,6,0.3921183995359834,6,0.27750841828356115,6,0.4733706189734563,6,0.646672018342405,6,0.46745531598203244,6,0.6438253837980981,6,,0,,0,,0,,0
