detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.08192003948467837,6,0.11738637995990937,6,0.2916666666666667,6,0.6166666666666666,6,0.14698110787443128,6,0.4532844164919636,6,0.9140019424231465,6,0.683643179457555,6,0.21610276858931918,6,0.12804053017536318,6,0.2804757422308914,6,0.39116922042162644,6,0.3244462327190938,6,0.46650020485919175,6,,0,,0,,0,,0
CDBD,0.2630171642877871,6,0.18569886324146503,6,0.3416666666666666,6,0.525,6,0.1353440335850714,6,0.5031746031746033,6,0.7503714350477461,6,0.6267730191111748,6,0.11439739671209591,6,0.08046058140598136,6,0.3508849546657646,6,0.48643803472025304,6,0.3353479525141987,6,0.46604682504542655,6,,0,,0,,0,,0
CSDDM,0.08758957600738125,6,0.17634824120263315,6,0.18333333333333335,6,0.43333333333333335,6,0.15666770386259757,6,0.4778338945005611,6,0.9106744760084684,6,0.6942541852545148,6,0.20563020442552582,6,0.12321881998432527,6,0.16621979233617648,6,0.22372345229687482,6,0.14313908216647683,6,0.20696311960495006,6,,0,,0,,0,,0
D3,0.12746980535240368,6,0.1754456494314375,6,0.25833333333333336,6,0.5750000000000001,6,0.19328710509804803,6,0.3977447474984421,6,0.9364547611351828,6,0.6670997543168125,6,0.23380177752490808,6,0.13622454487626293,6,0.1637446168944065,6,0.22662360316126395,6,0.09924539213484658,6,0.147100244359932,6,,0,,0,,0,,0
DAWIDD,0.07144704862780303,6,0.053298874797196305,6,0.6166666666666667,6,0.8416666666666667,6,0.39050699489771806,6,0.0,6,0.9942988048441185,6,0.49714940242205924,6,0.3622225131470435,6,0.24103363193011473,6,0.46065754906116346,6,0.6394617062914657,6,0.3216133858857985,6,0.4333050882856677,6,,0,,0,,0,,0
IBDD,0.10121047212744716,6,0.049727522355620835,6,0.7166666666666668,6,0.8500000000000001,6,0.09515876493878506,6,0.6556835911002578,6,0.9564876657034987,6,0.8060856284018784,6,0.1655095340930242,6,0.05635006184057243,6,0.3232328876103316,6,0.452650198910701,6,0.33618810387147574,6,0.46729963352088943,6,,0,,0,,0,,0
OCDD,0.07302152387758061,6,0.10259342602161652,6,0.42500000000000004,6,0.6749999999999999,6,0.17203731565434807,6,0.4227093511982378,6,0.9610535595493319,6,0.6918814553737849,6,0.22114306011710658,6,0.14434347241605439,6,0.3813258355050679,6,0.49787322709877624,6,0.4084244196547169,6,0.5572920687605952,6,,0,,0,,0,,0
PCACD,0.04652417265087197,6,0.04486950729558022,6,0.7000000000000001,6,0.8583333333333333,6,0.24095046064933948,6,0.19819337968740713,6,0.9687936280274286,6,0.5834935038574178,6,0.2790481309539962,6,0.21810352485448026,6,0.6794312028102704,6,0.8508232698911611,6,0.6935187336616718,6,0.862956939379368,6,,0,,0,,0,,0
SPLL,0.22989231948250355,6,0.2441558342066438,6,0.26666666666666666,6,0.39999999999999997,6,0.12269204065487609,6,0.7807108721624852,6,0.5175221933713813,6,0.6491165327669332,6,0.13608746694162327,6,0.06606370586443326,6,0.39377980850957917,6,0.5317709248282029,6,0.39767480410812067,6,0.5311508878347916,6,,0,,0,,0,,0
UDetect,0.038327142290250533,6,0.03234395172425406,6,0.75,6,0.9750000000000001,6,0.4678588112470468,6,0.0,6,0.9595863342004213,6,0.47979316710021064,6,0.3921183995359834,6,0.27750841828356115,6,0.47764198375132927,6,0.6532456578823437,6,0.46443935837160716,6,0.6432324539485201,6,,0,,0,,0,,0
