Status,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
Failed,,,1517,0.669,0.479,998,4591,2084
Failed,,,3977,0.135,0.978,2670,2113,4110
Failed,,,1071,0.386,0.651,4171,2635,442
Failed,,,4565,0.508,0.62,3182,1697,3044
Failed,,,4766,0.5,0.06,4502,4718,3749
Failed,,,3700,0.43,0.788,3497,3865,1995
Failed,,,3084,0.38,0.139,230,3736,1349
Failed,,,1738,0.486,0.542,1100,3910,4618
Failed,,,1670,0.977,0.396,4481,239,708
Failed,,,4127,0.451,0.896,1851,2718,3065
Failed,,,2746,0.032,0.504,4051,4484,4095
Failed,,,4121,0.254,0.23,175,3109,4720
Failed,,,4775,0.165,0.976,1885,2280,2951
Failed,,,1187,0.492,0.362,1575,2161,2101
Failed,,,3138,0.044,0.305,3430,1540,4832
Failed,,,3485,0.278,0.659,4938,1283,3846
Failed,,,3928,0.557,0.454,515,865,3609
Failed,,,1547,0.031,0.956,3164,3349,2
Failed,,,1472,0.773,0.71,3972,1606,943
Failed,,,4012,0.301,0.208,2207,4163,2668
Failed,,,3557,0.521,0.913,2939,3613,4780
Failed,,,941,0.049,0.411,896,1247,1493
Failed,,,354,0.672,0.052,149,101,115
Failed,,,2895,0.146,0.554,3676,2540,3693
Failed,,,4676,0.924,0.318,1772,4687,3773
Failed,,,2060,0.397,0.819,4397,2047,2383
Failed,,,4911,0.811,0.483,4720,1752,3289
Failed,,,3014,0.982,0.215,1635,2873,4695
Failed,,,2753,0.454,0.574,2078,1977,4757
Failed,,,4646,0.252,0.873,3912,3429,3350
Failed,,,3528,0.163,0.404,89,4856,3089
Failed,,,3365,0.471,0.47,4120,619,4075
Failed,,,4204,0.691,0.643,1024,2233,3374
Failed,,,1583,0.22,0.143,2808,4794,399
Failed,,,1808,0.742,0.796,1620,967,4302
Failed,,,4273,0.216,0.294,4557,3562,1971
Failed,,,3161,0.994,0.593,309,4292,485
Failed,,,782,0.468,0.091,3523,1809,3128
Failed,,,113,0.843,0.45,3089,2001,4564
Failed,,,2578,0.371,0.952,733,4400,1592
Failed,,,4855,0.591,0.185,3810,2748,886
Failed,,,2475,0.12,0.687,2357,226,2921
Failed,,,2131,0.656,0.566,2730,2845,1439
Failed,,,4593,0.184,0.064,940,444,4716
Failed,,,2819,0.903,0.8,4191,2409,2761
Failed,,,438,0.432,0.298,2133,4931,1046
Failed,,,1023,0.805,0.158,1396,3877,2427
Failed,,,3665,0.014,0.026,1472,2440,1190
Failed,,,3769,0.791,0.854,3396,333,1266
Failed,,,1385,0.265,0.353,439,2934,4846
Failed,,,1372,0.789,0.211,4410,4614,187
Failed,,,3751,0.263,0.707,1767,2092,3463
Failed,,,3662,0.542,0.414,3690,137,4013
Failed,,,1197,0.015,0.909,142,2537,2300
Failed,,,615,0.64,0.551,879,3656,1173
Failed,,,2994,0.169,0.055,2943,1173,2595
Failed,,,4419,0.887,0.816,2191,1600,4863
Failed,,,1954,0.416,0.32,3976,4195,1253
Failed,,,2251,0.595,0.252,3233,4056,1833
Failed,,,4787,0.068,0.752,589,1421,4473
Failed,,,2784,0.846,0.112,4857,730,2992
Failed,,,163,0.32,0.612,1310,3173,664
Failed,,,830,0.943,0.971,2057,2979,2037
Failed,,,3148,0.466,0.969,4854,3158,4557
Failed,,,4264,0.745,0.144,605,3990,2918
Failed,,,1805,0.219,0.642,3230,1473,893
Failed,,,1600,0.695,0.297,2354,2802,4490
Failed,,,4216,0.223,0.793,3826,163,1821
Failed,,,3373,0.942,0.094,729,1988,647
Failed,,,832,0.471,0.59,3105,4426,3004
Failed,,,169,0.844,0.948,3530,4227,4073
Failed,,,2785,0.317,0.453,295,1862,2045
Failed,,,4803,0.596,0.684,4563,989,401
Failed,,,2262,0.07,0.187,1607,3546,3366
Failed,,,1971,0.888,0.245,1177,3377,3470
Failed,,,4431,0.417,0.744,2648,859,185
Failed,,,3001,0.636,0.384,1897,1369,2292
Failed,,,618,0.165,0.885,4273,3774,4015
Failed,,,1205,0.54,0.526,4707,4918,2583
Failed,,,3574,0.05,0.525,1911,3808,103
Failed,,,4015,0.769,0.354,2643,3419,2365
Failed,,,1480,0.297,0.852,1190,784,3785
Failed,,,1559,0.556,0.607,1685,4092,4719
Failed,,,3945,0.029,0.108,4647,1686,1431
Failed,,,3487,0.807,0.778,224,1167,1044
Failed,,,1030,0.281,0.28,3453,3684,2769
Failed,,,441,0.904,0.14,3019,2626,3830
Failed,,,2827,0.432,0.638,649,26,2439
Failed,,,4606,0.652,0.499,3900,2122,19
Failed,,,2149,0.181,0.996,2423,4601,3597
Failed,,,2468,0.592,0.751,2795,2219,1954
Failed,,,4852,0.12,0.253,1030,4819,4313
Failed,,,2561,0.84,0.61,4106,3035,3145
Failed,,,101,0.368,0.113,2063,557,473
Failed,,,763,0.992,0.471,1326,753,1595
Failed,,,3298,0.201,0.339,1562,3065,339
Failed,,,4134,0.978,0.539,3311,4708,2137
Failed,,,1672,0.452,0.044,369,2308,4174
Failed,,,1722,0.958,0.895,4062,3481,584
Failed,,,4340,0.487,0.397,2272,1037,3227
Failed,,,3230,0.707,0.724,2869,1739,4241
Failed,,,692,0.235,0.225,811,4373,1911
Failed,,,27,0.61,0.366,64,4476,791
Failed,,,2645,0.084,0.864,3606,1915,2826
Failed,,,4924,0.862,0.007,1838,311,4620
Failed,,,2386,0.335,0.506,4487,2672,1647
Failed,,,2061,0.922,0.743,443,368,2666
Failed,,,4682,0.396,0.245,3380,2929,950
Failed,,,2906,0.675,0.884,1476,4846,1496
Failed,,,371,0.148,0.385,4691,2486,4773
Failed,,,953,0.522,0.027,4267,1364,3710
Failed,,,3732,0.285,0.16,4185,4994,4947
Failed,,,3838,0.506,0.953,954,2858,2521
Failed,,,1296,0.034,0.456,2723,418,1129
Failed,,,1265,0.643,0.977,500,1661,1629
Failed,,,3886,0.179,0.479,3169,4105,4604
Failed,,,3702,0.89,0.65,1342,3747,2961
Failed,,,1166,0.426,0.151,4982,1112,924
Failed,,,499,0.801,0.261,4167,42,2012
Failed,,,3120,0.267,0.758,2168,2603,4340
Failed,,,4469,0.554,0.12,2666,4548,3165
Failed,,,1934,0.02,0.618,1013,2187,525
Failed,,,2338,0.827,0.433,1106,1501,3048
Failed,,,4720,0.356,0.929,2564,3984,720
Failed,,,2714,0.576,0.199,1987,3245,1739
Failed,,,252,0.104,0.695,4338,650,4379
Failed,,,916,0.727,0.836,4773,544,3313
Failed,,,3278,0.102,0.219,4,481,3511
Failed,,,4310,0.813,0.918,4505,2295,4055
Failed,,,1769,0.349,0.421,1817,4733,2330
Failed,,,1702,0.872,0.517,2504,1061,3733
Failed,,,4086,0.338,0.019,1163,3465,152
Failed,,,3328,0.624,0.844,4317,4308,2421
Failed,,,868,0.09,0.347,2005,1791,3814
Failed,,,280,0.713,0.237,1502,1902,2706
Failed,,,2664,0.249,0.735,4830,4502,984
Failed,,,4748,0.96,0.378,348,2727,1533
Failed,,,2288,0.496,0.875,3329,249,4818
Failed,,,1884,0.657,0.067,3148,930,2197
Failed,,,4498,0.13,0.562,519,3296,3919
Failed,,,3071,0.908,0.3,4923,3855,3527
Failed,,,528,0.382,0.797,1400,1299,242
Failed,,,1118,0.757,0.656,2147,2355,1366
Failed,,,3439,0.384,0.289,3001,2419,1871
Failed,,,3975,0.67,0.582,2483,434,702
Failed,,,1510,0.136,0.086,3842,2834,3032
Failed,,,1430,0.878,0.332,3400,2037,3348
Failed,,,4044,0.414,0.828,425,4676,385
Failed,,,3525,0.626,0.035,4751,2550,2180
Failed,,,982,0.162,0.532,1419,111,4205
Failed,,,323,0.536,0.921,1931,1238,3105
Failed,,,2936,0.002,0.426,4248,3604,746
Failed,,,4634,0.787,0.688,1250,4172,1759
Failed,,,2091,0.253,0.191,2585,1616,4431
Failed,,,2357,0.973,0.063,2330,3919,1230
Failed,,,4973,0.439,0.559,4002,1554,2621
Failed,,,2616,0.725,0.328,829,673,4884
Failed,,,76,0.191,0.824,2848,3229,1306
Failed,,,662,0.566,0.715,3664,3121,223
Failed,,,3402,0.366,0.598,3587,740,1480
Failed,,,4167,0.578,0.272,1586,1411,1086
Failed,,,1629,0.114,0.771,4582,4045,2799
Failed,,,1855,0.606,0.168,1087,216,1389
Failed,,,4236,0.072,0.664,2735,2737,4996
Failed,,,3197,0.858,0.465,2081,4411,2577
Failed,,,735,0.324,0.96,4086,2011,1157
Failed,,,150,0.948,0.571,4911,1799,2237
Failed,,,2531,0.484,0.074,1266,4283,3953
Failed,,,4901,0.697,0.804,3248,3571,3564
Failed,,,2439,0.233,0.309,584,976,287
Failed,,,2177,0.511,0.445,4667,3358,4112
Failed,,,4556,0.047,0.941,1667,875,2077
Failed,,,2856,0.759,0.18,3514,1273,440
Failed,,,391,0.295,0.676,166,3869,3412
Failed,,,1059,0.918,0.785,669,4942,4514
Failed,,,3633,0.15,0.903,901,1380,3278
Failed,,,3800,0.936,0.233,3919,849,4295
Failed,,,1343,0.402,0.731,2251,3366,1938
Failed,,,1364,0.573,0.38,4129,1118,2747
Failed,,,3826,0.109,0.881,2047,3713,1022
Failed,,,3605,0.82,0.241,2780,4141,1414
Failed,,,1224,0.356,0.74,1054,1658,4702
Failed,,,559,0.981,0.85,619,2152,3614
Failed,,,3021,0.447,0.349,3204,4552,36
Failed,,,4412,0.733,0.522,1300,2596,2461
Failed,,,2030,0.199,0.022,4867,74,3852
Failed,,,2215,0.739,0.63,3766,4803,3887
Failed,,,4833,0.205,0.132,2411,2242,2464
Failed,,,2737,0.991,0.989,3084,609,40
Failed,,,199,0.456,0.49,748,2970,3650
Failed,,,783,0.83,0.101,235,3184,4755
Failed,,,3179,0.188,0.675,3962,2279,2115
Failed,,,4252,0.899,0.438,867,494,321
Failed,,,1866,0.435,0.94,2969,3094,3296
Failed,,,1603,0.91,0.124,1462,1767,1894
Failed,,,4146,0.376,0.623,4717,4323,4224
Failed,,,3424,0.663,0.264,469,3452,3205
Failed,,,811,0.129,0.764,3367,1087,562
Failed,,,220,0.502,0.654,2620,263,1669
Failed,,,2763,0.038,0.155,1206,2701,4642
Failed,,,4805,0.75,0.982,4282,4525,2843
Failed,,,2192,0.286,0.482,1887,1885,809
Failed,,,2003,0.775,0.872,1748,2942,831
Failed,,,4389,0.311,0.373,4431,343,2859
Failed,,,3043,0.524,0.513,85,2430,4658
Failed,,,586,0.06,0.015,3749,4909,1693
Failed,,,1247,0.684,0.405,2924,3784,608
Failed,,,3538,0.329,0.823,1629,468,2504
Failed,,,4032,0.616,0.056,3553,2383,4925
Failed,,,1414,0.082,0.558,280,4945,1344
Failed,,,1488,0.839,0.812,1972,87,2278
Failed,,,3948,0.375,0.309,4361,2566,3991
Failed,,,3465,0.588,0.577,1129,4663,3446
Failed,,,1081,0.124,0.076,2547,2063,170
Failed,,,419,0.746,0.465,3285,1630,1270
Failed,,,2879,0.212,0.968,381,4147,4880
Failed,,,4535,0.998,0.17,4787,3626,2618
Failed,,,2151,0.464,0.671,1537,1221,1195
Failed,,,2456,0.809,0.582,3706,3215,4396
Failed,,,4913,0.275,0.079,120,698,1756
Failed,,,2520,0.561,0.784,4387,1531,742
Failed,,,133,0.027,0.283,1782,3935,3069
Failed,,,722,0.652,0.173,2216,4757,4152
Failed,,,3344,0.42,0.01,2449,1444,2896
Failed,,,4068,0.633,0.869,3044,704,4540
Failed,,,1689,0.169,0.369,634,3187,1577
Failed,,,1797,0.676,0.694,4949,2016,2987
Failed,,,4333,0.142,0.193,1387,4377,630
Failed,,,3257,0.928,0.929,3134,2773,1799
Failed,,,636,0.393,0.426,544,213,4468
Failed,,,53,0.769,0.037,969,941,3388
Failed,,,2589,0.305,0.538,2700,3576,423
Failed,,,5000,0.517,0.333,2124,4276,2062
Failed,,,2379,0.053,0.835,4202,1832,4090
Failed,,,2078,0.706,0.917,705,3904,264
Failed,,,4616,0.243,0.415,3119,1269,3549
Failed,,,2952,0.954,0.714,2366,882,3936
Failed,,,334,0.49,0.212,3800,3325,2214
Failed,,,1000,0.863,0.321,4547,2829,1111
Failed,,,3690,0.064,0.486,4472,834,2348
Failed,,,3899,0.85,0.628,47,1392,81
Failed,,,1283,0.316,0.127,3629,3758,3688
Failed,,,1312,0.984,0.683,845,2501,4188
Failed,,,3850,0.458,0.181,2824,140,2163
Failed,,,3719,0.737,0.948,2307,2086,364
Failed,,,1101,0.21,0.446,4019,4648,3326
Failed,,,516,0.585,0.088,4532,4202,4453
Failed,,,3054,0.114,0.589,1804,1567,1781
Failed,,,4515,0.833,0.29,3649,1208,763
Failed,,,1897,0.361,0.792,29,3652,3123
Failed,,,2272,0.544,0.228,200,3005,490
Failed,,,4737,0.01,0.729,3469,605,3162
Failed,,,2677,0.795,0.401,1702,2249,4335
Failed,,,298,0.261,0.9,4624,4771,1976
Failed,,,880,0.884,0.511,3887,4039,871
Failed,,,3207,0.256,0.389,987,4017,1069
Failed,,,4361,0.534,0.748,4142,3134,1457
Failed,,,1747,0.008,0.248,2181,769,4733
Failed,,,1660,0.531,0.816,3487,4439,1135
Failed,,,4117,0.059,0.313,179,1962,2555
Failed,,,3315,0.778,0.55,4682,187,4979
Failed,,,929,0.307,0.049,1642,2787,1372
Failed,,,268,0.93,0.407,2467,3523,304
Failed,,,2725,0.403,0.909,3866,1006,3581
Failed,,,4706,0.682,0.204,692,1848,3975
Failed,,,2320,0.156,0.706,2984,4252,2260
Failed,,,1946,0.939,0.268,2882,4895,4795
Failed,,,4486,0.475,0.767,784,2456,1518
Failed,,,3103,0.688,0.096,4037,320,967
Failed,,,487,0.224,0.596,2287,2959,2683
Failed,,,1150,0.598,0.986,1862,3390,3768
Failed,,,3358,0.837,0.953,510,505,1147
Failed,,,1019,0.943,0.472,4931,3579,4737
Failed,,,1483,0.253,0.827,1745,4136,3439
Failed,,,4937,0.728,0.172,2790,1350,58
Failed,,,4542,0.247,0.803,4578,4970,628
Failed,,,1868,0.769,0.211,1207,2047,2867
Failed,,,2955,0.555,0.402,1553,3026,1927
Failed,,,3744,0.328,0.073,2473,3177,478
Failed,,,3759,0.886,0.723,4292,3871,1777
Failed,,,3857,0.345,0.986,2730,831,2015
Failed,,,3647,0.91,0.343,911,1524,736
Failed,,,2409,0.631,0.358,1366,580,3672
Failed,,,4951,0.159,0.857,4967,3018,62
Failed,,,2618,0.878,0.03,484,4833,2481
Failed,,,5,0.407,0.53,3192,2194,3903
Failed,,,665,0.782,0.888,2679,1460,2782
Failed,,,3700,0.273,0.847,4081,685,1094
Failed,,,3803,0.956,0.447,2301,1398,2295
Failed,,,3901,0.305,0.218,739,3344,1420
Failed,,,3603,0.995,0.612,2519,4057,199
Failed,,,2825,0.137,0.907,3458,4842,2207
Failed,,,777,0.847,0.065,2005,1900,3791
Failed,,,1729,0.414,0.731,3823,113,2512
Failed,,,4676,0.577,0.262,394,2879,986
Failed,,,4905,0.089,0.645,2201,783,327
Failed,,,3927,0.732,0.707,3317,2414,3476
Failed,,,3926,0.212,0.1,2102,4737,2051
Failed,,,2121,0.852,0.147,4304,2479,1710
Failed,,,4583,0.326,0.647,2031,4879,4675
Failed,,,3950,0.126,0.82,3866,2263,1396
Failed,,,2443,0.851,0.166,362,4482,4798
Failed,,,1935,0.615,0.652,2044,4609,3962
Failed,,,4773,0.431,0.545,1230,2213,955
Failed,,,1318,0.579,0.452,4560,4530,2540
Failed,,,4662,0.12,0.934,4188,519,4599
Failed,,,1750,0.891,0.092,39,2738,1751
Failed,,,749,0.333,0.734,3221,4545,530
Failed,,,2841,0.685,0.267,2252,2463,3320
Failed,,,3624,0.448,0.192,1303,1373,4124
Failed,,,3873,0.764,0.608,4523,679,2845
Failed,,,3816,0.474,0.867,3585,4031,3369
Failed,,,3684,0.782,0.458,364,3338,4667
Failed,,,2900,0.085,0.007,690,2865,2894
Failed,,,2859,0.208,0.138,615,2311,1865
Failed,,,4576,0.161,0.027,1332,2496,307
Failed,,,1825,0.825,0.993,2885,4559,3697
Failed,,,677,0.384,0.336,1066,2772,4996
Failed,,,2921,0.594,0.679,4396,533,1508
Failed,,,1076,0.415,0.124,2820,3740,79
Failed,,,3737,0.097,0.524,4821,4652,3450
Failed,,,3761,0.663,0.178,1640,2709,4730
Failed,,,3860,0.077,0.41,77,1994,4062
Failed,,,3640,0.634,0.763,3258,50,2763
Failed,,,2866,0.499,0.716,2953,1148,4837
Failed,,,1765,0.206,0.89,4484,3924,153
Failed,,,4639,0.807,0.111,978,1841,3538
Failed,,,4868,0.294,0.976,1690,4477,2968
Failed,,,1526,0.692,0.009,2522,2258,723
Failed,,,974,0.002,0.661,708,451,2022
Failed,,,3579,0.528,0.695,4038,2950,830
Failed,,,3123,0.356,0.776,4988,3413,1576
Failed,,,801,0.628,0.247,796,1096,4420
Failed,,,1704,0.07,0.584,2772,1809,3141
Failed,,,4377,0.921,0.429,1768,3950,356
Failed,,,1264,0.269,0.503,255,3187,4304
Failed,,,1768,0.89,0.007,3187,2221,2356
Failed,,,4168,0.767,0.968,205,4583,2604
Failed,,,3685,0.213,0.332,1224,814,1914
Failed,,,1467,0.411,0.236,1433,4333,3748
Failed,,,4784,0.825,0.597,3950,2100,701
Failed,,,4653,0.022,0.143,3398,4656,465
Failed,,,2943,0.478,0.73,2254,2523,1016
Failed,,,1896,0.146,0.82,92,2291,4573
Failed,,,4354,0.622,0.464,2652,3828,2309
Failed,,,4324,0.035,0.848,885,3697,773
Failed,,,691,0.935,0.974,4782,79,758
Failed,,,1809,0.37,0.324,1601,1886,1959
Failed,,,4604,0.643,0.667,2626,4809,4193
Failed,,,5000,0.13,0.301,4432,1512,4774
Failed,,,1423,0.855,0.706,1045,4297,1378
Failed,,,4644,0.573,0.545,147,2830,1377
Failed,,,4832,0.269,0.216,1890,426,2235
Failed,,,939,0.507,0.053,1201,3986,4016
Failed,,,3902,0.869,0.397,1456,1102,381
Failed,,,3908,0.419,0.612,2792,4758,3854
Failed,,,1243,0.205,0.952,4866,156,533
Failed,,,2508,0.555,0.317,2392,3463,2647
Failed,,,3448,0.08,0.01,1568,3065,4504
Failed,,,1391,0.295,0.416,776,2042,1105
Failed,,,4860,0.941,0.806,3220,4340,3218
Failed,,,4416,0.154,0.449,3811,1780,2826
Failed,,,3401,0.156,0.148,3795,3633,3433
Failed,,,493,0.866,0.865,427,925,573
Failed,,,4099,0.589,0.558,2020,4326,4634
Failed,,,4363,0.388,0.048,4599,269,399
Failed,,,1239,0.959,0.171,3284,3900,3103
Failed,,,3986,0.522,0.893,3891,337,4393
Failed,,,3821,0.188,0.118,66,4274,1059
Failed,,,1495,0.065,0.92,3322,1287,3983
Failed,,,4756,0.664,0.31,809,4833,1717
Failed,,,4564,0.485,0.952,1536,2233,1950
Failed,,,1687,0.775,0.34,4020,3848,5000
Failed,,,914,0.724,0.787,379,3350,4302
Failed,,,3132,0.279,0.958,844,2848,3761
Failed,,,619,0.988,0.318,3289,772,1811
Failed,,,1717,0.095,0.614,1812,1986,598
Failed,,,4534,0.634,0.226,4369,4123,2553
Failed,,,1926,0.698,0.491,3401,234,3666
Failed,,,837,0.343,0.695,1773,1430,4874
Failed,,,2914,0.927,0.083,4255,4993,1988
Failed,,,3242,0.468,0.28,4764,4106,85
Failed,,,1607,0.16,0.186,2580,749,4264
Failed,,,3792,0.93,0.842,2859,2414,4206
Failed,,,3538,0.144,0.689,2668,4358,670
Failed,,,1301,0.483,0.846,4988,849,4929
Failed,,,4950,0.757,0.485,2423,3082,1884
Failed,,,4526,0.094,0.753,543,486,1650
Failed,,,1725,0.678,0.391,2982,3405,3913
Failed,,,3940,0.708,0.338,623,1618,708
Failed,,,971,0.373,0.777,3369,2136,879
Failed,,,2780,0.897,0.391,921,4295,3453
Failed,,,3723,0.5,0.193,101,4811,4085
Failed,,,1429,0.128,0.35,2244,43,298
Failed,,,1835,0.614,0.836,1259,4642,247
Failed,,,1758,0.453,0.68,189,294,804
Failed,,,4494,0.787,0.043,2711,3628,3538
Failed,,,4938,0.124,0.711,4629,1184,2521
Failed,,,1312,0.648,0.075,2157,2699,571
Failed,,,848,0.537,0.483,3979,4540,488
Failed,,,1937,0.424,0.716,1235,3334,1773
Failed,,,4314,0.839,0.077,3677,549,3886
Failed,,,4362,0.255,0.736,446,1927,2955
Failed,,,1889,0.981,0.096,2923,4143,225
Failed,,,799,0.12,0.829,1900,2946,1433
Failed,,,2952,0.64,0.44,4421,635,4168
Failed,,,3277,0.243,0.134,3914,271,3527
Failed,,,1572,0.381,0.292,3742,4877,2082
Failed,,,4679,0.855,0.93,1192,1544,4818
Failed,,,1459,0.716,0.962,4226,2434,1847
Failed,,,4742,0.454,0.52,3602,1684,3570
Failed,,,1509,0.805,0.133,1153,4386,832
Failed,,,3644,0.567,0.287,1504,409,4778
Failed,,,2702,0.045,0.109,2008,1120,2920
Failed,,,1049,0.692,0.747,4486,2813,182
Failed,,,3491,0.366,0.406,2105,1310,1686
Failed,,,1348,0.013,0.06,551,3582,2663
Failed,,,4902,0.72,0.671,3113,36,399
Failed,,,4378,0.432,0.092,4856,2597,634
Failed,,,1873,0.831,0.701,2422,982,3678
Failed,,,3290,0.545,0.856,235,3871,1922
Failed,,,2983,0.069,0.539,747,4601,73
Failed,,,4082,0.955,0.273,4115,3308,1282
Failed,,,4159,0.103,0.241,3037,1484,1957
Failed,,,690,0.271,0.334,4620,3742,3637
Failed,,,3060,0.996,0.943,2186,179,743
Failed,,,4822,0.605,0.989,4721,3528,2873
Failed,,,4610,0.301,0.258,2939,972,3265
Failed,,,1641,0.962,0.894,413,2638,1156
Failed,,,3210,0.663,0.554,1933,2254,4477
Failed,,,2902,0.204,0.872,1424,1851,2595
Failed,,,1058,0.152,0.065,1546,4713,1738
Failed,,,3614,0.027,0.901,4502,2077,3226
Failed,,,4713,0.889,0.168,370,792,4513
Failed,,,4602,0.21,0.587,2288,3393,4123
Failed,,,1650,0.562,0.198,4811,530,1546
Failed,,,863,0.29,0.942,3871,778,2845
Failed,,,2888,0.938,0.334,1354,2840,266
Failed,,,3184,0.416,0.029,2177,3687,2119
Failed,,,1655,0.208,0.437,480,1420,3485
Failed,,,4596,0.56,0.793,3046,4963,906
Failed,,,4719,0.349,0.467,4926,2407,514
Failed,,,3694,0.906,0.62,3431,2676,2513
Failed,,,2769,0.446,0.797,2610,3230,4404
Failed,,,982,0.783,0.41,137,390,2447
Failed,,,3949,0.136,0.973,3544,869,2296
Failed,,,1203,0.492,0.569,3802,4221,3352
Failed,,,3564,0.039,0.262,4001,4728,2788
Failed,,,1285,0.339,0.165,3656,127,1576
Failed,,,4966,0.924,0.558,1100,3453,3997
Failed,,,4471,0.23,0.197,1867,1054,4855
Failed,,,1780,0.503,0.588,4315,2566,1968
Failed,,,3373,0.874,0.993,3342,2329,3646
Failed,,,3056,0.273,0.675,2523,1770,4284
Failed,,,4146,0.628,0.379,2300,475,2996
Failed,,,4066,0.307,0.097,1180,4901,3689
Failed,,,3473,0.931,0.774,807,3373,1901
Failed,,,893,0.253,0.318,4717,2301,4644
Failed,,,1793,0.228,0.796,980,4081,3007
Failed,,,4458,0.501,0.434,3463,2000,113
Failed,,,4979,0.337,0.826,4190,4444,974
Failed,,,4028,0.797,0.504,4936,4041,1568
Failed,,,3782,0.475,0.47,1111,101,2636
Failed,,,2630,0.533,0.157,1644,2169,1139
Failed,,,4727,0.373,0.946,3881,786,2456
Failed,,,1135,0.734,0.867,3262,2630,4287
Failed,,,3307,0.699,0.718,4158,4427,2930
Failed,,,1281,0.792,0.978,3094,2438,1855
Failed,,,3089,0.832,0.35,3316,649,4043
Failed,,,2323,0.675,0.083,4435,3739,117
Failed,,,4581,0.013,0.516,1157,1993,2676
Failed,,,3953,0.623,0.885,349,1695,4469
Failed,,,676,0.899,0.686,1786,3918,933
Failed,,,1532,0.887,0.825,2486,4015,2627
Failed,,,3631,0.735,0.732,170,1131,1727
Failed,,,2677,0.15,0.91,674,396,1125
Failed,,,1074,0.61,0.304,3163,3183,3237
Failed,,,1120,0.164,0.705,1984,2051,2255
Failed,,,4649,0.855,0.848,1256,4653,3218
Failed,,,3021,0.051,0.014,4118,3302,4440
Failed,,,2757,0.966,0.548,2604,1767,4171
Failed,,,1989,0.556,0.754,4062,3833,597
Failed,,,4878,0.127,0.337,465,574,2861
Failed,,,4246,0.738,0.216,1195,890,4995
Failed,,,1349,0.075,0.626,4475,4786,2253
Failed,,,971,0.769,0.478,2336,3512,1030
Failed,,,3395,0.418,0.926,3432,2084,3599
Failed,,,3184,0.796,0.077,112,4219,2388
Failed,,,1,0.184,0.999,2715,5000,1
Failed,,,1740,0.592,0.543,1952,996,3326
Failed,,,3856,0.225,0.111,3668,4601,756
Failed,,,4487,0.641,0.489,2836,4284,1475
Failed,,,2380,0.04,0.914,1428,44,3898
Failed,,,2835,0.453,0.653,72,3056,245
Failed,,,810,0.174,0.485,3543,4825,1558
Failed,,,1673,0.907,0.999,1693,3956,2361
Failed,,,1642,0.001,0.564,3244,4573,1278
Failed,,,414,0.001,0.556,3546,4066,485
Failed,,,1361,0.999,0.999,3185,5000,2506
Failed,,,2428,0.475,0.46,668,4602,971
Failed,,,443,0.951,0.465,656,4683,679
Failed,,,1848,0.425,0.576,3116,4752,1352
Failed,,,4731,0.001,0.275,131,1607,4590
Failed,,,987,0.999,0.541,4430,2294,2234
Failed,,,1557,0.001,0.501,3460,4718,461
Failed,,,3731,0.284,0.222,2566,352,3188
Failed,,,3643,0.568,0.383,4848,3004,2784
Failed,,,745,0.249,0.956,627,1263,48
Failed,,,1616,0.907,0.186,3489,149,1359
Failed,,,4041,0.276,0.72,2084,4355,3936
Failed,,,890,0.999,0.476,2177,1970,4952
Failed,,,699,0.387,0.602,3111,4403,4305
Failed,,,3478,0.628,0.793,1079,4839,2990
Failed,,,1193,0.558,0.567,3415,3170,2356
Failed,,,3506,0.999,0.704,3870,3024,3855
Failed,,,1300,0.03,0.672,3948,4482,2651
Failed,,,1402,0.999,0.897,1360,4405,2701
Failed,,,1773,0.752,0.899,2528,4323,2376
Failed,,,3175,0.001,0.063,593,4636,3184
Failed,,,3506,0.999,0.873,2825,2588,4763
Failed,,,1345,0.881,0.894,4615,3874,3212
Failed,,,1955,0.428,0.999,761,5000,1031
Failed,,,966,0.001,0.649,2818,4248,730
Failed,,,371,0.843,0.545,3280,4160,762
Failed,,,894,0.459,0.482,4650,4328,584
Failed,,,1180,0.553,0.472,4789,5000,1036
Failed,,,661,0.001,0.636,4842,4903,4586
Failed,,,3203,0.001,0.078,2165,197,1564
Failed,,,730,0.789,0.586,4351,3127,3762
Failed,,,1116,0.999,0.462,3139,4407,723
Failed,,,2895,0.299,0.625,5000,2190,796
Failed,,,930,0.001,0.342,497,4156,2031
Failed,,,1749,0.266,0.999,335,5000,4584
Failed,,,3963,0.999,0.375,3521,1,4279
Failed,,,2961,0.001,0.92,487,1685,198
Failed,,,3287,0.999,0.793,2235,1,1374
Failed,,,3070,0.119,0.126,1217,4213,1015
Failed,,,1637,0.999,0.527,3766,4110,21
Failed,,,1650,0.001,0.617,4586,1926,3034
Failed,,,4887,0.597,0.323,90,4530,1933
Failed,,,2627,0.549,0.16,3514,605,471
Failed,,,3716,0.304,0.242,1030,2608,3033
Failed,,,3208,0.999,0.967,269,2652,4162
Failed,,,4895,0.001,0.892,4488,38,1762
Failed,,,2499,0.999,0.999,1145,1629,4233
Failed,,,652,0.001,0.357,2441,2252,206
Failed,,,1845,0.999,0.001,4790,2144,2686
Failed,,,556,0.999,0.421,903,3052,379
Failed,,,4250,0.91,0.999,4037,4627,1205
Failed,,,669,0.001,0.848,3463,2058,63
Failed,,,2654,0.229,0.792,2609,1077,27
Failed,,,2855,0.999,0.506,3314,4553,4523
