Status,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
Failed,,,2854,0.552,0.367,1820,686,3143
Failed,,,1230,0.026,0.469,189,4935,1053
Failed,,,4570,0.835,0.721,3463,2329,4281
Failed,,,2661,0.257,0.084,2281,78,3199
Failed,,,1860,0.567,0.835,3988,2665,1514
Failed,,,2160,0.449,0.587,4841,3351,87
Failed,,,3626,0.634,0.34,1548,626,4585
Failed,,,4226,0.21,0.98,2710,1656,2855
Failed,,,300,0.894,0.233,983,4363,2440
Failed,,,599,0.319,0.914,1724,1992,1827
Failed,,,3939,0.505,0.167,4391,4656,3502
Failed,,,3289,0.091,0.529,730,3021,3982
Failed,,,2489,0.775,0.281,3081,337,725
Failed,,,1539,0.149,0.018,3248,993,2111
Failed,,,3003,0.958,0.769,600,3620,2556
Failed,,,4845,0.386,0.411,4280,4016,4889
Failed,,,550,0.465,0.542,2007,2875,4416
Failed,,,2657,0.86,0.13,4792,1478,351
Failed,,,3096,0.176,0.575,2949,3172,756
Failed,,,203,0.53,0.222,99,2402,4167
Failed,,,1953,0.251,0.759,4600,485,3358
Failed,,,4841,0.916,0.414,2356,3756,1721
Failed,,,4006,0.414,0.018,1523,4557,231
Failed,,,1743,0.762,0.686,4339,974,4848
Failed,,,950,0.02,0.334,947,1641,2628
Failed,,,3218,0.681,0.995,3195,2723,2295
Failed,,,3298,0.056,0.19,2038,198,4750
Failed,,,1192,0.643,0.609,4916,4113,16
Failed,,,1667,0.387,0.38,426,3451,2471
Failed,,,3779,0.787,0.792,2620,2037,2765
Failed,,,4916,0.293,0.654,3502,1274,4343
Failed,,,2586,0.485,0.936,1221,3962,2964
Failed,,,857,0.161,0.847,1033,3230,673
Failed,,,4939,0.974,0.101,2739,914,3998
Failed,,,3069,0.431,0.704,1441,1759,3520
Failed,,,1448,0.745,0.457,4714,4094,1777
Failed,,,2417,0.365,0.217,3958,4735,391
Failed,,,3374,0.554,0.967,2233,2383,4946
Failed,,,4014,0.102,0.352,3589,259,2610
Failed,,,517,0.79,0.604,297,2630,2098
Failed,,,226,0.493,0.294,1978,1173,1447
Failed,,,4308,0.682,0.545,4330,3586,3219
Failed,,,3698,0.225,0.151,472,3815,4303
Failed,,,2076,0.913,0.901,3141,1423,989
Failed,,,1795,0.042,0.646,3032,2094,2415
Failed,,,2753,0.855,0.398,701,4388,2918
Failed,,,4632,0.302,0.781,4500,2899,4644
Failed,,,1137,0.616,0.034,1850,625,60
Failed,,,968,0.273,0.512,3746,4253,2984
Failed,,,4503,0.583,0.265,140,1605,2314
Failed,,,2643,0.011,0.93,3803,761,291
Failed,,,1568,0.82,0.183,2389,3388,4378
Failed,,,1913,0.194,0.427,1284,2785,3305
Failed,,,3573,0.878,0.678,4871,100,1405
Failed,,,4203,0.464,0.002,1189,2224,1240
Failed,,,4,0.649,0.752,2583,4888,4096
Failed,,,349,0.075,0.068,4655,1268,4705
Failed,,,3885,0.759,0.818,1695,3975,588
Failed,,,3264,0.335,0.485,2875,3744,2003
Failed,,,2190,0.52,0.737,857,1020,2662
