Status,ACCURACY,RUNTIME,recent_samples_size,significance,gamma,max_node_size,max_tree_depth,max_time_stationary
Failed,,,1580,0.337,0.067,4502,4532,4727
Failed,,,914,0.938,0.194,1153,281,4632
Failed,,,4045,0.731,0.256,1464,4753,492
Failed,,,722,0.744,0.786,4059,1033,949
Failed,,,2526,0.36,0.058,3028,1733,4451
Failed,,,4081,0.684,0.625,342,1186,3141
Failed,,,1722,0.579,0.236,4341,3022,2324
Failed,,,4536,0.173,0.883,709,73,3787
Failed,,,3625,0.871,0.3,3434,2026,2559
Failed,,,1647,0.128,0.68,2346,1426,2811
Failed,,,370,0.024,0.801,2819,2820,4729
Failed,,,407,0.999,0.656,3804,2371,4194
Failed,,,3514,0.57,0.703,1778,1821,1862
Failed,,,2906,0.943,0.108,4606,3983,2895
Failed,,,886,0.162,0.586,1386,1685,1023
Failed,,,1311,0.524,0.411,3557,938,2134
Failed,,,584,0.856,0.851,2258,1894,1770
Failed,,,2121,0.919,0.706,3951,3480,697
Failed,,,4169,0.202,0.225,2021,938,2576
Failed,,,1799,0.101,0.98,4986,2596,1513
Failed,,,984,0.714,0.018,309,4431,392
Failed,,,2729,0.43,0.536,3183,2482,3526
Failed,,,2556,0.741,0.26,2478,3149,1366
Failed,,,1157,0.395,0.812,4141,1192,4485
Failed,,,1670,0.79,0.19,685,1773,3691
Failed,,,4622,0.074,0.741,2777,3889,557
Failed,,,4300,0.876,0.945,3660,4724,2233
Failed,,,3484,0.312,0.053,1478,2967,844
Failed,,,2402,0.655,0.926,1863,4237,4735
Failed,,,3811,0.497,0.376,4736,1353,1604
Failed,,,4758,0.551,0.187,3888,2265,1189
Failed,,,4294,0.26,0.576,3786,560,1325
Failed,,,1190,0.78,0.68,3310,4093,4142
Failed,,,2743,0.799,0.908,4227,2861,2616
Failed,,,1046,0.08,0.398,2291,306,734
Failed,,,2272,0.839,0.278,4881,4604,985
Failed,,,4017,0.056,0.79,1656,2313,2854
Failed,,,4945,0.984,0.521,1909,1264,4938
Failed,,,2880,0.326,0.48,2838,754,3237
Failed,,,3160,0.358,0.711,1229,1577,2527
Failed,,,1757,0.257,0.101,614,810,1072
Failed,,,660,0.635,0.746,2394,734,3720
Failed,,,4722,0.468,0.674,1834,999,2324
Failed,,,3447,0.707,0.556,4092,4201,1896
Failed,,,187,0.43,0.013,2429,1463,3779
Failed,,,2688,0.581,0.04,1099,1248,4968
Failed,,,948,0.298,0.529,2913,3168,1839
Failed,,,2163,0.068,0.218,1575,4742,2062
Failed,,,20,0.742,0.783,3134,2910,956
Failed,,,3616,0.402,0.273,260,180,2825
Failed,,,3244,0.973,0.842,1337,3708,3454
Failed,,,625,0.132,0.355,4557,628,327
Failed,,,2942,0.046,0.595,2210,2716,4337
Failed,,,1683,0.625,0.285,66,2831,708
Failed,,,174,0.988,0.969,3884,3753,383
Failed,,,3462,0.148,0.458,2109,1833,3514
Failed,,,3403,0.726,0.903,681,4554,2886
Failed,,,466,0.387,0.415,2812,2285,1012
Failed,,,1428,0.249,0.853,1455,704,86
Failed,,,635,0.196,0.268,3751,3424,2122
Failed,,,3900,0.717,0.476,3295,1923,4908
Failed,,,2467,0.435,0.955,109,4995,1782
Failed,,,1241,0.678,0.835,2680,541,1500
Failed,,,855,0.107,0.052,2636,968,4203
Failed,,,4930,0.424,0.496,4283,3954,904
Failed,,,4002,0.62,0.193,4655,4935,1269
Failed,,,2286,0.275,0.735,1317,1904,4386
Failed,,,3705,0.681,0.36,1712,908,1129
Failed,,,4114,0.694,0.962,4752,3918,1952
Failed,,,702,0.158,0.151,1393,1342,4874
Failed,,,3753,0.78,0.516,2390,3616,3489
Failed,,,966,0.369,0.329,4031,1036,801
Failed,,,1905,0.567,0.797,290,1536,1442
Failed,,,2831,0.035,0.111,3650,3799,4136
Failed,,,4451,0.527,0.166,733,864,3894
Failed,,,73,0.769,0.325,2991,2998,4937
Failed,,,3646,0.71,0.543,4331,1127,398
Failed,,,1482,0.174,0.356,2065,3547,2778
Failed,,,532,0.887,0.762,3306,4028,4670
Failed,,,1124,0.789,0.521,3538,1064,1646
Failed,,,2678,0.41,0.305,289,4473,2806
Failed,,,4275,0.087,0.69,4419,2897,3502
Failed,,,499,0.333,0.869,2702,279,685
Failed,,,227,0.614,0.015,4783,4829,237
Failed,,,3653,0.25,0.784,1547,736,4219
Failed,,,2351,0.496,0.651,769,3744,1400
Failed,,,3029,0.629,0.575,2193,577,3139
Failed,,,851,0.009,0.346,3978,4045,2409
Failed,,,1300,0.517,0.733,2913,3906,2650
Failed,,,1512,0.763,0.338,646,4867,745
Failed,,,4961,0.381,0.614,3027,854,4957
Failed,,,2778,0.514,0.221,1435,1937,3564
Failed,,,1224,0.131,0.949,4737,3471,2141
Failed,,,1176,0.696,0.21,2304,4237,999
Failed,,,2749,0.066,0.994,4024,205,4546
Failed,,,2243,0.503,0.514,2700,1981,4510
Failed,,,2636,0.286,0.221,347,2989,1243
Failed,,,4091,0.987,0.822,4477,4771,1659
Failed,,,729,0.209,0.413,2474,160,2768
Failed,,,1179,0.688,0.76,305,3889,3510
Failed,,,3915,0.475,0.475,2893,1162,2089
Failed,,,3124,0.798,0.576,1886,1684,33
Failed,,,2106,0.024,0.159,4904,3328,4237
Failed,,,1695,0.893,0.274,4047,2580,2814
Failed,,,3184,0.178,0.987,1654,2352,1432
Failed,,,4795,0.596,0.091,3130,414,666
Failed,,,25,0.318,0.672,1167,4557,4909
Failed,,,142,0.91,0.876,2389,2120,4346
Failed,,,1790,0.617,0.841,1841,3418,158
Failed,,,3430,0.329,0.424,3863,1614,4088
Failed,,,4846,0.881,0.525,964,1248,3634
Failed,,,237,0.157,0.24,3337,3823,1940
Failed,,,288,0.759,0.533,122,2859,335
Failed,,,4893,0.047,0.202,3081,2153,3914
Failed,,,3380,0.742,0.848,2055,68,3187
Failed,,,1743,0.467,0.384,4740,4983,2391
Failed,,,1957,0.588,0.051,3879,4088,987
Failed,,,2815,0.372,0.717,1818,882,4606
Failed,,,3899,0.916,0.367,3313,1258,2510
Failed,,,1010,0.139,0.901,979,3673,1754
Failed,,,835,0.648,0.305,1313,2251,2027
Failed,,,4347,0.436,0.964,4232,2800,3722
Failed,,,2677,0.852,0.113,865,4416,4176
Failed,,,2446,0.079,0.655,3589,596,246
Failed,,,562,0.524,0.994,3274,4734,2854
Failed,,,4542,0.311,0.273,1175,278,1472
Failed,,,3731,0.977,0.685,3917,1943,627
Failed,,,1470,0.203,0.081,1623,3108,4870
Failed,,,2308,0.823,0.477,2015,3463,3471
Failed,,,2541,0.108,0.753,4936,1507,2050
Failed,,,4172,0.681,0.169,161,633,73
Failed,,,658,0.403,0.563,2886,4298,4277
Failed,,,1108,0.883,0.232,4425,376,4473
Failed,,,3995,0.172,0.501,2365,4675,1206
Failed,,,3028,0.617,0.414,2766,2541,1699
Failed,,,2172,0.343,0.816,433,2471,2807
Failed,,,1605,0.713,0.748,669,1566,3894
Failed,,,3245,0.496,0.019,3628,3365,588
Failed,,,4720,0.792,0.931,1508,3770,2293
Failed,,,111,0.014,0.335,4193,1200,3362
Failed,,,76,0.731,0.098,2956,3607,2680
Failed,,,4842,0.449,0.633,251,1344,1571
Failed,,,2057,0.936,0.616,1717,4917,3331
Failed,,,3076,0.149,0.152,3993,154,2261
Failed,,,4115,0.609,0.537,4043,1500,3259
Failed,,,3964,0.578,0.799,1113,2083,480
Failed,,,1227,0.353,0.467,3193,2949,3785
Failed,,,778,0.871,0.861,4107,1754,4997
Failed,,,4139,0.089,0.405,1441,3236,753
Failed,,,4491,0.214,0.831,3388,719,4128
Failed,,,3485,0.513,0.246,1756,1437,3596
Failed,,,1374,0.293,0.523,3797,3553,1902
Failed,,,1052,0.607,0.665,2264,1129,2441
Failed,,,3788,0.324,0.069,4539,3861,3237
Failed,,,2938,0.902,0.981,566,3300,4043
Failed,,,1921,0.183,0.252,2646,1651,464
Failed,,,1133,0.409,0.832,1987,4890,1966
Failed,,,1861,0.81,0.184,3503,2399,1863
Failed,,,3350,0.025,0.586,798,2632,2620
Failed,,,4941,0.702,0.499,4303,4609,4636
Failed,,,2778,0.909,0.743,4589,2787,2200
Failed,,,2383,0.132,0.022,2217,2244,3319
Failed,,,2601,0.165,0.389,1141,655,4017
Failed,,,859,0.175,0.64,3831,3015,4524
Failed,,,755,0.335,0.198,1669,3451,2492
Failed,,,1241,0.815,0.6,709,2493,1281
Failed,,,3980,0.1,0.136,3746,2578,2985
Failed,,,3052,0.674,0.783,1472,4663,4758
Failed,,,2032,0.395,0.452,4079,369,837
Failed,,,1662,0.516,0.115,4472,1183,1919
Failed,,,3148,0.303,0.649,2490,3768,3662
Failed,,,4818,0.97,0.297,2733,3392,4067
Failed,,,96,0.538,0.733,1595,4141,865
Failed,,,4704,0.252,0.004,3948,790,4786
Failed,,,3268,0.958,0.915,1222,1352,3092
Failed,,,2159,0.864,0.247,2836,2951,312
Failed,,,3014,0.081,0.516,209,2100,4193
Failed,,,4019,0.63,0.431,4966,122,3709
Failed,,,2712,0.729,0.281,155,1770,781
Failed,,,643,0.927,0.493,402,1043,1771
Failed,,,4158,0.142,0.77,2794,3927,2576
Failed,,,2566,0.57,0.185,2415,3209,4545
Failed,,,2333,0.346,0.578,4378,1722,975
Failed,,,1454,0.723,0.978,4146,2314,2365
Failed,,,3717,0.441,0.257,1558,2698,3131
Failed,,,4567,0.769,0.67,3657,4520,3965
Failed,,,585,0.051,0.066,638,532,357
Failed,,,448,0.802,0.802,4692,3516,3428
Failed,,,4431,0.017,0.463,2105,1415,2310
Failed,,,3542,0.694,0.61,3109,726,576
Failed,,,1278,0.47,0.154,92,4244,3833
Failed,,,2432,0.599,0.289,949,4826,2751
Failed,,,2662,0.316,0.948,3341,225,1672
Failed,,,4371,0.894,0.098,1868,1997,1228
Failed,,,2127,0.217,0.54,1207,3887,2453
Failed,,,994,0.663,0.036,3539,1668,4251
Failed,,,3884,0.376,0.702,912,3302,17
Failed,,,2839,0.834,0.351,4263,3835,2101
Failed,,,1981,0.11,0.885,1284,1097,3493
Failed,,,1728,0.988,0.548,2297,439,4887
Failed,,,3366,0.206,0.217,4651,4573,693
Failed,,,4919,0.505,0.864,519,2644,1411
Failed,,,947,0.264,0.741,504,90,3360
Failed,,,809,0.776,0.09,2050,3980,2930
Failed,,,4324,0.061,0.679,4755,1091,1499
Failed,,,3646,0.136,0.719,3178,1841,4827
Failed,,,3591,0.358,0.162,1011,2281,2170
Failed,,,4381,0.93,0.762,3894,499,85
Failed,,,400,0.157,0.47,1813,4491,4319
Failed,,,614,0.901,0.647,2740,1463,1879
Failed,,,4597,0.186,0.12,465,3569,3621
Failed,,,3688,0.603,0.955,4440,4297,4106
Failed,,,1424,0.325,0.312,2361,774,224
Failed,,,2305,0.696,0.13,1503,192,1320
Failed,,,2535,0.483,0.602,4209,4798,3024
Failed,,,4185,0.806,0.438,701,2987,4718
Failed,,,674,0.031,0.793,3602,1964,797
Failed,,,1161,0.51,0.376,3933,3354,445
Failed,,,4051,0.294,0.855,1618,1716,4053
Failed,,,2986,0.995,0.193,3248,1144,3219
Failed,,,3285,0.686,0.659,4516,1278,4479
Failed,,,1601,0.836,0.893,193,4545,1044
Failed,,,3239,0.125,0.374,2860,406,4613
Failed,,,4733,0.664,0.709,2011,2374,2645
Failed,,,126,0.39,0.058,4951,2616,1839
