detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,kendall_internal_target,spearman_internal_target,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20
D3,Electricity,distance,distance_I,not_applicable,distance_I,-0.08231157172615021,-0.1216921651428138,,,,,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,0.24569498538005993,0.3376282191562179,0.1400739891082689,0.07984876342428714,True,20,0.2233661528346948,0.07906976744186048,0.05,0.85,0.16615676778639887,0.0,1.0,0.5,0.7391304347826084,1.0
D3,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.0004749114876724762,0.010899388577552172,,,,,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.15371104404291996,-0.2267017550173515,0.20429190276215942,0.08937795053383633,True,20,0.10345898514175847,0.35050505050505054,0.1,0.15,0.142294403803417,0.5555555555555557,0.9687179710364618,0.7621367632960088,0.6470588235294118,0.969382841861733
D3,GasSensor,distance,distance_I,not_applicable,distance_I,0.17179574937630693,0.2563871961907779,,,,,2193,13,44,0.1944444444444445,1.0,1.0,0.0,0.1685803865385413,0.2384523221311991,0.2821709116055587,0.16087325601809993,True,20,0.14702979756510362,0.21511627906976744,0.0,0.2,0.24348219399283402,0.34482758620689646,0.8460746120561808,0.5954510991315387,0.4722222222222222,0.8460746120561808
D3,PokerHand,distance,distance_I,not_applicable,distance_I,0.09252081108581726,0.13744275735527633,,,,,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,0.2582501344937039,0.37143423493369054,0.06581995723081915,0.01662852605938884,True,20,0.0556719389893387,0.1344186046511628,0.35,0.6,0.04238940938709882,1.0,0.917687853563672,0.958843926781836,1.0,0.9665181960469716
D3,RialtoBridgeTimelapse,distance,distance_I,not_applicable,distance_I,0.33681791330909605,0.48523346786571764,,,,,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,0.41969700978415214,0.5841550846167046,0.28783978767788115,0.19300857052155457,True,20,0.067082935231941,0.03950617283950617,0.65,1.0,0.2169714716787959,0.36363636363636354,0.9021724929263717,0.6329044282813676,0.4324324324324323,0.958560717537887
D3,SensorStream,distance,distance_I,not_applicable,distance_I,0.040036274715825,0.05882195409712747,,,,,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,-0.06201370904789019,-0.09407655717989474,0.41393670343817174,0.26893278937382126,True,20,0.16447521965483192,0.2645348837209302,0.45,0.5,0.32148383062146973,0.12244897959183673,1.0,0.5612244897959183,0.173076923076923,1.0
IBDD,Electricity,distance,distance_I,not_applicable,distance_I,0.5083114420182305,0.683822434717091,,,,,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.4529038012784284,0.6098403291547145,0.12135916873751249,0.06738116759572427,True,20,0.1533014829138823,0.021989528795811515,0.9,1.0,0.13500576820223179,0.33333333333333354,1.0,0.6666666666666667,0.7857142857142856,1.0
IBDD,ForestCovertype,distance,distance_I,not_applicable,distance_I,0.41929620896545466,0.5760392148331256,,,,,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.3086338429651154,0.45152371804574265,0.17119291015401658,0.03578736563644408,True,20,0.06242094147597042,0.03006535947712418,0.75,1.0,0.06143819153500857,0.777777777777778,1.0,0.8888888888888891,0.7931034482758623,1.0
IBDD,GasSensor,distance,distance_I,not_applicable,distance_I,0.21765734753831914,0.30496594300916563,,,,,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.16650748136025928,0.24793003578773767,0.19476509345899956,0.06776080260163322,True,20,0.14437198297408052,0.10730994152046783,0.45,0.7,0.12485044178747463,0.6071428571428569,1.0,0.8035714285714284,0.6944444444444442,1.0
IBDD,PokerHand,distance,distance_I,not_applicable,distance_I,0.33180867105014894,0.4571267256671868,,,,,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.336852028624081,0.4650067899423034,0.08063304737021537,0.007701133582951908,True,20,0.04263794873296489,0.007072368421052633,0.95,1.0,0.025446266777101382,0.948717948717949,0.9911056429470795,0.9699117958325143,0.9545454545454548,0.9941252364572162
