index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,theta,lambida
0,0.1982266752854991,0.9330512086231876,1935.0,181.0,0.6026762914778665,0.0526247233189642
1,0.2039398509986748,0.9323262200859704,2147.0,126.0,0.5549509176230059,0.0582275375165045
2,0.2110913841060903,0.9297642710283172,2398.0,115.0,0.5283657328393311,0.0309206052199006
3,0.2138597921686159,0.9247533726444566,1922.0,269.0,0.4925514724859968,0.0746393702626228
4,0.2181424621130506,0.9240041786748148,1945.0,441.0,0.4206892477311194,0.0306243798341602
5,0.2186638769727007,0.9183159905221604,4914.0,589.0,0.5842291961777956,0.0057447033300995
6,0.2214693313222727,0.9172947592918907,4863.0,615.0,0.4350762207414955,0.0635073067620396
7,0.2262483105130167,0.9161074954866164,2466.0,173.0,0.4706997983381152,0.0258617416452616
8,0.229452263422852,0.9123967157709668,2197.0,281.0,0.3904919649828225,0.1581877258457243
9,0.231557565528154,0.9111677514108724,1144.0,270.0,0.2894617014608542,0.1928280511261805
10,0.232013803190274,0.908521687784657,1857.0,106.0,0.6729761278806254,0.2524732341356575
11,0.7199957966019542,0.3771473943824173,1704.0,3618.0,0.0670452782533315,0.9864027608841726
12,0.7256536540291132,0.3733446883244696,658.0,3773.0,0.0436141377305612,0.9885530432723464
13,0.727278342487441,0.3606599575110618,4347.0,3595.0,0.0209974214639514,0.9786937784813344
14,0.7368471061210023,0.3584210281934671,1118.0,3408.0,0.0280646674976151,0.9905048486091068
15,0.7448861449688655,0.3547076959783695,1430.0,3680.0,0.0373855601640834,0.9921485869986664
16,0.7530144142690093,0.3474932078047881,1200.0,3306.0,0.0379496748168021,0.9932795496359468
17,0.7544710016630973,0.3393696905719455,1851.0,4173.0,0.0252036486743018,0.9929346791058778
18,0.7754463532450664,0.3155797117076857,1588.0,3379.0,0.0154821607433259,0.9980579533241688
19,0.776996439868682,0.2911628103087486,767.0,3023.0,0.0242658850019797,0.9986705185379832
