source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,theta,lambida
benchmark_pareto,0.32,10.0,0.32,7.0,Completed,2242.0,148.0,0.859,0.257
benchmark_pareto,0.34,14.0,0.34,9.0,Completed,1936.0,3353.0,0.999,0.898
benchmark_pareto,0.35,15.0,0.35,10.0,Completed,2636.0,2770.0,0.999,0.999
benchmark_pareto,0.36,16.0,0.36,11.0,Completed,4921.0,3210.0,0.799,0.894
benchmark_pareto,0.38,18.0,0.38,12.0,Completed,190.0,3515.0,0.639,0.867
benchmark_pareto,0.39,19.0,0.39,13.0,Completed,2148.0,4088.0,0.544,0.854
benchmark_pareto,0.4,21.0,0.4,14.0,Completed,3170.0,2225.0,0.61,0.979
benchmark_pareto,0.41,22.0,0.41,15.0,Completed,1277.0,1661.0,0.767,0.772
benchmark_pareto,0.43,23.0,0.43,16.0,Completed,75.0,1196.0,0.751,0.803
benchmark_pareto,0.46,24.0,0.46,17.0,Completed,2577.0,2784.0,0.205,0.884
benchmark_pareto,0.49,27.0,0.49,19.0,Completed,4500.0,4262.0,0.0,0.784
benchmark_pareto,0.51,29.0,0.51,20.0,Completed,3762.0,4613.0,0.0,0.929
benchmark_max_rt,,49.0,,36.0,Completed,156.0,4907.0,0.089,0.999
benchmark_min_acc,0.3,,0.3,,Completed,422.0,1146.0,0.898,0.962
paper_default,-1.0,-1.0,0.44,18.0,Completed,500.0,500.0,0.005,0.7
paper_default,-1.0,-1.0,0.44,18.0,Completed,500.0,500.0,0.005,0.75
paper_default,-1.0,-1.0,0.44,18.0,Completed,500.0,500.0,0.005,0.8
paper_default,-1.0,-1.0,0.44,18.0,Completed,500.0,500.0,0.005,0.85
paper_default,-1.0,-1.0,0.38,16.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.38,16.0,Completed,500.0,500.0,0.3,0.75
paper_default,-1.0,-1.0,0.38,16.0,Completed,500.0,500.0,0.3,0.8
paper_default,-1.0,-1.0,0.38,16.0,Completed,500.0,500.0,0.3,0.85
recommendation_system,0.2842152292152295,0.949627996220149,0.32,5.0,Completed,1931.0,203.0,0.9947036969605834,0.0811676114629954
recommendation_system,0.2890512265512269,0.9471361960184902,0.32,5.0,Completed,1547.0,122.0,0.9976785752899718,0.0941593005541134
recommendation_system,0.2922608110843407,0.9469102738858995,0.32,5.0,Completed,1678.0,372.0,0.9920605130977928,0.1182446724139154
recommendation_system,0.297676212676213,0.9450243560084908,0.32,5.0,Completed,1303.0,326.0,0.9654762680092828,0.0909392123818397
recommendation_system,0.2987254412254417,0.9353093353245152,0.32,5.0,Completed,13.0,1517.0,0.6664525584317744,0.1844250477384776
recommendation_system,0.3120437895437899,0.9336565199520894,0.32,5.0,Completed,241.0,2208.0,0.0914525466794148,0.170158229123801
recommendation_system,0.3159002835910008,0.929650149813662,0.32,5.0,Completed,57.0,68.0,0.1611384132429957,0.1284070926439017
recommendation_system,0.3169545515248643,0.9289655379679548,0.32,5.0,Completed,62.0,1344.0,0.0593016823427751,0.1799250172991305
recommendation_system,0.3170364694537492,0.9256046190824432,0.32,5.0,Completed,146.0,847.0,0.168114564073272,0.1836043243966996
recommendation_system,0.3178874067109365,0.9233143727325532,0.32,5.0,Completed,166.0,1238.0,0.1664050696995109,0.2202603734601289
recommendation_system,0.3185094636266515,0.9231576976181692,0.32,5.0,Completed,99.0,294.0,0.1735642033684998,0.1895420285835862
recommendation_system,0.3250687496735294,0.9202974618685336,0.32,5.0,Completed,102.0,721.0,0.1644245793353766,0.2823140554446727
recommendation_system,0.3256623931623935,0.9147574301410396,0.32,5.0,Completed,4871.0,116.0,0.1773568130526691,0.2310765404850244
recommendation_system,0.3276015824453327,0.9111579751031758,0.32,5.0,Completed,150.0,1162.0,0.0205789798591285,0.1952526322491467
recommendation_system,0.3298817848817853,0.9111149002612422,0.32,5.0,Completed,136.0,672.0,0.313031914726831,0.3729020856954157
recommendation_system,0.3351548451548455,0.9109587544782622,0.32,5.0,Completed,863.0,558.0,0.168599267212674,0.2841755740735679
recommendation_system,0.3382470090673219,0.9063088236769634,0.32,5.0,Completed,816.0,1030.0,0.1616121619557961,0.2772138829529285
recommendation_system,0.3447587135087139,0.8974060685865815,0.32,5.0,Completed,814.0,153.0,0.1850103722996004,0.3066585696578598
recommendation_system,0.3748858086358089,0.8843899559890567,0.39,9.0,Completed,611.0,532.0,0.3140416250952503,0.4278672126081422
recommendation_system,0.6048646058802308,0.5155287615669902,0.46,17.0,Completed,4494.0,3002.0,0.1229414506114123,0.9983154764631152
