source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,theta,lambida
benchmark_pareto,0.72,2.0,0.72,1.0,Completed,4085.0,111.0,0.959,0.999
benchmark_pareto,0.74,3.0,0.74,2.0,Completed,171.0,3504.0,0.187,0.994
benchmark_max_rt,,4.0,,3.0,Completed,166.0,4217.0,0.0,0.716
benchmark_min_acc,0.57,,0.57,,Completed,4842.0,4145.0,0.0,0.543
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.005,0.7
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.005,0.75
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.005,0.8
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.005,0.85
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.3,0.75
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.3,0.8
paper_default,-1.0,-1.0,0.71,1.0,Completed,500.0,500.0,0.3,0.85
recommendation_system,0.2048445998445999,0.9568156239027787,0.71,1.0,Completed,4914.0,589.0,0.5842291961777956,0.0057447033300995
recommendation_system,0.2111606405747031,0.9547018601064416,0.71,1.0,Completed,167.0,1116.0,0.9892576387412846,0.0019015491772443
recommendation_system,0.221878676878677,0.9544550180285932,0.71,1.0,Completed,41.0,102.0,0.9928779939282686,0.0971735955309122
recommendation_system,0.2398212898212899,0.952163714940657,0.71,1.0,Completed,298.0,54.0,0.0943233144767582,0.1555797505117953
recommendation_system,0.2453369893994895,0.9485810529960632,0.71,1.0,Completed,286.0,1098.0,0.0788363026734441,0.1362965288404375
recommendation_system,0.2463947163947165,0.9472452475930464,0.71,1.0,Completed,334.0,702.0,0.1010304622147232,0.1791070646774023
recommendation_system,0.2465997890997892,0.945932348276088,0.71,1.0,Completed,4310.0,302.0,0.1008259715214371,0.0797800690662115
recommendation_system,0.2579435234903985,0.944866113762117,0.71,1.0,Completed,519.0,646.0,0.0935810930602643,0.2145829980383857
recommendation_system,0.2627472527472528,0.9414537484042468,0.71,1.0,Completed,252.0,555.0,0.0755666445130482,0.2358599883522838
recommendation_system,0.2931457604895104,0.9091979398073472,0.71,1.0,Completed,639.0,1128.0,0.6869746858030558,0.4937883291337639
recommendation_system,0.3000977971681097,0.9071326627404072,0.71,1.0,Completed,963.0,371.0,0.0866707636239007,0.3376292905006557
recommendation_system,0.3242299323939948,0.8829067416401316,0.71,1.0,Completed,265.0,71.0,0.9730610404445024,0.431868857647096
recommendation_system,0.3633367327117325,0.8512141488283316,0.71,1.0,Completed,1250.0,346.0,0.9624310397793367,0.5697420231142476
recommendation_system,0.3829035779035777,0.8180120958553762,0.71,1.0,Completed,1261.0,469.0,0.2920626255031675,0.5802568080145866
recommendation_system,0.3850422147297145,0.8176160754651763,0.71,1.0,Completed,1297.0,516.0,0.0444725613584741,0.5375749670583755
recommendation_system,0.3914026034729155,0.8093687038594526,0.71,1.0,Completed,1818.0,398.0,0.9082290374832228,0.8899028497096151
recommendation_system,0.402443858225108,0.8046753099371714,0.71,1.0,Completed,1501.0,410.0,0.2843039309643209,0.7037902518548071
recommendation_system,0.4277719155844152,0.7585067271035403,0.71,1.0,Completed,226.0,1390.0,0.9720375441976932,0.9663495869448628
recommendation_system,0.5132819307428681,0.6621422349624597,0.71,1.0,Completed,236.0,4266.0,0.2019914874695241,0.9750478436425328
recommendation_system,0.5311639315545564,0.6402808290121381,0.71,1.0,Completed,3757.0,4172.0,0.0993659615619108,0.9675950156711042
