source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,theta,lambida
benchmark_pareto,0.91,0.0,0.91,0.0,Completed,1.0,5000.0,0.0,0.41
benchmark_max_rt,,1.0,,1.0,Completed,3779.0,1024.0,0.394,0.722
benchmark_min_acc,0.86,,0.86,,Completed,972.0,31.0,0.0,0.999
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.005,0.7
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.005,0.75
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.005,0.8
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.005,0.85
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.3,0.75
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.3,0.8
paper_default,-1.0,-1.0,0.91,0.0,Completed,500.0,500.0,0.3,0.85
recommendation_system,0.4281252407723006,0.9572189094965224,0.91,0.0,Completed,1974.0,587.0,0.5412925405148417,0.0349829269535839
recommendation_system,0.4374227624227634,0.953849974778792,0.91,0.0,Completed,2911.0,1371.0,0.3385118114501237,0.0378503099065274
recommendation_system,0.4374790732143683,0.9485954603586182,0.91,0.0,Completed,1953.0,1366.0,0.5294898352716119,0.04017030881159
recommendation_system,0.4382538050185117,0.9423732449336176,0.91,0.0,Completed,1769.0,597.0,0.8470802345015108,0.2284552441313863
recommendation_system,0.4387633091309568,0.940993236138386,0.91,0.0,Completed,3674.0,493.0,0.9134975339790348,0.2431542741433077
recommendation_system,0.4397742872595821,0.9396517500283026,0.91,0.0,Completed,3801.0,388.0,0.9021853815196084,0.2555907087307423
recommendation_system,0.4443196781432084,0.936462951182766,0.91,0.0,Completed,1363.0,613.0,0.8942176513262093,0.2597060078214854
recommendation_system,0.4531401360077838,0.9330788355265068,0.91,0.0,Completed,1415.0,604.0,0.8283819419369102,0.2712735242284834
recommendation_system,0.4548872233431063,0.9279436031684902,0.91,0.0,Completed,1149.0,233.0,0.907269324950874,0.2562985054794699
recommendation_system,0.4620209909915799,0.925193213323114,0.91,0.0,Completed,1619.0,566.0,0.922753058985807,0.2948102315161377
recommendation_system,0.4629565015594432,0.9194741146811428,0.91,0.0,Completed,1581.0,497.0,0.948106942587532,0.2729028702732176
recommendation_system,0.7570772252665622,0.3921905183106666,0.91,0.0,Completed,317.0,4358.0,0.0086434382041259,0.6647609721000932
recommendation_system,0.7653461780254047,0.3792605831860017,0.91,0.0,Completed,241.0,4935.0,0.0089739472855999,0.6889811193947935
recommendation_system,0.7664912837706944,0.3769682044299242,0.91,0.0,Completed,1806.0,4251.0,0.0633715839749202,0.8633215783815831
recommendation_system,0.7891364436217368,0.3592422416952883,0.91,0.0,Completed,4634.0,4354.0,0.0616425485936924,0.922862501695752
recommendation_system,0.8096524309024299,0.3123603819354018,0.91,0.0,Completed,1842.0,3613.0,0.0088909276602789,0.9099944589305669
recommendation_system,0.8134500924871068,0.3048337260717166,0.91,0.0,Completed,116.0,3394.0,0.0004410584857687,0.8090035869088024
recommendation_system,0.8160064064475822,0.2901917446822959,0.91,0.0,Completed,4011.0,3831.0,0.024468981038779,0.9365368323605509
recommendation_system,0.827110987120177,0.2830479692209818,0.91,0.0,Completed,418.0,3884.0,0.0020315502360463,0.9221704128198326
recommendation_system,0.8274161564878469,0.2262103656749128,0.91,0.0,Completed,3960.0,3914.0,0.0135030603837221,0.9952426210567356
