source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,theta,lambida
benchmark_pareto,0.74,1.0,0.74,1.0,Completed,1767.0,1725.0,0.156,0.835
benchmark_max_rt,,3.0,,2.0,Completed,220.0,5000.0,0.0,0.782
benchmark_min_acc,0.72,,0.72,,Completed,2332.0,16.0,0.865,0.73
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.005,0.7
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.005,0.75
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.005,0.8
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.005,0.85
paper_default,-1.0,-1.0,0.72,1.0,Completed,500.0,500.0,0.3,0.7
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.3,0.75
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.3,0.8
paper_default,-1.0,-1.0,0.73,1.0,Completed,500.0,500.0,0.3,0.85
recommendation_system,0.5180439331909922,0.9353832023013856,0.73,0.0,Completed,4845.0,493.0,0.7193898705728352,0.1571467363014817
recommendation_system,0.5207228882228883,0.931737383930722,0.73,0.0,Completed,4595.0,517.0,0.7012649103804457,0.1819586590820633
recommendation_system,0.5233794636735813,0.9307909131763316,0.73,0.0,Completed,4819.0,517.0,0.7012649103804457,0.1819586590820633
recommendation_system,0.5239916456092928,0.9257112051651986,0.73,0.0,Completed,4025.0,224.0,0.5117040090411902,0.1607023982740938
recommendation_system,0.533579427108839,0.9244713960745536,0.73,0.0,Completed,3418.0,551.0,0.9474724743682892,0.1573131096288562
recommendation_system,0.5360556654674301,0.9227808553412562,0.73,0.0,Completed,238.0,673.0,0.9797005044249818,0.1528147187568247
recommendation_system,0.5624155021857229,0.88881018735686,0.73,0.0,Completed,121.0,84.0,0.7844422305347398,0.2875156106371432
recommendation_system,0.6505485962838904,0.790388984277841,0.73,0.0,Completed,229.0,646.0,0.907357620080687,0.377441774553068
recommendation_system,0.7066731960849608,0.7096213902253229,0.73,0.0,Completed,4819.0,517.0,0.728876572159726,0.6445323771616029
recommendation_system,0.7142400608140496,0.6948830858497743,0.73,0.0,Completed,4937.0,448.0,0.8921489961566403,0.6428891912698745
recommendation_system,0.722314677765045,0.686771360501231,0.73,0.0,Completed,3096.0,549.0,0.9778631435902788,0.6500695053078234
recommendation_system,0.7264010693996904,0.6758108359104923,0.73,0.0,Completed,4556.0,650.0,0.7685555961504579,0.672248146161437
recommendation_system,0.7532020249743898,0.6063442358283501,0.74,1.0,Completed,4458.0,4491.0,0.1318588935462758,0.8657551582194865
recommendation_system,0.754841904702505,0.6006996243331862,0.74,1.0,Completed,4541.0,4349.0,0.111996009782888,0.8734104560241103
recommendation_system,0.7587311208962991,0.5922048844882327,0.74,1.0,Completed,1452.0,3367.0,0.0338197973733767,0.8355556285809725
recommendation_system,0.7679918265625985,0.5818788646693692,0.74,1.0,Completed,1357.0,4308.0,0.0229722345806658,0.975638600938022
recommendation_system,0.7683607120854359,0.5713789093019123,0.74,1.0,Completed,1525.0,4913.0,0.0779293675152584,0.9674969325531274
recommendation_system,0.7960441890795747,0.5234916822968458,0.74,1.0,Completed,740.0,3413.0,0.183592417105101,0.9927162662465124
recommendation_system,0.798136318933653,0.5120705222894755,0.74,1.0,Completed,1504.0,3492.0,0.0649515957981348,0.9921151240952312
recommendation_system,0.7984368296293841,0.4958648775900858,0.74,1.0,Completed,1588.0,3379.0,0.0154821607433259,0.9980579533241688
