index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,delta
0,0.847396053791887,0.9828177292564048,1.0,0.2185385197997093
1,0.8476409231200897,0.9824477108863066,1.0,0.2092053787121549
2,0.8501875901875903,0.9690507069184418,2.0,0.0953738222960382
3,0.8579656886323554,0.9435918060773212,3.0,0.0221272686417733
4,0.8595877124418795,0.9429918568600693,2.0,0.0092358808163553
5,0.8614953603495269,0.9278260162482964,106.0,0.1329719452643767
6,0.8683608205066539,0.9246945489610152,2212.0,0.1293472027303651
7,0.8745468474426807,0.916785552199964,2570.0,0.1219045970346778
8,0.8749312469937469,0.9154128764571456,2567.0,0.12286684504617
9,0.875482032627866,0.9151775831979082,2574.0,0.1207375239152461
10,0.8863281926406927,0.9107110829237068,2577.0,0.0838515999717637
11,0.9154772727272724,0.8844755555549466,1538.0,0.0631015161648392
12,0.9155205627705628,0.883669041964414,1568.0,0.06306477900967
13,0.9156105499438834,0.8826200220111855,1529.0,0.0625023474395275
14,0.9339602372935708,0.8726822861778919,2537.0,0.0030650268666823
15,0.9492445687029022,0.8613496360526149,2631.0,0.001196687728379
16,0.953836860670194,0.8282070873165832,3489.0,0.0010204533059149
17,0.9573693682860344,0.8135113037844921,3897.0,0.0013441447438672
18,0.9640805274971936,0.8133116052907857,3881.0,0.0011939330343157
19,0.9649222182138844,0.8035856630052214,4003.0,0.0010419717794284
