index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,delta
0,0.4865072250280584,0.9033863829451962,2.0,0.2207888792473822
1,0.4948847502805835,0.8959088531439695,2.0,0.216334419298917
2,0.4966429573512906,0.8873749527024923,1.0,0.1761151381113211
3,0.5334566498316495,0.8366668391630404,20.0,0.1378198812355685
4,0.6400840448132123,0.7173961712432861,4403.0,0.9389308125581592
5,0.6403305375180381,0.7164873196440529,4447.0,0.939295528916642
6,0.640343434343435,0.7154583104713557,4528.0,0.93800956440717
7,0.641464025172359,0.7152458242195038,4500.0,0.9386759472098202
8,0.6421785313451985,0.7152427987424462,4465.0,0.9395274923723193
9,0.6429696368446374,0.7132605508150139,4455.0,0.9367124259304256
10,0.6433933181016521,0.7109330306330792,4434.0,0.9306316434703767
11,0.6435422278338951,0.7096227077353875,4512.0,0.9302841704525052
12,0.6453538961038966,0.7096106175792365,4458.0,0.9304067587815223
13,0.6470259640051313,0.7086434441802413,4455.0,0.922335219077766
14,0.6481280162738502,0.6987553527435219,4120.0,0.9203423584662378
15,0.6484377204585545,0.6773960518083516,4463.0,0.7976250919792801
16,0.6859706088664423,0.6182257049424694,4721.0,0.4103478271514177
17,0.7244218574635245,0.6007434261368894,2188.0,0.027267566271161
18,0.7434046717171723,0.574223658784323,2141.0,0.0098117727451026
19,0.941298049943884,0.2536613483830132,3976.0,0.001069194573909
