PC,pc_rank_by_variance,explained_variance_ratio,cumulative_explained_variance,top_loading_rank,meta_feature,loading,abs_loading
PC1,1,0.29920832246032547,0.29920832246032547,1,feat_entropy_binned_mean,0.2767916186053795,0.2767916186053795
PC1,1,0.29920832246032547,0.29920832246032547,2,earlyshift_batch__hellinger_mean,0.2642741718082848,0.2642741718082848
PC1,1,0.29920832246032547,0.29920832246032547,3,feat_max_median,0.2534211808018179,0.2534211808018179
PC1,1,0.29920832246032547,0.29920832246032547,4,earlyshift_batch__ks_q3,0.24973072900297352,0.24973072900297352
PC1,1,0.29920832246032547,0.29920832246032547,5,earlyshift_batch__ks_median,0.24855728848522485,0.24855728848522485
PC1,1,0.29920832246032547,0.29920832246032547,6,earlyshift_batch__kl_q3,0.23591903996398644,0.23591903996398644
PC1,1,0.29920832246032547,0.29920832246032547,7,feat_std_min,0.22399700622764424,0.22399700622764424
PC1,1,0.29920832246032547,0.29920832246032547,8,feat_std_q3,0.22108642510896143,0.22108642510896143
PC1,1,0.29920832246032547,0.29920832246032547,9,feat_zero_frac_mean,-0.21867956291884924,0.21867956291884924
PC1,1,0.29920832246032547,0.29920832246032547,10,feat_entropy_binned_std,-0.21233412311999908,0.21233412311999908
PC2,2,0.18485359457546932,0.4840619170357948,1,n_features,-0.2928709077454345,0.2928709077454345
PC2,2,0.18485359457546932,0.4840619170357948,2,n_classes,0.28979645117471603,0.28979645117471603
PC2,2,0.18485359457546932,0.4840619170357948,3,x_pca_skewness_first_pc,-0.2825115987975688,0.2825115987975688
PC2,2,0.18485359457546932,0.4840619170357948,4,feat_skew_min,0.2652065180577476,0.2652065180577476
PC2,2,0.18485359457546932,0.4840619170357948,5,landmark__gnb_acc,0.2621044790941302,0.2621044790941302
PC2,2,0.18485359457546932,0.4840619170357948,6,landmark__dt_depth5_acc,-0.26124920018300324,0.26124920018300324
PC2,2,0.18485359457546932,0.4840619170357948,7,feat_mean_q1,0.24749185302141768,0.24749185302141768
PC2,2,0.18485359457546932,0.4840619170357948,8,feat_mean_mean,-0.24439876576518618,0.24439876576518618
PC2,2,0.18485359457546932,0.4840619170357948,9,feat_skew_q1,0.23169964276893235,0.23169964276893235
PC2,2,0.18485359457546932,0.4840619170357948,10,earlyshift_batch__ks_std,0.2231570601354271,0.2231570601354271
PC3,3,0.17314210426281723,0.6572040212986121,1,landmark__1nn_acc,0.33709819439419475,0.33709819439419475
PC3,3,0.17314210426281723,0.6572040212986121,2,feat_kurt_q1,0.3095086428891027,0.3095086428891027
PC3,3,0.17314210426281723,0.6572040212986121,3,mi_feat_to_label_min,0.29867860341117214,0.29867860341117214
PC3,3,0.17314210426281723,0.6572040212986121,4,class_entropy_norm,0.24135143708546236,0.24135143708546236
PC3,3,0.17314210426281723,0.6572040212986121,5,imbalance_ratio,-0.24128779388246002,0.24128779388246002
PC3,3,0.17314210426281723,0.6572040212986121,6,landmark__logreg_acc,0.22314144718768603,0.22314144718768603
PC3,3,0.17314210426281723,0.6572040212986121,7,feat_kurt_min,0.21342898650191375,0.21342898650191375
PC3,3,0.17314210426281723,0.6572040212986121,8,n_classes,0.21098152740226891,0.21098152740226891
PC3,3,0.17314210426281723,0.6572040212986121,9,mi_feat_to_label_q1,0.2106120191911418,0.2106120191911418
PC3,3,0.17314210426281723,0.6572040212986121,10,earlyshift_batch__kl_q1,0.19770012108257526,0.19770012108257526
PC4,4,0.12910277411174972,0.7863067954103619,1,class_entropy_norm,0.3155567143391637,0.3155567143391637
PC4,4,0.12910277411174972,0.7863067954103619,2,feat_entropy_binned_max,-0.2935785796764068,0.2935785796764068
PC4,4,0.12910277411174972,0.7863067954103619,3,feat_min_max,-0.2751677385445004,0.2751677385445004
PC4,4,0.12910277411174972,0.7863067954103619,4,x_pca_kurtosis_first_pc,0.25722849653010166,0.25722849653010166
PC4,4,0.12910277411174972,0.7863067954103619,5,tree__n_nodes,0.2484050061929236,0.2484050061929236
PC4,4,0.12910277411174972,0.7863067954103619,6,feat_max_min,0.2325691705781374,0.2325691705781374
PC4,4,0.12910277411174972,0.7863067954103619,7,min_class_count,0.23068300012780027,0.23068300012780027
PC4,4,0.12910277411174972,0.7863067954103619,8,x_pca_k_for_95pct,-0.22514738539791992,0.22514738539791992
PC4,4,0.12910277411174972,0.7863067954103619,9,feat_kurt_min,0.21791141532695926,0.21791141532695926
PC4,4,0.12910277411174972,0.7863067954103619,10,landmark__logreg_acc,-0.2146743436351945,0.2146743436351945
PC5,5,0.10413626396363239,0.8904430593739943,1,feat_skew_q1,-0.3240033155125808,0.3240033155125808
PC5,5,0.10413626396363239,0.8904430593739943,2,feat_mean_mean,0.2623487519715635,0.2623487519715635
PC5,5,0.10413626396363239,0.8904430593739943,3,feat_skew_min,-0.2535158944853321,0.2535158944853321
PC5,5,0.10413626396363239,0.8904430593739943,4,feat_skew_median,-0.24363930545502063,0.24363930545502063
PC5,5,0.10413626396363239,0.8904430593739943,5,earlyshift_batch__kl_q3,-0.24183558360399954,0.24183558360399954
PC5,5,0.10413626396363239,0.8904430593739943,6,feat_min_mean,-0.23096189137193573,0.23096189137193573
PC5,5,0.10413626396363239,0.8904430593739943,7,feat_zero_frac_mean,-0.22671656304354332,0.22671656304354332
PC5,5,0.10413626396363239,0.8904430593739943,8,earlyshift_batch__ks_std,0.21248912719028107,0.21248912719028107
PC5,5,0.10413626396363239,0.8904430593739943,9,feat_std_q3,0.21076614539454586,0.21076614539454586
PC5,5,0.10413626396363239,0.8904430593739943,10,max_abs_corr,-0.1963311163499585,0.1963311163499585
