source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
benchmark_pareto,0.56,922.0,0.56,526.0,Completed,5000,0,3223,KL,2,tstat,0.001,13
benchmark_pareto,0.6,937.0,0.6,537.0,Completed,3555,0,4249,H,3,stdev,0.999,1
benchmark_pareto,0.62,941.0,0.62,541.0,Completed,1,0,1918,KL,3,tstat,0.001,12
benchmark_pareto,0.63,950.0,0.63,546.0,Completed,4892,0,2034,H,3,stdev,0.999,89
benchmark_pareto,0.64,1005.0,0.64,555.0,Completed,1028,0,1945,KL,3,tstat,0.548,60
benchmark_pareto,0.65,1092.0,0.65,581.0,Completed,786,0,4056,KL,1,tstat,0.764,20
benchmark_pareto,0.66,1540.0,0.66,657.0,Completed,3029,0,187,H,2,tstat,0.999,1
benchmark_max_rt,,6097.0,,3337.0,Completed,555,7,82,KL,1,tstat,0.827,75
benchmark_min_acc,0.02,,0.02,,Completed,751,38,2636,str('KL'),3,str('tstat'),0.999,8
paper_default,-1.0,-1.0,0.65,644.0,Completed,100,0,100,KL,1,stdev,0.001,5
paper_default,-1.0,-1.0,0.64,600.0,Completed,100,0,100,KL,2,stdev,0.001,5
paper_default,-1.0,-1.0,0.63,574.0,Completed,100,0,100,KL,3,stdev,0.001,5
paper_default,-1.0,-1.0,0.64,618.0,Completed,100,0,100,KL,1,stdev,0.5,5
paper_default,-1.0,-1.0,0.63,576.0,Completed,100,0,100,KL,2,stdev,0.5,5
paper_default,-1.0,-1.0,0.62,548.0,Completed,100,0,100,KL,3,stdev,0.5,5
paper_default,-1.0,-1.0,0.64,564.0,Completed,100,0,100,KL,1,stdev,0.999,5
paper_default,-1.0,-1.0,0.61,553.0,Completed,100,0,100,KL,2,stdev,0.999,5
paper_default,-1.0,-1.0,0.58,516.0,Completed,100,0,100,KL,3,stdev,0.999,5
recommendation_system,0.3873223636433128,0.755024651883628,0.52,522.0,Completed,1757,0,4987,H,3,stdev,0.9928606921218988,51
recommendation_system,0.4341193861560214,0.7483158007670028,0.52,477.0,Completed,3623,0,4987,H,3,stdev,0.9914985351540584,26
recommendation_system,0.4772076118946603,0.7325953314444279,0.53,500.0,Completed,3838,0,4994,KL,3,tstat,0.0067634313795715,22
recommendation_system,0.5097388487558764,0.7231769938037014,0.64,538.0,Completed,3623,0,1880,KL,3,stdev,0.0101786575133963,1
recommendation_system,0.5109717348927872,0.7213466642336481,0.64,539.0,Completed,3623,0,1880,KL,3,stdev,0.0139759196637145,1
recommendation_system,0.5111318178343462,0.716238891489395,0.64,543.0,Completed,3623,0,4988,KL,3,stdev,0.0101786575133963,1
recommendation_system,0.5607342907923406,0.6646466575706933,0.66,838.0,Completed,78,0,4987,KL,1,stdev,0.4506430470394733,1
recommendation_system,0.5634962685854065,0.6525252335142324,0.66,813.0,Completed,1006,0,4640,H,1,tstat,0.9944896730035544,2
recommendation_system,0.5666005284179947,0.6402606227063687,0.66,806.0,Completed,326,0,4987,H,1,tstat,0.9961302511573956,2
recommendation_system,0.5685150451018611,0.6368548246212583,0.66,817.0,Completed,326,0,4987,H,1,tstat,0.9961302511573956,1
recommendation_system,0.3909131215839159,0.7518146778181942,0.52,436.0,Completed,1933,0,4987,H,3,stdev,0.9928606921218988,51
recommendation_system,0.4137396991935172,0.7471031215628964,0.52,424.0,Completed,78,0,4987,H,3,stdev,0.9914985351540584,26
recommendation_system,0.4259819401444784,0.743072167752866,0.6,467.0,Completed,2581,0,4981,H,3,stdev,0.8043565660994499,16
recommendation_system,0.4269682519206506,0.7430043004299033,0.64,483.0,Completed,3414,0,4100,H,3,stdev,0.998018630662933,28
recommendation_system,0.4269793076099832,0.7424488104608237,0.57,429.0,Completed,4015,0,4987,H,3,stdev,0.8282576432023759,27
recommendation_system,0.443695543324542,0.7403847343292014,0.52,424.0,Completed,2235,0,4987,H,3,stdev,0.9961302511573956,1
recommendation_system,0.4911041929442338,0.7283730368894011,0.64,504.0,Completed,4162,0,3046,KL,3,stdev,0.0139759196637145,1
recommendation_system,0.5314505312846385,0.6787049916302297,0.65,605.0,Completed,598,0,3086,KL,1,tstat,0.9981484492607414,23
recommendation_system,0.5609774920689521,0.6443646871359194,0.66,880.0,Completed,528,0,4821,H,1,tstat,0.9929527606203662,1
recommendation_system,0.5645537113480872,0.6385632445673292,0.66,881.0,Completed,528,0,4821,KL,1,tstat,0.9929527606203662,1
