source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
benchmark_pareto,0.65,3.0,0.65,1.0,Completed,4617,3,1825,H,3,tstat,0.001,17
benchmark_pareto,0.67,4.0,0.67,2.0,Completed,1214,3,1872,H,2,stdev,0.001,1
benchmark_pareto,0.69,6.0,0.69,3.0,Completed,467,3,1013,H,1,tstat,0.999,1
benchmark_pareto,0.7,7.0,0.7,4.0,Completed,481,3,116,KL,1,stdev,0.297,1
benchmark_max_rt,,6694.0,,3257.0,Completed,4912,3,1,KL,2,stdev,0.001,57
benchmark_min_acc,0.51,,0.51,,Completed,203,3,4209,str('KL'),2,str('stdev'),0.001,64
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,1,stdev,0.001,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,2,stdev,0.001,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,3,stdev,0.001,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,1,stdev,0.5,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,2,stdev,0.5,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,3,stdev,0.5,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,1,stdev,0.999,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,2,stdev,0.999,5
paper_default,-1.0,-1.0,0.57,5.0,Completed,100,0,100,KL,3,stdev,0.999,5
recommendation_system,0.6458736720870119,0.8585768563877034,0.64,1.0,Completed,4999,3,4837,KL,3,tstat,0.0101786575133963,27
recommendation_system,0.7295134146982382,0.8381795980150069,0.65,1.0,Completed,4999,3,710,H,3,stdev,0.0011344236184763,1
recommendation_system,0.7346522779067768,0.8137637475559142,0.65,2.0,Completed,4999,3,710,KL,3,stdev,0.0011344236184763,1
recommendation_system,0.735300426054925,0.812302161112028,0.67,2.0,Completed,4999,3,688,KL,3,stdev,0.0011344236184763,1
recommendation_system,0.737671720619291,0.7853411984149626,0.67,2.0,Completed,4999,3,688,KL,2,stdev,0.0101786575133963,1
recommendation_system,0.738472857960192,0.7785657169329694,0.66,2.0,Completed,4999,3,549,KL,2,stdev,0.0101786575133963,1
recommendation_system,0.7418470433555981,0.762368673663708,0.66,2.0,Completed,4999,3,2689,KL,1,stdev,0.0101786575133963,1
recommendation_system,0.7506816660813941,0.7598883488853537,0.69,3.0,Completed,4999,3,688,KL,1,stdev,0.0101786575133963,1
recommendation_system,0.7508899994147274,0.7593692154967865,0.69,3.0,Completed,4999,3,729,KL,1,stdev,0.0101786575133963,1
recommendation_system,0.6335179090581163,0.8500204846781567,0.52,1.0,Completed,4986,3,4430,KL,3,tstat,0.005501884225056,18
recommendation_system,0.6428525443254787,0.8467888830697465,0.64,1.0,Completed,4999,3,3629,KL,3,tstat,0.0101786575133963,20
recommendation_system,0.718918848003383,0.8341398029850443,0.64,2.0,Completed,4999,3,4647,H,3,stdev,0.0011344236184763,1
recommendation_system,0.7346760486541108,0.8080733903681274,0.65,1.0,Completed,4999,3,710,KL,3,stdev,0.0101786575133963,1
recommendation_system,0.7350464190244812,0.806611803924241,0.67,2.0,Completed,4999,3,688,KL,3,stdev,0.0101786575133963,1
recommendation_system,0.7493153116997292,0.7589554252959567,0.69,3.0,Completed,4999,3,667,KL,1,stdev,0.0101786575133963,1
recommendation_system,0.6344631415309788,0.8469590887228601,0.6,1.0,Completed,4999,3,4038,KL,3,tstat,0.0101786575133963,27
recommendation_system,0.6429038509775256,0.8417299824869717,0.64,1.0,Completed,4903,3,4594,KL,3,tstat,0.0085367077204717,12
recommendation_system,0.6711054563577382,0.8389710027733374,0.64,1.0,Completed,4999,3,4647,KL,3,tstat,0.0011344236184763,1
recommendation_system,0.6857103516296875,0.8386691658786312,0.62,1.0,Completed,4999,3,1596,H,3,stdev,0.0139759196637145,1
recommendation_system,0.7457236892868753,0.7565805609808406,0.68,3.0,Completed,4999,3,549,KL,1,stdev,0.0101786575133963,1
