source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,feature_id,batch_size,divergence,detect_batch,statistic,significance,subsets
benchmark_pareto,0.11,51.0,0.11,28.0,Completed,3095,0,2260,KL,3,stdev,0.745,50
benchmark_pareto,0.14,55.0,0.14,34.0,Completed,2847,0,2528,KL,3,stdev,0.117,78
benchmark_pareto,0.15,56.0,0.15,35.0,Completed,208,0,2486,H,3,tstat,0.099,19
benchmark_pareto,0.16,58.0,0.16,37.0,Completed,2607,0,2606,KL,1,stdev,0.727,52
benchmark_pareto,0.18,59.0,0.18,38.0,Completed,663,0,4144,KL,1,stdev,0.44,13
benchmark_pareto,0.2,74.0,0.2,39.0,Completed,3941,26,4352,H,3,stdev,0.999,100
benchmark_pareto,0.21,76.0,0.21,40.0,Completed,1414,26,3534,H,3,tstat,0.001,27
benchmark_pareto,0.22,78.0,0.22,41.0,Completed,3163,26,2709,H,3,stdev,0.999,100
benchmark_pareto,0.23,108.0,0.23,79.0,Completed,3898,26,80,KL,2,stdev,0.999,1
benchmark_max_rt,,3642.0,,1942.0,Completed,698,13,22,H,1,tstat,0.001,100
benchmark_min_acc,0.08,,0.08,,Completed,2246,12,4297,str('H'),1,str('stdev'),0.302,64
paper_default,-1.0,-1.0,0.19,34.0,Completed,100,0,100,KL,1,stdev,0.001,5
paper_default,-1.0,-1.0,0.19,32.0,Completed,100,0,100,KL,2,stdev,0.001,5
paper_default,-1.0,-1.0,0.18,32.0,Completed,100,0,100,KL,3,stdev,0.001,5
paper_default,-1.0,-1.0,0.18,33.0,Completed,100,0,100,KL,1,stdev,0.5,5
paper_default,-1.0,-1.0,0.18,32.0,Completed,100,0,100,KL,2,stdev,0.5,5
paper_default,-1.0,-1.0,0.18,30.0,Completed,100,0,100,KL,3,stdev,0.5,5
paper_default,-1.0,-1.0,0.18,32.0,Completed,100,0,100,KL,1,stdev,0.999,5
paper_default,-1.0,-1.0,0.18,31.0,Completed,100,0,100,KL,2,stdev,0.999,5
paper_default,-1.0,-1.0,0.18,29.0,Completed,100,0,100,KL,3,stdev,0.999,5
recommendation_system,0.5503069518499409,0.8149988696563129,0.15,60.0,Completed,4834,3,1922,H,3,stdev,0.4309738381654868,1
recommendation_system,0.5509446636232467,0.8124092375241126,0.15,61.0,Completed,4727,3,1796,H,3,stdev,0.3624324442446535,3
recommendation_system,0.5632701029363986,0.8121340159443823,0.15,57.0,Completed,1536,3,1848,H,3,stdev,0.6235917693548125,10
recommendation_system,0.589572605814987,0.8042443531344761,0.15,61.0,Completed,2100,3,2433,KL,3,stdev,0.6250409797700603,81
recommendation_system,0.6890140074365515,0.7964011988346171,0.1,64.0,Completed,2710,8,1798,KL,3,stdev,0.3434452714812273,98
recommendation_system,0.5232114964955284,0.8137831024074951,0.14,53.0,Completed,3838,3,4994,KL,3,tstat,0.0067634313795715,22
recommendation_system,0.5387936730186718,0.812546963916825,0.15,59.0,Completed,4854,3,4530,KL,3,tstat,0.0026991373319178,45
recommendation_system,0.5518870846949894,0.8111750311140835,0.15,53.0,Completed,4946,3,1922,H,3,stdev,0.6986550321957096,1
recommendation_system,0.5892107726679856,0.8003256791895882,0.15,58.0,Completed,4946,3,1922,H,3,tstat,0.6986550321957096,1
recommendation_system,0.6052133648903031,0.799971001753731,0.16,61.0,Completed,4946,3,1485,H,3,tstat,0.6235917693548125,21
recommendation_system,0.6149067594264804,0.7986833606604493,0.16,61.0,Completed,4789,3,1485,H,3,tstat,0.6205158202749421,18
recommendation_system,0.6713057920536633,0.7927898136305646,0.18,64.0,Completed,2700,9,1618,KL,3,stdev,0.3213326718575621,100
recommendation_system,0.6927922707521112,0.7605191524832864,0.1,66.0,Completed,4834,8,1377,H,3,tstat,0.6250409797700603,18
recommendation_system,0.7037218740444521,0.7199901564120947,0.1,76.0,Completed,498,8,2447,KL,1,stdev,0.0266120574679225,54
recommendation_system,0.5635664900097465,0.8084607530347963,0.15,55.0,Completed,1495,3,1848,H,3,stdev,0.4340149195625562,10
recommendation_system,0.5648799682519209,0.8048773585508835,0.15,59.0,Completed,4834,3,1922,H,3,tstat,0.4309738381654868,1
recommendation_system,0.5988463923885832,0.7991187391400406,0.16,56.0,Completed,3371,3,1658,KL,3,stdev,0.360334167576985,99
recommendation_system,0.6166515436279288,0.797224361125669,0.16,58.0,Completed,4834,3,1485,H,3,tstat,0.6986550321957096,21
recommendation_system,0.6729149526526008,0.7917705509312443,0.19,68.0,Completed,2743,9,1811,KL,3,stdev,0.3590187791407138,97
recommendation_system,0.6898878903413214,0.7598441080989587,0.1,67.0,Completed,4834,8,1377,H,3,tstat,0.6986550321957096,18
