Status,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
Completed,0.91,0,3747,1097,0.139,0.749,str('intersection'),0.097,False
Completed,0.91,0,1375,3547,0.601,0.491,str('kl'),0.017,True
Completed,0.91,0,1602,562,0.68,0.769,str('intersection'),0.075,True
Completed,0.91,0,3354,2838,0.082,0.028,str('kl'),0.042,False
Completed,0.91,0,3873,2004,0.879,0.643,str('kl'),0.015,True
Completed,0.91,0,1250,4592,0.358,0.401,str('intersection'),0.094,False
Completed,0.91,0,168,1780,0.148,0.301,str('intersection'),0.065,True
Completed,0.91,0,4710,4192,0.621,0.558,str('kl'),0.055,False
Completed,0.91,0,3064,650,0.417,0.178,str('kl'),0.025,True
Completed,0.91,0,1981,3374,0.812,0.934,str('intersection'),0.081,False
Completed,0.91,0,2187,809,0.114,0.469,str('kl'),0.051,False
Completed,0.91,0,2937,3220,0.654,0.726,str('intersection'),0.063,True
Completed,0.91,0,4916,1632,0.321,0.101,str('intersection'),0.078,False
Completed,0.91,0,42,4355,0.908,0.857,str('kl'),0.021,True
Completed,0.91,0,1045,2169,0.588,0.944,str('kl'),0.039,False
Completed,0.91,0,4001,4443,0.173,0.203,str('intersection'),0.073,True
Completed,0.91,0,3150,409,0.849,0.564,str('intersection'),0.091,False
Completed,0.91,0,1730,2995,0.387,0.322,str('kl'),0.012,True
Completed,0.91,0,1443,2243,0.705,0.369,str('kl'),0.083,False
Completed,0.91,1,3445,4986,0.056,0.61,str('intersection'),0.026,True
Completed,0.91,1,4328,175,0.982,0.25,str('intersection'),0.052,False
Completed,0.91,0,706,2606,0.255,0.991,str('kl'),0.064,True
Completed,0.91,0,377,1045,0.247,0.842,str('kl'),0.093,False
Completed,0.91,0,4589,3612,0.522,0.086,str('intersection'),0.013,True
Completed,0.91,0,2637,1550,0.438,0.711,str('intersection'),0.043,False
Completed,0.91,0,2475,3805,0.791,0.454,str('kl'),0.077,True
Completed,0.91,0,2451,2360,0.488,0.618,str('kl'),0.098,True
Completed,0.91,0,2594,4792,0.775,0.361,str('intersection'),0.02,False
Completed,0.91,1,4555,58,0.204,0.998,str('intersection'),0.038,True
Completed,0.91,0,323,2802,0.537,0.242,str('kl'),0.071,False
Completed,0.91,0,780,1239,0.966,0.093,str('kl'),0.088,True
Completed,0.91,0,4343,3495,0.305,0.834,str('intersection'),0.032,False
Completed,0.91,0,3509,1354,0.72,0.462,str('intersection'),0.047,True
Completed,0.91,0,1447,3922,0.012,0.703,str('kl'),0.058,False
Completed,0.91,0,1784,691,0.833,0.719,str('kl'),0.034,True
Completed,0.91,0,3184,3416,0.437,0.477,str('intersection'),0.067,False
Completed,0.91,0,4044,1748,0.603,0.849,str('intersection'),0.096,True
Completed,0.91,0,1070,4160,0.129,0.108,str('kl'),0.018,False
Completed,0.91,0,37,1973,0.371,0.196,str('kl'),0.046,True
Completed,0.91,0,4852,4561,0.891,0.952,str('intersection'),0.057,False
Completed,0.91,0,2923,603,0.071,0.315,str('intersection'),0.083,True
Completed,0.91,0,2113,2879,0.669,0.572,str('kl'),0.028,False
Completed,0.91,0,2005,446,0.4,0.021,str('intersection'),0.06,False
Completed,0.91,1,3107,3032,0.862,0.777,str('kl'),0.048,True
Completed,0.91,0,4744,2122,0.162,0.393,str('kl'),0.03,False
Completed,0.91,0,222,4396,0.577,0.65,str('intersection'),0.087,True
Completed,0.91,1,1176,1585,0.928,0.55,str('intersection'),0.07,False
Completed,0.91,1,3858,4309,0.341,0.309,str('kl'),0.035,True
Completed,0.91,1,3291,845,0.636,0.927,str('kl'),0.021,False
Completed,0.91,1,1598,3256,0.096,0.186,str('intersection'),0.1,True
Completed,0.91,0,1831,4296,0.513,0.9,str('intersection'),0.045,False
Completed,0.91,0,1361,306,0.186,0.592,str('kl'),0.039,True
Completed,0.91,0,3674,2542,0.582,0.335,str('intersection'),0.072,False
Completed,0.91,0,4100,2300,0.377,0.961,str('intersection'),0.091,True
Completed,0.91,0,788,4849,0.851,0.204,str('kl'),0.013,False
Completed,0.91,0,610,1411,0.64,0.119,str('kl'),0.052,True
Completed,0.91,0,4503,3862,0.12,0.86,str('intersection'),0.062,False
Completed,0.91,0,2724,979,0.917,0.499,str('intersection'),0.078,True
Completed,0.91,0,2242,3743,0.319,0.741,str('kl'),0.022,False
Completed,0.91,0,2270,1391,0.031,0.887,str('intersection'),0.011,True
Completed,0.91,0,2765,3959,0.738,0.131,str('kl'),0.089,False
Completed,0.91,0,4385,1193,0.285,0.511,str('kl'),0.074,True
Completed,0.91,0,504,3449,0.945,0.254,str('intersection'),0.041,False
Completed,0.91,1,4202,2756,0.214,0.659,str('kl'),0.079,False
Completed,0.91,0,3651,2396,0.762,0.044,str('kl'),0.061,True
Completed,0.91,0,1316,4828,0.475,0.785,str('intersection'),0.051,False
Completed,0.91,0,1547,2705,0.884,0.004,str('intersection'),0.094,True
Completed,0.91,0,1704,1838,0.307,0.445,str('kl'),0.088,False
Completed,0.91,1,3410,4132,0.956,0.702,str('intersection'),0.031,True
Completed,0.91,1,3818,708,0.007,0.065,str('intersection'),0.047,False
Completed,0.91,0,1149,3314,0.734,0.822,str('kl'),0.059,True
Completed,0.91,0,268,503,0.773,0.968,str('kl'),0.098,False
Completed,0.91,1,4768,2894,0.498,0.227,str('intersection'),0.019,True
Completed,0.91,0,3007,1945,0.543,0.6,str('intersection'),0.037,False
Completed,0.91,0,1882,4649,0.19,0.358,str('kl'),0.072,True
Completed,0.91,0,2087,2108,0.989,0.8,str('intersection'),0.017,True
Completed,0.91,0,2879,4501,0.281,0.059,str('kl'),0.095,False
Completed,0.91,0,4973,348,0.696,0.677,str('kl'),0.068,True
Completed,0.91,0,140,3054,0.036,0.436,str('intersection'),0.035,False
Completed,0.91,0,943,866,0.464,0.27,str('intersection'),0.029,True
Completed,0.91,0,3945,3161,0.798,0.528,str('kl'),0.085,False
Completed,0.91,0,3204,1689,0.226,0.143,str('kl'),0.055,True
Completed,0.91,1,1694,2633,0.735,0.628,str('intersection'),0.038,True
Completed,0.91,1,1537,1617,0.065,0.818,str('kl'),0.044,False
Completed,0.91,0,3577,4362,0.664,0.077,str('intersection'),0.056,True
Completed,0.91,0,4276,800,0.373,0.687,str('intersection'),0.086,False
Completed,0.91,1,691,3232,0.894,0.446,str('kl'),0.029,True
Completed,0.91,0,396,419,0.605,0.346,str('kl'),0.034,False
Completed,0.91,0,4640,2987,0.132,0.603,str('intersection'),0.068,True
Completed,0.91,1,2510,2174,0.827,0.227,str('intersection'),0.096,False
Completed,0.91,1,2379,4430,0.432,0.983,str('kl'),0.016,True
Completed,0.91,0,2350,1143,0.612,0.168,str('intersection'),0.066,False
Completed,0.91,0,2539,3593,0.15,0.908,str('kl'),0.054,True
Completed,0.91,0,4611,1258,0.826,0.294,str('kl'),0.024,False
Completed,0.91,0,425,4021,0.411,0.536,str('intersection'),0.081,True
Completed,0.91,0,681,2459,0.091,0.638,str('intersection'),0.076,False
Completed,0.91,0,4286,4694,0.678,0.38,str('kl'),0.041,True
Completed,0.91,1,3567,157,0.345,0.761,str('kl'),0.014,False
Completed,0.91,0,1332,4203,0.865,0.277,str('intersection'),0.088,False
Completed,0.91,1,1802,67,0.443,0.218,str('kl'),0.093,True
Completed,0.91,0,3233,2790,0.796,0.959,str('intersection'),0.015,False
Completed,0.91,0,3916,2374,0.245,0.337,str('intersection'),0.042,True
Completed,0.91,0,972,4785,0.519,0.579,str('kl'),0.075,False
Completed,0.91,1,130,1348,0.979,0.742,str('kl'),0.08,True
Completed,0.91,0,4983,3935,0.252,0.485,str('intersection'),0.025,False
Completed,0.91,1,2869,1229,0.71,0.873,str('intersection'),0.055,True
Completed,0.91,0,2097,3503,0.061,0.117,str('kl'),0.065,False
Completed,0.91,1,1912,1070,0.758,0.542,str('intersection'),0.022,False
Completed,0.91,0,2978,3657,0.472,0.285,str('kl'),0.079,True
Completed,0.91,0,4797,1497,0.552,0.918,str('kl'),0.063,False
Completed,0.91,0,238,3773,0.219,0.162,str('intersection'),0.051,True
Completed,0.91,0,1159,2209,0.289,0.013,str('intersection'),0.012,False
Completed,0.91,1,3809,4934,0.95,0.754,str('kl'),0.091,True
Completed,0.91,1,3420,220,0.027,0.386,str('kl'),0.073,False
Completed,0.91,0,1774,4920,0.154,0.412,str('intersection'),0.082,False
Completed,0.91,1,1306,931,0.545,0.096,str('kl'),0.099,True
Completed,0.91,0,3661,3167,0.192,0.853,str('intersection'),0.021,False
Completed,0.91,0,4192,1675,0.767,0.476,str('intersection'),0.036,True
Completed,0.91,0,922,4223,0.493,0.734,str('kl'),0.069,False
Completed,0.91,0,475,2037,0.001,0.568,str('kl'),0.086,True
Completed,0.91,1,4414,4487,0.728,0.327,str('intersection'),0.031,False
Completed,0.91,1,2736,355,0.309,0.937,str('intersection'),0.049,True
Completed,0.91,0,2300,3117,0.959,0.196,str('kl'),0.06,False
Completed,0.91,1,2252,2016,0.639,0.424,str('intersection'),0.071,True
Completed,0.91,0,2714,4583,0.099,0.681,str('kl'),0.038,False
Completed,0.91,0,4513,569,0.924,0.052,str('kl'),0.019,True
Completed,0.91,0,600,2824,0.337,0.808,str('intersection'),0.097,False
Completed,0.91,0,817,637,0.158,0.896,str('intersection'),0.058,True
Completed,0.91,0,4071,3380,0.573,0.155,str('kl'),0.048,False
Completed,0.91,0,3703,1772,0.403,0.519,str('kl'),0.032,True
Completed,0.91,0,1413,3330,0.277,0.559,str('intersection'),0.033,True
Completed,0.91,0,1568,2462,0.915,0.992,str('kl'),0.05,False
Completed,0.91,0,3320,4757,0.316,0.235,str('intersection'),0.062,True
Completed,0.91,1,3829,82,0.646,0.624,str('intersection'),0.08,False
Completed,0.91,0,1205,2690,0.125,0.366,str('kl'),0.023,True
Completed,0.91,1,212,1127,0.383,0.468,str('kl'),0.04,False
Completed,0.91,0,4754,3520,0.856,0.71,str('intersection'),0.074,True
Completed,0.91,0,3097,1320,0.184,0.088,str('intersection'),0.09,False
Completed,0.91,0,2015,4025,0.579,0.829,str('kl'),0.01,True
Completed,0.91,0,2142,1484,0.349,0.263,str('intersection'),0.076,True
Completed,0.91,1,2893,3876,0.889,0.505,str('kl'),0.043,False
Completed,0.91,0,4882,974,0.088,0.136,str('kl'),0.014,True
Completed,0.91,1,8,3678,0.675,0.877,str('intersection'),0.092,False
Completed,0.91,1,1080,242,0.823,0.792,str('intersection'),0.064,True
Completed,0.91,0,4034,2536,0.408,0.035,str('kl'),0.053,False
Completed,0.91,0,3194,2314,0.616,0.669,str('kl'),0.027,True
Completed,0.91,0,1632,3829,0.36,0.08,str('kl'),0.029,False
Completed,0.91,0,1477,324,0.94,0.396,str('intersection'),0.012,True
Completed,0.91,0,3480,3086,0.291,0.654,str('kl'),0.09,False
Completed,0.91,0,4372,2078,0.749,0.02,str('kl'),0.072,True
Completed,0.91,0,751,4528,0.022,0.777,str('intersection'),0.039,False
Completed,0.91,0,333,1717,0.482,0.923,str('intersection'),0.022,True
Completed,0.91,0,4545,4265,0.757,0.183,str('kl'),0.078,False
Completed,0.91,0,2604,899,0.205,0.551,str('kl'),0.063,True
Completed,0.91,1,2441,3134,0.558,0.309,str('intersection'),0.052,False
Completed,0.91,0,2485,518,0.222,0.646,str('intersection'),0.027,False
Completed,0.91,0,2627,2969,0.508,0.404,str('kl'),0.084,True
Completed,0.91,1,4599,1882,0.468,0.769,str('kl'),0.057,False
Completed,0.91,0,367,4646,0.801,0.028,str('intersection'),0.046,True
Completed,0.91,0,735,1834,0.7,0.175,str('intersection'),0.017,False
Completed,0.91,1,4299,4070,0.039,0.931,str('kl'),0.097,True
Completed,0.91,0,3475,781,0.984,0.301,str('kl'),0.068,False
Completed,0.91,0,1272,2923,0.242,0.945,str('kl'),0.076,True
Completed,0.91,1,1740,1288,0.567,0.513,str('intersection'),0.059,False
Completed,0.91,1,3140,3993,0.171,0.255,str('kl'),0.047,True
Completed,0.91,0,4010,1168,0.867,0.885,str('kl'),0.032,False
Completed,0.91,0,1035,3561,0.393,0.128,str('intersection'),0.089,True
Completed,0.91,1,71,124,0.105,0.043,str('intersection'),0.071,False
Completed,0.91,1,4887,2731,0.625,0.784,str('kl'),0.037,True
Completed,0.91,0,2966,2430,0.335,0.419,str('kl'),0.019,False
Completed,0.91,0,2157,4725,0.933,0.661,str('intersection'),0.098,True
Completed,0.91,0,1971,2268,0.134,0.244,str('kl'),0.035,True
Completed,0.91,0,3074,4874,0.596,0.984,str('intersection'),0.068,False
Completed,0.91,0,4700,278,0.426,0.374,str('intersection'),0.095,True
Completed,0.91,1,178,2572,0.841,0.616,str('kl'),0.017,False
Completed,0.91,0,1220,1011,0.662,0.718,str('kl'),0.045,True
Completed,0.91,1,3902,3715,0.075,0.46,str('intersection'),0.056,False
Completed,0.91,0,3325,1437,0.9,0.837,str('intersection'),0.085,True
Completed,0.91,0,1874,3621,0.777,0.865,str('kl'),0.07,True
Completed,0.91,0,1404,2132,0.421,0.674,str('intersection'),0.065,False
Completed,0.91,0,3718,4388,0.817,0.432,str('kl'),0.053,True
Completed,0.91,0,4134,451,0.144,0.801,str('kl'),0.026,False
Completed,0.91,0,822,3019,0.618,0.059,str('intersection'),0.083,True
Completed,0.91,0,576,831,0.875,0.147,str('intersection'),0.077,False
Completed,0.91,1,4468,3263,0.355,0.903,str('kl'),0.043,True
Completed,0.91,0,2680,1576,0.684,0.27,str('kl'),0.013,False
Completed,0.91,0,2198,4320,0.086,0.527,str('intersection'),0.092,True
Completed,0.91,1,2315,735,0.266,0.845,str('kl'),0.081,False
Completed,0.91,0,2809,3284,0.973,0.104,str('intersection'),0.025,True
Completed,0.91,0,4419,1870,0.052,0.726,str('intersection'),0.054,False
Completed,0.91,0,538,4107,0.712,0.484,str('kl'),0.066,True
Completed,0.91,0,878,1919,0.783,0.319,str('kl'),0.094,False
Completed,0.91,0,4168,4683,0.449,0.576,str('intersection'),0.015,True
Completed,0.91,0,3607,471,0.529,0.188,str('intersection'),0.041,False
Completed,0.91,0,1513,4547,0.652,0.234,str('kl'),0.024,False
Completed,0.91,0,1670,1187,0.041,0.293,str('intersection'),0.018,True
Completed,0.91,0,3375,3462,0.69,0.534,str('kl'),0.096,False
Completed,0.91,1,3775,1380,0.271,0.17,str('kl'),0.067,True
Completed,0.91,0,1105,3967,0.998,0.911,str('intersection'),0.034,False
Completed,0.91,0,311,2405,0.507,0.762,str('intersection'),0.028,True
Completed,0.91,0,4813,4816,0.232,0.006,str('kl'),0.084,False
Completed,0.91,5,3041,26,0.807,0.635,str('kl'),0.056,True
Completed,0.91,0,1917,2749,0.454,0.378,str('intersection'),0.046,False
Completed,0.91,1,2043,183,0.722,0.967,str('kl'),0.087,False
Completed,0.91,0,2835,2596,0.015,0.211,str('intersection'),0.03,True
Completed,0.91,0,4938,2256,0.96,0.587,str('intersection'),0.049,False
Completed,0.91,0,106,4981,0.3,0.33,str('kl'),0.061,True
Completed,0.91,0,978,1543,0.198,0.493,str('kl'),0.1,False
Completed,0.91,0,3979,3819,0.532,0.735,str('intersection'),0.02,True
Completed,0.91,0,3248,1033,0.49,0.124,str('intersection'),0.036,False
Completed,0.91,0,1671,3471,0.49,0.965,str('intersection'),0.057,False
Completed,0.91,1,1516,1989,0.819,0.525,str('kl'),0.073,True
Completed,0.91,0,3519,4537,0.419,0.268,str('intersection'),0.04,False
Completed,0.91,0,4255,625,0.62,0.905,str('intersection'),0.011,True
Completed,0.91,1,633,2860,0.142,0.149,str('kl'),0.089,False
Completed,0.91,0,450,674,0.353,0.061,str('kl'),0.061,True
Completed,0.91,0,4662,3436,0.877,0.803,str('intersection'),0.05,False
Completed,0.91,0,2564,1725,0.084,0.43,str('intersection'),0.024,True
Completed,0.91,0,2402,4175,0.686,0.672,str('kl'),0.08,False
Completed,0.91,0,2384,1735,0.847,0.07,str('kl'),0.04,True
Completed,0.91,0,2573,4166,0.385,0.826,str('intersection'),0.073,False
Completed,0.91,0,4655,683,0.593,0.438,str('intersection'),0.089,True
Completed,0.91,0,469,3426,0.178,0.695,str('kl'),0.011,False
Completed,0.91,0,637,615,0.326,0.595,str('kl'),0.05,True
Completed,0.91,0,4242,2870,0.913,0.354,str('intersection'),0.061,False
Completed,0.91,0,3533,1980,0.112,0.976,str('intersection'),0.079,True
Completed,0.91,0,1390,4379,0.112,0.068,str('intersection'),0.013,True
Completed,0.91,0,1857,1023,0.688,0.376,str('kl'),0.03,False
Completed,0.91,0,3257,3631,0.043,0.633,str('intersection'),0.087,True
Completed,0.91,0,3971,1533,0.996,0.008,str('intersection'),0.06,False
Completed,0.91,0,996,3828,0.273,0.764,str('kl'),0.048,True
Completed,0.91,0,110,2266,0.234,0.913,str('kl'),0.02,False
Completed,0.91,0,4926,4971,0.505,0.172,str('intersection'),0.099,True
Completed,0.91,1,2849,193,0.456,0.532,str('intersection'),0.07,False
Completed,0.91,0,2040,2586,0.805,0.291,str('kl'),0.036,True
Completed,0.91,1,1932,35,0.015,0.864,str('intersection'),0.096,True
Completed,0.91,0,3034,2739,0.726,0.122,str('kl'),0.018,False
Completed,0.91,0,4817,2415,0.299,0.737,str('kl'),0.033,True
Completed,0.91,0,295,4806,0.964,0.495,str('intersection'),0.066,False
Completed,0.91,0,1103,1371,0.535,0.332,str('intersection'),0.083,True
Completed,0.91,0,3785,3977,0.197,0.589,str('kl'),0.028,False
Completed,0.91,0,3364,1178,0.781,0.209,str('kl'),0.046,True
Completed,0.91,0,1757,4003,0.899,0.246,str('intersection'),0.019,True
Completed,0.91,0,1287,481,0.292,0.311,str('kl'),0.025,False
Completed,0.91,0,3601,2913,0.937,0.553,str('intersection'),0.082,True
Completed,0.91,0,4173,1929,0.023,0.181,str('intersection'),0.066,False
Completed,0.91,0,862,4673,0.746,0.921,str('kl'),0.054,True
Completed,0.91,1,537,1860,0.754,0.775,str('kl'),0.015,False
Completed,0.91,1,4429,4116,0.483,0.018,str('intersection'),0.094,True
Completed,0.91,0,2798,726,0.555,0.656,str('intersection'),0.076,False
Completed,0.91,0,2315,3294,0.206,0.398,str('kl'),0.041,True
Completed,0.91,0,2197,1567,0.385,0.233,str('intersection'),0.053,False
Completed,0.91,0,2692,4330,0.843,0.974,str('kl'),0.065,True
Completed,0.91,1,4458,822,0.179,0.355,str('kl'),0.083,False
Completed,0.91,1,577,3273,0.59,0.597,str('intersection'),0.026,True
Completed,0.91,0,839,461,0.91,0.697,str('intersection'),0.043,False
Completed,0.91,0,4129,3010,0.327,0.44,str('kl'),0.077,True
Completed,0.91,0,3724,2142,0.648,0.824,str('kl'),0.093,False
Completed,0.91,0,1474,3076,0.53,0.846,str('intersection'),0.063,False
Completed,0.91,1,1631,1428,0.17,0.663,str('kl'),0.068,True
Completed,0.91,1,3336,3839,0.57,0.421,str('intersection'),0.035,False
Completed,0.91,0,3892,1001,0.392,0.782,str('intersection'),0.016,True
Completed,0.91,1,1222,3724,0.87,0.041,str('kl'),0.094,False
Completed,0.91,1,194,288,0.628,0.126,str('kl'),0.055,True
Completed,0.91,0,4695,2562,0.104,0.883,str('intersection'),0.045,False
Completed,0.91,0,3080,2277,0.936,0.257,str('intersection'),0.029,True
Completed,0.91,0,1956,4864,0.334,0.514,str('kl'),0.085,False
Completed,0.91,0,2160,2440,0.596,0.082,str('intersection'),0.047,False
Completed,0.91,0,2953,4716,0.137,0.839,str('kl'),0.059,True
Completed,0.91,1,4899,134,0.841,0.458,str('kl'),0.088,False
Completed,0.91,0,67,2722,0.43,0.716,str('intersection'),0.032,True
Completed,0.91,0,1017,1159,0.079,0.614,str('intersection'),0.037,False
Completed,0.91,0,4018,3571,0.662,0.372,str('kl'),0.071,True
Completed,0.91,0,3131,1278,0.364,0.986,str('kl'),0.099,False
Completed,0.91,0,1577,4748,0.614,0.265,str('kl'),0.09,True
Completed,0.91,0,1420,772,0.196,0.198,str('intersection'),0.084,False
Completed,0.91,1,3460,3340,0.544,0.939,str('kl'),0.027,True
Completed,0.91,0,4315,1824,0.496,0.325,str('kl'),0.046,False
Completed,0.91,0,730,4080,0.767,0.566,str('intersection'),0.058,True
Completed,0.91,0,357,1892,0.728,0.732,str('intersection'),0.097,False
Completed,0.91,0,4601,4636,0.004,0.474,str('kl'),0.017,True
Completed,0.91,0,2627,528,0.958,0.855,str('kl'),0.033,False
Completed,0.91,0,2496,2960,0.312,0.098,str('intersection'),0.067,True
Completed,0.91,0,2424,889,0.974,0.947,str('intersection'),0.09,True
Completed,0.91,0,2612,3144,0.262,0.19,str('kl'),0.012,False
Completed,0.91,0,4538,1707,0.712,0.574,str('kl'),0.039,True
Completed,0.91,0,352,4275,0.048,0.317,str('intersection'),0.072,False
Completed,0.91,0,754,2088,0.445,0.482,str('intersection'),0.078,True
Completed,0.91,0,4360,4519,0.783,0.724,str('kl'),0.022,False
Completed,0.91,1,3494,333,0.239,0.106,str('kl'),0.052,True
Completed,0.91,0,2894,3170,0.461,0.445,str('kl'),0.056,True
Completed,0.91,0,1762,2324,0.313,0.83,str('intersection'),0.043,True
Completed,0.91,0,3194,4910,0.916,0.09,str('kl'),0.076,False
Completed,0.91,1,4033,252,0.122,0.708,str('kl'),0.092,True
Completed,0.91,0,1089,2526,0.647,0.466,str('intersection'),0.014,False
Completed,0.91,0,13,964,0.857,0.364,str('intersection'),0.053,True
Completed,0.91,0,4865,3687,0.38,0.622,str('kl'),0.064,False
Completed,0.91,0,2908,1474,0.58,0.237,str('kl'),0.082,True
Completed,0.91,0,2136,3885,0.181,0.994,str('intersection'),0.027,False
Completed,0.91,0,2029,1310,0.887,0.413,str('kl'),0.062,False
Completed,0.91,0,3095,4035,0.351,0.671,str('intersection'),0.05,True
Completed,0.91,1,4758,1117,0.672,0.033,str('intersection'),0.023,False
Completed,0.91,0,199,3530,0.089,0.79,str('kl'),0.08,True
Completed,0.91,1,1198,92,0.409,0.875,str('kl'),0.075,False
Completed,0.91,0,3848,2680,0.82,0.134,str('intersection'),0.04,True
Completed,0.91,0,3302,2472,0.156,0.506,str('intersection'),0.01,False
Completed,0.91,0,1813,2781,0.025,0.54,str('kl'),0.055,False
Completed,0.91,0,1345,1762,0.668,0.981,str('intersection'),0.038,True
Completed,0.91,0,3700,4212,0.065,0.225,str('kl'),0.071,False
Completed,0.91,0,4075,627,0.898,0.605,str('kl'),0.097,True
Completed,0.91,0,805,3390,0.373,0.348,str('intersection'),0.019,False
Completed,0.91,0,592,578,0.132,0.448,str('intersection'),0.048,True
Completed,0.91,0,4531,2814,0.609,0.689,str('kl'),0.059,False
Completed,0.91,0,2697,2026,0.432,0.075,str('kl'),0.087,True
Completed,0.91,0,2261,4573,0.831,0.816,str('intersection'),0.032,False
Completed,0.91,0,2291,365,0.511,0.561,str('kl'),0.021,True
Completed,0.91,0,2753,3108,0.221,0.303,str('intersection'),0.099,False
Completed,0.91,0,4395,2047,0.803,0.929,str('intersection'),0.069,True
Completed,0.91,0,483,4477,0.466,0.173,str('kl'),0.036,False
Completed,0.91,0,934,1666,0.037,0.026,str('kl'),0.031,True
Completed,0.91,0,4188,4233,0.702,0.767,str('intersection'),0.087,False
Completed,0.91,0,3664,922,0.275,0.406,str('intersection'),0.059,True
Completed,0.91,0,1531,4371,0.406,0.422,str('kl'),0.095,True
Completed,0.91,0,1686,230,0.792,0.115,str('intersection'),0.079,False
Completed,0.91,0,3437,2623,0.444,0.871,str('kl'),0.022,True
Completed,0.91,0,3790,2219,0.516,0.487,str('kl'),0.051,False
Completed,0.91,0,1167,4924,0.245,0.744,str('intersection'),0.063,True
Completed,0.91,0,251,1487,0.253,0.581,str('intersection'),0.091,False
Completed,0.91,0,4794,3782,0.976,0.339,str('kl'),0.012,True
Completed,0.91,0,2980,1060,0.061,0.957,str('kl'),0.038,False
Completed,0.91,0,1898,3667,0.707,0.216,str('intersection'),0.073,True
Completed,0.91,1,2103,1219,0.47,0.626,str('kl'),0.015,True
Completed,0.91,0,2854,3513,0.76,0.384,str('intersection'),0.093,False
Completed,0.91,0,4999,1339,0.216,0.756,str('intersection'),0.075,True
Completed,0.91,0,125,3945,0.553,0.015,str('kl'),0.042,False
Completed,0.91,0,962,2384,0.951,0.164,str('kl'),0.025,True
Completed,0.91,0,3917,4775,0.286,0.92,str('intersection'),0.081,False
Completed,0.91,1,3233,77,0.737,0.283,str('intersection'),0.065,True
Completed,0.91,0,1715,4122,0.224,0.798,str('kl'),0.037,True
Completed,0.91,1,1560,148,0.586,0.739,str('intersection'),0.054,False
Completed,0.91,0,3563,2715,0.186,0.497,str('kl'),0.066,True
Completed,0.91,0,4289,2449,0.855,0.862,str('kl'),0.081,False
Completed,0.91,0,667,4704,0.377,0.121,str('intersection'),0.024,True
Completed,0.91,0,416,1268,0.12,0.206,str('intersection'),0.041,False
Completed,0.91,0,4629,4011,0.644,0.963,str('kl'),0.076,True
Completed,0.91,0,2520,1153,0.319,0.333,str('kl'),0.094,False
Completed,0.91,0,2358,3584,0.921,0.59,str('intersection'),0.014,True
Completed,0.91,0,2368,2184,0.102,0.276,str('kl'),0.056,False
Completed,0.91,0,2510,4421,0.638,0.517,str('intersection'),0.044,True
Completed,0.91,0,4639,429,0.339,0.157,str('intersection'),0.029,False
Completed,0.91,0,406,2978,0.922,0.898,str('kl'),0.086,True
Completed,0.91,1,697,790,0.571,0.81,str('kl'),0.069,False
Completed,0.91,0,4260,3242,0.16,0.054,str('intersection'),0.034,True
Completed,0.91,0,3592,1608,0.864,0.68,str('intersection'),0.016,False
Completed,0.91,1,1355,2552,0.347,0.166,str('kl'),0.078,False
Completed,0.91,0,1822,1698,0.952,0.356,str('intersection'),0.095,True
Completed,0.91,0,3223,4286,0.307,0.598,str('kl'),0.017,False
Completed,0.91,0,3927,875,0.73,0.229,str('kl'),0.035,True
Completed,0.91,0,952,3151,0.007,0.97,str('intersection'),0.068,False
Completed,0.91,0,154,339,0.498,0.824,str('intersection'),0.085,True
Completed,0.91,0,4969,3063,0.769,0.067,str('kl'),0.03,False
Completed,0.91,0,2884,2098,0.19,0.701,str('kl'),0.045,True
Completed,0.91,0,2074,4510,0.539,0.443,str('intersection'),0.055,False
Completed,0.91,0,1888,1936,0.279,0.898,str('kl'),0.031,False
Completed,0.91,0,2990,4659,0.99,0.141,str('intersection'),0.088,True
Completed,0.91,0,4784,493,0.033,0.53,str('intersection'),0.059,False
Completed,0.91,0,261,2904,0.697,0.272,str('kl'),0.047,True
Completed,0.91,0,1137,718,0.799,0.437,str('kl'),0.019,False
Completed,0.91,0,3819,3304,0.462,0.679,str('intersection'),0.098,True
Completed,0.91,0,3408,1848,0.514,0.057,str('intersection'),0.072,False
Completed,0.91,1,3165,701,0.097,0.779,str('intersection'),0.028,True
Completed,0.91,0,1792,3406,0.633,0.023,str('kl'),0.083,False
Completed,0.91,0,1322,2386,0.059,0.456,str('intersection'),0.089,True
Completed,0.91,0,3635,4838,0.704,0.713,str('kl'),0.011,False
Completed,0.91,0,905,2766,0.981,0.84,str('intersection'),0.074,False
Completed,0.91,0,493,1202,0.521,0.989,str('intersection'),0.079,True
Completed,0.91,1,4386,3439,0.25,0.248,str('kl'),0.024,False
Completed,0.91,0,2763,1400,0.79,0.612,str('kl'),0.051,True
Completed,0.91,0,2281,3949,0.441,0.371,str('intersection'),0.061,False
Completed,0.91,1,2232,989,0.152,0.002,str('kl'),0.072,True
Completed,0.91,1,2726,3733,0.611,0.759,str('intersection'),0.039,False
Completed,0.91,0,4502,1421,0.413,0.382,str('intersection'),0.013,True
Completed,0.91,0,622,3853,0.825,0.64,str('kl'),0.091,False
Completed,0.91,0,795,2290,0.677,0.538,str('kl'),0.062,True
Completed,0.91,0,4085,4859,0.094,0.296,str('intersection'),0.052,False
Completed,0.91,0,3691,296,0.883,0.906,str('intersection'),0.022,True
