Status,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
Completed,0.32,101,1920,3447,0.191,0.395,str('intersection'),0.056,True
Completed,0.32,88,172,832,0.657,0.798,str('intersection'),0.084,False
Completed,0.32,2606,4869,4221,0.439,0.113,str('kl'),0.046,True
Completed,0.32,196,4002,452,0.122,0.21,str('kl'),0.014,False
Completed,0.32,173,1200,4484,0.776,0.895,str('intersection'),0.077,True
Completed,0.32,75,1718,2490,0.369,0.297,str('intersection'),0.092,False
Completed,0.32,1497,3250,2773,0.525,0.613,str('kl'),0.042,True
Completed,0.32,95,3576,1153,0.28,0.99,str('intersection'),0.053,False
Completed,0.32,5573,1378,3915,0.623,0.177,str('kl'),0.082,True
Completed,0.32,175,860,1613,0.032,0.517,str('kl'),0.064,False
Completed,0.32,173,4327,3128,0.874,0.331,str('intersection'),0.027,True
Completed,0.32,74,4534,2171,0.692,0.491,str('intersection'),0.033,False
Completed,0.32,642,2347,1389,0.82,0.363,str('kl'),0.057,True
Completed,0.32,78,2690,3547,0.041,0.547,str('intersection'),0.028,False
Completed,0.32,185,2578,1495,0.707,0.119,str('kl'),0.087,False
Completed,0.32,134,2676,236,0.59,0.277,str('kl'),0.099,True
Completed,0.32,80,2373,4973,0.309,0.587,str('intersection'),0.035,False
Completed,0.32,116,391,1963,0.837,0.248,str('intersection'),0.021,True
Completed,0.32,227,4424,2949,0.057,0.936,str('kl'),0.07,False
Completed,0.32,393,4217,1757,0.379,0.775,str('kl'),0.08,True
Completed,0.32,69,749,3350,0.722,0.088,str('intersection'),0.051,False
Completed,0.32,77,1501,970,0.127,0.746,str('intersection'),0.023,True
Completed,0.32,1654,3699,3810,0.969,0.437,str('kl'),0.061,False
Completed,0.32,79,3364,2267,0.224,0.059,str('intersection'),0.074,True
Completed,0.32,1827,1831,2630,0.879,0.867,str('kl'),0.01,False
Completed,0.32,256,1079,558,0.476,0.466,str('kl'),0.04,True
Completed,0.32,66,3882,4666,0.632,0.655,str('intersection'),0.09,False
Completed,0.32,285,4749,663,0.81,0.557,str('intersection'),0.06,True
Completed,0.32,88,1936,195,0.672,0.687,str('kl'),0.036,False
Completed,0.32,99,2863,4912,0.453,0.496,str('intersection'),0.1,True
Completed,0.32,139,2934,2117,0.133,0.2,str('kl'),0.079,False
Completed,0.32,66,2057,4690,0.076,0.242,str('intersection'),0.067,False
Completed,0.32,120,74,2090,0.545,0.581,str('intersection'),0.096,True
Completed,0.32,202,4732,2977,0.327,0.267,str('kl'),0.033,False
Completed,0.32,494,3905,1708,0.239,0.427,str('kl'),0.026,True
Completed,0.32,110,1063,3243,0.894,0.74,str('intersection'),0.064,False
Completed,0.32,107,1815,1234,0.49,0.083,str('intersection'),0.083,True
Completed,0.32,550,3388,4015,0.646,0.765,str('kl'),0.053,False
Completed,0.32,102,3673,2395,0.393,0.645,str('intersection'),0.043,True
Completed,0.32,401,1515,2658,0.736,0.46,str('kl'),0.093,False
Completed,0.32,96,763,372,0.142,0.861,str('kl'),0.077,True
Completed,0.32,92,4191,4384,0.984,0.049,str('intersection'),0.013,False
Completed,0.32,108,4438,927,0.573,0.147,str('intersection'),0.046,True
Completed,0.32,285,364,4336,0.292,0.958,str('kl'),0.083,False
Completed,0.32,127,2320,817,0.223,0.512,str('kl'),0.039,False
Completed,0.32,140,2643,4285,0.878,0.328,str('intersection'),0.091,True
Completed,0.32,498,2756,679,0.374,0.757,str('kl'),0.015,True
Completed,0.32,87,2236,3729,0.426,0.807,str('intersection'),0.049,True
Completed,0.32,135,488,705,0.958,0.405,str('intersection'),0.03,False
Completed,0.32,918,4561,4192,0.179,0.716,str('kl'),0.059,True
Completed,0.32,76,4313,502,0.263,0.619,str('kl'),0.089,False
Completed,0.32,146,887,4591,0.606,0.307,str('intersection'),0.04,True
Completed,0.32,123,1404,2226,0.015,0.905,str('intersection'),0.011,False
Completed,0.32,3479,3561,2569,0.857,0.216,str('kl'),0.074,True
Completed,0.32,69,3267,1026,0.105,0.337,str('intersection'),0.062,False
Completed,0.32,5491,1694,3886,0.76,0.527,str('kl'),0.024,True
Completed,0.32,136,1176,1799,0.352,0.187,str('kl'),0.05,False
Completed,0.32,228,4018,3410,0.508,0.996,str('intersection'),0.079,True
Completed,0.32,85,4846,1907,0.923,0.837,str('intersection'),0.07,False
Completed,0.32,791,188,2873,0.206,0.027,str('kl'),0.02,True
Completed,0.32,248,2148,2018,0.277,0.438,str('kl'),0.066,True
Completed,0.32,66,3057,2923,0.62,0.628,str('intersection'),0.025,False
Completed,0.32,64,3109,1638,0.288,0.356,str('intersection'),0.046,False
Completed,0.32,170,2024,3102,0.975,0.882,str('intersection'),0.052,True
Completed,0.37,106,257,83,0.381,0.295,str('intersection'),0.021,False
Completed,0.32,7984,4936,4819,0.724,0.608,str('kl'),0.062,True
Completed,0.32,117,3927,1128,0.842,0.698,str('kl'),0.097,False
Completed,0.32,74,1105,3969,0.063,0.384,str('intersection'),0.037,True
Completed,0.32,73,1603,1599,0.591,0.793,str('intersection'),0.02,False
Completed,0.32,793,3194,3191,0.31,0.109,str('kl'),0.071,True
Completed,0.32,68,3495,399,0.556,0.48,str('intersection'),0.059,False
Completed,0.32,1531,1317,4508,0.337,0.664,str('kl'),0.032,True
Completed,0.32,402,819,2426,0.807,0.015,str('kl'),0.047,False
Completed,0.32,83,4228,2789,0.09,0.826,str('intersection'),0.088,True
Completed,0.32,79,4644,1285,0.47,0.978,str('intersection'),0.072,False
Completed,0.32,6628,553,3500,0.626,0.166,str('kl'),0.012,True
Completed,0.32,66,2496,438,0.315,0.918,str('intersection'),0.097,False
Completed,0.32,2908,2780,4468,0.533,0.234,str('kl'),0.034,True
Completed,0.32,86,2581,572,0.218,0.663,str('intersection'),0.07,True
Completed,0.32,80,2435,4067,0.53,0.067,str('intersection'),0.076,False
Completed,0.32,77,433,1463,0.123,0.72,str('intersection'),0.093,True
Completed,0.32,406,4523,3600,0.778,0.408,str('kl'),0.041,False
Completed,0.32,1885,4106,2331,0.663,0.257,str('kl'),0.029,True
Completed,0.32,70,698,2615,0.445,0.568,str('intersection'),0.056,False
Completed,0.32,144,1430,611,0.911,0.22,str('intersection'),0.086,True
Completed,0.32,316,3608,4643,0.194,0.909,str('kl'),0.045,False
Completed,0.32,125,3317,1771,0.938,0.539,str('intersection'),0.035,True
Completed,0.32,217,1726,3287,0.159,0.348,str('kl'),0.095,False
Completed,0.32,349,994,995,0.691,0.938,str('kl'),0.068,True
Completed,0.32,65,3815,3756,0.41,0.128,str('intersection'),0.016,False
Completed,0.61,139,4824,300,0.026,0.039,str('intersection'),0.054,True
Completed,0.32,920,146,4959,0.868,0.848,str('kl'),0.081,False
Completed,0.32,77,1973,1733,0.183,0.095,str('intersection'),0.031,True
Completed,0.32,1306,2920,3325,0.963,0.784,str('kl'),0.061,False
Completed,0.32,108,2848,1195,0.638,0.52,str('intersection'),0.073,True
Completed,0.32,1939,2162,3152,0.569,0.539,str('kl'),0.084,True
Completed,0.32,106,82,1168,0.036,0.139,str('kl'),0.057,False
Completed,0.32,119,4798,3930,0.816,0.95,str('intersection'),0.027,True
Completed,0.31,73,3751,122,0.748,0.853,str('intersection'),0.043,False
Completed,0.32,2281,968,4780,0.405,0.041,str('kl'),0.092,True
Completed,0.32,1025,1778,2156,0.996,0.637,str('kl'),0.077,False
Completed,0.32,109,3331,3063,0.154,0.453,str('intersection'),0.014,True
Completed,0.32,305,3670,856,0.898,0.075,str('kl'),0.026,False
Completed,0.32,113,1454,4246,0.243,0.758,str('intersection'),0.065,True
Completed,0.32,77,644,1324,0.651,0.42,str('intersection'),0.082,False
Completed,0.32,1897,4090,3461,0.495,0.732,str('kl'),0.052,True
Completed,0.32,359,4469,2465,0.063,0.573,str('kl'),0.018,False
Completed,0.32,156,416,2750,0.781,0.259,str('intersection'),0.066,True
Completed,0.32,219,2513,2698,0.384,0.89,str('kl'),0.063,False
Completed,0.32,89,2715,2264,0.864,0.462,str('intersection'),0.055,False
Completed,0.32,373,2412,2530,0.022,0.651,str('kl'),0.081,True
Completed,0.32,1138,2297,4682,0.935,0.473,str('kl'),0.021,False
Completed,0.32,807,607,2292,0.466,0.813,str('kl'),0.036,True
Completed,0.32,72,4661,2654,0.684,0.003,str('intersection'),0.099,False
Completed,0.32,117,4282,1423,0.755,0.164,str('intersection'),0.061,True
Completed,0.32,268,835,3640,0.101,0.973,str('kl'),0.023,False
Completed,0.32,288,1255,639,0.504,0.314,str('kl'),0.05,True
Completed,0.32,63,3471,4106,0.348,0.503,str('intersection'),0.08,False
Completed,0.32,723,3142,1978,0.594,0.882,str('kl'),0.09,True
Completed,0.32,64,1589,2963,0.251,0.192,str('intersection'),0.041,False
Completed,0.32,154,1169,261,0.845,0.595,str('intersection'),0.011,True
Completed,0.32,377,3953,4998,0.003,0.284,str('kl'),0.073,False
Completed,0.32,184,5000,956,0.431,0.382,str('kl'),0.087,True
Completed,0.32,94,283,3795,0.711,0.692,str('intersection'),0.048,False
Completed,0.32,257,3040,3847,0.112,0.091,str('kl'),0.042,True
Completed,0.32,109,3038,1069,0.483,0.674,str('kl'),0.056,False
Completed,0.32,155,2089,3833,0.639,0.486,str('intersection'),0.029,True
Completed,0.32,558,1881,4054,0.482,0.336,str('kl'),0.012,False
Completed,0.32,1825,211,1669,0.889,0.986,str('kl'),0.038,True
Completed,0.32,65,4908,3282,0.234,0.174,str('intersection'),0.091,False
Completed,0.32,84,4041,2052,0.334,0.022,str('intersection'),0.058,True
Completed,0.32,339,1239,3016,0.552,0.833,str('kl'),0.032,False
Completed,0.32,70,3211,4729,0.804,0.672,str('intersection'),0.088,False
Completed,0.32,138,3537,1351,0.051,0.801,str('kl'),0.099,True
Completed,0.32,122,1339,3586,0.831,0.117,str('intersection'),0.038,False
Completed,0.32,102,899,889,0.299,0.706,str('intersection'),0.019,True
Completed,0.32,285,4367,4375,0.58,0.392,str('kl'),0.071,False
Completed,0.32,332,4573,332,0.979,0.303,str('kl'),0.078,True
Completed,0.32,65,541,4423,0.137,0.615,str('intersection'),0.051,False
Completed,0.32,113,2211,2355,0.727,0.207,str('intersection'),0.023,True
Completed,0.32,118,2698,2533,0.729,0.802,str('intersection'),0.069,True
Completed,0.32,286,2505,2352,0.023,0.374,str('kl'),0.038,True
Completed,0.32,94,2223,2711,0.865,0.56,str('intersection'),0.098,False
Completed,0.32,104,352,540,0.617,0.062,str('kl'),0.065,False
Completed,0.32,94,4385,4552,0.274,0.871,str('intersection'),0.025,True
Completed,0.32,75,4177,744,0.17,0.962,str('intersection'),0.034,False
Completed,0.32,9813,710,4153,0.949,0.151,str('kl'),0.095,True
Completed,0.32,171,1540,1534,0.421,0.562,str('kl'),0.069,False
Completed,0.32,129,3738,3690,0.702,0.372,str('intersection'),0.016,True
Completed,0.32,116,3403,235,0.449,0.243,str('kl'),0.03,False
Completed,0.32,106,1870,4872,0.667,0.932,str('intersection'),0.056,True
Completed,0.32,74,1040,1946,0.197,0.28,str('intersection'),0.085,False
Completed,0.32,4711,3842,2834,0.914,0.591,str('kl'),0.044,True
Completed,0.32,601,4710,1838,0.519,0.744,str('kl'),0.014,False
Completed,0.32,99,12,3372,0.363,0.432,str('intersection'),0.075,True
Completed,0.32,78,2072,1065,0.767,0.781,str('intersection'),0.094,False
Completed,0.32,828,2922,1729,0.568,0.451,str('kl'),0.041,True
Completed,0.32,65,1956,3339,0.287,0.639,str('intersection'),0.09,False
Completed,0.32,116,286,939,0.819,0.043,str('intersection'),0.074,True
Completed,0.32,67,9,1854,0.232,0.832,str('intersection'),0.044,False
Completed,0.32,6901,4727,3365,0.887,0.024,str('kl'),0.085,True
Completed,0.32,188,3835,1940,0.553,0.176,str('kl'),0.075,False
Completed,0.32,91,1052,2850,0.335,0.984,str('intersection'),0.014,True
Completed,0.38,106,1863,221,0.8,0.334,str('intersection'),0.042,False
Completed,0.32,449,3415,4876,0.083,0.522,str('kl'),0.094,True
Completed,0.32,67,3745,1538,0.828,0.892,str('intersection'),0.081,False
Completed,0.32,238,1528,3677,0.048,0.205,str('kl'),0.055,True
Completed,0.32,210,717,760,0.58,0.614,str('kl'),0.025,False
Completed,0.32,93,4165,4147,0.3,0.305,str('intersection'),0.065,True
Completed,0.32,70,4387,535,0.134,0.395,str('intersection'),0.095,False
Completed,0.32,13126,335,4567,0.976,0.703,str('kl'),0.034,True
Completed,0.32,586,2415,2251,0.386,0.116,str('kl'),0.017,False
Completed,0.32,138,2787,442,0.934,0.502,str('kl'),0.065,False
Completed,0.32,108,2484,4455,0.216,0.315,str('intersection'),0.026,True
Completed,0.32,88,423,2480,0.686,0.976,str('intersection'),0.052,False
Completed,0.29,113,534,317,0.27,0.15,str('intersection'),0.071,True
Completed,0.32,394,4585,4429,0.613,0.963,str('kl'),0.019,False
Completed,0.32,870,4364,894,0.951,0.874,str('kl'),0.051,True
Completed,0.32,89,917,4359,0.171,0.059,str('intersection'),0.078,False
Completed,0.32,121,1337,1364,0.7,0.65,str('intersection'),0.063,True
Completed,0.32,451,3554,3582,0.419,0.463,str('kl'),0.022,False
Completed,0.32,317,1662,4743,0.446,0.778,str('kl'),0.073,False
Completed,0.32,1957,1242,2036,0.916,0.431,str('kl'),0.091,True
Completed,0.32,70,4024,3022,0.198,0.745,str('intersection'),0.038,False
Completed,0.32,106,4916,1675,0.36,0.593,str('intersection'),0.031,True
Completed,0.32,265,199,3266,0.516,0.278,str('kl'),0.058,False
Completed,0.32,131,1888,1209,0.112,0.93,str('kl'),0.088,True
Completed,0.32,89,2836,4050,0.767,0.245,str('intersection'),0.048,False
Completed,0.32,142,3059,2031,0.972,0.108,str('intersection'),0.095,True
Completed,0.32,183,2131,2920,0.13,0.794,str('kl'),0.035,False
Completed,0.32,541,149,306,0.724,0.387,str('kl'),0.016,True
Completed,0.32,514,4983,3801,0.04,0.851,str('kl'),0.01,False
Completed,0.32,131,3960,267,0.404,0.949,str('kl'),0.048,True
Completed,0.32,68,1157,4982,0.747,0.14,str('intersection'),0.086,False
Completed,0.32,76,1596,1992,0.156,0.542,str('intersection'),0.06,True
Completed,0.32,2367,3130,2959,0.998,0.353,str('kl'),0.031,False
Completed,0.3,83,3464,636,0.246,0.233,str('intersection'),0.021,True
Completed,0.32,927,1267,4119,0.901,0.919,str('kl'),0.07,False
Completed,0.32,275,828,1408,0.493,0.262,str('kl'),0.099,True
Completed,0.32,68,4294,3645,0.649,0.57,str('intersection'),0.036,False
Completed,0.32,139,4659,2298,0.784,0.731,str('intersection'),0.023,True
Completed,0.32,208,624,2638,0.067,0.422,str('kl'),0.061,False
Completed,0.32,227,2294,585,0.533,0.76,str('kl'),0.08,True
Completed,0.32,76,2598,4678,0.315,0.072,str('intersection'),0.05,False
Completed,0.32,78,2650,804,0.528,0.907,str('intersection'),0.032,False
Completed,0.32,2195,2308,4289,0.372,0.222,str('kl'),0.059,True
Completed,0.32,130,560,1279,0.78,0.57,str('kl'),0.088,False
Completed,0.32,1156,4457,2744,0.468,0.161,str('kl'),0.082,True
Completed,0.32,133,4092,1318,0.1,0.002,str('kl'),0.066,False
Completed,0.32,137,627,3476,0.755,0.815,str('intersection'),0.017,True
Completed,0.32,76,1457,843,0.352,0.475,str('intersection'),0.034,False
Completed,0.32,2925,3653,4250,0.508,0.661,str('kl'),0.097,True
Completed,0.32,93,3329,2160,0.254,0.782,str('intersection'),0.084,False
Completed,0.32,2553,1796,3050,0.597,0.097,str('kl'),0.046,True
Completed,0.32,116,965,138,0.003,0.695,str('kl'),0.027,False
Completed,0.32,147,3768,4774,0.845,0.38,str('intersection'),0.057,True
Completed,0.32,78,4791,1161,0.714,0.283,str('intersection'),0.092,False
Completed,0.32,2021,94,3946,0.433,0.597,str('kl'),0.043,True
Completed,0.32,1209,2155,1624,0.961,0.195,str('kl'),0.014,False
Completed,0.32,83,3121,3156,0.181,0.879,str('intersection'),0.077,True
Completed,0.31,73,2861,182,0.078,0.768,str('intersection'),0.024,False
Completed,0.32,10362,1953,4915,0.796,0.08,str('kl'),0.061,True
Completed,0.32,145,186,1901,0.326,0.738,str('kl'),0.079,False
Completed,0.32,64,4807,4943,0.381,0.695,str('intersection'),0.068,False
Completed,0.32,77,3823,979,0.06,0.606,str('intersection'),0.081,True
Completed,0.32,637,982,3762,0.84,0.297,str('kl'),0.054,False
Completed,0.32,465,1734,1768,0.311,0.885,str('kl'),0.025,True
Completed,0.32,87,3305,3300,0.592,0.197,str('intersection'),0.066,False
Completed,0.32,132,3601,625,0.339,0.326,str('kl'),0.075,True
Completed,0.32,85,1442,4639,0.557,0.514,str('intersection'),0.016,False
Completed,0.32,77,691,2337,0.088,0.168,str('intersection'),0.042,True
Completed,0.32,471,4119,2599,0.805,0.976,str('kl'),0.093,False
Completed,0.32,414,4521,1447,0.627,0.824,str('kl'),0.056,True
Completed,0.32,64,450,3606,0.471,0.016,str('intersection'),0.028,False
Completed,0.32,122,2432,675,0.875,0.666,str('intersection'),0.045,True
Completed,0.32,292,2773,4081,0.22,0.478,str('kl'),0.086,False
Completed,0.32,97,2682,1403,0.429,0.218,str('intersection'),0.093,True
Completed,0.32,397,2359,3543,0.71,0.903,str('kl'),0.043,False
Completed,0.32,282,357,934,0.178,0.306,str('kl'),0.013,True
Completed,0.32,78,4632,3516,0.125,0.255,str('intersection'),0.047,True
Completed,0.32,82,4230,2442,0.442,0.407,str('intersection'),0.012,False
Completed,0.32,2203,802,2782,0.66,0.721,str('kl'),0.072,True
Completed,0.32,73,1319,403,0.194,0.07,str('kl'),0.091,False
Completed,0.32,172,3478,4494,0.912,0.755,str('intersection'),0.039,True
Completed,0.32,123,3192,1586,0.159,0.627,str('kl'),0.052,False
Completed,0.32,188,1620,3194,0.939,0.44,str('intersection'),0.079,True
Completed,0.32,65,1102,1122,0.407,0.851,str('intersection'),0.063,False
Completed,0.32,5051,3944,3985,0.687,0.036,str('kl'),0.021,True
Completed,0.32,105,4928,99,0.869,0.126,str('kl'),0.037,False
Completed,0.32,80,269,4813,0.027,0.94,str('intersection'),0.097,True
Completed,0.32,69,2017,2120,0.617,0.351,str('intersection'),0.071,False
Completed,0.32,1220,2946,3089,0.274,0.536,str('kl'),0.02,True
Completed,0.32,87,2998,1433,0.189,0.61,str('intersection'),0.01,True
Completed,0.32,787,2050,3669,0.906,0.3,str('kl'),0.074,False
Completed,0.32,160,48,650,0.441,0.897,str('kl'),0.09,True
Completed,0.32,98,4863,2889,0.544,0.429,str('intersection'),0.05,True
Completed,0.32,79,4011,1815,0.897,0.27,str('intersection'),0.02,False
Completed,0.32,664,1189,3405,0.243,0.578,str('kl'),0.07,True
Completed,0.32,109,1687,1029,0.646,0.241,str('kl'),0.1,False
Completed,0.32,111,3279,3873,0.49,0.927,str('intersection'),0.036,True
Completed,0.32,327,3569,2212,0.735,0.549,str('kl'),0.049,False
Completed,0.32,105,1392,2573,0.392,0.361,str('intersection'),0.087,True
Completed,0.32,98,894,495,0.987,0.957,str('intersection'),0.059,False
Completed,0.32,1230,4301,4607,0.145,0.148,str('kl'),0.03,True
Completed,0.32,133,4563,721,0.291,0.051,str('kl'),0.04,False
Completed,0.32,97,471,4186,0.571,0.859,str('intersection'),0.089,True
Completed,0.32,74,2239,1499,0.043,0.459,str('intersection'),0.075,False
Completed,0.32,13504,2561,3715,0.823,0.646,str('kl'),0.011,True
Completed,0.31,78,2545,152,0.306,0.435,str('intersection'),0.082,False
Completed,0.32,5213,2262,4789,0.586,0.748,str('kl'),0.053,True
Completed,0.32,244,495,2185,0.058,0.09,str('kl'),0.027,False
Completed,0.32,89,4450,4319,0.958,0.62,str('intersection'),0.077,False
Completed,0.32,106,4188,355,0.608,0.718,str('intersection'),0.083,True
Completed,0.32,285,780,4390,0.265,0.403,str('kl'),0.046,False
Completed,0.32,3075,1513,2391,0.856,0.806,str('kl'),0.028,True
Completed,0.32,78,3690,2672,0.014,0.12,str('intersection'),0.057,False
Completed,0.32,398,3390,1247,0.759,0.499,str('kl'),0.068,True
Completed,0.32,80,1798,4011,0.104,0.685,str('intersection'),0.018,False
Completed,0.32,92,1065,1714,0.511,0.025,str('intersection'),0.033,True
Completed,0.32,215,3888,3227,0.355,0.839,str('kl'),0.096,False
Completed,0.32,272,4740,2075,0.206,0.999,str('kl'),0.064,True
Completed,0.32,170,62,2983,0.923,0.184,str('intersection'),0.026,False
Completed,0.3,99,2064,47,0.457,0.525,str('intersection'),0.054,True
Completed,0.32,584,2972,4703,0.675,0.338,str('kl'),0.083,False
Completed,0.32,87,2961,775,0.854,0.265,str('intersection'),0.085,False
Completed,0.32,422,1995,4161,0.012,0.576,str('kl'),0.044,True
Completed,0.32,319,247,1561,0.603,0.227,str('kl'),0.029,False
Completed,0.32,67,4766,4135,0.659,0.208,str('intersection'),0.04,False
Completed,0.32,127,3874,561,0.773,0.111,str('intersection'),0.031,True
Completed,0.32,306,1091,4653,0.118,0.8,str('kl'),0.06,False
Completed,0.32,866,1824,2283,0.526,0.397,str('kl'),0.086,True
Completed,0.32,73,3376,2624,0.37,0.708,str('intersection'),0.048,False
Completed,0.32,576,3706,963,0.623,0.829,str('kl'),0.036,True
Completed,0.32,80,1489,3826,0.28,0.019,str('intersection'),0.099,False
Completed,0.32,143,756,1744,0.871,0.679,str('intersection'),0.07,True
Completed,0.32,284,4204,3353,0.028,0.489,str('kl'),0.021,False
Completed,0.32,386,4426,1967,0.413,0.329,str('kl'),0.051,True
Completed,0.32,81,374,2935,0.694,0.519,str('intersection'),0.08,False
Completed,0.39,87,2376,253,0.161,0.178,str('intersection'),0.061,True
Completed,0.32,1643,2658,4967,0.941,0.989,str('kl'),0.023,False
Completed,0.32,106,2748,2059,0.644,0.689,str('intersection'),0.019,True
Completed,0.32,192,2445,3048,0.488,0.377,str('kl'),0.071,False
Completed,0.31,241,462,23,0.891,0.785,str('kl'),0.098,True
Completed,0.32,122,4546,3074,0.837,0.774,str('intersection'),0.064,True
Completed,0.32,81,4325,1609,0.719,0.933,str('intersection'),0.097,False
Completed,0.32,1079,877,3142,0.376,0.25,str('kl'),0.034,True
Completed,0.32,711,1376,1137,0.97,0.588,str('kl'),0.017,False
Completed,0.32,95,3593,3921,0.128,0.276,str('intersection'),0.067,True
Completed,0.32,497,3253,2496,0.881,0.154,str('kl'),0.057,False
Completed,0.32,96,1701,2758,0.226,0.967,str('intersection'),0.027,True
Completed,0.32,79,1203,465,0.63,0.371,str('intersection'),0.046,False
Completed,0.32,2458,3985,4481,0.474,0.555,str('kl'),0.084,True
Completed,0.32,107,4877,829,0.093,0.652,str('kl'),0.077,False
Completed,0.32,148,160,4234,0.81,0.469,str('intersection'),0.014,True
Completed,0.32,82,1927,1293,0.341,0.869,str('intersection'),0.043,False
