Status,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
Completed,0.06,4128,4794,2900,0.905,0.067,str('intersection'),0.027,True
Completed,0.06,2251,3598,1647,0.421,0.853,str('intersection'),0.042,False
Completed,0.05,2082,1835,2958,0.016,0.876,str('intersection'),0.045,True
Completed,0.04,2010,2045,409,0.269,0.772,str('intersection'),0.027,False
Completed,0.06,3810,3440,2118,0.172,0.714,str('kl'),0.081,False
Completed,0.06,2623,741,4159,0.783,0.059,str('intersection'),0.034,True
Completed,0.06,3024,1069,1245,0.229,0.407,str('kl'),0.05,False
Completed,0.06,2742,3190,2642,0.85,0.819,str('intersection'),0.1,True
Completed,0.06,1966,4650,1389,0.334,0.107,str('intersection'),0.063,False
Completed,0.06,4754,1538,2428,0.944,0.529,str('kl'),0.039,False
Completed,0.06,2236,4283,3843,0.074,0.245,str('intersection'),0.088,True
Completed,0.04,2109,2931,90,0.62,0.953,str('intersection'),0.074,False
Completed,0.06,3085,168,179,0.814,0.749,str('intersection'),0.084,True
Completed,0.06,7317,3075,3470,0.203,0.025,str('kl'),0.043,False
Completed,0.06,2169,1365,3929,0.363,0.459,str('intersection'),0.075,False
Completed,0.06,2394,2200,1458,0.11,0.315,str('intersection'),0.095,True
Completed,0.06,11478,4481,4729,0.971,0.911,str('kl'),0.054,False
Completed,0.05,8100,3285,981,0.457,0.14,str('kl'),0.017,True
Completed,0.06,8240,305,3786,0.638,0.97,str('kl'),0.096,False
Completed,0.05,2018,98,2283,0.057,0.043,str('intersection'),0.021,False
Completed,0.06,1960,4303,244,0.381,0.476,str('kl'),0.098,False
Completed,0.06,2384,1440,3534,0.508,0.75,str('intersection'),0.051,True
Completed,0.06,1883,2441,1083,0.769,0.897,str('intersection'),0.032,False
Completed,0.06,9236,4552,2810,0.151,0.36,str('kl'),0.073,True
Completed,0.06,3020,3209,1562,0.664,0.588,str('kl'),0.086,False
Completed,0.05,2280,971,4833,0.287,0.185,str('intersection'),0.04,True
Completed,0.06,2666,682,553,0.731,0.283,str('kl'),0.045,False
Completed,0.06,2158,3576,3218,0.344,0.943,str('intersection'),0.094,True
Completed,0.05,1998,4890,1965,0.829,0.231,str('intersection'),0.057,False
Completed,0.06,4713,1776,1871,0.438,0.653,str('kl'),0.034,False
Completed,0.06,2383,4045,4516,0.576,0.122,str('intersection'),0.083,True
Completed,0.06,1810,2546,763,0.123,0.829,str('intersection'),0.068,False
Completed,0.04,2374,326,1707,0.561,0.168,str('intersection'),0.015,False
Completed,0.06,2179,3908,937,0.877,0.351,str('kl'),0.092,False
Completed,0.05,2102,547,2870,0.125,0.285,str('intersection'),0.012,False
Completed,0.06,3369,563,833,0.318,0.623,str('intersection'),0.079,True
Completed,0.06,6028,2681,2855,0.695,0.151,str('kl'),0.038,False
Completed,0.06,7659,3838,1606,0.244,0.924,str('kl'),0.023,True
Completed,0.06,1993,1593,4584,0.863,0.333,str('intersection'),0.069,False
Completed,0.06,2824,1968,2054,0.602,0.441,str('intersection'),0.09,True
Completed,0.06,9230,4712,4094,0.474,0.785,str('kl'),0.049,False
Completed,0.06,13665,3681,346,0.957,0.015,str('kl'),0.012,True
Completed,0.06,1741,811,3305,0.089,0.728,str('intersection'),0.058,False
Completed,0.06,7784,1150,1299,0.892,0.864,str('kl'),0.077,True
Completed,0.06,1823,3421,4902,0.029,0.393,str('intersection'),0.028,False
Completed,0.06,2428,4422,1149,0.545,0.68,str('intersection'),0.042,True
Completed,0.06,4792,2336,2545,0.407,0.094,str('kl'),0.085,False
Completed,0.06,2855,1307,41,0.185,0.197,str('kl'),0.066,True
Completed,0.06,1867,4203,3623,0.797,0.546,str('intersection'),0.017,False
Completed,0.06,2173,3016,2370,0.251,0.256,str('intersection'),0.053,True
Completed,0.06,4352,2848,2270,0.639,0.393,str('kl'),0.04,False
Completed,0.06,3409,82,3998,0.254,0.865,str('intersection'),0.087,True
Completed,0.06,1890,3021,3775,0.058,0.587,str('intersection'),0.077,False
Completed,0.08,2904,4217,22,0.511,0.364,str('intersection'),0.085,True
Completed,0.06,8098,1291,3624,0.381,0.894,str('kl'),0.041,False
Completed,0.06,6943,2332,1139,0.152,0.753,str('kl'),0.016,True
Completed,0.06,1736,4428,2554,0.773,0.473,str('intersection'),0.066,False
Completed,0.05,2169,3436,1300,0.288,0.701,str('intersection'),0.096,True
Completed,0.06,12073,1136,4884,0.667,0.041,str('kl'),0.053,False
Completed,0.04,2534,807,340,0.348,0.427,str('intersection'),0.038,True
Completed,0.06,8016,3687,3319,0.733,0.83,str('kl'),0.079,False
Completed,0.06,5183,4727,2070,0.219,0.118,str('kl'),0.069,True
Completed,0.06,2038,1954,4091,0.83,0.655,str('intersection'),0.023,False
Completed,0.06,2718,1588,1619,0.576,0.508,str('intersection'),0.049,True
Completed,0.06,10896,3843,4577,0.441,0.235,str('kl'),0.09,False
Completed,0.05,8560,2695,829,0.986,0.942,str('kl'),0.058,True
Completed,0.06,2818,4953,396,0.91,0.669,str('kl'),0.045,False
Completed,0.05,2336,2040,3373,0.041,0.073,str('intersection'),0.092,True
Completed,0.06,1955,1820,921,0.303,0.217,str('intersection'),0.067,False
Completed,0.06,4361,2610,1713,0.135,0.267,str('kl'),0.034,False
Completed,0.06,2534,321,4672,0.754,0.991,str('intersection'),0.08,True
Completed,0.06,2049,458,782,0.699,0.728,str('kl'),0.094,False
Completed,0.05,3177,2551,3116,0.319,0.015,str('intersection'),0.045,True
Completed,0.06,2602,4060,1862,0.866,0.788,str('intersection'),0.013,False
Completed,0.06,3557,2177,1964,0.475,0.335,str('kl'),0.083,False
Completed,0.06,2957,4895,4316,0.604,0.922,str('intersection'),0.034,True
Completed,0.04,2191,3591,563,0.089,0.151,str('intersection'),0.024,False
Completed,0.05,1736,967,1546,0.032,0.969,str('intersection'),0.062,False
Completed,0.06,3411,4567,1088,0.409,0.543,str('kl'),0.051,False
Completed,0.06,2406,2427,2797,0.545,0.199,str('intersection'),0.098,True
Completed,0.06,2149,1435,248,0.799,0.092,str('intersection'),0.073,False
Completed,0.06,13464,4308,3518,0.188,0.683,str('kl'),0.032,True
Completed,0.06,4122,4853,2208,0.006,0.99,str('kl'),0.075,False
Completed,0.06,2791,2141,3916,0.882,0.268,str('intersection'),0.028,True
Completed,0.07,1985,1735,1482,0.645,0.381,str('intersection'),0.055,False
Completed,0.06,3071,2508,1006,0.789,0.074,str('kl'),0.063,False
Completed,0.06,2206,422,2735,0.163,0.668,str('intersection'),0.017,True
Completed,0.06,4605,364,1313,0.355,0.923,str('kl'),0.028,False
Completed,0.06,2629,2646,4916,0.726,0.334,str('intersection'),0.077,True
Completed,0.06,1712,3949,1165,0.21,0.621,str('intersection'),0.085,False
Completed,0.06,2491,4989,3597,0.448,0.729,str('intersection'),0.066,True
Completed,0.06,2120,3480,2346,0.994,0.44,str('intersection'),0.096,False
Completed,0.06,13568,778,3763,0.116,0.787,str('kl'),0.052,True
Completed,0.06,2830,2407,1407,0.969,0.459,str('kl'),0.088,False
Completed,0.06,2232,4664,4990,0.107,0.798,str('intersection'),0.039,True
Completed,0.06,2127,3194,1237,0.591,0.027,str('intersection'),0.03,False
Completed,0.06,14029,1064,2653,0.453,0.746,str('kl'),0.074,True
Completed,0.06,1907,726,2122,0.523,0.844,str('intersection'),0.056,False
Completed,0.06,8063,855,3699,0.763,0.488,str('kl'),0.073,False
Completed,0.05,2280,1112,1681,0.194,0.11,str('intersection'),0.056,True
Completed,0.05,3738,4383,914,0.369,0.409,str('kl'),0.046,True
Completed,0.06,2210,2299,2935,0.739,0.817,str('intersection'),0.092,False
Completed,0.06,3080,1268,422,0.976,0.955,str('intersection'),0.067,True
Completed,0.06,7974,4162,3380,0.1,0.302,str('kl'),0.026,False
Completed,0.06,11207,2976,2134,0.582,0.531,str('kl'),0.035,True
Completed,0.05,2418,267,4175,0.462,0.243,str('intersection'),0.081,False
Completed,0.06,8819,133,1889,0.856,0.797,str('kl'),0.022,False
Completed,0.05,2124,2875,4223,0.22,0.46,str('intersection'),0.071,True
Completed,0.06,2105,4345,473,0.705,0.747,str('intersection'),0.079,False
Completed,0.05,9514,1476,3137,0.341,0.026,str('kl'),0.036,True
Completed,0.05,6614,2477,688,0.063,0.139,str('kl'),0.011,False
Completed,0.06,2823,4595,3041,0.95,0.604,str('intersection'),0.06,True
Completed,0.06,1909,3252,1790,0.496,0.314,str('intersection'),0.091,False
Completed,0.04,2442,642,163,0.431,0.558,str('intersection'),0.044,False
Completed,0.06,7865,1116,3586,0.72,0.709,str('kl'),0.043,False
Completed,0.06,2242,830,1814,0.291,0.823,str('intersection'),0.048,True
Completed,0.06,10420,3741,4460,0.663,0.419,str('kl'),0.091,False
Completed,0.06,2986,4742,712,0.147,0.633,str('kl'),0.06,True
Completed,0.04,1990,2016,3065,0.776,0.095,str('intersection'),0.01,False
Completed,0.06,2829,1612,614,0.507,0.242,str('intersection'),0.036,True
Completed,0.06,7118,3898,3279,0.386,0.516,str('kl'),0.08,False
Completed,0.06,12722,2711,2030,0.933,0.308,str('kl'),0.071,True
Completed,0.06,1859,611,4365,0.054,0.965,str('intersection'),0.021,False
Completed,0.06,4920,605,1229,0.517,0.348,str('kl'),0.1,True
Completed,0.06,1825,2715,2626,0.403,0.878,str('intersection'),0.051,False
Completed,0.05,3259,3873,1375,0.918,0.166,str('intersection'),0.019,True
Completed,0.06,12787,1635,4977,0.032,0.577,str('kl'),0.062,False
Completed,0.06,6783,2012,2451,0.31,0.712,str('kl'),0.088,True
Completed,0.05,2009,4747,3866,0.673,0.062,str('intersection'),0.039,False
Completed,0.06,2896,3717,116,0.126,0.769,str('intersection'),0.03,True
Completed,0.06,11383,1741,3326,0.176,0.811,str('kl'),0.066,True
Completed,0.06,2169,2116,822,0.422,0.914,str('kl'),0.093,False
Completed,0.06,2504,4877,2842,0.534,0.328,str('intersection'),0.046,True
Completed,0.05,1878,3534,1589,0.02,0.599,str('intersection'),0.014,False
Completed,0.04,2444,982,52,0.086,0.28,str('intersection'),0.074,False
Completed,0.06,4642,4589,2387,0.479,0.207,str('kl'),0.039,False
Completed,0.06,2598,2482,3802,0.601,0.552,str('intersection'),0.088,True
Completed,0.06,1772,1452,1273,0.87,0.659,str('intersection'),0.063,False
Completed,0.06,2944,2871,1127,0.694,0.857,str('kl'),0.05,False
Completed,0.06,2148,138,2524,0.323,0.385,str('intersection'),0.099,True
Completed,0.04,3274,3001,2750,0.114,0.163,str('intersection'),0.064,False
Completed,0.06,2307,4158,1496,0.565,0.886,str('intersection'),0.095,True
Completed,0.06,11712,1273,4767,0.453,0.355,str('kl'),0.054,False
Completed,0.06,8646,2274,2340,0.207,0.496,str('kl'),0.029,True
Completed,0.06,1722,4407,4047,0.841,0.777,str('intersection'),0.076,False
Completed,0.13,2287,3376,295,0.359,0.049,str('intersection'),0.084,True
Completed,0.06,1700,223,4940,0.549,0.839,str('intersection'),0.027,False
Completed,0.06,2694,1,1446,0.131,0.146,str('kl'),0.087,False
Completed,0.06,2604,2929,4717,0.758,0.612,str('intersection'),0.041,True
Completed,0.05,2076,4233,964,0.306,0.338,str('intersection'),0.032,False
Completed,0.05,1925,2345,206,0.914,0.79,str('kl'),0.098,False
Completed,0.06,2131,4648,3496,0.038,0.452,str('intersection'),0.052,True
Completed,0.07,1745,3140,2243,0.52,0.723,str('intersection'),0.02,False
Completed,0.05,2062,745,647,0.58,0.406,str('intersection'),0.069,False
Completed,0.06,6808,4975,1752,0.981,0.081,str('kl'),0.033,False
Completed,0.05,2081,2097,4398,0.095,0.677,str('intersection'),0.082,True
Completed,0.06,1764,1838,1927,0.372,0.533,str('intersection'),0.058,False
Completed,0.06,2364,2630,512,0.189,0.983,str('kl'),0.044,False
Completed,0.06,2764,378,3178,0.825,0.259,str('intersection'),0.093,True
Completed,0.06,4072,398,2080,0.627,0.022,str('kl'),0.082,False
Completed,0.06,2090,2533,4121,0.265,0.736,str('intersection'),0.035,True
Completed,0.05,2308,4003,368,0.81,0.462,str('intersection'),0.026,False
Completed,0.06,3202,3825,4419,0.984,0.367,str('intersection'),0.064,True
Completed,0.06,1934,2785,666,0.44,0.591,str('intersection'),0.095,False
Completed,0.05,8122,473,464,0.494,0.687,str('kl'),0.013,True
Completed,0.05,2126,2769,3423,0.614,0.04,str('intersection'),0.059,False
Completed,0.06,2127,3761,2170,0.069,0.762,str('intersection'),0.089,True
Completed,0.06,9890,1670,4210,0.945,0.479,str('kl'),0.048,False
Completed,0.05,1848,4801,4624,0.337,0.9,str('intersection'),0.07,False
Completed,0.06,2947,3605,871,0.851,0.173,str('intersection'),0.078,True
Completed,0.06,5980,889,2893,0.225,0.586,str('kl'),0.037,False
Completed,0.06,2857,1215,2488,0.794,0.948,str('intersection'),0.053,True
Completed,0.06,8752,3357,3904,0.157,0.294,str('kl'),0.097,False
Completed,0.06,3050,4505,156,0.641,0.507,str('kl'),0.065,True
Completed,0.05,2354,2255,3739,0.278,0.221,str('intersection'),0.016,False
Completed,0.07,2386,1370,1190,0.002,0.117,str('intersection'),0.042,True
Completed,0.06,5210,4138,2585,0.887,0.641,str('kl'),0.085,False
Completed,0.06,4854,3098,1337,0.434,0.433,str('kl'),0.077,True
Completed,0.06,5437,2408,2643,0.03,0.331,str('kl'),0.056,False
Completed,0.05,2594,1525,99,0.252,0.442,str('kl'),0.08,True
Completed,0.06,1744,4297,3681,0.637,0.784,str('intersection'),0.034,False
Completed,0.06,2295,2945,2428,0.185,0.011,str('intersection'),0.027,True
Completed,0.06,8974,65,3844,0.797,0.732,str('kl'),0.067,False
Completed,0.05,2120,160,2224,0.38,0.288,str('intersection'),0.036,False
Completed,0.06,2043,4075,186,0.056,0.231,str('kl'),0.072,False
Completed,0.06,2723,1357,3475,0.927,0.512,str('intersection'),0.023,True
Completed,0.05,1946,2191,985,0.665,0.652,str('intersection'),0.047,False
Completed,0.06,8532,4489,2712,0.286,0.122,str('kl'),0.09,True
Completed,0.06,3066,3293,1464,0.77,0.834,str('kl'),0.06,False
Completed,0.06,2146,1200,4735,0.149,0.423,str('intersection'),0.011,True
Completed,0.05,3505,903,493,0.828,0.045,str('kl'),0.029,False
Completed,0.06,2123,3668,3160,0.217,0.698,str('intersection'),0.075,True
Completed,0.06,1765,4815,1906,0.73,0.469,str('intersection'),0.084,False
Completed,0.06,7284,1685,1773,0.123,0.89,str('kl'),0.018,False
Completed,0.06,6893,2171,3219,0.526,0.455,str('kl'),0.062,False
Completed,0.06,4218,1765,773,0.756,0.319,str('kl'),0.087,True
Completed,0.06,1911,4056,3125,0.137,0.908,str('intersection'),0.04,False
Completed,0.06,3073,2557,1872,0.682,0.134,str('intersection'),0.032,True
Completed,0.06,10913,452,4518,0.304,0.609,str('kl'),0.073,False
Completed,0.06,2203,315,930,0.243,0.861,str('intersection'),0.062,True
Completed,0.06,9944,2616,2952,0.864,0.396,str('kl'),0.019,False
Completed,0.06,5081,3920,1704,0.317,0.687,str('kl'),0.05,True
Completed,0.05,1811,1824,4681,0.696,0.088,str('intersection'),0.099,False
Completed,0.06,2822,2034,2113,0.958,0.203,str('intersection'),0.074,True
Completed,0.06,9755,4959,4153,0.087,0.54,str('kl'),0.03,False
Completed,0.06,3925,3450,405,0.603,0.253,str('kl'),0.039,True
Completed,0.06,1854,730,3364,0.474,0.973,str('intersection'),0.088,False
Completed,0.06,4870,1055,1397,0.544,0.619,str('kl'),0.092,True
Completed,0.07,1846,3203,5000,0.408,0.155,str('intersection'),0.045,False
Completed,0.06,3834,4663,1247,0.89,0.926,str('intersection'),0.016,True
Completed,0.06,3755,3688,2060,0.268,0.96,str('kl'),0.066,False
Completed,0.06,2600,806,4101,0.655,0.297,str('intersection'),0.016,True
Completed,0.06,5043,1142,1148,0.336,0.169,str('kl'),0.023,False
Completed,0.06,2598,3430,2545,0.713,0.574,str('intersection'),0.069,True
Completed,0.06,1815,4431,1291,0.23,0.345,str('intersection'),0.079,False
