Status,ACCURACY,RUNTIME,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
Completed,0.55,1,1691,4168,0.062,0.451,str('kl'),0.022,True
Completed,0.55,1,3202,1087,0.634,0.986,str('intersection'),0.061,False
Completed,0.55,1,3928,3336,0.272,0.021,str('intersection'),0.099,True
Completed,0.55,1,1180,1411,0.907,0.543,str('kl'),0.039,False
Completed,0.55,1,758,4779,0.345,0.881,str('intersection'),0.054,True
Completed,0.55,3,4136,438,0.959,0.431,str('kl'),0.083,False
Completed,0.55,1,3619,2716,0.072,0.593,str('kl'),0.067,True
Completed,0.55,1,1489,2070,0.749,0.095,str('intersection'),0.015,False
Completed,0.55,1,2307,3660,0.829,0.21,str('intersection'),0.036,True
Completed,0.55,1,2567,1752,0.475,0.727,str('kl'),0.09,False
Completed,0.55,1,4562,3848,0.618,0.266,str('kl'),0.063,True
Completed,0.55,1,566,745,0.203,0.797,str('intersection'),0.03,False
Completed,0.55,1,444,3993,0.997,0.036,str('kl'),0.092,False
Completed,0.55,1,4449,912,0.322,0.528,str('intersection'),0.035,True
Completed,0.55,1,2680,3512,0.709,0.495,str('intersection'),0.029,False
Completed,0.55,1,2428,1588,0.096,0.942,str('kl'),0.065,True
Completed,0.55,1,1375,2571,0.453,0.862,str('kl'),0.088,False
Completed,0.55,1,3499,1903,0.867,0.325,str('intersection'),0.051,True
Completed,0.55,1,4257,4926,0.227,0.666,str('intersection'),0.011,False
Completed,0.55,2,871,602,0.578,0.147,str('kl'),0.072,True
Completed,0.55,1,1059,3171,0.142,0.306,str('intersection'),0.055,False
Completed,0.55,1,3815,1264,0.538,0.757,str('kl'),0.026,True
Completed,0.55,1,3316,4336,0.431,0.221,str('kl'),0.043,False
Completed,0.55,1,1813,1232,0.764,0.717,str('intersection'),0.095,True
Completed,0.55,1,2011,4643,0.657,0.602,str('intersection'),0.074,False
Completed,0.55,4,2883,302,0.024,0.087,str('kl'),0.019,True
Completed,0.55,1,4871,2853,0.883,0.923,str('kl'),0.047,False
Completed,0.55,1,237,2207,0.312,0.39,str('intersection'),0.079,True
Completed,0.55,1,231,4407,0.08,0.135,str('kl'),0.097,False
Completed,0.55,3,4976,68,0.725,0.679,str('intersection'),0.042,True
Completed,0.55,1,2897,3091,0.369,0.33,str('intersection'),0.025,False
Completed,0.55,1,1899,2438,0.951,0.858,str('kl'),0.057,True
Completed,0.55,1,1780,3407,0.595,0.961,str('kl'),0.078,False
Completed,0.55,1,3406,1497,0.211,0.476,str('intersection'),0.049,True
Completed,0.55,1,3840,4098,0.82,0.502,str('intersection'),0.021,False
Completed,0.55,1,976,1002,0.499,0.062,str('kl'),0.073,True
Completed,0.55,1,846,2807,0.81,0.394,str('intersection'),0.065,False
Completed,0.55,1,4340,2137,0.385,0.917,str('kl'),0.027,True
Completed,0.55,1,3531,4689,0.521,0.073,str('kl'),0.033,False
Completed,0.55,1,1284,372,0.159,0.614,str('intersection'),0.093,True
Completed,0.55,1,2414,3757,0.266,0.69,str('intersection'),0.069,False
Completed,0.55,16,2792,678,0.929,0.247,str('kl'),0.011,True
Completed,0.55,1,4456,3750,0.04,0.775,str('kl'),0.051,False
Completed,0.55,1,340,1818,0.641,0.287,str('intersection'),0.086,True
Completed,0.55,1,532,3583,0.407,0.553,str('kl'),0.014,True
Completed,0.55,1,4655,1673,0.772,0.01,str('intersection'),0.069,False
Completed,0.55,1,2593,3922,0.134,0.982,str('intersection'),0.085,True
Completed,0.55,1,2222,826,0.561,0.453,str('kl'),0.053,False
Completed,0.55,1,1484,4856,0.891,0.35,str('kl'),0.032,True
Completed,0.55,1,3723,518,0.288,0.836,str('intersection'),0.062,False
Completed,0.55,1,4149,2642,0.681,0.187,str('intersection'),0.09,True
Completed,0.55,1,647,1989,0.015,0.625,str('kl'),0.038,False
Completed,0.55,1,1167,4246,0.702,0.794,str('intersection'),0.044,True
Completed,0.55,1,4039,1167,0.118,0.269,str('kl'),0.082,False
Completed,0.55,1,3208,3262,0.975,0.739,str('kl'),0.077,True
Completed,0.55,1,1588,1331,0.329,0.2,str('intersection'),0.016,False
Completed,0.55,1,2098,2943,0.249,0.124,str('intersection'),0.04,True
Completed,0.55,1,3088,2273,0.572,0.565,str('kl'),0.097,False
Completed,0.55,1,4784,4551,0.459,0.411,str('kl'),0.058,True
Completed,0.55,2,31,235,0.845,0.901,str('intersection'),0.023,False
Completed,0.55,1,18,3629,0.221,0.462,str('kl'),0.087,True
Completed,0.55,1,4798,1782,0.584,0.974,str('intersection'),0.052,False
Completed,0.55,1,3114,3876,0.447,0.001,str('intersection'),0.013,True
Completed,0.55,1,2072,716,0.873,0.562,str('kl'),0.07,False
Completed,0.55,1,1567,4810,0.704,0.634,str('kl'),0.094,True
Completed,0.55,1,3228,408,0.101,0.179,str('intersection'),0.033,False
Completed,0.55,1,4057,2689,0.992,0.828,str('intersection'),0.028,True
Completed,0.55,1,1149,2099,0.328,0.359,str('kl'),0.066,False
Completed,0.55,1,634,4219,0.888,0.191,str('intersection'),0.072,True
Completed,0.55,1,4162,1037,0.307,0.747,str('kl'),0.021,False
Completed,0.55,1,3748,3289,0.662,0.278,str('kl'),0.048,True
Completed,0.55,1,1458,1460,0.018,0.785,str('intersection'),0.078,False
Completed,0.55,1,2202,2970,0.437,0.893,str('intersection'),0.057,True
Completed,0.55,1,2614,2403,0.758,0.42,str('kl'),0.025,False
Completed,0.55,1,4673,4525,0.149,0.574,str('kl'),0.041,True
Completed,0.55,2,514,105,0.532,0.115,str('intersection'),0.096,False
Completed,0.55,1,314,4673,0.267,0.851,str('kl'),0.024,False
Completed,0.55,4,4481,270,0.912,0.337,str('intersection'),0.059,True
Completed,0.55,1,2805,2825,0.056,0.686,str('intersection'),0.098,False
Completed,0.55,1,2401,2235,0.639,0.128,str('kl'),0.04,True
Completed,0.55,1,1266,3141,0.782,0.055,str('kl'),0.017,False
Completed,0.55,1,3550,1295,0.397,0.509,str('intersection'),0.077,True
Completed,0.55,1,4361,4364,0.509,0.483,str('intersection'),0.083,False
Completed,0.55,1,826,1205,0.187,0.954,str('kl'),0.045,True
Completed,0.55,1,950,2522,0.624,0.621,str('intersection'),0.037,False
Completed,0.55,1,3866,1954,0.196,0.066,str('kl'),0.089,True
Completed,0.55,1,3420,4974,0.835,0.91,str('kl'),0.061,False
Completed,0.55,1,1767,555,0.469,0.401,str('intersection'),0.032,True
Completed,0.55,1,1881,4043,0.077,0.293,str('intersection'),0.052,False
Completed,0.55,1,2915,861,0.744,0.768,str('kl'),0.085,True
Completed,0.55,1,4996,3464,0.35,0.24,str('kl'),0.068,False
Completed,0.55,1,210,1635,0.954,0.697,str('intersection'),0.013,True
Completed,0.55,1,263,3805,0.687,0.949,str('kl'),0.031,False
Completed,0.55,1,4846,631,0.009,0.488,str('intersection'),0.063,True
Completed,0.55,1,2870,3700,0.897,0.521,str('intersection'),0.091,False
Completed,0.55,1,2024,1869,0.282,0.042,str('kl'),0.036,True
Completed,0.55,1,1831,2759,0.14,0.153,str('kl'),0.015,False
Completed,0.55,1,3297,2184,0.556,0.659,str('intersection'),0.067,True
Completed,0.55,1,3794,4738,0.413,0.318,str('intersection'),0.084,False
Completed,0.55,5,1080,321,0.767,0.869,str('kl'),0.055,True
Completed,0.55,1,897,3379,0.454,0.71,str('intersection'),0.038,False
Completed,0.55,1,4231,1525,0.85,0.228,str('kl'),0.099,True
Completed,0.55,1,3485,4128,0.243,0.764,str('kl'),0.059,False
Completed,0.55,1,1389,971,0.577,0.299,str('intersection'),0.022,True
Completed,0.55,1,2447,4435,0.969,0.383,str('intersection'),0.045,False
Completed,0.55,3,2662,40,0.335,0.93,str('kl'),0.081,True
Completed,0.55,1,4429,3061,0.696,0.093,str('kl'),0.075,False
Completed,0.55,1,465,2469,0.125,0.595,str('intersection'),0.017,True
Completed,0.55,1,579,2896,0.826,0.362,str('kl'),0.08,True
Completed,0.55,1,4549,2321,0.494,0.825,str('intersection'),0.047,False
Completed,0.55,1,2541,4602,0.6,0.168,str('intersection'),0.02,True
Completed,0.55,2,2333,185,0.205,0.645,str('kl'),0.074,False
Completed,0.55,1,1510,4293,0.375,0.534,str('kl'),0.096,True
Completed,0.55,1,3599,1118,0.945,0.03,str('intersection'),0.043,False
Completed,0.55,1,4118,3212,0.087,0.995,str('intersection'),0.027,True
Completed,0.55,1,776,1380,0.718,0.442,str('kl'),0.056,False
Completed,0.55,1,1194,4884,0.033,0.104,str('intersection'),0.071,True
Completed,0.55,4,3915,489,0.647,0.584,str('kl'),0.011,False
Completed,0.55,1,3177,2611,0.26,0.422,str('kl'),0.05,True
Completed,0.55,1,1717,2019,0.936,0.889,str('intersection'),0.088,False
Completed,0.55,1,2145,3555,0.516,0.805,str('intersection'),0.064,True
Completed,0.55,1,2983,1701,0.164,0.257,str('kl'),0.029,False
Completed,0.55,1,4732,3953,0.805,0.719,str('kl'),0.034,True
Completed,0.55,1,142,796,0.39,0.219,str('intersection'),0.092,False
Completed,0.55,1,83,4722,0.751,0.59,str('intersection'),0.057,False
Completed,0.55,4,4713,378,0.428,0.099,str('kl'),0.025,True
Completed,0.55,1,3042,2776,0.541,0.877,str('kl'),0.042,False
Completed,0.55,1,2164,2128,0.155,0.436,str('intersection'),0.097,True
Completed,0.55,1,1659,3717,0.301,0.262,str('intersection'),0.073,False
Completed,0.55,1,3156,1812,0.879,0.801,str('kl'),0.021,True
Completed,0.55,1,3973,3788,0.028,0.207,str('kl'),0.049,False
Completed,0.55,1,1213,687,0.668,0.732,str('intersection'),0.079,True
Completed,0.55,1,718,3117,0.108,0.812,str('kl'),0.093,False
Completed,0.55,1,4097,2451,0.713,0.374,str('intersection'),0.033,True
Completed,0.55,1,3657,4378,0.318,0.649,str('intersection'),0.027,False
Completed,0.55,9,1529,57,0.986,0.163,str('kl'),0.065,True
Completed,0.55,1,2274,4073,0.591,0.017,str('kl'),0.086,False
Completed,0.55,1,2522,988,0.23,0.546,str('intersection'),0.051,True
Completed,0.55,1,4609,3436,0.863,0.446,str('intersection'),0.012,False
Completed,0.55,1,598,1509,0.441,0.989,str('kl'),0.069,True
Completed,0.55,1,406,3268,0.738,0.224,str('intersection'),0.053,True
Completed,0.55,1,4409,1363,0.068,0.713,str('kl'),0.086,False
Completed,0.55,1,2721,4238,0.963,0.309,str('kl'),0.068,True
Completed,0.55,1,2465,1136,0.356,0.753,str('intersection'),0.014,False
Completed,0.55,1,1331,4546,0.19,0.926,str('intersection'),0.038,True
Completed,0.55,2,3465,202,0.615,0.385,str('kl'),0.09,False
Completed,0.55,1,4289,2951,0.479,0.605,str('kl'),0.061,True
Completed,0.55,1,917,2303,0.841,0.082,str('intersection'),0.032,False
Completed,0.55,1,1022,3935,0.403,0.499,str('kl'),0.016,True
Completed,0.55,1,3774,851,0.791,0.938,str('intersection'),0.076,False
Completed,0.55,1,3356,3572,0.177,0.04,str('intersection'),0.082,True
Completed,0.55,1,1851,1645,0.503,0.524,str('kl'),0.044,False
Completed,0.55,1,1965,2629,0.919,0.67,str('kl'),0.023,True
Completed,0.55,1,2851,1964,0.276,0.143,str('intersection'),0.058,False
Completed,0.55,1,4905,4867,0.63,0.866,str('intersection'),0.098,True
Completed,0.55,1,281,545,0.05,0.321,str('kl'),0.04,False
Completed,0.55,1,191,2710,0.341,0.078,str('intersection'),0.046,True
Completed,0.55,1,4938,2038,0.979,0.611,str('kl'),0.082,False
Completed,0.55,1,2934,4787,0.115,0.398,str('kl'),0.076,True
Completed,0.55,2,1940,468,0.69,0.914,str('intersection'),0.018,False
Completed,0.55,1,1746,3854,0.856,0.779,str('intersection'),0.039,True
Completed,0.55,1,3362,777,0.464,0.283,str('kl'),0.1,False
Completed,0.55,1,3886,3652,0.567,0.695,str('kl'),0.06,True
Completed,0.55,1,1008,1722,0.238,0.243,str('intersection'),0.022,False
Completed,0.55,1,805,4465,0.551,0.334,str('kl'),0.015,True
Completed,0.55,2,4303,128,0.13,0.853,str('intersection'),0.066,False
Completed,0.55,1,3569,3032,0.777,0.138,str('intersection'),0.084,True
Completed,0.55,1,1324,2381,0.418,0.675,str('kl'),0.054,False
Completed,0.55,1,2382,3349,0.003,0.505,str('kl'),0.03,True
Completed,0.55,1,2746,1437,0.677,0.058,str('intersection'),0.062,False
Completed,0.55,1,4500,4157,0.292,0.964,str('intersection'),0.091,True
Completed,0.55,1,374,1059,0.903,0.472,str('kl'),0.036,False
Completed,0.55,1,494,4303,0.17,0.734,str('intersection'),0.064,False
Completed,0.55,1,4614,1226,0.526,0.203,str('kl'),0.03,True
Completed,0.55,1,2633,3202,0.38,0.79,str('kl'),0.035,False
Completed,0.55,1,2261,1272,0.799,0.272,str('intersection'),0.093,True
Completed,0.55,1,1437,2887,0.653,0.407,str('intersection'),0.071,False
Completed,0.55,1,3691,2214,0.043,0.905,str('kl'),0.011,True
Completed,0.55,1,4182,4612,0.925,0.119,str('kl'),0.05,False
Completed,0.55,2,692,293,0.254,0.568,str('intersection'),0.088,True
Completed,0.55,1,1128,3487,0.939,0.979,str('kl'),0.095,False
Completed,0.55,1,3999,1574,0.365,0.458,str('intersection'),0.042,True
Completed,0.55,1,3248,4021,0.728,0.549,str('intersection'),0.026,False
Completed,0.55,1,1626,923,0.092,0.014,str('kl'),0.055,True
Completed,0.55,1,2053,4952,0.488,0.184,str('kl'),0.079,False
Completed,0.55,1,3055,616,0.816,0.629,str('intersection'),0.047,True
Completed,0.55,1,4816,2543,0.215,0.347,str('intersection'),0.019,False
Completed,0.55,1,77,1892,0.605,0.841,str('kl'),0.074,True
Completed,0.55,1,65,2553,0.977,0.245,str('kl'),0.043,False
Completed,0.55,1,4809,1883,0.342,0.692,str('intersection'),0.095,True
Completed,0.55,1,3062,4943,0.689,0.285,str('intersection'),0.055,False
Completed,0.55,2,2066,626,0.116,0.777,str('kl'),0.026,True
Completed,0.55,1,1633,4011,0.461,0.915,str('kl'),0.047,False
Completed,0.55,1,3261,932,0.858,0.396,str('intersection'),0.08,True
Completed,0.55,1,3987,3496,0.235,0.612,str('intersection'),0.073,False
Completed,0.55,1,1122,1564,0.57,0.075,str('kl'),0.019,True
Completed,0.55,1,699,4621,0.132,0.471,str('intersection'),0.029,False
Completed,0.55,3,4195,282,0.548,0.967,str('kl'),0.064,True
Completed,0.55,1,3678,2876,0.421,0.056,str('kl'),0.093,False
Completed,0.55,1,1430,2223,0.774,0.508,str('intersection'),0.035,True
Completed,0.55,1,2248,3193,0.679,0.673,str('intersection'),0.011,False
Completed,0.55,1,2625,1283,0.002,0.14,str('kl'),0.071,True
Completed,0.55,1,4621,4313,0.905,0.852,str('kl'),0.089,False
Completed,0.55,1,507,1217,0.29,0.336,str('intersection'),0.05,True
Completed,0.55,1,386,4149,0.523,0.567,str('kl'),0.066,True
Completed,0.55,1,4508,1069,0.172,0.122,str('intersection'),0.015,False
Completed,0.55,1,2739,3360,0.796,0.903,str('intersection'),0.054,True
Completed,0.55,1,2370,1428,0.383,0.409,str('kl'),0.084,False
Completed,0.55,1,1317,3040,0.041,0.271,str('kl'),0.062,True
Completed,0.55,1,3558,2371,0.654,0.792,str('intersection'),0.03,False
Completed,0.55,1,4315,4454,0.252,0.202,str('intersection'),0.035,True
Completed,0.55,2,813,138,0.927,0.737,str('kl'),0.091,False
Completed,0.55,1,1000,3641,0.367,0.842,str('intersection'),0.081,True
Completed,0.55,1,3874,1731,0.937,0.344,str('kl'),0.046,False
Completed,0.55,1,3374,3863,0.094,0.631,str('kl'),0.018,True
Completed,0.55,1,1754,767,0.727,0.181,str('intersection'),0.076,False
Completed,0.55,1,1952,4798,0.819,0.016,str('intersection'),0.1,True
Completed,0.55,2,2942,459,0.486,0.547,str('kl'),0.039,False
Completed,0.55,1,4930,2701,0.608,0.459,str('kl'),0.022,True
Completed,0.55,1,178,2048,0.213,0.977,str('intersection'),0.06,False
Completed,0.55,1,289,4876,0.429,0.733,str('kl'),0.076,True
Completed,0.55,1,4917,535,0.75,0.204,str('intersection'),0.016,False
Completed,0.55,1,2838,2619,0.156,0.802,str('intersection'),0.044,True
Completed,0.55,1,1957,1973,0.54,0.26,str('kl'),0.082,False
Completed,0.55,1,1839,3563,0.881,0.437,str('kl'),0.058,True
Completed,0.55,1,3348,1655,0.299,0.875,str('intersection'),0.023,False
Completed,0.55,1,3782,3945,0.67,0.101,str('intersection'),0.04,True
Completed,0.55,1,1034,842,0.026,0.587,str('kl'),0.098,False
Completed,0.55,1,905,2962,0.711,0.988,str('intersection'),0.086,True
Completed,0.55,1,4282,2294,0.11,0.449,str('kl'),0.053,False
Completed,0.55,1,3473,4537,0.984,0.545,str('kl'),0.014,True
Completed,0.55,1,1343,212,0.32,0.019,str('intersection'),0.069,False
Completed,0.55,1,2473,4227,0.229,0.162,str('intersection'),0.09,True
Completed,0.55,1,2733,1145,0.592,0.652,str('kl'),0.037,False
Completed,0.55,1,4397,3277,0.439,0.373,str('kl'),0.032,True
Completed,0.55,1,399,1353,0.865,0.814,str('intersection'),0.062,False
Completed,0.55,1,590,3425,0.07,0.081,str('kl'),0.033,False
Completed,0.55,1,4596,1518,0.735,0.608,str('intersection'),0.094,True
Completed,0.55,1,2535,4082,0.358,0.384,str('intersection'),0.065,False
Completed,0.55,2,2281,978,0.961,0.928,str('kl'),0.027,True
Completed,0.55,1,1542,4388,0.616,0.751,str('kl'),0.051,False
Completed,0.57,3,3664,47,0.189,0.311,str('intersection'),0.087,True
Completed,0.55,1,4090,3107,0.842,0.711,str('intersection'),0.069,False
Completed,0.55,1,705,2462,0.477,0.227,str('kl'),0.012,True
Completed,0.55,1,1226,3779,0.79,0.323,str('intersection'),0.025,False
Completed,0.55,2,3980,697,0.405,0.864,str('kl'),0.057,True
Completed,0.55,1,3149,3727,0.502,0.145,str('kl'),0.097,False
Completed,0.55,1,1647,1802,0.178,0.668,str('intersection'),0.042,True
Completed,0.55,1,2157,2786,0.274,0.526,str('intersection'),0.021,False
Completed,0.55,1,3030,2118,0.921,0.037,str('kl'),0.073,True
Completed,0.55,1,4726,4712,0.048,0.94,str('kl'),0.079,False
Completed,0.55,2,90,388,0.632,0.497,str('intersection'),0.049,True
Completed,0.55,1,149,3962,0.011,0.867,str('intersection'),0.01,True
Completed,0.55,1,4744,785,0.684,0.321,str('kl'),0.071,False
Completed,0.55,1,2971,3545,0.285,0.658,str('kl'),0.088,True
Completed,0.55,1,2137,1710,0.895,0.156,str('intersection'),0.05,False
Completed,0.55,1,1705,2602,0.558,0.041,str('intersection'),0.029,True
Completed,0.55,1,3169,2029,0.138,0.523,str('kl'),0.064,False
Completed,0.55,1,3923,4894,0.768,0.486,str('kl'),0.092,True
Completed,0.55,1,1206,480,0.411,0.951,str('intersection'),0.034,False
Completed,0.55,1,764,3222,0.849,0.597,str('kl'),0.047,True
Completed,0.55,1,4110,1371,0.456,0.091,str('intersection'),0.08,False
Completed,0.55,1,3606,4284,0.576,0.931,str('intersection'),0.074,True
Completed,0.55,1,1522,1129,0.245,0.38,str('kl'),0.02,False
Completed,0.55,1,2340,4592,0.332,0.3,str('kl'),0.043,True
Completed,0.55,2,2553,194,0.972,0.761,str('intersection'),0.096,False
Completed,0.55,1,4537,2906,0.122,0.229,str('intersection'),0.056,True
Completed,0.55,1,571,2311,0.699,0.708,str('kl'),0.027,False
Completed,0.55,1,458,3050,0.496,0.444,str('intersection'),0.099,False
Completed,0.55,1,4416,2478,0.824,0.992,str('kl'),0.038,True
Completed,0.55,1,2674,4444,0.207,0.031,str('kl'),0.022,False
Completed,0.55,2,2454,30,0.598,0.531,str('intersection'),0.06,True
Completed,0.55,1,1401,4139,0.947,0.646,str('intersection'),0.081,False
Completed,0.55,1,3492,962,0.372,0.166,str('kl'),0.045,True
Completed,0.55,1,4224,3370,0.721,0.827,str('kl'),0.018,False
Completed,0.55,1,884,1535,0.084,0.36,str('intersection'),0.075,True
Completed,0.55,1,1092,4729,0.644,0.217,str('kl'),0.063,False
Completed,0.55,2,3801,332,0.036,0.721,str('intersection'),0.031,True
Completed,0.55,1,3290,2769,0.933,0.255,str('intersection'),0.036,False
Completed,0.55,1,1818,2175,0.262,0.808,str('kl'),0.091,True
Completed,0.55,1,2017,3710,0.162,0.888,str('kl'),0.067,False
Completed,0.55,1,2857,1858,0.518,0.425,str('intersection'),0.016,True
Completed,0.55,1,4858,3795,0.388,0.583,str('intersection'),0.054,False
Completed,0.55,3,270,640,0.806,0.106,str('kl'),0.084,True
Completed,0.55,1,197,3475,0.582,0.357,str('intersection'),0.089,False
Completed,0.55,1,4989,1626,0.223,0.83,str('kl'),0.037,True
Completed,0.55,1,2922,4034,0.871,0.177,str('kl'),0.032,False
Completed,0.55,1,1893,871,0.449,0.636,str('intersection'),0.061,True
Completed,0.55,1,1774,4964,0.1,0.56,str('intersection'),0.085,False
Completed,0.55,3,3432,564,0.705,0.003,str('kl'),0.052,True
Completed,0.55,1,3853,2531,0.326,0.972,str('kl'),0.013,False
Completed,0.55,1,943,1944,0.993,0.465,str('intersection'),0.068,True
Completed,0.55,1,833,4374,0.308,0.116,str('kl'),0.059,False
Completed,0.55,1,4374,1194,0.887,0.572,str('intersection'),0.024,True
Completed,0.55,1,3537,3131,0.02,0.421,str('intersection'),0.04,False
Completed,0.55,1,1259,1304,0.661,0.89,str('kl'),0.098,True
Completed,0.55,1,2388,2815,0.76,0.787,str('kl'),0.077,False
Completed,0.55,1,2798,2245,0.435,0.275,str('intersection'),0.017,True
Completed,0.55,1,4489,4683,0.534,0.749,str('intersection'),0.045,False
Completed,0.55,2,327,261,0.147,0.189,str('kl'),0.083,True
Completed,0.55,1,526,4516,0.911,0.955,str('intersection'),0.02,True
Completed,0.55,2,4680,116,0.268,0.481,str('kl'),0.072,False
Completed,0.55,1,2606,2980,0.638,0.51,str('kl'),0.078,True
Completed,0.55,1,2190,2393,0.058,0.053,str('intersection'),0.048,False
Completed,0.55,1,1450,3298,0.395,0.129,str('intersection'),0.024,True
Completed,0.55,1,3736,1449,0.784,0.684,str('kl'),0.056,False
Completed,0.55,1,4174,4209,0.185,0.339,str('kl'),0.096,True
Completed,0.55,1,641,1046,0.511,0.848,str('intersection'),0.041,False
Completed,0.55,1,1141,2678,0.198,0.696,str('kl'),0.052,True
Completed,0.55,1,4045,2108,0.622,0.242,str('intersection'),0.087,False
Completed,0.55,1,3240,4819,0.471,0.767,str('intersection'),0.07,True
Completed,0.55,5,1575,398,0.833,0.296,str('kl'),0.012,False
Completed,0.55,1,2085,3886,0.745,0.399,str('kl'),0.033,True
Completed,0.55,1,3122,707,0.076,0.913,str('intersection'),0.094,False
Completed,0.55,1,4790,3620,0.955,0.065,str('intersection'),0.066,True
Completed,0.55,1,6,1793,0.349,0.623,str('kl'),0.028,False
Completed,0.55,1,24,4562,0.722,0.06,str('intersection'),0.082,True
Completed,0.55,2,4772,226,0.083,0.503,str('kl'),0.044,False
Completed,0.55,1,3101,2934,0.949,0.474,str('kl'),0.016,True
Completed,0.55,1,2105,2284,0.371,0.962,str('intersection'),0.077,False
Completed,0.55,1,1601,3252,0.209,0.855,str('intersection'),0.097,True
Completed,0.55,1,3215,1339,0.596,0.332,str('kl'),0.04,False
Completed,0.55,1,4032,4255,0.498,0.677,str('kl'),0.023,True
Completed,0.55,1,1155,1156,0.822,0.136,str('intersection'),0.058,False
Completed,0.55,1,660,2651,0.386,0.289,str('kl'),0.069,True
Completed,0.55,1,4156,1979,0.809,0.773,str('intersection'),0.014,False
Completed,0.55,1,3715,4846,0.16,0.249,str('intersection'),0.053,True
Completed,0.55,2,1471,527,0.52,0.689,str('kl'),0.085,False
Completed,0.55,1,2215,3913,0.931,0.617,str('kl'),0.062,True
Completed,0.55,1,2580,836,0.264,0.072,str('intersection'),0.032,False
Completed,0.55,1,4667,3593,0.643,0.92,str('intersection'),0.038,True
Completed,0.55,1,539,1663,0.037,0.392,str('kl'),0.09,False
Completed,0.55,1,348,3741,0.771,0.627,str('intersection'),0.027,False
Completed,0.55,1,4468,1828,0.409,0.186,str('kl'),0.066,True
Completed,0.55,1,2780,3767,0.56,0.839,str('kl'),0.093,False
Completed,0.55,1,2407,669,0.136,0.348,str('intersection'),0.033,True
Completed,0.55,1,1272,4698,0.286,0.456,str('intersection'),0.012,False
Completed,0.55,6,3524,362,0.893,0.981,str('kl'),0.07,True
Completed,0.55,1,4348,2797,0.013,0.012,str('kl'),0.086,False
Completed,0.55,1,858,2146,0.683,0.551,str('intersection'),0.051,True
Completed,0.55,1,963,4088,0.121,0.899,str('kl'),0.042,False
Completed,0.55,1,3832,1011,0.7,0.413,str('intersection'),0.097,True
Completed,0.55,1,3414,3416,0.331,0.563,str('intersection'),0.058,False
Completed,0.55,1,1792,1487,0.973,0.125,str('kl'),0.025,True
Completed,0.55,1,1907,3101,0.573,0.197,str('kl'),0.049,False
Completed,0.55,1,2909,2428,0.247,0.74,str('intersection'),0.078,True
Completed,0.55,1,4964,4398,0.846,0.266,str('intersection'),0.073,False
Completed,0.55,5,223,78,0.458,0.796,str('kl'),0.021,True
Completed,0.55,1,249,2862,0.183,0.54,str('intersection'),0.026,False
