index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
0,0.7590740740740741,0.575762872942203,556,3087,4170,0.8343377815149724,0.7390177145004272,0.9501950187534094,ks-test,bounded,1
1,0.7635185185185185,0.5403765820621101,1860,4606,4693,0.951698865938762,0.6594594851523308,6.931375245289824,ks-test,bounded,2
2,0.7722222222222221,0.5056776691681537,331,4923,3364,0.9906780946780692,0.8483159180578201,9.726842149704648,ks-test,bounded,30
3,0.7811111111111111,0.4212106819244055,3252,4721,3734,0.7822336461648056,0.8457802945154593,9.726842149704648,t-test,bounded,30
4,0.7825,0.4182872402170634,3665,3040,3538,0.7822336461648056,0.5885015811877081,9.726842149704648,t-test,bounded,30
5,0.7516666666666667,0.5747966274141525,1725,4555,4719,0.7311562860563696,0.97166150409719,6.3049814599850205,ks-test,bounded,1
6,0.7531481481481482,0.5649715174983581,1706,3382,1245,0.7458101334758103,0.0101447471175342,2.27943713966012,t-test,bounded,1
7,0.7550308641975308,0.5499703299856032,1706,3382,1245,0.7458101334758103,0.0101447471175342,2.27943713966012,ks-test,bounded,1
8,0.7580555555555555,0.5445230194396771,556,3087,4170,0.8343377815149724,0.7390177145004272,0.9501950187534094,t-test,bounded,1
9,0.7706481481481482,0.4928368200012887,2587,3705,3093,0.4687867058590054,0.1997651369702071,4.522876944789664,t-test,bounded,1
10,0.7711111111111112,0.4919224767615532,3405,3951,2407,0.4468118413686752,0.8710441765207797,7.622689099370502,t-test,bounded,1
11,0.7783333333333333,0.4092852003922429,3096,2754,2924,0.9906780946780692,0.5885015811877081,9.726842149704648,t-test,bounded,30
12,0.7808333333333334,0.3812826883816805,3476,3040,2924,0.3569893999951613,0.0423555459340891,9.726842149704648,t-test,bounded,30
13,0.783611111111111,0.3609301311742968,3096,3040,2924,0.3569893999951613,0.8098888421932491,9.726842149704648,t-test,bounded,30
14,0.7394444444444443,0.5734817274168726,1061,4521,940,0.8114610728211702,0.3152917203642428,6.588887397252956,t-test,bounded,1
15,0.7494444444444445,0.5711386032677317,60,4841,4989,0.9749583470970392,0.7638754325136542,0.1137456154869869,ks-test,bounded,1
16,0.7501851851851852,0.5696717950251533,2451,4257,4275,0.771788109984249,0.9348219825085252,5.418322303422728,ks-test,bounded,1
17,0.7530555555555556,0.5446501376101631,732,4368,4544,0.6916398910097364,0.3591594689899128,9.856609597946097,t-test,bounded,1
18,0.7567901234567901,0.542700463828614,2451,4257,4275,0.771788109984249,0.9348219825085252,5.418322303422728,t-test,bounded,1
19,0.7669444444444444,0.5052255823022328,3028,4191,3522,0.5331582743264736,0.2977109365370124,4.1183606250016025,t-test,bounded,1
