index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
0,0.9383333333333334,0.5402445955539477,1643,4312,3426,0.9491013259056956,0.92851598638832,5.378154207657433,ks-test,bounded,3
1,0.9483333333333334,0.5374424188726707,1204,4312,3354,0.9598392214162904,0.92851598638832,2.9555728684567475,ks-test,bounded,3
2,0.9633333333333334,0.5260959929729967,2198,4012,2982,0.9436077732280648,0.92851598638832,2.8545298418257663,ks-test,bounded,3
3,0.97,0.5087441058384633,2443,3509,3426,0.951972415227949,0.8910737549936094,2.8545298418257663,ks-test,bounded,3
4,0.97,0.5087441058384633,2443,3515,3426,0.951972415227949,0.8910737549936094,2.8545298418257663,ks-test,bounded,3
5,0.9733333333333334,0.5078820783431617,2519,3496,3426,0.9378253718034436,0.92851598638832,2.9555728684567475,ks-test,bounded,3
6,0.981111111111111,0.391526015712952,1992,1802,2404,0.97296584163094,0.5539413689107359,3.5447227459017445,t-test,bounded,3
7,0.9833333333333332,0.3890418663391065,1938,1602,2722,0.9735268624350428,0.5875799589194357,3.4343023301111537,t-test,bounded,3
8,0.9844444444444446,0.36114341218624,3407,1784,3599,0.8814863911792635,0.62242850375548,3.465345847803168,t-test,bounded,3
9,0.945,0.5373428450085367,873,4350,3179,0.951972415227949,0.92851598638832,3.084996553188596,ks-test,bounded,3
10,0.9483333333333334,0.5368005166503267,1041,4259,3179,0.9436077732280648,0.92851598638832,2.9555728684567475,ks-test,bounded,3
11,0.9633333333333334,0.522958279186031,2443,3936,3396,0.951972415227949,0.8910737549936094,2.9555728684567475,ks-test,bounded,3
12,0.9644444444444444,0.5188278999314448,2933,4012,3334,0.9378253718034436,0.9176132120917834,2.9555728684567475,ks-test,bounded,3
13,0.9683333333333334,0.517844052815877,1568,3496,3334,0.9378253718034436,0.9176132120917834,2.9555728684567475,ks-test,bounded,3
14,0.9766666666666668,0.4673698162950577,1643,2230,3396,0.9068851843711798,0.9796381037371468,2.9555728684567475,ks-test,bounded,3
15,0.98,0.4382874070750081,1709,1938,4396,0.9362196513473788,0.8734865122198909,2.893351890078295,ks-test,bounded,3
16,0.9833333333333332,0.3400047060313739,2432,1736,627,0.8538019122481346,0.6962230798862874,3.489863782539964,t-test,bounded,3
17,0.9383333333333334,0.5399343213202179,873,4312,3354,0.951972415227949,0.92851598638832,6.528544198263861,ks-test,bounded,3
18,0.9733333333333334,0.5057883042634682,2443,3515,3426,0.9353454588694564,0.9796381037371468,2.9555728684567475,ks-test,bounded,3
19,0.9733333333333334,0.5057883042634682,2443,3515,3396,0.9353454588694564,0.9796381037371468,2.9555728684567475,ks-test,bounded,3
