index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0.6152977916474294,0.7940177385823103,183,42,0.0040219037418222,0.5614762388956309,893,EDFSMode.RANDOM
1,0.6164573996186316,0.7933028338659392,303,42,0.0026909652538618,0.5969808055267646,893,EDFSMode.RANDOM
2,0.6920266723346431,0.7912395049186787,9,40,0.0051538831660611,0.739457808048224,239,EDFSMode.RANDOM
3,0.693201285429546,0.7878132037019677,15,40,0.0043090015786853,0.7036124294862008,242,EDFSMode.RANDOM
4,0.6978587106666814,0.7832044888412856,37,40,0.0040331455804264,0.7438484412350712,240,EDFSMode.RANDOM
5,0.707834405932232,0.7808784344811298,53,40,0.0038941289835709,0.7932093738438012,231,EDFSMode.RANDOM
6,0.7237380212380211,0.7741239194637788,108,42,0.0040219037418222,0.810427450026714,223,EDFSMode.RANDOM
7,0.7352167672638685,0.7715342208430211,108,42,0.0040219037418222,0.7543251129105542,217,EDFSMode.RANDOM
8,0.7399503137093714,0.7710135811978814,108,42,0.0017229015649093,0.7149211955953891,217,EDFSMode.RANDOM
9,0.7646150491349768,0.7542462829864955,364,40,0.0040219037418222,0.6571286904937104,215,EDFSMode.RANDOM
10,0.7658720731093921,0.7495341500629089,364,42,0.0092046626702848,0.6282286493062241,217,EDFSMode.RANDOM
11,0.7771729793287765,0.7423529894458237,500,42,0.0011133340394037,0.7743051452286229,214,EDFSMode.RANDOM
12,0.7991842266027052,0.7342170072083329,834,40,0.0017229015649093,0.6466647901532124,241,EDFSMode.RANDOM
13,0.7998625398353666,0.73341976987304,790,30,0.010028494602662,0.7329151402992493,217,EDFSMode.RANDOM
14,0.8163140556437659,0.7194492886736922,829,42,0.0025683113966979,0.6891488857099874,191,EDFSMode.RANDOM
15,0.8206044457644701,0.7164520921117976,790,59,0.0126135780161542,0.7448117968214643,198,EDFSMode.RANDOM
16,0.8245503803988107,0.715774185279369,1112,59,0.0060118994968029,0.7448117968214643,214,EDFSMode.RANDOM
17,0.8265164926547779,0.7138929567575576,1112,59,0.0040219037418222,0.7581935420082169,198,EDFSMode.RANDOM
18,0.8280003889695923,0.7079221270551055,1106,61,0.0133582362121796,0.767558196272074,194,EDFSMode.RANDOM
19,0.850510465111915,0.6024038917647461,3856,82,0.0684178011110052,0.8332117732279003,192,EDFSMode.RANDOM
