index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0.5036746842574144,0.8304926729435604,43,34,0.0079138009998327,0.4772133482735477,998,EDFSMode.RANDOM
1,0.6146060349562767,0.8237418567129924,2284,26,0.0254462045540832,0.4051365810398449,967,EDFSMode.RANDOM
2,0.6150785743599754,0.8203633282274212,2284,25,0.0254462045540832,0.4051365810398449,995,EDFSMode.RANDOM
3,0.6150785743599754,0.8203633282274212,2284,25,0.0254462045540832,0.4058268952162971,995,EDFSMode.RANDOM
4,0.63740452649873,0.8169579760642388,743,30,0.0066552270089837,0.3349844662885466,988,EDFSMode.RANDOM
5,0.6591311041794139,0.8168061298203328,957,27,0.0213299403271363,0.4762644024382818,1000,EDFSMode.RANDOM
6,0.66570350945351,0.8140144085416423,1232,30,0.0237066894967343,0.4051365810398449,988,EDFSMode.RANDOM
7,0.6908481906579738,0.7959270769896692,3393,29,0.0111855402068785,0.3954822613207774,988,EDFSMode.RANDOM
8,0.7176617547330112,0.7807754414048834,3938,29,0.0066552270089837,0.3057920471413644,917,EDFSMode.RANDOM
9,0.7181501156742708,0.7793213434823083,4140,29,0.012626696050167,0.5374865233693272,920,EDFSMode.RANDOM
10,0.723296109866159,0.7758473537372194,4453,28,0.0032946023419499,0.7958502715136856,914,EDFSMode.RANDOM
11,0.7723972411780384,0.7610304138926564,2759,17,0.0152749216463416,0.3418963508792221,402,EDFSMode.RANDOM
12,0.7931946906198116,0.7539381186903823,3096,19,0.0191720928729757,0.3144286989768666,408,EDFSMode.RANDOM
13,0.8283237650254565,0.7204842771320531,4107,29,0.0111855402068785,0.6043317125208871,393,EDFSMode.RANDOM
14,0.8412571889775996,0.6926157676005766,4107,29,0.0107020428317124,0.8005238571561036,289,EDFSMode.RANDOM
15,0.8865174341895358,0.615520135963369,3404,29,0.0127154899610459,0.585105388310767,128,EDFSMode.RANDOM
16,0.8916308461175612,0.6023996605980618,3638,29,0.014778078177438,0.9126172834807272,124,EDFSMode.RANDOM
17,0.8931265374230354,0.5985605318099152,3737,29,0.0066552270089837,0.921585359454542,125,EDFSMode.RANDOM
18,0.8937894334150377,0.5984436023699955,4107,29,0.0225236856408652,0.921585359454542,128,EDFSMode.RANDOM
19,0.8943375810314226,0.5493109042207345,4926,63,0.0596017263988742,0.8856788145923484,126,EDFSMode.RANDOM
