index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
0,0.5437397209272209,0.8858024349804012,2288,27,0.0055334133345994,0.1742352445402995,992,EDFSMode.RANDOM
1,0.5679406961351406,0.8784008399290651,2947,19,0.0032616726321322,0.2505145585453289,999,EDFSMode.RANDOM
2,0.5712331200178423,0.8764560494604712,1122,15,0.010463659223169,0.5740492630209774,981,EDFSMode.RANDOM
3,0.5906484718984721,0.8674225800231127,3454,19,0.0080404662014242,0.3131820717452241,995,EDFSMode.RANDOM
4,0.5928863690322026,0.8672836423959414,1037,18,0.0092695994635415,0.4096038402539061,619,EDFSMode.RANDOM
5,0.6081676361190254,0.8646882860074715,841,21,0.0060468394532799,0.2730005992669612,519,EDFSMode.RANDOM
6,0.614578135342024,0.8612319806105283,3853,26,0.002554362822324,0.1239445798546075,999,EDFSMode.RANDOM
7,0.6173301749690642,0.8587964130096842,868,20,0.007738470665523,0.7171607122133796,479,EDFSMode.RANDOM
8,0.7010688796799909,0.8277479708467049,3753,21,0.0026690075052384,0.4281568592493803,393,EDFSMode.RANDOM
9,0.7033761043483266,0.8275811932500757,3619,21,0.0042402164385522,0.2416726987224728,393,EDFSMode.RANDOM
10,0.7149603585714701,0.8078971887810565,3753,21,0.0050127628422531,0.9944320014365282,279,EDFSMode.RANDOM
11,0.7251888723416506,0.7894198077177459,3753,26,0.0042402164385522,0.9775246809369084,259,EDFSMode.RANDOM
12,0.7442221898471891,0.7665307556117874,1226,31,0.0017965046986937,0.9715710110254586,160,EDFSMode.RANDOM
13,0.7512303951192839,0.7544769327971147,1190,53,0.0093227570826211,0.9762162625416686,182,EDFSMode.RANDOM
14,0.7634766288238507,0.740087068886952,1305,29,0.0018381348376905,0.802217795731758,122,EDFSMode.RANDOM
15,0.783686598894932,0.728035893396009,3984,27,0.0166004853848446,0.947338792015537,161,EDFSMode.RANDOM
16,0.8102152939652935,0.7090975043691529,3753,21,0.0039040399756718,0.5843199376876269,125,EDFSMode.RANDOM
17,0.8219208826153268,0.6907822182050163,3753,34,0.0026775763294268,0.4818369084443447,125,EDFSMode.RANDOM
18,0.8302601153990039,0.672846290559536,3869,78,0.0039040399756718,0.5083686289148889,125,EDFSMode.RANDOM
19,0.840084570779015,0.6695965787980719,4733,78,0.0039040399756718,0.2710293164190633,125,EDFSMode.RANDOM
