detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.16036878164100574,6,0.22858058335999512,6,0.225,6,0.4583333333333333,6,0.09063009643415071,6,0.8385111976306945,6,0.9010412932006248,6,0.8697762454156597,6,0.13316172405838275,6,0.045099485644426805,6,0.1826070522252626,6,0.2525485042559066,6,0.36834521686449434,6,0.5004731869609428,6,,0,,0,,0,,0
CDBD,0.2775187398186128,6,0.218004537852493,6,0.27499999999999997,6,0.4166666666666667,6,0.16769187657586512,6,0.6840225563909774,6,0.8636069198764506,6,0.7738147381337139,6,0.12135112222247946,6,0.08741430691636488,6,0.2871581514226496,6,0.40213871261030154,6,0.2305593602982088,6,0.3168663444722888,6,,0,,0,,0,,0
CSDDM,0.15401914466005726,6,0.3093964888292514,6,0.1416666666666667,6,0.26666666666666666,6,0.08729421529438676,6,0.8616372053872055,6,0.8766892170296542,6,0.8691632112084298,6,0.1228209706676197,6,0.04040958622641913,6,-0.03953291361806339,6,-0.05779019667513708,6,0.48558646180729165,6,0.6336472684287028,6,,0,,0,,0,,0
D3,0.14904379589829733,6,0.24853043788444307,6,0.26666666666666666,6,0.45,6,0.09253527963916713,6,0.7676670528887276,6,0.8940002251007114,6,0.8308336389947195,6,0.14062661576147883,6,0.04304938311283365,6,-0.014647141159044683,6,-0.024535138570810505,6,0.41799467396872,6,0.5552113935148533,6,,0,,0,,0,,0
DAWIDD,0.09536839490773846,6,0.1604524799155529,6,0.3583333333333334,6,0.4916666666666667,6,0.09139809802051341,6,0.5532407407407408,6,0.9902071590878024,6,0.7717239499142715,6,0.1744966205876384,6,0.05330773937070962,6,-0.14156192167725462,6,-0.20684260910184812,6,0.36853185674533057,6,0.5168961718234159,6,,0,,0,,0,,0
IBDD,0.12560320369823674,6,0.10852197705818224,6,0.5,6,0.7083333333333335,6,0.1034335489876947,6,0.7595161782661783,6,0.8992524905701452,6,0.8293843344181618,6,0.15796202099097054,6,0.04880254873851875,6,0.27940371677275516,6,0.36351405812852405,6,0.4247918402176165,6,0.5570538637687747,6,,0,,0,,0,,0
OCDD,0.16847003197424107,6,0.24567633664739308,6,0.2416666666666667,6,0.42500000000000004,6,0.09454617669466374,6,0.778405422927453,6,0.9002969321533589,6,0.839351177540406,6,0.12701317297143253,6,0.05021358527038033,6,0.10425152506709862,6,0.13377303325598736,6,0.43705485692022217,6,0.5824135516782905,6,,0,,0,,0,,0
PCACD,0.19773113195766687,6,0.1829860529140247,6,0.5499999999999999,6,0.6666666666666666,6,0.04736737110131026,6,0.873931623931624,6,0.9132279367519299,6,0.893579780341777,6,0.07969120070836405,6,0.018746594608848057,6,0.128696715710725,6,0.16451864673823266,6,0.3479504244330726,6,0.4647916645700933,6,,0,,0,,0,,0
SPLL,0.20465962117410408,6,0.22326498552602858,6,0.2833333333333333,6,0.42500000000000004,6,0.08262339886238257,6,0.846816009557945,6,0.72999215753306,6,0.7884040835455024,6,0.11605809962971676,6,0.046034338552526775,6,0.33296469884006125,6,0.45204081092040593,6,0.37246627077667355,6,0.494944054818608,6,,0,,0,,0,,0
UDetect,0.08949907730656707,6,0.14310681608556833,6,0.4083333333333334,6,0.6250000000000001,6,0.054441693742758736,6,0.8927489177489177,6,0.9546626717592529,6,0.9237057947540852,6,0.13642738201926444,6,0.021817400766842205,6,-0.11265817087817999,6,-0.16345065935245362,6,0.408154234871209,6,0.544256622625045,6,,0,,0,,0,,0
