Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
Completed,0.89,214,4561,1239,4.389,4,0.18
Completed,0.72,37,79,791,6.502,2,0.46
Completed,0.89,4342,4241,1635,9.418,8,0.739
Completed,0.81,2462,4337,3504,9.252,7,0.819
Completed,0.65,32,2170,4185,5.485,4,0.387
Completed,0.77,66,5000,5000,0.001,20,0.633
Completed,0.91,1441,1,1,5.98,4,0.999
Completed,0.92,329,5000,477,0.001,5,0.982
Completed,0.78,5883,1815,4584,4.929,11,0.79
Completed,0.9,4235,4380,1346,6.449,8,0.894
Completed,0.91,247,1587,655,7.72,1,0.336
Completed,0.85,97,4795,2446,0.001,14,0.389
Completed,0.92,751,4746,310,7.4,3,0.001
Completed,0.89,105,1293,1214,7.357,1,0.001
Completed,0.89,112,1483,1340,7.186,3,0.061
Completed,0.92,1307,1105,120,5.334,3,0.184
Completed,0.81,423,1656,2704,7.034,6,0.979
Completed,0.71,32,346,4454,3.463,6,0.829
Completed,0.75,633,2344,1641,4.206,6,0.699
Completed,0.9,191,3927,1067,0.434,3,0.001
Completed,0.79,70,4829,3773,2.611,2,0.207
Completed,0.79,1055,1371,3209,1.344,10,0.531
Completed,0.77,55,3175,3416,3.842,5,0.912
Completed,0.92,5735,4901,197,9.74,12,0.658
Completed,0.77,47,1382,5000,0.001,11,0.999
Completed,0.85,130,3837,1901,0.001,12,0.001
Completed,0.89,140,5000,1609,0.001,18,0.472
Completed,0.93,504,3503,272,0.001,15,0.999
Completed,0.92,1727,993,72,0.001,19,0.999
Completed,0.91,203,4954,1076,0.001,13,0.999
Completed,0.92,430,4357,351,0.001,13,0.171
Completed,0.83,88,3971,3123,0.618,1,0.11
Completed,0.87,139,4849,1738,0.001,20,0.001
Completed,0.75,52,1058,3387,2.097,5,0.001
Completed,0.79,56,5000,4807,0.001,7,0.999
Completed,0.76,59,1070,2641,0.001,6,0.999
Completed,0.79,57,1028,2959,0.001,11,0.767
Completed,0.78,55,1069,3349,0.001,8,0.999
Completed,0.84,92,4584,2743,8.231,1,0.428
Completed,0.85,111,4162,2407,1.823,4,0.387
Completed,0.79,63,5000,4630,0.001,11,0.22
Completed,0.84,72,3859,3224,0.001,9,0.999
Completed,0.83,82,3635,2601,10.0,3,0.001
Completed,0.81,79,1474,3146,10.0,1,0.001
Completed,0.86,89,4310,2422,10.0,3,0.001
Completed,0.85,83,5000,3016,10.0,3,0.999
Completed,0.85,85,4242,2508,5.159,4,0.999
Completed,0.81,100,3288,2386,10.0,3,0.001
Completed,0.92,329,3416,430,1.031,1,0.999
Completed,0.91,236,4366,765,6.63,1,0.999
Completed,0.76,68,3760,3649,0.001,15,0.999
Completed,0.8,58,3862,4485,3.455,3,0.999
Completed,0.78,69,3997,3666,5.271,1,0.999
Completed,0.7,34,2605,5000,10.0,4,0.999
Completed,0.75,50,1344,4879,2.068,1,0.999
Completed,0.82,73,3724,2708,3.293,1,0.001
Completed,0.77,54,3787,5000,4.047,4,0.999
Completed,0.77,55,5000,5000,0.001,1,0.001
Completed,0.89,146,5000,1616,0.001,7,0.001
Completed,0.79,52,3836,5000,3.534,1,0.999
Completed,0.81,70,1306,2719,0.001,20,0.999
Completed,0.77,56,5000,5000,5.927,1,0.999
Completed,0.74,41,945,5000,1.488,5,0.001
Completed,0.77,80,4195,5000,0.001,11,0.001
Completed,0.91,2535,2515,40,8.313,20,0.999
Completed,0.77,61,4023,5000,4.866,2,0.999
Completed,0.79,59,5000,4368,7.583,1,0.999
Completed,0.85,131,5000,2296,6.564,4,0.001
Completed,0.79,65,3828,3881,1.076,7,0.999
Completed,0.76,84,3834,3671,1.122,1,0.999
Completed,0.77,48,1445,5000,2.892,7,0.999
Completed,0.84,78,5000,2849,7.8,4,0.999
Completed,0.77,54,4431,5000,8.276,1,0.999
Completed,0.78,58,1610,4445,10.0,3,0.001
Completed,0.77,53,1669,5000,1.512,8,0.999
Completed,0.92,2757,4202,572,10.0,7,0.999
Completed,0.77,4725,1480,5000,1.159,14,0.999
Completed,0.85,128,4295,2111,9.095,1,0.999
Completed,0.89,1274,1548,1503,10.0,6,0.999
Completed,0.77,54,4001,5000,6.413,3,0.999
Completed,0.91,205,1181,684,0.001,20,0.001
Completed,0.91,2293,1671,78,0.001,5,0.001
Completed,0.89,138,5000,1562,0.001,16,0.999
Completed,0.9,3422,3631,56,6.316,1,0.373
Completed,0.91,1633,1005,64,0.001,3,0.999
Completed,0.93,524,5000,381,0.001,16,0.001
Completed,0.91,479,1289,804,8.852,4,0.001
Completed,0.92,254,1393,602,0.001,10,0.001
Completed,0.89,153,4758,1666,0.897,1,0.001
Completed,0.82,396,3785,2821,5.068,6,0.001
Completed,0.91,4953,1,1,2.485,19,0.999
Completed,0.91,341,4115,586,2.187,4,0.999
Completed,0.85,96,5000,2459,0.001,18,0.999
Completed,0.77,44,1319,5000,0.001,9,0.999
Completed,0.82,115,3740,3057,5.814,5,0.001
Completed,0.83,74,5000,3137,0.917,3,0.999
Completed,0.85,116,5000,1913,0.001,3,0.001
Completed,0.77,60,4004,5000,6.22,2,0.001
Completed,0.77,81,5000,3662,0.001,5,0.999
Completed,0.86,121,5000,1962,0.001,17,0.001
Completed,0.78,64,3841,5000,10.0,2,0.001
Completed,0.92,584,5000,242,0.001,6,0.356
Completed,0.75,48,1069,5000,0.001,4,0.556
Completed,0.83,86,5000,2697,0.001,4,0.001
Completed,0.83,100,5000,3134,0.001,20,0.001
Completed,0.86,168,5000,2272,0.001,6,0.999
Completed,0.92,425,1432,247,2.126,1,0.001
Completed,0.92,305,1407,473,0.001,17,0.001
Completed,0.91,1901,1,1,0.001,6,0.999
Completed,0.91,4852,1,1,10.0,17,0.999
Completed,0.87,118,3570,1455,0.001,11,0.999
Completed,0.87,130,3945,1691,0.001,16,0.999
Completed,0.84,77,865,1611,5.703,1,0.999
Completed,0.91,273,4812,847,0.001,1,0.999
Completed,0.72,35,225,2135,3.864,4,0.999
Completed,0.91,275,3791,709,0.001,1,0.999
Completed,0.89,335,4812,1339,8.729,4,0.001
Completed,0.92,376,3706,444,3.341,3,0.999
Completed,0.85,120,1127,1488,5.351,2,0.999
Completed,0.89,139,4731,1385,6.117,1,0.999
Completed,0.93,391,5000,381,0.001,7,0.999
Completed,0.9,177,5000,1132,0.001,20,0.001
Completed,0.84,88,5000,2980,0.001,18,0.001
Completed,0.75,50,1017,5000,0.001,20,0.467
Completed,0.79,70,5000,3835,0.001,4,0.001
Completed,0.89,142,5000,1449,0.001,5,0.988
Completed,0.91,240,5000,927,0.001,20,0.999
Completed,0.84,95,5000,2197,5.201,2,0.001
Completed,0.93,354,3927,458,0.001,10,0.999
Completed,0.91,239,4339,797,2.063,2,0.001
Completed,0.9,167,1107,753,0.001,15,0.001
Completed,0.9,239,1979,1021,0.001,18,0.001
Completed,0.88,163,3058,988,0.001,18,0.001
Completed,0.88,127,3087,1040,7.244,2,0.999
Completed,0.73,47,412,1937,5.779,1,0.999
Completed,0.79,72,1455,2903,2.075,1,0.999
Completed,0.88,123,1128,1022,4.663,3,0.999
Completed,0.84,103,4466,2598,3.35,5,0.001
Completed,0.63,29,91,2922,3.622,4,0.999
Completed,0.92,635,399,106,3.571,4,0.999
Completed,0.85,78,2385,744,7.255,2,0.999
Completed,0.93,317,2894,266,2.815,2,0.999
Completed,0.91,293,1238,619,4.113,4,0.999
Completed,0.32,24,1,2431,1.807,1,0.999
Completed,0.84,101,3915,2413,10.0,1,0.999
Completed,0.75,46,3057,4565,2.321,6,0.999
Completed,0.74,47,3101,5000,0.909,1,0.999
Completed,0.85,75,5000,3016,6.579,1,0.999
Completed,0.91,228,4542,978,0.001,3,0.999
Completed,0.91,183,1820,982,6.94,2,0.001
Completed,0.88,117,802,840,7.082,2,0.001
Completed,0.84,77,1458,2306,9.988,1,0.999
Completed,0.65,35,260,3061,8.828,2,0.001
Completed,0.9,239,3613,1000,0.001,20,0.001
Completed,0.89,208,2890,702,0.001,16,0.149
Completed,0.91,238,4353,1015,2.438,1,0.001
Completed,0.88,135,1141,1027,0.001,17,0.001
Completed,0.85,95,510,856,0.001,16,0.999
Completed,0.91,246,4727,788,0.001,8,0.999
Completed,0.8,93,106,359,0.001,10,0.999
Completed,0.85,105,1981,2147,9.603,2,0.001
Completed,0.85,110,4673,2378,0.001,10,0.001
Completed,0.8,61,2628,1509,5.911,3,0.999
Completed,0.76,53,2548,1885,2.635,3,0.001
Completed,0.76,48,2553,2523,7.022,3,0.999
Completed,0.69,46,588,3647,4.612,3,0.001
Completed,0.9,184,1706,946,7.35,1,0.999
Completed,0.79,72,4254,3769,8.829,1,0.001
Completed,0.9,181,4461,1025,0.854,5,0.999
Completed,0.8,62,4675,3931,3.757,1,0.001
Completed,0.77,50,648,2748,6.977,4,0.001
Completed,0.75,44,602,3087,0.095,2,0.001
Completed,0.86,111,1888,1913,2.853,1,0.999
Completed,0.82,68,3876,3442,4.807,3,0.001
Completed,0.86,85,1897,2369,0.606,2,0.001
Completed,0.74,42,3091,5000,9.212,2,0.999
Completed,0.83,84,4579,3121,0.001,14,0.999
Completed,0.75,90,4636,4309,0.001,16,0.001
Completed,0.9,142,4758,1512,2.623,4,0.999
Completed,0.78,60,3885,4358,5.945,2,0.001
Completed,0.92,231,4954,699,1.171,3,0.999
Completed,0.81,71,3478,2645,4.776,1,0.001
Completed,0.77,56,1956,5000,2.404,6,0.001
Completed,0.9,137,1894,1406,0.001,20,0.999
Completed,0.91,141,1338,857,7.708,3,0.001
Completed,0.91,206,4618,934,7.34,2,0.001
Completed,0.78,59,1861,4291,0.716,3,0.001
Completed,0.82,87,4168,2660,2.677,3,0.999
Completed,0.85,73,4633,2930,0.807,6,0.001
Completed,0.91,197,4735,918,7.559,2,0.001
Completed,0.85,100,4942,2149,9.781,2,0.001
Completed,0.89,124,1832,1532,0.001,14,0.001
Completed,0.78,2101,4518,4234,8.221,9,0.508
Completed,0.86,1241,4053,1924,5.869,6,0.649
Completed,0.8,395,1802,4054,4.864,7,0.923
Completed,0.92,6846,1206,176,5.3,11,0.609
Completed,0.83,122,4143,2695,0.518,3,0.4
Completed,0.91,343,4970,836,4.407,4,0.999
