Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
Completed,0.17,1098,5000,1869,4.315,8,0.448
Completed,0.04,714,297,3352,0.34,14,0.245
Completed,0.34,1457,4493,460,7.514,10,0.823
Completed,0.06,732,2836,4908,4.958,19,0.583
Completed,0.08,565,2345,1390,7.114,3,0.474
Completed,0.04,583,2336,4820,2.422,11,0.943
Completed,0.15,715,3100,1459,9.572,6,0.117
Completed,0.13,4042,4563,3245,2.959,17,0.352
Completed,0.03,927,14,509,5.13,3,0.712
Completed,0.11,508,1233,2605,7.991,5,0.542
Completed,0.24,6699,4184,1120,0.176,19,0.401
Completed,0.09,743,3147,4179,7.297,9,0.131
Completed,0.14,4287,1411,2069,4.463,14,0.8
Completed,0.12,1645,1799,3642,6.564,19,0.048
Completed,0.03,793,2113,2906,4.226,9,0.748
Completed,0.06,742,546,4002,3.595,10,0.09
Completed,0.08,2452,416,1451,5.291,11,0.648
Completed,0.16,2509,2599,794,6.44,13,0.328
Completed,0.12,363,4730,3830,1.033,5,0.079
Completed,0.08,5571,528,2344,8.227,20,0.969
Completed,0.06,1488,716,4519,6.147,18,0.768
Completed,0.18,372,4015,1784,3.347,2,0.159
Completed,0.11,367,3646,3593,9.184,11,0.435
Completed,0.4,1334,1632,233,1.403,6,0.512
Completed,0.1,426,1400,4228,9.761,1,0.274
Completed,0.14,4605,3409,1962,1.922,16,0.662
Completed,0.11,353,3791,4587,8.684,15,0.626
Completed,0.12,948,845,1696,0.889,9,0.298
Completed,0.05,516,403,3938,3.496,7,0.44
Completed,0.46,2858,3540,126,3.789,4,0.904
Completed,0.05,489,2536,4854,4.504,12,0.804
Completed,0.28,1040,3969,788,2.267,8,0.35
Completed,0.19,403,5000,1527,0.001,8,0.001
Completed,0.28,1998,1,1,0.001,1,0.999
Completed,0.1,440,2446,1100,0.001,1,0.741
Completed,0.16,401,5000,2169,0.001,10,0.999
Completed,0.13,400,3662,2809,10.0,4,0.305
Completed,0.28,4654,1,1,0.001,5,0.999
Completed,0.04,812,85,1076,0.001,3,0.999
Completed,0.28,6954,1,1,0.001,8,0.999
Completed,0.08,468,2617,2255,0.001,5,0.515
Completed,0.12,353,4912,3444,0.001,10,0.534
Completed,0.37,559,2470,138,0.001,1,0.736
Completed,0.14,390,1535,2032,4.421,1,0.838
Completed,0.31,521,989,413,0.001,1,0.999
Completed,0.14,377,4786,2323,0.001,1,0.236
Completed,0.26,460,5000,925,0.001,11,0.999
Completed,0.1,747,2176,493,0.001,8,0.001
Completed,0.18,605,1728,1545,0.001,7,0.001
Completed,0.07,549,440,1992,3.773,3,0.452
Completed,0.25,617,1447,767,0.001,3,0.555
Completed,0.05,856,2108,881,0.001,8,0.001
Completed,0.37,575,2241,94,0.001,9,0.001
Completed,0.04,561,1,429,10.0,1,0.317
Completed,0.05,1793,1,3734,10.0,12,0.001
Completed,0.47,1776,2677,75,0.001,10,0.426
Completed,0.05,260,1,2099,5.466,2,0.508
Completed,0.11,402,884,1902,2.669,5,0.001
Completed,0.28,476,1209,547,0.001,5,0.041
Completed,0.34,505,2557,227,0.001,6,0.001
Completed,0.05,253,1,3443,10.0,2,0.787
Completed,0.12,426,1079,1911,2.254,4,0.561
Completed,0.17,583,1410,1543,0.001,1,0.999
Completed,0.1,392,802,2390,0.001,1,0.999
Completed,0.28,508,5000,722,0.001,7,0.999
Completed,0.1,407,4856,4443,5.303,11,0.703
Completed,0.34,883,4325,486,10.0,1,0.474
Completed,0.09,390,1230,3529,0.001,5,0.999
Completed,0.11,424,1721,3976,0.001,9,0.284
Completed,0.1,397,4128,5000,0.001,7,0.661
Completed,0.09,361,3686,5000,5.463,11,0.67
Completed,0.08,380,3502,5000,0.001,6,0.989
