Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,const,max_depth,threshold
Completed,0.64,316,276,3241,1.698,5,0.2
Completed,0.74,5104,4370,774,1.894,2,0.147
Completed,0.67,2289,4608,2825,3.527,4,0.08
Completed,0.66,663,1248,4703,1.018,10,0.789
Completed,0.65,55,567,4791,7.087,4,0.564
Completed,0.67,145,1513,3123,5.719,1,0.123
Completed,0.68,277,3630,2647,1.976,3,0.449
Completed,0.72,9559,2765,948,3.467,2,0.266
Completed,0.79,652,97,47,3.217,4,0.74
Completed,0.65,2868,4465,4165,4.694,6,0.324
Completed,0.67,80,951,3543,2.203,2,0.549
Completed,0.62,43,131,2483,1.156,1,0.329
Completed,0.67,3014,995,3910,4.674,5,0.395
Completed,0.66,245,3873,4077,8.41,2,0.035
Completed,0.64,4716,361,3455,5.899,6,0.838
Completed,0.77,10538,3173,257,6.034,2,0.713
Completed,0.67,108,3568,3806,0.661,6,0.205
Completed,0.67,189,1926,3174,3.152,3,0.913
Completed,0.67,85,2646,2968,1.314,1,0.801
Completed,0.66,106,1629,4838,3.822,7,0.076
Completed,0.7,6557,424,929,5.139,2,0.966
Completed,0.66,8227,664,2980,9.13,3,0.774
Completed,0.68,192,4168,2502,2.866,1,0.671
Completed,0.59,670,29,4381,0.357,8,0.459
Completed,0.66,1083,2726,4390,9.632,3,0.727
Completed,0.68,1911,3341,2979,0.868,9,0.038
Completed,0.64,54,2486,4847,3.379,5,0.843
Completed,0.7,217,2040,99,1.624,1,0.393
Completed,0.67,3092,3292,3332,8.88,2,0.219
Completed,0.69,309,3998,2329,6.813,1,0.524
Completed,0.66,10560,4863,3754,7.671,5,0.715
Completed,0.7,145,1095,2181,0.568,4,0.92
Completed,0.67,133,4227,3613,1.445,6,0.02
Completed,0.62,43,242,4232,3.934,3,0.853
Completed,0.66,104,4565,4646,0.841,2,0.991
Completed,0.82,4320,3591,31,8.042,12,0.562
Completed,0.69,761,3410,2389,3.027,3,0.755
Completed,0.64,9082,2630,4226,6.064,7,0.084
Completed,0.65,139,1614,3595,8.572,1,0.793
Completed,0.66,632,3247,3137,4.829,3,0.651
Completed,0.76,9367,2860,462,0.691,2,0.592
Completed,0.69,4373,3791,2446,2.135,5,0.097
Completed,0.67,127,4811,3951,3.617,1,0.163
Completed,0.75,2115,4695,527,9.481,1,0.812
Completed,0.67,2359,3829,3399,5.959,4,0.879
Completed,0.66,235,2900,3894,7.482,3,0.43
Completed,0.67,106,1893,4371,1.228,5,0.015
Completed,0.69,4688,1651,2047,4.585,2,0.198
Completed,0.79,8046,2514,169,2.075,7,0.925
Completed,0.65,58,2601,4585,4.312,4,0.145
Completed,0.7,312,3467,1830,0.173,3,0.086
Completed,0.63,40,2218,4730,8.074,1,0.287
Completed,0.64,121,4251,4832,6.186,2,0.863
Completed,0.65,98,1179,3793,9.353,1,0.982
Completed,0.69,290,4935,2143,1.474,2,0.653
Completed,0.64,124,3926,4272,3.107,3,0.586
Completed,0.66,94,2980,3439,4.084,2,0.098
Completed,0.65,118,1499,4069,1.593,7,0.778
Completed,0.79,6357,3376,139,0.108,5,0.158
Completed,0.71,235,1473,1546,2.356,1,0.901
Completed,0.66,119,4912,4744,1.924,7,0.526
Completed,0.68,1077,924,2862,4.432,2,0.348
Completed,0.73,2082,4683,1194,7.331,1,0.018
Completed,0.76,2135,202,165,7.915,2,0.138
Completed,0.66,2414,1213,3739,6.276,4,0.072
Completed,0.68,165,3960,3281,0.011,1,0.499
Completed,0.65,3213,597,3900,2.503,8,0.632
Completed,0.66,104,3024,4011,1.536,4,0.939
Completed,0.63,1301,3539,4692,8.965,4,0.024
Completed,0.7,1032,2529,1391,5.614,1,0.207
Completed,0.66,509,1579,3853,5.81,3,0.136
Completed,0.69,8471,1964,2232,9.942,2,0.077
Completed,0.65,91,3213,4334,2.046,1,0.309
Completed,0.81,11259,3757,10,4.743,3,0.941
Completed,0.67,170,4767,3584,0.756,4,0.75
Completed,0.65,87,674,3329,1.129,7,0.967
Completed,0.79,5501,4425,117,8.361,6,0.669
Completed,0.52,2617,57,4114,9.863,4,0.266
Completed,0.74,698,3703,840,8.258,1,0.386
Completed,0.63,105,3307,4478,3.515,6,0.875
Completed,0.64,72,2451,2605,1.006,3,0.244
Completed,0.7,100,495,1734,3.302,1,0.502
Completed,0.81,1451,2256,70,9.016,14,0.762
Completed,0.62,74,881,4683,2.45,5,0.692
Completed,0.67,994,1970,3098,4.885,3,0.162
Completed,0.74,2601,1574,812,0.909,2,0.096
Completed,0.65,77,2523,3358,0.479,5,0.056
Completed,0.69,8678,1901,2437,1.495,7,0.879
Completed,0.79,3948,3393,175,2.382,4,0.624
Completed,0.66,8894,877,3733,0.626,9,0.326
Completed,0.63,73,2975,4964,4.191,2,0.749
Completed,0.58,7149,2113,3292,7.828,4,0.456
Completed,0.67,3221,4480,3020,7.6,3,0.543
Completed,0.64,79,965,4899,5.108,6,0.331
Completed,0.72,355,735,1037,0.326,1,0.837
Completed,0.63,795,3864,4421,1.336,8,0.224
Completed,0.64,11487,352,2540,3.845,5,0.903
Completed,0.69,108,2925,2676,0.202,6,0.711
Completed,0.64,97,1280,4545,2.713,2,0.408
Completed,0.66,2649,2302,1869,1.85,3,0.35
Completed,0.68,1104,2482,2497,2.692,3,0.075
Completed,0.67,226,4221,2984,7.177,1,0.255
Completed,0.74,8759,3641,764,8.701,2,0.84
Completed,0.64,163,2804,4101,5.353,4,0.965
Completed,0.64,66,575,3759,1.795,1,0.518
Completed,0.66,5296,1263,3651,2.567,8,0.733
Completed,0.64,115,4771,4921,1.447,5,0.34
Completed,0.47,32,13,3436,7.021,1,0.678
Completed,0.67,2381,4387,2899,1.028,7,0.469
Completed,0.64,75,1029,4770,3.516,2,0.649
Completed,0.7,3217,4773,1791,5.658,2,0.979
Completed,0.64,313,3751,4623,9.802,4,0.796
Completed,0.82,6340,3095,18,1.35,14,0.726
Completed,0.69,112,2823,2619,8.668,1,0.27
Completed,0.65,5282,1335,4499,6.16,8,0.603
Completed,0.64,2487,3455,4977,2.394,10,0.965
Completed,0.67,13888,2532,2105,6.808,3,0.539
Completed,0.42,2786,19,4303,6.145,6,0.271
Completed,0.67,6017,3524,3073,9.765,3,0.663
Completed,0.66,132,4452,4143,7.786,1,0.124
Completed,0.58,163,2209,3858,3.893,4,0.423
Completed,0.81,1977,3040,54,9.346,13,0.899
Completed,0.68,255,3859,2589,0.278,6,0.504
Completed,0.75,1739,1237,498,5.942,1,0.921
Completed,0.57,4102,210,4678,8.112,5,0.797
Completed,0.67,4465,1821,3259,9.417,3,0.478
Completed,0.61,61,2409,4811,1.927,7,0.894
Completed,0.66,529,4059,3581,3.359,5,0.039
Completed,0.71,1924,4888,1284,0.089,2,0.164
Completed,0.82,9257,1536,15,4.023,9,0.769
Completed,0.69,150,1463,2679,0.757,3,0.199
Completed,0.65,4042,4971,3910,4.685,6,0.868
Completed,0.63,105,1411,4367,4.759,1,0.981
Completed,0.65,2012,4274,4025,8.642,3,0.534
Completed,0.82,10804,4128,28,0.464,17,0.346
Completed,0.67,118,2760,2644,8.889,1,0.246
Completed,0.69,261,826,1879,0.659,2,0.426
Completed,0.66,223,620,2945,2.789,4,0.301
Completed,0.64,107,3343,4214,1.401,7,0.631
Completed,0.78,3873,3786,257,4.482,1,0.465
Completed,0.43,39,2008,4580,5.076,2,0.144
Completed,0.58,64,93,1677,9.097,1,0.698
Completed,0.66,9708,964,3187,7.476,4,0.573
Completed,0.79,5180,681,104,1.592,6,0.18
Completed,0.65,114,3198,3491,1.083,2,0.88
Completed,0.67,81,380,2386,0.417,5,0.976
Completed,0.65,252,754,2751,3.636,2,0.852
Completed,0.66,2926,2852,4020,2.252,9,0.214
Completed,0.66,124,430,3224,0.843,7,0.766
Completed,0.64,111,3153,4455,4.424,4,0.161
Completed,0.63,73,710,4266,2.173,3,0.078
Completed,0.68,5573,2829,3036,3.25,6,0.995
Completed,0.66,120,3569,3985,5.761,2,0.377
Completed,0.65,10051,1673,3822,7.869,6,0.23
Completed,0.79,13691,3734,90,2.718,20,0.69
Completed,0.73,9148,1346,1005,2.036,2,0.298
Completed,0.71,233,3426,1844,3.378,1,0.338
Completed,0.62,1382,900,4565,3.964,8,0.605
Completed,0.67,108,3019,3295,0.07,5,0.462
Completed,0.56,1417,165,3618,6.453,2,0.023
Completed,0.64,1254,1874,4696,6.079,5,0.703
Completed,0.72,1463,2072,129,7.975,2,0.578
Completed,0.65,113,4007,4414,2.479,3,0.75
Completed,0.72,4753,1494,1681,0.489,6,0.05
Completed,0.69,193,4536,2696,1.311,2,0.5
Completed,0.69,8816,4332,2441,4.617,4,0.375
Completed,0.64,9150,2399,3040,5.211,5,0.048
Completed,0.69,216,1548,2138,8.237,1,0.173
Completed,0.63,2705,1475,4472,6.541,7,0.858
Completed,0.67,6544,4998,3242,7.648,4,0.217
Completed,0.71,7106,3948,1622,5.801,2,0.092
Completed,0.63,5899,1299,4617,1.69,10,0.446
Completed,0.67,165,4823,3387,3.108,2,0.619
Completed,0.69,2274,3811,1791,0.946,4,0.744
Completed,0.65,10829,1955,3687,9.196,5,0.926
Completed,0.62,11387,4074,4957,5.618,8,0.008
Completed,0.72,408,1600,1450,7.378,1,0.801
Completed,0.79,731,126,67,5.096,3,0.481
Completed,0.65,75,1008,4797,8.353,2,0.356
Completed,0.77,7477,2903,371,1.505,1,0.036
Completed,0.65,143,4137,3880,3.182,3,0.131
Completed,0.82,4489,1119,32,8.655,14,0.669
Completed,0.73,11446,4497,944,0.266,3,0.006
Completed,0.68,161,3472,2364,2.207,1,0.715
Completed,0.64,97,954,4042,0.449,8,0.483
Completed,0.67,13105,2584,2812,4.366,5,0.59
Completed,0.64,1430,444,3094,7.937,2,0.894
