Status,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
Completed,0.75,35,4655,58,0.733,0.999,610,EDFSMode.RANDOM
Completed,0.75,46,4847,62,0.661,0.001,568,EDFSMode.RANDOM
Completed,0.75,23,4378,63,0.589,0.999,577,EDFSMode.RANDOM
Completed,0.75,43,1548,60,0.805,0.001,569,EDFSMode.RANDOM
Completed,0.75,11,1188,66,0.613,0.999,547,EDFSMode.RANDOM
Completed,0.75,6,3141,82,0.122,0.999,406,EDFSMode.RANDOM
Completed,0.74,37,4511,58,0.912,0.999,607,EDFSMode.RANDOM
Completed,0.75,51,4619,62,0.542,0.999,628,EDFSMode.RANDOM
Completed,0.75,33,4234,60,0.727,0.999,574,EDFSMode.RANDOM
Completed,0.75,124,3148,24,0.344,0.001,407,EDFSMode.RANDOM
Completed,0.75,49,3013,61,0.813,0.001,558,EDFSMode.RANDOM
Completed,0.75,23,2345,100,0.309,0.999,100,EDFSMode.RANDOM
Completed,0.75,24,3004,60,0.67,0.999,537,EDFSMode.RANDOM
Completed,0.75,59,3970,58,0.758,0.001,604,EDFSMode.RANDOM
Completed,0.73,5858,3141,83,0.999,0.001,366,EDFSMode.RANDOM
Completed,0.74,18,1409,61,0.721,0.999,567,EDFSMode.RANDOM
Completed,0.74,23,4795,63,0.563,0.999,576,EDFSMode.RANDOM
Completed,0.75,6,2334,14,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.74,162,4453,57,0.663,0.999,656,EDFSMode.RANDOM
Completed,0.74,37,3082,59,0.674,0.001,582,EDFSMode.RANDOM
Completed,0.75,24,1627,63,0.649,0.999,569,EDFSMode.RANDOM
Completed,0.74,24,3141,63,0.637,0.999,516,EDFSMode.RANDOM
Completed,0.75,29,5000,63,0.602,0.001,564,EDFSMode.RANDOM
Completed,0.75,33,4626,64,0.756,0.999,561,EDFSMode.RANDOM
Completed,0.74,12,2994,65,0.533,0.999,581,EDFSMode.RANDOM
Completed,0.75,8,3088,11,0.975,0.999,453,EDFSMode.RANDOM
Completed,0.74,42,2321,77,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.75,23,2356,76,0.667,0.999,151,EDFSMode.RANDOM
Completed,0.75,11,3091,85,0.001,0.999,385,EDFSMode.RANDOM
Completed,0.75,69,3158,76,0.624,0.999,318,EDFSMode.RANDOM
Completed,0.75,40,2351,72,0.984,0.999,100,EDFSMode.RANDOM
Completed,0.75,7,2370,7,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,613,3292,74,0.663,0.001,312,EDFSMode.RANDOM
Completed,0.73,1812,4915,27,0.999,0.999,718,EDFSMode.RANDOM
Completed,0.75,214,3011,74,0.642,0.999,334,EDFSMode.RANDOM
Completed,0.74,9,4011,93,0.001,0.999,485,EDFSMode.RANDOM
Completed,0.74,20,715,76,0.656,0.999,218,EDFSMode.RANDOM
Completed,0.75,19,4984,18,0.672,0.001,490,EDFSMode.RANDOM
Completed,0.74,75,2362,73,0.865,0.001,100,EDFSMode.RANDOM
Completed,0.75,32,2345,78,0.671,0.999,100,EDFSMode.RANDOM
Completed,0.75,13,3119,22,0.001,0.001,412,EDFSMode.RANDOM
Completed,0.75,32,2326,94,0.519,0.999,100,EDFSMode.RANDOM
Completed,0.75,8,4022,86,0.001,0.999,530,EDFSMode.RANDOM
Completed,0.75,21,3940,74,0.658,0.999,302,EDFSMode.RANDOM
Completed,0.75,11,4119,83,0.416,0.001,824,EDFSMode.RANDOM
Completed,0.74,8,3991,17,0.255,0.001,502,EDFSMode.RANDOM
Completed,0.74,7,1571,90,0.001,0.001,503,EDFSMode.RANDOM
Completed,0.74,33,4230,82,0.001,0.001,718,EDFSMode.RANDOM
Completed,0.75,4,5000,23,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.75,7,4085,57,0.001,0.999,549,EDFSMode.RANDOM
Completed,0.75,11,2341,95,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,21,801,94,0.217,0.999,100,EDFSMode.RANDOM
Completed,0.74,16,5000,55,0.222,0.001,664,EDFSMode.RANDOM
Completed,0.75,13,1582,19,0.654,0.001,458,EDFSMode.RANDOM
Completed,0.75,15,5000,47,0.495,0.001,525,EDFSMode.RANDOM
Completed,0.74,38,694,73,0.869,0.999,100,EDFSMode.RANDOM
Completed,0.75,15,4763,15,0.729,0.001,613,EDFSMode.RANDOM
Completed,0.74,48,602,68,0.709,0.001,144,EDFSMode.RANDOM
Completed,0.74,23,2730,67,0.731,0.001,219,EDFSMode.RANDOM
Completed,0.74,172,4868,39,0.999,0.713,1000,EDFSMode.RANDOM
Completed,0.75,61,4020,67,0.71,0.001,278,EDFSMode.RANDOM
Completed,0.74,48,3299,86,0.491,0.892,1000,EDFSMode.RANDOM
Completed,0.74,222,4922,86,0.507,0.999,1000,EDFSMode.RANDOM
Completed,0.75,48,2377,68,0.74,0.001,117,EDFSMode.RANDOM
Completed,0.75,7,1344,21,0.704,0.999,460,EDFSMode.RANDOM
Completed,0.74,5,2410,23,0.172,0.999,184,EDFSMode.RANDOM
Completed,0.74,215,3181,58,0.82,0.208,1000,EDFSMode.RANDOM
Completed,0.75,19,3040,40,0.612,0.001,484,EDFSMode.RANDOM
Completed,0.75,5,2359,39,0.001,0.999,181,EDFSMode.RANDOM
Completed,0.74,165,4777,39,0.999,0.999,1000,EDFSMode.RANDOM
Completed,0.74,171,3125,40,0.999,0.001,1000,EDFSMode.RANDOM
Completed,0.73,47,2605,12,0.833,0.916,1000,EDFSMode.RANDOM
Completed,0.75,17,3991,23,0.724,0.999,307,EDFSMode.RANDOM
Completed,0.74,76,916,68,0.813,0.001,100,EDFSMode.RANDOM
Completed,0.75,9,2340,76,0.001,0.999,120,EDFSMode.RANDOM
Completed,0.74,7,3001,42,0.001,0.534,260,EDFSMode.RANDOM
Completed,0.74,7,4282,63,0.001,0.001,599,EDFSMode.RANDOM
Completed,0.75,56,3680,68,0.593,0.001,225,EDFSMode.RANDOM
Completed,0.74,252,3509,59,0.967,0.001,1000,EDFSMode.RANDOM
Completed,0.74,167,4905,39,0.999,0.001,1000,EDFSMode.RANDOM
Completed,0.75,10,2971,34,0.453,0.999,240,EDFSMode.RANDOM
Completed,0.75,9,2686,68,0.226,0.999,224,EDFSMode.RANDOM
Completed,0.75,20,707,68,0.67,0.001,181,EDFSMode.RANDOM
Completed,0.74,51,3516,16,0.654,0.001,1000,EDFSMode.RANDOM
Completed,0.75,5,2498,23,0.001,0.999,185,EDFSMode.RANDOM
Completed,0.74,47,2788,86,0.484,0.873,1000,EDFSMode.RANDOM
Completed,0.74,713,4341,42,0.636,0.001,766,EDFSMode.RANDOM
Completed,0.74,150,3172,37,0.587,0.477,348,EDFSMode.RANDOM
Completed,0.75,14,2374,52,0.322,0.999,100,EDFSMode.RANDOM
Completed,0.75,9,2397,7,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.75,15,2364,36,0.602,0.053,100,EDFSMode.RANDOM
Completed,0.75,8,4422,51,0.256,0.999,850,EDFSMode.RANDOM
Completed,0.75,9,2372,67,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,7,2379,8,0.459,0.999,100,EDFSMode.RANDOM
Completed,0.75,12,2354,93,0.001,0.059,100,EDFSMode.RANDOM
Completed,0.74,3411,3140,52,0.999,0.001,406,EDFSMode.RANDOM
Completed,0.75,37,2371,72,0.408,0.001,100,EDFSMode.RANDOM
Completed,0.75,25,2345,55,0.729,0.999,100,EDFSMode.RANDOM
Completed,0.75,25,2291,87,0.443,0.999,100,EDFSMode.RANDOM
Completed,0.75,9,2282,60,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,46,2419,94,0.436,0.001,100,EDFSMode.RANDOM
Completed,0.75,27,4034,51,0.261,0.001,1000,EDFSMode.RANDOM
Completed,0.75,4,4010,34,0.001,0.001,1000,EDFSMode.RANDOM
Completed,0.75,11,2381,26,0.44,0.999,100,EDFSMode.RANDOM
Completed,0.75,42,3101,7,0.531,0.999,364,EDFSMode.RANDOM
Completed,0.75,6,4200,82,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.75,7,1437,7,0.822,0.999,583,EDFSMode.RANDOM
Completed,0.75,8,2402,17,0.234,0.999,100,EDFSMode.RANDOM
Completed,0.75,6,1413,37,0.163,0.999,468,EDFSMode.RANDOM
Completed,0.74,11,2435,83,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,10,4061,95,0.167,0.001,1000,EDFSMode.RANDOM
Completed,0.74,41,3144,5,0.999,0.999,337,EDFSMode.RANDOM
Completed,0.75,5,4257,53,0.115,0.999,1000,EDFSMode.RANDOM
Completed,0.75,9,2386,48,0.001,0.16,100,EDFSMode.RANDOM
Completed,0.75,54,2958,48,0.51,0.999,416,EDFSMode.RANDOM
Completed,0.74,60,4316,19,0.627,0.999,1000,EDFSMode.RANDOM
Completed,0.75,10,2169,100,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.75,38,2411,100,0.657,0.999,100,EDFSMode.RANDOM
Completed,0.73,26,5000,1,0.332,0.001,406,EDFSMode.RANDOM
Completed,0.74,8,640,1,0.001,0.001,100,EDFSMode.RANDOM
Completed,0.74,32,3825,1,0.485,0.001,100,EDFSMode.RANDOM
Completed,0.75,6,4082,100,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.75,4,3959,1,0.445,0.001,1000,EDFSMode.RANDOM
Completed,0.74,7,3940,100,0.001,0.001,1000,EDFSMode.RANDOM
Completed,0.75,9,4831,100,0.001,0.001,531,EDFSMode.RANDOM
Completed,0.75,10,3829,1,0.425,0.001,252,EDFSMode.RANDOM
Completed,0.75,6,2346,1,0.441,0.001,100,EDFSMode.RANDOM
Completed,0.74,9,4973,48,0.001,0.001,432,EDFSMode.RANDOM
Completed,0.74,8,2615,1,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.75,51,2393,100,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.74,16,667,100,0.001,0.001,100,EDFSMode.RANDOM
Completed,0.75,19,1788,100,0.392,0.801,479,EDFSMode.RANDOM
Completed,0.74,6,2374,1,0.001,0.001,100,EDFSMode.RANDOM
Completed,0.75,6,4794,1,0.17,0.001,492,EDFSMode.RANDOM
Completed,0.75,6,2393,1,0.605,0.573,100,EDFSMode.RANDOM
Completed,0.73,3,2111,1,0.001,0.001,118,EDFSMode.RANDOM
Completed,0.72,9,1442,1,0.001,0.001,359,EDFSMode.RANDOM
Completed,0.74,15,660,100,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.74,4,3096,1,0.001,0.999,396,EDFSMode.RANDOM
Completed,0.74,5,1645,1,0.309,0.999,537,EDFSMode.RANDOM
Completed,0.74,21,3858,100,0.001,0.001,160,EDFSMode.RANDOM
Completed,0.74,31,5000,100,0.001,0.001,100,EDFSMode.RANDOM
Completed,0.74,12,754,1,0.027,0.999,100,EDFSMode.RANDOM
Completed,0.75,12,2300,100,0.001,0.43,100,EDFSMode.RANDOM
Completed,0.72,9,3217,1,0.001,0.001,346,EDFSMode.RANDOM
Completed,0.75,69,3681,100,0.001,0.001,329,EDFSMode.RANDOM
Completed,0.74,3,1603,1,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.74,2,2881,1,0.4,0.001,1000,EDFSMode.RANDOM
Completed,0.75,7,4375,100,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.74,19,1501,1,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.75,7,4853,100,0.001,0.76,1000,EDFSMode.RANDOM
Completed,0.73,4,2791,1,0.19,0.999,1000,EDFSMode.RANDOM
Completed,0.75,6,3759,70,0.001,0.001,586,EDFSMode.RANDOM
Completed,0.74,2,2822,27,0.001,0.001,1000,EDFSMode.RANDOM
Completed,0.75,5,4815,1,0.001,0.999,650,EDFSMode.RANDOM
