Status,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
Completed,0.91,1640,3544,58,0.099,0.129,116,EDFSMode.RANDOM
Completed,0.92,699,945,35,0.161,0.001,130,EDFSMode.RANDOM
Completed,0.93,423,3605,45,0.018,0.157,360,EDFSMode.RANDOM
Completed,0.93,503,4857,53,0.046,0.001,518,EDFSMode.RANDOM
Completed,0.9,292,724,13,0.05,0.001,446,EDFSMode.RANDOM
Completed,0.9,203,1099,32,0.054,0.319,750,EDFSMode.RANDOM
Completed,0.91,355,1223,85,0.14,0.999,849,EDFSMode.RANDOM
Completed,0.92,568,1670,23,0.107,0.763,241,EDFSMode.RANDOM
Completed,0.91,263,3677,43,0.047,0.455,701,EDFSMode.RANDOM
Completed,0.92,317,5000,62,0.076,0.986,734,EDFSMode.RANDOM
Completed,0.92,382,4166,88,0.008,0.311,638,EDFSMode.RANDOM
Completed,0.91,260,4333,72,0.001,0.794,1000,EDFSMode.RANDOM
Completed,0.92,388,4490,92,0.001,0.527,664,EDFSMode.RANDOM
Completed,0.92,1470,4821,9,0.53,0.219,156,EDFSMode.RANDOM
Completed,0.92,689,4535,13,0.36,0.76,591,EDFSMode.RANDOM
Completed,0.92,385,4738,59,0.168,0.777,648,EDFSMode.RANDOM
Completed,0.91,306,5000,29,0.011,0.999,709,EDFSMode.RANDOM
Completed,0.83,145,2376,38,0.021,0.038,645,EDFSMode.RANDOM
Completed,0.92,924,3161,100,0.2,0.001,168,EDFSMode.RANDOM
Completed,0.91,1095,4629,34,0.293,0.515,587,EDFSMode.RANDOM
Completed,0.87,467,620,12,0.284,0.289,691,EDFSMode.RANDOM
Completed,0.91,522,1622,16,0.285,0.452,677,EDFSMode.RANDOM
Completed,0.91,660,3825,35,0.285,0.922,675,EDFSMode.RANDOM
Completed,0.91,690,1467,14,0.287,0.032,703,EDFSMode.RANDOM
Completed,0.93,913,477,59,0.35,0.999,135,EDFSMode.RANDOM
Completed,0.91,556,3177,16,0.284,0.564,680,EDFSMode.RANDOM
Completed,0.92,494,838,9,0.345,0.999,188,EDFSMode.RANDOM
Completed,0.92,446,1312,84,0.001,0.878,365,EDFSMode.RANDOM
Completed,0.93,1985,4865,80,0.226,0.001,410,EDFSMode.RANDOM
Completed,0.92,1226,1731,20,0.392,0.999,156,EDFSMode.RANDOM
Completed,0.92,1365,4500,11,0.437,0.841,467,EDFSMode.RANDOM
Completed,0.91,635,4392,13,0.278,0.555,670,EDFSMode.RANDOM
Completed,0.92,1334,1600,67,0.335,0.999,159,EDFSMode.RANDOM
Completed,0.91,2037,198,80,0.484,0.999,100,EDFSMode.RANDOM
Completed,0.92,881,1720,54,0.102,0.001,234,EDFSMode.RANDOM
Completed,0.93,1103,850,9,0.438,0.999,108,EDFSMode.RANDOM
Completed,0.86,1175,629,5,0.299,0.015,694,EDFSMode.RANDOM
Completed,0.92,869,575,68,0.317,0.999,185,EDFSMode.RANDOM
Completed,0.92,1788,3714,9,0.56,0.704,100,EDFSMode.RANDOM
Completed,0.93,692,2768,20,0.027,0.001,100,EDFSMode.RANDOM
Completed,0.92,1647,675,58,0.566,0.999,215,EDFSMode.RANDOM
Completed,0.92,551,4119,37,0.014,0.001,276,EDFSMode.RANDOM
Completed,0.88,162,723,11,0.102,0.616,644,EDFSMode.RANDOM
Completed,0.92,1635,1415,78,0.167,0.222,100,EDFSMode.RANDOM
Completed,0.93,601,4371,50,0.002,0.001,262,EDFSMode.RANDOM
Completed,0.92,1084,5000,53,0.362,0.74,207,EDFSMode.RANDOM
Completed,0.91,249,3381,57,0.001,0.999,782,EDFSMode.RANDOM
Completed,0.91,310,1671,68,0.088,0.78,783,EDFSMode.RANDOM
Completed,0.91,308,4411,87,0.085,0.999,925,EDFSMode.RANDOM
Completed,0.93,537,1172,43,0.19,0.401,217,EDFSMode.RANDOM
Completed,0.92,1574,3906,41,0.533,0.999,183,EDFSMode.RANDOM
Completed,0.88,183,636,70,0.02,0.999,744,EDFSMode.RANDOM
Completed,0.92,1022,4579,96,0.005,0.001,178,EDFSMode.RANDOM
Completed,0.84,296,659,100,0.179,0.632,907,EDFSMode.RANDOM
Completed,0.91,280,4440,66,0.033,0.001,865,EDFSMode.RANDOM
Completed,0.92,384,3297,68,0.001,0.251,448,EDFSMode.RANDOM
Completed,0.87,241,546,68,0.113,0.001,764,EDFSMode.RANDOM
Completed,0.92,580,4749,85,0.001,0.999,372,EDFSMode.RANDOM
Completed,0.92,724,4894,41,0.012,0.001,212,EDFSMode.RANDOM
Completed,0.91,245,1837,45,0.023,0.999,1000,EDFSMode.RANDOM
Completed,0.91,2772,1611,6,0.465,0.343,100,EDFSMode.RANDOM
Completed,0.87,178,964,59,0.019,0.276,1000,EDFSMode.RANDOM
Completed,0.88,241,3263,48,0.141,0.001,978,EDFSMode.RANDOM
Completed,0.9,243,1583,45,0.123,0.678,1000,EDFSMode.RANDOM
Completed,0.88,395,2521,11,0.372,0.001,490,EDFSMode.RANDOM
Completed,0.91,273,1341,14,0.14,0.072,749,EDFSMode.RANDOM
Completed,0.9,359,1544,78,0.173,0.752,828,EDFSMode.RANDOM
Completed,0.91,526,959,42,0.284,0.025,502,EDFSMode.RANDOM
Completed,0.92,279,818,8,0.145,0.999,289,EDFSMode.RANDOM
Completed,0.87,173,600,7,0.025,0.857,760,EDFSMode.RANDOM
Completed,0.88,320,2738,5,0.001,0.918,674,EDFSMode.RANDOM
Completed,0.91,408,3075,100,0.195,0.488,620,EDFSMode.RANDOM
Completed,0.88,214,1301,13,0.065,0.001,1000,EDFSMode.RANDOM
Completed,0.91,278,1143,17,0.001,0.102,508,EDFSMode.RANDOM
Completed,0.88,434,793,7,0.374,0.001,641,EDFSMode.RANDOM
Completed,0.86,1310,740,37,0.277,0.001,835,EDFSMode.RANDOM
Completed,0.92,2140,3349,57,0.396,0.999,100,EDFSMode.RANDOM
Completed,0.93,550,3320,66,0.155,0.999,331,EDFSMode.RANDOM
Completed,0.93,1107,3524,79,0.286,0.999,419,EDFSMode.RANDOM
Completed,0.78,235,2094,57,0.149,0.001,356,EDFSMode.RANDOM
Completed,0.92,1037,4499,79,0.292,0.999,439,EDFSMode.RANDOM
Completed,0.93,936,1722,78,0.287,0.999,446,EDFSMode.RANDOM
Completed,0.88,587,591,79,0.283,0.999,466,EDFSMode.RANDOM
Completed,0.93,6460,2953,57,0.685,0.999,148,EDFSMode.RANDOM
Completed,0.91,892,2720,71,0.286,0.999,376,EDFSMode.RANDOM
Completed,0.92,2162,1007,57,0.397,0.999,100,EDFSMode.RANDOM
Completed,0.72,851,1035,2,0.085,0.691,463,EDFSMode.RANDOM
Completed,0.88,2356,2105,62,0.522,0.365,141,EDFSMode.RANDOM
Completed,0.89,4428,443,76,0.414,0.517,413,EDFSMode.RANDOM
Completed,0.84,479,2412,19,0.362,0.082,638,EDFSMode.RANDOM
Completed,0.9,252,2522,28,0.057,0.304,368,EDFSMode.RANDOM
Completed,0.93,2427,928,31,0.487,0.235,116,EDFSMode.RANDOM
Completed,0.87,220,257,57,0.005,0.058,308,EDFSMode.RANDOM
Completed,0.92,1381,3610,79,0.107,0.945,157,EDFSMode.RANDOM
Completed,0.9,2515,1303,65,0.289,0.668,794,EDFSMode.RANDOM
Completed,0.88,322,3114,61,0.151,0.737,910,EDFSMode.RANDOM
Completed,0.92,3708,1974,95,0.455,0.896,279,EDFSMode.RANDOM
Completed,0.92,914,1394,20,0.035,0.816,145,EDFSMode.RANDOM
Completed,0.89,3222,472,68,0.597,0.237,438,EDFSMode.RANDOM
Completed,0.78,582,174,13,0.258,0.458,955,EDFSMode.RANDOM
Completed,0.93,644,4742,46,0.075,0.174,239,EDFSMode.RANDOM
Completed,0.92,4370,4081,72,0.435,0.099,186,EDFSMode.RANDOM
Completed,0.89,2258,2597,84,0.311,0.213,570,EDFSMode.RANDOM
Completed,0.89,390,2472,75,0.116,0.435,384,EDFSMode.RANDOM
Completed,0.9,742,3257,10,0.201,0.013,755,EDFSMode.RANDOM
Completed,0.84,159,379,32,0.16,0.998,610,EDFSMode.RANDOM
Completed,0.93,1242,4556,24,0.477,0.651,340,EDFSMode.RANDOM
Completed,0.9,294,2809,89,0.001,0.001,528,EDFSMode.RANDOM
Completed,0.89,200,3402,17,0.012,0.348,1000,EDFSMode.RANDOM
Completed,0.89,210,2682,69,0.001,0.999,778,EDFSMode.RANDOM
Completed,0.92,520,3274,28,0.179,0.428,366,EDFSMode.RANDOM
Completed,0.92,391,4856,17,0.007,0.367,476,EDFSMode.RANDOM
Completed,0.93,558,1650,94,0.173,0.29,411,EDFSMode.RANDOM
Completed,0.91,2919,1681,100,0.202,0.999,1000,EDFSMode.RANDOM
Completed,0.91,286,4087,35,0.027,0.001,1000,EDFSMode.RANDOM
Completed,0.91,300,3477,40,0.073,0.001,663,EDFSMode.RANDOM
Completed,0.9,354,3386,100,0.153,0.455,1000,EDFSMode.RANDOM
Completed,0.92,609,1418,31,0.217,0.867,505,EDFSMode.RANDOM
Completed,0.9,345,1465,94,0.041,0.999,1000,EDFSMode.RANDOM
Completed,0.88,271,1188,98,0.03,0.001,1000,EDFSMode.RANDOM
Completed,0.9,411,986,36,0.127,0.001,638,EDFSMode.RANDOM
Completed,0.92,3111,3637,17,0.545,0.001,593,EDFSMode.RANDOM
Completed,0.93,736,362,27,0.311,0.999,100,EDFSMode.RANDOM
Completed,0.87,209,1143,25,0.096,0.999,1000,EDFSMode.RANDOM
