Status,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
Failed,,,1951,7,0.577,0.5,754,EDFSMode.RANDOM
Failed,,,2244,59,0.119,0.192,387,EDFSMode.RANDOM
Failed,,,4964,30,0.545,0.981,610,EDFSMode.RANDOM
Failed,,,3601,96,0.26,0.392,805,EDFSMode.RANDOM
Failed,,,1029,16,0.841,0.686,131,EDFSMode.RANDOM
Failed,,,3969,75,0.879,0.758,697,EDFSMode.RANDOM
Failed,,,1403,39,0.454,0.038,470,EDFSMode.RANDOM
Failed,,,1468,72,0.52,0.748,852,EDFSMode.RANDOM
Failed,,,3904,43,0.064,0.454,174,EDFSMode.RANDOM
Failed,,,2533,84,0.847,0.918,368,EDFSMode.RANDOM
Failed,,,262,4,0.298,0.128,596,EDFSMode.RANDOM
Failed,,,3530,13,0.701,0.821,511,EDFSMode.RANDOM
Failed,,,3585,80,0.772,0.005,235,EDFSMode.RANDOM
Failed,,,2169,78,0.385,0.788,119,EDFSMode.RANDOM
Failed,,,4453,11,0.967,0.01,796,EDFSMode.RANDOM
Failed,,,2378,96,0.629,0.954,485,EDFSMode.RANDOM
Failed,,,4791,19,0.211,0.25,712,EDFSMode.RANDOM
Failed,,,3501,57,0.987,0.628,961,EDFSMode.RANDOM
Failed,,,1246,31,0.414,0.419,283,EDFSMode.RANDOM
Failed,,,2621,40,0.588,0.6,818,EDFSMode.RANDOM
Failed,,,1498,3,0.791,0.8,402,EDFSMode.RANDOM
Failed,,,1962,63,0.859,0.053,303,EDFSMode.RANDOM
Failed,,,4543,49,0.286,0.776,976,EDFSMode.RANDOM
Failed,,,3417,76,0.501,0.351,664,EDFSMode.RANDOM
Failed,,,666,12,0.083,0.572,441,EDFSMode.RANDOM
Failed,,,450,93,0.498,0.669,411,EDFSMode.RANDOM
Failed,,,3047,22,0.914,0.378,638,EDFSMode.RANDOM
Failed,,,4327,54,0.139,0.997,781,EDFSMode.RANDOM
Failed,,,4259,23,0.426,0.551,331,EDFSMode.RANDOM
Failed,,,3056,53,0.647,0.072,186,EDFSMode.RANDOM
Failed,,,735,69,0.354,0.877,890,EDFSMode.RANDOM
Failed,,,1187,70,0.959,0.602,365,EDFSMode.RANDOM
Failed,,,3443,44,0.379,0.319,592,EDFSMode.RANDOM
Failed,,,4810,82,0.663,0.807,841,EDFSMode.RANDOM
Failed,,,2398,5,0.239,0.021,163,EDFSMode.RANDOM
Failed,,,4512,35,0.142,0.506,306,EDFSMode.RANDOM
Failed,,,3155,92,0.925,0.12,450,EDFSMode.RANDOM
Failed,,,481,76,0.072,0.923,647,EDFSMode.RANDOM
Failed,,,2899,12,0.529,0.157,420,EDFSMode.RANDOM
Failed,,,4103,64,0.306,0.721,108,EDFSMode.RANDOM
Failed,,,1854,50,0.857,0.451,785,EDFSMode.RANDOM
Failed,,,1828,51,0.279,0.508,767,EDFSMode.RANDOM
Failed,,,4091,37,0.821,0.288,540,EDFSMode.RANDOM
Failed,,,2951,89,0.108,0.838,228,EDFSMode.RANDOM
Failed,,,546,25,0.556,0.115,905,EDFSMode.RANDOM
Failed,,,3934,81,0.868,0.862,153,EDFSMode.RANDOM
Failed,,,3165,9,0.442,0.936,202,EDFSMode.RANDOM
Failed,,,4463,66,0.719,0.441,345,EDFSMode.RANDOM
Failed,,,3107,48,0.226,0.888,465,EDFSMode.RANDOM
Failed,,,4248,78,0.94,0.486,320,EDFSMode.RANDOM
Failed,,,1671,11,0.398,0.718,994,EDFSMode.RANDOM
Failed,,,1602,67,0.166,0.77,544,EDFSMode.RANDOM
Failed,,,4356,47,0.747,0.059,771,EDFSMode.RANDOM
Failed,,,401,8,0.888,0.353,237,EDFSMode.RANDOM
Failed,,,654,89,0.536,0.387,210,EDFSMode.RANDOM
Failed,,,4608,52,0.831,0.218,572,EDFSMode.RANDOM
Failed,,,2308,85,0.803,0.699,714,EDFSMode.RANDOM
Failed,,,2691,32,0.982,0.87,155,EDFSMode.RANDOM
Failed,,,4058,95,0.198,0.257,404,EDFSMode.RANDOM
Failed,,,1314,18,0.655,0.54,628,EDFSMode.RANDOM
Failed,,,1560,98,0.338,0.236,249,EDFSMode.RANDOM
Failed,,,3812,15,0.764,0.967,923,EDFSMode.RANDOM
Failed,,,2605,61,0.042,0.41,730,EDFSMode.RANDOM
Failed,,,189,28,0.623,0.638,507,EDFSMode.RANDOM
Failed,,,2119,23,0.993,0.222,529,EDFSMode.RANDOM
Failed,,,277,97,0.813,0.82,957,EDFSMode.RANDOM
Failed,,,2556,17,0.27,0.104,279,EDFSMode.RANDOM
Failed,,,3841,59,0.547,0.52,474,EDFSMode.RANDOM
Failed,,,1414,29,0.099,0.308,701,EDFSMode.RANDOM
Failed,,,1342,62,0.906,0.971,178,EDFSMode.RANDOM
Failed,,,1091,85,0.295,0.37,520,EDFSMode.RANDOM
Failed,,,3655,5,0.868,0.582,744,EDFSMode.RANDOM
Failed,,,4949,71,0.092,0.041,938,EDFSMode.RANDOM
Failed,,,2220,42,0.509,0.756,264,EDFSMode.RANDOM
Failed,,,1888,94,0.062,0.557,798,EDFSMode.RANDOM
Failed,,,4618,20,0.604,0.271,121,EDFSMode.RANDOM
Failed,,,3323,55,0.327,0.851,435,EDFSMode.RANDOM
Failed,,,760,32,0.775,0.07,662,EDFSMode.RANDOM
Failed,,,390,65,0.675,0.161,688,EDFSMode.RANDOM
Failed,,,987,47,0.384,0.001,100,EDFSMode.RANDOM
Failed,,,899,100,0.278,0.001,100,EDFSMode.RANDOM
Failed,,,905,100,0.523,0.001,100,EDFSMode.RANDOM
Failed,,,2058,100,0.999,0.928,285,EDFSMode.RANDOM
Failed,,,1982,82,0.999,0.999,100,EDFSMode.RANDOM
Failed,,,3672,96,0.999,0.999,100,EDFSMode.RANDOM
Failed,,,1747,82,0.581,0.008,334,EDFSMode.RANDOM
Failed,,,4173,8,0.008,0.79,557,EDFSMode.RANDOM
Failed,,,2889,68,0.785,0.334,871,EDFSMode.RANDOM
Failed,,,608,45,0.367,0.62,197,EDFSMode.RANDOM
Failed,,,821,52,0.218,0.654,224,EDFSMode.RANDOM
Failed,,,820,86,0.988,0.092,604,EDFSMode.RANDOM
Failed,,,4691,95,0.957,0.208,257,EDFSMode.RANDOM
Failed,,,3261,35,0.635,0.422,901,EDFSMode.RANDOM
Failed,,,4386,90,0.421,0.949,756,EDFSMode.RANDOM
Failed,,,2906,76,0.889,0.657,199,EDFSMode.RANDOM
Failed,,,474,11,0.465,0.39,876,EDFSMode.RANDOM
Failed,,,2391,82,0.345,0.541,399,EDFSMode.RANDOM
Failed,,,4816,5,0.802,0.255,626,EDFSMode.RANDOM
Failed,,,3456,70,0.018,0.867,821,EDFSMode.RANDOM
Failed,,,1174,44,0.568,0.085,143,EDFSMode.RANDOM
Failed,,,4758,1,0.847,0.999,360,EDFSMode.RANDOM
Failed,,,995,1,0.165,0.999,214,EDFSMode.RANDOM
Failed,,,526,100,0.001,0.001,141,EDFSMode.RANDOM
Failed,,,3727,53,0.502,0.001,1000,EDFSMode.RANDOM
Failed,,,676,56,0.193,0.999,816,EDFSMode.RANDOM
Failed,,,3791,14,0.058,0.999,1000,EDFSMode.RANDOM
Failed,,,511,100,0.001,0.001,136,EDFSMode.RANDOM
Failed,,,1119,52,0.175,0.999,813,EDFSMode.RANDOM
Failed,,,945,63,0.894,0.632,134,EDFSMode.RANDOM
Failed,,,4574,1,0.839,0.999,377,EDFSMode.RANDOM
Failed,,,3896,72,0.455,0.982,388,EDFSMode.RANDOM
Failed,,,1476,42,0.881,0.188,615,EDFSMode.RANDOM
Failed,,,3064,36,0.755,0.616,436,EDFSMode.RANDOM
Failed,,,1687,22,0.615,0.785,798,EDFSMode.RANDOM
Failed,,,1599,54,0.823,0.732,346,EDFSMode.RANDOM
Failed,,,4320,34,0.281,0.438,573,EDFSMode.RANDOM
Failed,,,3034,92,0.558,0.933,887,EDFSMode.RANDOM
Failed,,,2628,72,0.945,0.087,589,EDFSMode.RANDOM
Failed,,,1822,37,0.141,0.054,982,EDFSMode.RANDOM
Failed,,,3461,99,0.89,0.418,190,EDFSMode.RANDOM
Failed,,,4116,50,0.168,0.217,344,EDFSMode.RANDOM
Failed,,,449,74,0.838,0.963,801,EDFSMode.RANDOM
Failed,,,1573,1,0.124,0.412,656,EDFSMode.RANDOM
Failed,,,1700,71,0.313,0.107,207,EDFSMode.RANDOM
Failed,,,792,18,0.01,0.045,786,EDFSMode.RANDOM
Failed,,,1772,93,0.423,0.496,532,EDFSMode.RANDOM
Failed,,,2817,56,0.189,0.171,899,EDFSMode.RANDOM
Failed,,,2854,98,0.38,0.036,340,EDFSMode.RANDOM
Failed,,,605,15,0.953,0.763,567,EDFSMode.RANDOM
Failed,,,3560,54,0.526,0.494,622,EDFSMode.RANDOM
Failed,,,310,64,0.476,0.549,482,EDFSMode.RANDOM
Failed,,,3855,77,0.149,0.846,963,EDFSMode.RANDOM
Failed,,,1439,13,0.69,0.076,289,EDFSMode.RANDOM
Failed,,,1353,80,0.258,0.646,583,EDFSMode.RANDOM
Failed,,,1858,17,0.448,0.183,430,EDFSMode.RANDOM
Failed,,,1985,97,0.461,0.316,686,EDFSMode.RANDOM
Failed,,,3421,59,0.164,0.018,323,EDFSMode.RANDOM
Failed,,,175,80,0.324,0.443,704,EDFSMode.RANDOM
Failed,,,3799,69,0.059,0.148,276,EDFSMode.RANDOM
Failed,,,1297,66,0.417,0.346,375,EDFSMode.RANDOM
Failed,,,4036,49,0.999,0.577,602,EDFSMode.RANDOM
Failed,,,629,42,0.268,0.692,802,EDFSMode.RANDOM
Failed,,,4411,43,0.652,0.13,447,EDFSMode.RANDOM
Failed,,,847,6,0.979,0.46,985,EDFSMode.RANDOM
Failed,,,4149,27,0.656,0.593,202,EDFSMode.RANDOM
Failed,,,4654,28,0.796,0.4,667,EDFSMode.RANDOM
Failed,,,349,82,0.99,0.047,100,EDFSMode.RANDOM
Failed,,,4284,71,0.631,0.372,641,EDFSMode.RANDOM
Failed,,,2646,94,0.359,0.296,170,EDFSMode.RANDOM
Failed,,,4128,17,0.512,0.417,868,EDFSMode.RANDOM
Failed,,,2914,60,0.29,0.96,561,EDFSMode.RANDOM
Failed,,,504,30,0.871,0.244,338,EDFSMode.RANDOM
Failed,,,877,75,0.708,0.028,533,EDFSMode.RANDOM
Failed,,,2083,1,0.486,0.594,220,EDFSMode.RANDOM
Failed,,,526,67,0.783,0.021,202,EDFSMode.RANDOM
Failed,,,3460,90,0.678,0.514,395,EDFSMode.RANDOM
Failed,,,1209,23,0.222,0.282,619,EDFSMode.RANDOM
Failed,,,1256,83,0.234,0.481,921,EDFSMode.RANDOM
Failed,,,3999,6,0.681,0.689,247,EDFSMode.RANDOM
Failed,,,2711,69,0.405,0.187,496,EDFSMode.RANDOM
Failed,,,1000,61,0.597,0.864,581,EDFSMode.RANDOM
Failed,,,3747,28,0.055,0.09,354,EDFSMode.RANDOM
Failed,,,4877,99,0.769,0.539,161,EDFSMode.RANDOM
Failed,,,2292,16,0.32,0.26,838,EDFSMode.RANDOM
Failed,,,1592,34,0.712,0.204,104,EDFSMode.RANDOM
Failed,,,1699,90,0.975,0.276,555,EDFSMode.RANDOM
Failed,,,324,36,0.192,0.85,860,EDFSMode.RANDOM
Failed,,,1100,99,0.15,0.101,734,EDFSMode.RANDOM
Failed,,,4233,39,0.839,0.146,100,EDFSMode.RANDOM
Failed,,,1516,97,0.986,0.169,594,EDFSMode.RANDOM
Failed,,,4742,62,0.478,0.303,260,EDFSMode.RANDOM
Failed,,,2465,26,0.934,0.527,934,EDFSMode.RANDOM
Failed,,,4899,2,0.348,0.471,487,EDFSMode.RANDOM
Failed,,,3686,73,0.57,0.904,294,EDFSMode.RANDOM
Failed,,,945,41,0.02,0.173,972,EDFSMode.RANDOM
Failed,,,890,21,0.47,0.832,673,EDFSMode.RANDOM
Failed,,,918,80,0.89,0.142,875,EDFSMode.RANDOM
Failed,,,212,73,0.016,0.321,144,EDFSMode.RANDOM
Failed,,,3213,71,0.972,0.747,798,EDFSMode.RANDOM
Failed,,,3757,86,0.374,0.027,626,EDFSMode.RANDOM
Failed,,,3913,26,0.489,0.201,855,EDFSMode.RANDOM
Failed,,,2778,100,0.703,0.673,605,EDFSMode.RANDOM
Failed,,,2979,79,0.462,0.57,914,EDFSMode.RANDOM
Failed,,,3391,25,0.111,0.658,885,EDFSMode.RANDOM
Failed,,,2313,92,0.908,0.01,300,EDFSMode.RANDOM
Failed,,,4881,62,0.989,0.879,149,EDFSMode.RANDOM
Failed,,,544,100,0.487,0.041,100,EDFSMode.RANDOM
Failed,,,1386,100,0.999,0.999,100,EDFSMode.RANDOM
Failed,,,1943,29,0.991,0.174,426,EDFSMode.RANDOM
Failed,,,1445,90,0.741,0.005,506,EDFSMode.RANDOM
Failed,,,883,92,0.112,0.354,903,EDFSMode.RANDOM
Failed,,,3161,21,0.538,0.566,229,EDFSMode.RANDOM
Failed,,,4525,55,0.253,0.056,543,EDFSMode.RANDOM
Failed,,,4306,33,0.001,0.772,162,EDFSMode.RANDOM
Failed,,,4202,99,0.999,0.03,100,EDFSMode.RANDOM
Failed,,,3986,83,0.789,0.247,489,EDFSMode.RANDOM
Failed,,,1269,6,0.372,0.954,713,EDFSMode.RANDOM
Failed,,,3102,51,0.978,0.35,108,EDFSMode.RANDOM
Failed,,,1167,47,0.831,0.999,100,EDFSMode.RANDOM
Failed,,,1379,91,0.723,0.857,723,EDFSMode.RANDOM
