Status,ACCURACY,RUNTIME,recent_samples_size,n_subspaces,feature_percentage,alpha,window_size,mode
Completed,0.1,818,197,77,0.145,0.001,578,EDFSMode.RANDOM
Completed,0.26,731,1555,61,0.057,0.999,774,EDFSMode.RANDOM
Completed,0.05,1331,2049,95,0.095,0.008,335,EDFSMode.RANDOM
Completed,0.39,1670,2000,84,0.351,0.561,331,EDFSMode.RANDOM
Completed,0.28,1073,5000,100,0.236,0.001,731,EDFSMode.RANDOM
Completed,0.25,959,4647,100,0.001,0.703,1000,EDFSMode.RANDOM
Completed,0.09,911,2310,63,0.112,0.295,1000,EDFSMode.RANDOM
Completed,0.26,897,1753,100,0.11,0.407,869,EDFSMode.RANDOM
Completed,0.42,1318,777,52,0.001,0.263,142,EDFSMode.RANDOM
Completed,0.39,1090,846,42,0.001,0.314,191,EDFSMode.RANDOM
Completed,0.3,982,1386,63,0.335,0.305,529,EDFSMode.RANDOM
Completed,0.39,1055,965,40,0.032,0.363,234,EDFSMode.RANDOM
Completed,0.42,2257,4000,100,0.113,0.1,219,EDFSMode.RANDOM
Completed,0.32,1280,1801,100,0.246,0.999,507,EDFSMode.RANDOM
Completed,0.45,1960,682,62,0.001,0.209,100,EDFSMode.RANDOM
Completed,0.39,1286,783,46,0.001,0.282,165,EDFSMode.RANDOM
Completed,0.28,844,1963,100,0.162,0.999,774,EDFSMode.RANDOM
Completed,0.3,979,1367,65,0.229,0.33,541,EDFSMode.RANDOM
Completed,0.34,1579,4506,100,0.259,0.701,417,EDFSMode.RANDOM
Completed,0.28,683,1521,59,0.169,0.347,689,EDFSMode.RANDOM
Completed,0.34,1277,4006,81,0.23,0.298,462,EDFSMode.RANDOM
Completed,0.19,1028,1068,100,0.249,0.001,1000,EDFSMode.RANDOM
Completed,0.39,1731,3852,81,0.124,0.098,284,EDFSMode.RANDOM
Completed,0.38,893,1167,39,0.069,0.428,272,EDFSMode.RANDOM
Completed,0.25,607,5000,39,0.001,0.686,1000,EDFSMode.RANDOM
Completed,0.47,3784,1650,22,0.086,0.999,113,EDFSMode.RANDOM
Completed,0.31,969,1301,66,0.394,0.291,476,EDFSMode.RANDOM
Completed,0.41,2076,4255,79,0.342,0.21,270,EDFSMode.RANDOM
Completed,0.27,1011,5000,100,0.211,0.296,867,EDFSMode.RANDOM
Completed,0.33,1097,4063,100,0.192,0.638,503,EDFSMode.RANDOM
Completed,0.25,713,1546,60,0.085,0.5,796,EDFSMode.RANDOM
Completed,0.28,760,1692,30,0.289,0.176,694,EDFSMode.RANDOM
Completed,0.41,1375,582,61,0.001,0.179,119,EDFSMode.RANDOM
Completed,0.42,1776,1489,45,0.186,0.753,199,EDFSMode.RANDOM
Completed,0.41,1310,1505,49,0.142,0.707,245,EDFSMode.RANDOM
Completed,0.43,2403,1516,46,0.263,0.816,171,EDFSMode.RANDOM
Completed,0.38,1181,1550,59,0.142,0.718,289,EDFSMode.RANDOM
Completed,0.43,1737,1411,38,0.181,0.782,167,EDFSMode.RANDOM
Completed,0.41,1510,1497,46,0.166,0.718,224,EDFSMode.RANDOM
Completed,0.46,3310,3741,28,0.151,0.93,129,EDFSMode.RANDOM
Completed,0.35,1053,1443,65,0.078,0.68,371,EDFSMode.RANDOM
Completed,0.45,2966,796,100,0.001,0.001,100,EDFSMode.RANDOM
Completed,0.27,712,1759,63,0.043,0.001,756,EDFSMode.RANDOM
Completed,0.27,690,3784,57,0.11,0.451,767,EDFSMode.RANDOM
Completed,0.27,746,3961,75,0.001,0.001,824,EDFSMode.RANDOM
Completed,0.37,1400,1595,66,0.126,0.75,324,EDFSMode.RANDOM
Completed,0.39,1560,1570,58,0.151,0.719,271,EDFSMode.RANDOM
Completed,0.47,3169,1313,28,0.124,0.927,100,EDFSMode.RANDOM
Completed,0.29,792,5000,65,0.021,0.999,719,EDFSMode.RANDOM
Completed,0.24,1413,2248,100,0.203,0.898,227,EDFSMode.RANDOM
Completed,0.3,759,3883,60,0.139,0.712,665,EDFSMode.RANDOM
Completed,0.31,1238,2535,100,0.001,0.999,259,EDFSMode.RANDOM
Completed,0.36,1255,1632,69,0.116,0.772,357,EDFSMode.RANDOM
Completed,0.42,1536,1434,43,0.157,0.719,204,EDFSMode.RANDOM
Completed,0.42,1240,1236,29,0.006,0.618,193,EDFSMode.RANDOM
Completed,0.45,2872,1671,50,0.001,0.917,147,EDFSMode.RANDOM
Completed,0.41,2114,1795,53,0.001,0.886,223,EDFSMode.RANDOM
Completed,0.04,1213,2067,74,0.284,0.677,622,EDFSMode.RANDOM
Completed,0.39,1393,1792,57,0.001,0.886,281,EDFSMode.RANDOM
Completed,0.43,2081,1709,52,0.001,0.9,183,EDFSMode.RANDOM
Completed,0.48,5811,1894,48,0.001,0.891,100,EDFSMode.RANDOM
Completed,0.48,5065,1547,54,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.06,784,2123,62,0.02,0.999,625,EDFSMode.RANDOM
Completed,0.11,1077,2248,100,0.399,0.273,622,EDFSMode.RANDOM
Completed,0.26,811,1214,83,0.035,0.001,687,EDFSMode.RANDOM
Completed,0.28,994,1698,77,0.29,0.999,694,EDFSMode.RANDOM
Completed,0.3,971,2293,36,0.001,0.794,174,EDFSMode.RANDOM
Completed,0.41,1230,2420,30,0.078,0.743,104,EDFSMode.RANDOM
Completed,0.24,784,3715,100,0.16,0.999,918,EDFSMode.RANDOM
Completed,0.46,3304,1404,79,0.001,0.999,126,EDFSMode.RANDOM
Completed,0.18,990,2581,100,0.374,0.001,692,EDFSMode.RANDOM
Completed,0.1,855,2205,64,0.203,0.999,620,EDFSMode.RANDOM
Completed,0.33,1219,1015,1,0.076,0.452,152,EDFSMode.RANDOM
Completed,0.34,1101,573,100,0.136,0.841,225,EDFSMode.RANDOM
Completed,0.39,1111,2787,60,0.061,0.658,170,EDFSMode.RANDOM
Completed,0.04,5425,163,5,0.001,0.001,204,EDFSMode.RANDOM
Completed,0.41,1702,4169,43,0.008,0.675,255,EDFSMode.RANDOM
Completed,0.45,3916,1892,81,0.219,0.612,143,EDFSMode.RANDOM
Completed,0.19,1218,1046,1,0.048,0.416,230,EDFSMode.RANDOM
Completed,0.4,1466,563,100,0.102,0.807,139,EDFSMode.RANDOM
Completed,0.4,1464,992,1,0.138,0.489,100,EDFSMode.RANDOM
Completed,0.29,1086,588,100,0.096,0.909,308,EDFSMode.RANDOM
Completed,0.21,760,3200,100,0.068,0.001,939,EDFSMode.RANDOM
Completed,0.12,815,429,100,0.126,0.999,892,EDFSMode.RANDOM
Completed,0.19,1152,549,100,0.203,0.999,605,EDFSMode.RANDOM
Completed,0.31,1430,1709,1,0.036,0.624,197,EDFSMode.RANDOM
Completed,0.31,1244,1322,1,0.001,0.329,183,EDFSMode.RANDOM
Completed,0.34,967,2772,79,0.094,0.648,278,EDFSMode.RANDOM
Completed,0.45,2910,4229,43,0.156,0.71,161,EDFSMode.RANDOM
Completed,0.11,654,400,64,0.061,0.999,985,EDFSMode.RANDOM
Completed,0.43,2473,1880,81,0.186,0.604,188,EDFSMode.RANDOM
Completed,0.43,1574,2787,58,0.117,0.667,119,EDFSMode.RANDOM
Completed,0.1,1950,1374,1,0.001,0.302,682,EDFSMode.RANDOM
Completed,0.09,2992,3527,1,0.021,0.001,673,EDFSMode.RANDOM
Completed,0.38,1181,1056,100,0.001,0.75,266,EDFSMode.RANDOM
Completed,0.26,739,4687,78,0.004,0.397,887,EDFSMode.RANDOM
Completed,0.3,1599,3902,1,0.004,0.433,209,EDFSMode.RANDOM
Completed,0.31,779,4137,53,0.038,0.797,592,EDFSMode.RANDOM
Completed,0.21,591,3067,51,0.001,0.001,946,EDFSMode.RANDOM
Completed,0.06,1347,158,100,0.056,0.999,1000,EDFSMode.RANDOM
Completed,0.44,2764,4110,25,0.001,0.473,172,EDFSMode.RANDOM
Completed,0.14,770,2556,100,0.043,0.999,933,EDFSMode.RANDOM
Completed,0.45,1577,807,24,0.056,0.585,100,EDFSMode.RANDOM
Completed,0.43,1211,874,24,0.089,0.538,145,EDFSMode.RANDOM
Completed,0.37,847,698,27,0.097,0.524,194,EDFSMode.RANDOM
Completed,0.35,858,1507,42,0.106,0.485,380,EDFSMode.RANDOM
Completed,0.38,1323,4028,44,0.128,0.468,330,EDFSMode.RANDOM
Completed,0.35,737,694,29,0.096,0.52,245,EDFSMode.RANDOM
Completed,0.25,641,3608,55,0.195,0.812,950,EDFSMode.RANDOM
Completed,0.48,5467,3994,42,0.036,0.405,100,EDFSMode.RANDOM
Completed,0.44,1457,788,24,0.072,0.544,118,EDFSMode.RANDOM
Completed,0.25,578,4207,34,0.196,0.722,1000,EDFSMode.RANDOM
Completed,0.32,678,732,31,0.105,0.521,296,EDFSMode.RANDOM
Completed,0.45,1582,783,23,0.001,0.688,100,EDFSMode.RANDOM
Completed,0.47,4744,4475,70,0.001,0.328,119,EDFSMode.RANDOM
Completed,0.47,2209,1013,22,0.001,0.645,100,EDFSMode.RANDOM
Completed,0.39,947,737,27,0.084,0.532,170,EDFSMode.RANDOM
Completed,0.32,768,1496,43,0.102,0.564,442,EDFSMode.RANDOM
Completed,0.4,1590,4050,45,0.142,0.428,266,EDFSMode.RANDOM
Completed,0.43,1345,585,31,0.085,0.624,100,EDFSMode.RANDOM
Completed,0.26,636,559,32,0.105,0.596,376,EDFSMode.RANDOM
Completed,0.25,634,4313,49,0.08,0.446,1000,EDFSMode.RANDOM
Completed,0.48,5697,3903,41,0.222,0.286,100,EDFSMode.RANDOM
Completed,0.35,946,1430,67,0.001,0.428,376,EDFSMode.RANDOM
Completed,0.37,884,2759,26,0.088,0.681,201,EDFSMode.RANDOM
Completed,0.43,1226,617,15,0.001,0.999,100,EDFSMode.RANDOM
Completed,0.38,949,655,36,0.008,0.999,179,EDFSMode.RANDOM
Completed,0.47,6469,3137,30,0.536,0.999,100,EDFSMode.RANDOM
Completed,0.39,1133,2986,42,0.307,0.999,225,EDFSMode.RANDOM
Completed,0.28,761,820,73,0.001,0.127,432,EDFSMode.RANDOM
Completed,0.46,6674,3499,4,0.999,0.999,100,EDFSMode.RANDOM
Completed,0.47,3402,3139,96,0.198,0.044,100,EDFSMode.RANDOM
Completed,0.46,2011,909,25,0.001,0.832,100,EDFSMode.RANDOM
Completed,0.39,900,2873,31,0.132,0.826,202,EDFSMode.RANDOM
Completed,0.46,2531,872,100,0.001,0.476,100,EDFSMode.RANDOM
Completed,0.42,2562,1658,72,0.158,0.734,213,EDFSMode.RANDOM
Completed,0.25,1002,1600,100,0.211,0.999,900,EDFSMode.RANDOM
Completed,0.44,3458,1710,71,0.3,0.785,166,EDFSMode.RANDOM
Completed,0.27,808,5000,59,0.245,0.528,842,EDFSMode.RANDOM
Completed,0.48,4418,1426,20,0.076,0.757,100,EDFSMode.RANDOM
Completed,0.45,2297,1426,22,0.087,0.711,134,EDFSMode.RANDOM
Completed,0.4,1634,1649,72,0.133,0.717,243,EDFSMode.RANDOM
Completed,0.25,992,1630,100,0.001,0.999,877,EDFSMode.RANDOM
Completed,0.4,1482,1678,35,0.117,0.692,268,EDFSMode.RANDOM
Completed,0.23,1217,1555,73,0.302,0.999,1000,EDFSMode.RANDOM
Completed,0.44,2177,1421,24,0.074,0.686,158,EDFSMode.RANDOM
Completed,0.23,644,3415,65,0.001,0.571,892,EDFSMode.RANDOM
Completed,0.41,2549,4158,100,0.001,0.999,237,EDFSMode.RANDOM
Completed,0.08,1315,2206,1,0.121,0.999,240,EDFSMode.RANDOM
Completed,0.28,670,1370,52,0.2,0.001,612,EDFSMode.RANDOM
Completed,0.28,1004,3590,88,0.001,0.999,668,EDFSMode.RANDOM
Completed,0.48,3598,1246,88,0.001,0.674,100,EDFSMode.RANDOM
Completed,0.41,3453,1859,56,0.268,0.917,224,EDFSMode.RANDOM
Completed,0.39,2896,1807,53,0.218,0.886,255,EDFSMode.RANDOM
Completed,0.38,2010,1170,70,0.048,0.447,241,EDFSMode.RANDOM
Completed,0.43,2605,1871,56,0.312,0.913,199,EDFSMode.RANDOM
Completed,0.26,652,3914,45,0.001,0.691,936,EDFSMode.RANDOM
Completed,0.41,2006,1828,55,0.238,0.877,235,EDFSMode.RANDOM
Completed,0.43,2594,1881,57,0.364,0.852,193,EDFSMode.RANDOM
Completed,0.26,626,3849,37,0.001,0.999,832,EDFSMode.RANDOM
Completed,0.39,1355,1767,51,0.171,0.871,276,EDFSMode.RANDOM
Completed,0.41,2254,1860,56,0.294,0.895,211,EDFSMode.RANDOM
Completed,0.37,1059,1190,69,0.017,0.5,287,EDFSMode.RANDOM
Completed,0.42,1431,1165,57,0.005,0.459,181,EDFSMode.RANDOM
Completed,0.26,774,4760,69,0.19,0.999,877,EDFSMode.RANDOM
Completed,0.24,597,1737,41,0.047,0.429,989,EDFSMode.RANDOM
Completed,0.47,2726,1162,45,0.001,0.59,100,EDFSMode.RANDOM
Completed,0.06,1887,2605,1,0.007,0.999,933,EDFSMode.RANDOM
Completed,0.29,872,4757,72,0.176,0.999,694,EDFSMode.RANDOM
Completed,0.24,679,3892,64,0.107,0.627,1000,EDFSMode.RANDOM
Completed,0.38,1287,1704,44,0.116,0.886,311,EDFSMode.RANDOM
Completed,0.45,2084,681,69,0.049,0.764,100,EDFSMode.RANDOM
Completed,0.41,1369,1295,24,0.001,0.138,212,EDFSMode.RANDOM
Completed,0.47,3230,2958,86,0.001,0.327,100,EDFSMode.RANDOM
Completed,0.37,1111,583,66,0.083,0.948,169,EDFSMode.RANDOM
Completed,0.46,2160,2915,20,0.031,0.694,100,EDFSMode.RANDOM
Completed,0.37,882,2565,15,0.028,0.317,170,EDFSMode.RANDOM
Completed,0.42,1701,542,67,0.025,0.959,100,EDFSMode.RANDOM
Completed,0.45,2645,740,76,0.264,0.513,100,EDFSMode.RANDOM
Completed,0.47,3412,1138,22,0.001,0.283,100,EDFSMode.RANDOM
Completed,0.45,2749,858,68,0.001,0.725,100,EDFSMode.RANDOM
Completed,0.28,1066,3211,82,0.359,0.001,580,EDFSMode.RANDOM
Completed,0.42,1825,399,56,0.206,0.999,100,EDFSMode.RANDOM
Completed,0.25,1172,599,61,0.001,0.887,452,EDFSMode.RANDOM
Completed,0.38,4416,1523,22,0.001,0.001,229,EDFSMode.RANDOM
Completed,0.2,767,950,32,0.289,0.999,839,EDFSMode.RANDOM
Completed,0.42,2005,1165,25,0.001,0.139,183,EDFSMode.RANDOM
Completed,0.39,1033,2807,29,0.103,0.463,175,EDFSMode.RANDOM
Completed,0.43,1775,2989,36,0.124,0.407,141,EDFSMode.RANDOM
Completed,0.27,1346,3655,1,0.164,0.999,229,EDFSMode.RANDOM
Completed,0.45,1998,828,27,0.186,0.309,100,EDFSMode.RANDOM
Completed,0.38,1598,2993,83,0.344,0.24,247,EDFSMode.RANDOM
Completed,0.36,1007,833,40,0.028,0.838,233,EDFSMode.RANDOM
Completed,0.27,1120,2923,70,0.216,0.21,470,EDFSMode.RANDOM
Completed,0.1,2115,5000,1,0.147,0.999,1000,EDFSMode.RANDOM
Completed,0.25,865,3338,69,0.305,0.999,717,EDFSMode.RANDOM
Completed,0.27,1403,821,100,0.234,0.001,485,EDFSMode.RANDOM
Completed,0.47,3015,3024,33,0.09,0.87,100,EDFSMode.RANDOM
Completed,0.38,2415,3046,93,0.203,0.22,218,EDFSMode.RANDOM
Completed,0.24,751,2705,43,0.319,0.001,514,EDFSMode.RANDOM
Completed,0.38,1567,4507,80,0.118,0.999,303,EDFSMode.RANDOM
Completed,0.31,832,5000,58,0.149,0.008,635,EDFSMode.RANDOM
Completed,0.22,808,1400,100,0.001,0.475,1000,EDFSMode.RANDOM
Completed,0.32,1381,1842,19,0.001,0.001,515,EDFSMode.RANDOM
Completed,0.05,4250,333,1,0.595,0.999,1000,EDFSMode.RANDOM
Completed,0.06,1882,581,1,0.001,0.999,1000,EDFSMode.RANDOM
Completed,0.47,3011,940,87,0.001,0.179,100,EDFSMode.RANDOM
Completed,0.32,765,1965,33,0.001,0.001,563,EDFSMode.RANDOM
Completed,0.27,678,1700,39,0.149,0.999,768,EDFSMode.RANDOM
Completed,0.43,1888,1621,19,0.114,0.61,180,EDFSMode.RANDOM
Completed,0.3,718,5000,40,0.089,0.71,664,EDFSMode.RANDOM
Completed,0.35,987,5000,47,0.103,0.548,398,EDFSMode.RANDOM
Completed,0.39,1189,4161,25,0.1,0.85,298,EDFSMode.RANDOM
Completed,0.46,1863,1002,10,0.052,0.684,105,EDFSMode.RANDOM
Completed,0.37,1000,3372,45,0.05,0.338,280,EDFSMode.RANDOM
Completed,0.45,2259,1599,18,0.125,0.621,148,EDFSMode.RANDOM
Completed,0.37,1530,3693,100,0.074,0.999,332,EDFSMode.RANDOM
Completed,0.36,994,3483,45,0.001,0.482,355,EDFSMode.RANDOM
Completed,0.31,1192,4385,56,0.147,0.001,607,EDFSMode.RANDOM
Completed,0.38,1676,4629,50,0.183,0.393,346,EDFSMode.RANDOM
Completed,0.29,1150,1584,47,0.202,0.999,640,EDFSMode.RANDOM
Completed,0.39,1432,5000,55,0.001,0.279,321,EDFSMode.RANDOM
Completed,0.23,634,764,31,0.203,0.012,595,EDFSMode.RANDOM
Completed,0.41,1538,1618,22,0.11,0.597,216,EDFSMode.RANDOM
Completed,0.32,892,5000,68,0.001,0.426,589,EDFSMode.RANDOM
Completed,0.4,1357,3615,32,0.049,0.343,244,EDFSMode.RANDOM
Completed,0.37,1179,4404,57,0.17,0.001,363,EDFSMode.RANDOM
Completed,0.28,732,4822,46,0.129,0.633,779,EDFSMode.RANDOM
Completed,0.31,772,4860,39,0.001,0.452,582,EDFSMode.RANDOM
Completed,0.29,690,1552,45,0.001,0.999,620,EDFSMode.RANDOM
Completed,0.23,573,3090,39,0.154,0.999,765,EDFSMode.RANDOM
Completed,0.31,700,4545,35,0.163,0.999,623,EDFSMode.RANDOM
Completed,0.32,865,4321,62,0.001,0.001,560,EDFSMode.RANDOM
Completed,0.1,798,2416,100,0.001,0.001,1000,EDFSMode.RANDOM
Completed,0.26,718,5000,79,0.11,0.276,926,EDFSMode.RANDOM
Completed,0.06,1212,113,82,0.02,0.986,632,EDFSMode.RANDOM
Completed,0.13,778,433,54,0.375,0.43,805,EDFSMode.RANDOM
Completed,0.12,5859,73,12,0.419,0.56,161,EDFSMode.RANDOM
Completed,0.07,955,2066,35,0.113,0.885,296,EDFSMode.RANDOM
Completed,0.1,612,290,22,0.145,0.86,886,EDFSMode.RANDOM
Completed,0.12,1403,169,98,0.293,0.687,415,EDFSMode.RANDOM
Completed,0.06,4670,178,2,0.612,0.005,597,EDFSMode.RANDOM
Completed,0.1,982,365,25,0.253,0.168,943,EDFSMode.RANDOM
Completed,0.26,1342,4423,73,0.006,0.429,926,EDFSMode.RANDOM
Completed,0.38,2674,1891,86,0.295,0.034,328,EDFSMode.RANDOM
Completed,0.09,2540,1314,1,0.182,0.163,523,EDFSMode.RANDOM
