source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
benchmark_pareto,0.06,92.0,0.06,69.0,Completed,4382.0,2008.0,94.0,71.0,7.0
benchmark_pareto,0.09,233.0,0.09,141.0,Completed,1967.0,1.0,127.0,94.0,49.0
benchmark_pareto,0.1,299.0,0.1,185.0,Completed,3046.0,1.0,771.0,129.0,10.0
benchmark_pareto,0.11,320.0,0.11,193.0,Completed,3188.0,1.0,891.0,135.0,10.0
benchmark_pareto,0.12,348.0,0.12,210.0,Completed,3701.0,1.0,1000.0,145.0,10.0
benchmark_pareto,0.13,360.0,0.13,214.0,Completed,4372.0,1.0,1000.0,148.0,10.0
benchmark_pareto,0.14,458.0,0.14,299.0,Completed,5000.0,1.0,1000.0,250.0,10.0
benchmark_pareto,0.15,474.0,0.15,353.0,Completed,2462.0,1.0,793.0,128.0,2.0
benchmark_pareto,0.19,816.0,0.19,654.0,Completed,2971.0,143.0,116.0,157.0,80.0
benchmark_pareto,0.3,876.0,0.3,701.0,Completed,372.0,56.0,795.0,187.0,10.0
benchmark_pareto,0.32,957.0,0.32,791.0,Completed,479.0,97.0,199.0,178.0,13.0
benchmark_pareto,0.36,1097.0,0.36,818.0,Completed,2334.0,221.0,470.0,235.0,6.0
benchmark_pareto,0.37,1527.0,0.37,995.0,Completed,219.0,438.0,910.0,118.0,4.0
benchmark_pareto,0.39,1591.0,0.39,1295.0,Completed,2814.0,180.0,287.0,209.0,10.0
benchmark_pareto,0.44,1829.0,0.44,1463.0,Completed,2293.0,441.0,2.0,165.0,1.0
benchmark_pareto,0.46,2154.0,0.46,1576.0,Completed,384.0,543.0,383.0,209.0,1.0
benchmark_pareto,0.49,3456.0,0.49,2184.0,Completed,664.0,484.0,288.0,236.0,1.0
benchmark_pareto,0.5,4999.0,0.5,3305.0,Completed,548.0,1859.0,453.0,188.0,1.0
benchmark_pareto,0.52,6135.0,0.52,3751.0,Completed,855.0,373.0,139.0,190.0,1.0
benchmark_pareto,0.54,6367.0,0.54,5278.0,Completed,2463.0,700.0,432.0,52.0,1.0
benchmark_max_rt,,14369.0,,9772.0,Completed,2905.0,4935.0,252.0,50.0,6.0
benchmark_min_acc,0.03,,0.03,,Completed,1.0,651.0,2.0,146.0,2.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,400.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,800.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,1200.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,1600.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,2000.0,20.0,50.0,3.0
recommendation_system,0.5850776981639056,0.8431599512974214,0.07,202.0,Completed,943.0,15.0,699.0,200.0,171.0
recommendation_system,0.5985190827463004,0.8420455516620414,0.06,227.0,Completed,2840.0,26.0,465.0,166.0,160.0
recommendation_system,0.5995646966379733,0.8388281605850276,0.06,451.0,Completed,2637.0,48.0,641.0,164.0,150.0
recommendation_system,0.6303178542402691,0.8124453866510232,0.11,450.0,Completed,2797.0,63.0,298.0,198.0,136.0
recommendation_system,0.6498392511596547,0.7977051447109882,0.12,451.0,Completed,2806.0,60.0,193.0,226.0,117.0
recommendation_system,0.6523475373604697,0.7889189987599736,0.1,228.0,Completed,2972.0,15.0,170.0,214.0,114.0
recommendation_system,0.6673726157303753,0.7693471726596217,0.13,489.0,Completed,4266.0,110.0,148.0,149.0,121.0
recommendation_system,0.6742441239847856,0.7579253719997953,0.17,513.0,Completed,2560.0,93.0,105.0,172.0,67.0
recommendation_system,0.6785847583663681,0.7428637971640435,0.19,539.0,Completed,2519.0,111.0,177.0,194.0,59.0
recommendation_system,0.6870800997108469,0.7292514631613443,0.29,557.0,Completed,262.0,110.0,949.0,241.0,12.0
recommendation_system,0.6902258497675167,0.7252354682192983,0.32,631.0,Completed,159.0,178.0,57.0,210.0,4.0
recommendation_system,0.7126929371713857,0.7058803793823195,0.38,1291.0,Completed,225.0,725.0,608.0,196.0,2.0
recommendation_system,0.7341766916565768,0.6919203900372218,0.41,1361.0,Completed,337.0,708.0,525.0,236.0,3.0
recommendation_system,0.7464374250164483,0.6767315731077735,0.44,1417.0,Completed,282.0,671.0,521.0,205.0,1.0
recommendation_system,0.7566640115874518,0.671270248771108,0.45,1647.0,Completed,392.0,650.0,639.0,233.0,1.0
recommendation_system,0.7603984574091025,0.6673886799733258,0.47,1917.0,Completed,439.0,684.0,667.0,211.0,1.0
recommendation_system,0.7687480683312179,0.652769712911981,0.47,2296.0,Completed,524.0,658.0,701.0,206.0,1.0
recommendation_system,0.775841644067938,0.6403436473589449,0.48,2920.0,Completed,2723.0,745.0,588.0,214.0,2.0
recommendation_system,0.7912564781938558,0.6219215529049475,0.5,3074.0,Completed,2680.0,606.0,587.0,209.0,1.0
recommendation_system,0.8078825171601949,0.612456925214991,0.51,4361.0,Completed,2936.0,718.0,719.0,220.0,1.0
