source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,n_permutations,update_interval,n_consecutive_deviations
benchmark_pareto,0.55,61.0,0.55,39.0,Completed,1.0,1.0,287.0,158.0,10.0
benchmark_pareto,0.67,79.0,0.67,41.0,Completed,2038.0,1.0,1000.0,250.0,10.0
benchmark_pareto,0.71,87.0,0.71,50.0,Completed,84.0,1.0,1000.0,167.0,10.0
benchmark_pareto,0.8,99.0,0.8,64.0,Completed,83.0,1.0,1000.0,211.0,5.0
benchmark_pareto,0.83,158.0,0.83,112.0,Completed,2030.0,88.0,699.0,104.0,9.0
benchmark_pareto,0.84,166.0,0.84,127.0,Completed,161.0,1.0,1000.0,184.0,5.0
benchmark_pareto,0.85,172.0,0.85,143.0,Completed,2301.0,1.0,1000.0,250.0,10.0
benchmark_pareto,0.86,214.0,0.86,149.0,Completed,59.0,107.0,35.0,135.0,6.0
benchmark_pareto,0.88,235.0,0.88,151.0,Completed,4452.0,44.0,882.0,185.0,125.0
benchmark_pareto,0.89,264.0,0.89,159.0,Completed,199.0,8.0,276.0,224.0,8.0
benchmark_pareto,0.9,295.0,0.9,191.0,Completed,2960.0,56.0,639.0,249.0,78.0
benchmark_pareto,0.91,327.0,0.91,198.0,Completed,590.0,1.0,477.0,250.0,8.0
benchmark_pareto,0.92,345.0,0.92,205.0,Completed,2704.0,1.0,1000.0,181.0,10.0
benchmark_pareto,0.93,427.0,0.93,288.0,Completed,1368.0,111.0,627.0,190.0,94.0
benchmark_pareto,0.94,2200.0,0.94,1561.0,Completed,82.0,3708.0,723.0,60.0,2.0
benchmark_max_rt,,14295.0,,10524.0,Completed,3473.0,1361.0,481.0,12.0,4.0
benchmark_min_acc,0.5,,0.5,,Completed,1.0,1.0,369.0,73.0,10.0
paper_default,-1.0,-1.0,0.87,9054.0,Completed,2000.0,400.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,0.87,9028.0,Completed,2000.0,800.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,1200.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,0.87,10420.0,Completed,2000.0,1600.0,20.0,50.0,3.0
paper_default,-1.0,-1.0,,,MAX_RT,2000.0,2000.0,20.0,50.0,3.0
recommendation_system,0.491125224,0.799737191,0.49,37.0,Completed,2634.0,3.0,246.0,216.0,153.0
recommendation_system,0.527889274,0.779392401,0.69,39.0,Completed,11.0,5.0,942.0,188.0,9.0
recommendation_system,0.701222585,0.740235904,0.45,31.0,Completed,6.0,1.0,557.0,45.0,19.0
recommendation_system,0.703041472,0.72801047,0.66,40.0,Completed,6.0,8.0,363.0,46.0,20.0
recommendation_system,0.723594929,0.709001099,0.72,41.0,Completed,29.0,3.0,425.0,40.0,18.0
recommendation_system,0.786867084,0.616059284,0.92,332.0,Completed,74.0,151.0,220.0,56.0,2.0
recommendation_system,0.791238841,0.598099245,0.92,532.0,Completed,71.0,128.0,284.0,35.0,1.0
recommendation_system,0.454167884,0.816173441,0.36,37.0,Completed,2157.0,4.0,481.0,230.0,189.0
recommendation_system,0.488249992,0.797292483,0.45,41.0,Completed,2340.0,12.0,408.0,214.0,147.0
recommendation_system,0.48960579,0.794558329,0.48,41.0,Completed,2609.0,12.0,194.0,233.0,155.0
recommendation_system,0.49219393,0.7816076,0.75,64.0,Completed,3109.0,30.0,260.0,234.0,153.0
recommendation_system,0.530746369,0.759992383,0.81,75.0,Completed,2394.0,44.0,392.0,228.0,111.0
recommendation_system,0.536295548,0.744104428,0.66,38.0,Completed,16.0,3.0,443.0,212.0,14.0
recommendation_system,0.55023428,0.743075231,0.63,36.0,Completed,16.0,3.0,682.0,190.0,27.0
recommendation_system,0.553780868,0.739724291,0.65,37.0,Completed,16.0,3.0,895.0,147.0,14.0
recommendation_system,0.68982937,0.731966934,0.48,32.0,Completed,3.0,2.0,546.0,47.0,21.0
recommendation_system,0.710692802,0.720062251,0.74,51.0,Completed,12.0,13.0,977.0,37.0,16.0
recommendation_system,0.732434837,0.695506989,0.89,94.0,Completed,26.0,27.0,856.0,16.0,13.0
recommendation_system,0.745991624,0.668749523,0.91,168.0,Completed,42.0,103.0,686.0,30.0,10.0
recommendation_system,0.788586584,0.584345367,0.92,683.0,Completed,93.0,82.0,737.0,34.0,1.0
