detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.154328422983329,6,0.23824160180777829,6,0.225,6,0.39999999999999997,6,0.10174598703876903,6,0.8138198396060033,6,0.8468428380088738,6,0.8303313388074384,6,0.13958564654782435,6,0.05152340813386838,6,0.1721668516116814,6,0.2354624745896807,6,0.3804613911025558,6,0.5184997052946504,6,,0,,0,,0,,0
CDBD,0.27681705453458416,6,0.21621505071196276,6,0.325,6,0.48333333333333334,6,0.13466699356567471,6,0.7606307435254803,6,0.855735726131423,6,0.8081832348284518,6,0.09645450076610113,6,0.06251768545998658,6,0.29023147792818454,6,0.40683464365227034,6,0.23984133750308856,6,0.3323928083878663,6,,0,,0,,0,,0
CSDDM,0.13968578272337187,6,0.3064170890525127,6,0.14166666666666666,6,0.28333333333333327,6,0.08442460252253448,6,0.8769290123456791,6,0.9042432254167484,6,0.8905861188812136,6,0.11927904026449503,6,0.03686765582329446,6,-0.04910305639602417,6,-0.07135662503408255,6,0.46512889232879934,6,0.6112317237160867,6,,0,,0,,0,,0
D3,0.14388491403381098,6,0.22407169237595592,6,0.25833333333333336,6,0.425,6,0.09829503083678474,6,0.7430501946511798,6,0.9163054844935575,6,0.8296778395723686,6,0.13907492805580055,6,0.041497695407155345,6,-0.027830556709620865,6,-0.043254242730762005,6,0.4241214222635497,6,0.567023413290875,6,,0,,0,,0,,0
DAWIDD,0.09044321617794975,6,0.15640886870371726,6,0.3833333333333333,6,0.5166666666666666,6,0.09020935855105681,6,0.5059523809523809,6,0.9859028512709291,6,0.745927616111655,6,0.17759589364351921,6,0.056407012426590464,6,-0.1449360430534509,6,-0.21953074876711828,6,0.35799849406843554,6,0.5083177929437944,6,,0,,0,,0,,0
IBDD,0.12378072858125772,6,0.10910051188855223,6,0.5499999999999999,6,0.7000000000000001,6,0.09089557208158207,6,0.7402625152625153,6,0.9137129682349002,6,0.8269877417487077,6,0.1561076612548394,6,0.046948189002387584,6,0.3112240099018118,6,0.409695968338113,6,0.42748576085075213,6,0.561518422317337,6,,0,,0,,0,,0
OCDD,0.17556417239768216,6,0.2803703458273327,6,0.2333333333333333,6,0.3666666666666667,6,0.10455619450493624,6,0.7777135212348627,6,0.880713532201705,6,0.829213526718284,6,0.13342862394769198,6,0.056629036246639786,6,0.0965080707381571,6,0.11994356015066589,6,0.43934775785534047,6,0.5879958282123859,6,,0,,0,,0,,0
PCACD,0.22150081984341644,6,0.20839761002337842,6,0.4916666666666667,6,0.5499999999999999,6,0.06210389933014582,6,0.8482905982905983,6,0.8523663799767313,6,0.8503284891336648,6,0.08787602066647886,6,0.026931414566962863,6,0.1127081332469446,6,0.14386940127558137,6,0.35726248563591967,6,0.47334149863190406,6,,0,,0,,0,,0
SPLL,0.20028641064916966,6,0.21203473776064238,6,0.3,6,0.47500000000000003,6,0.10516709106188228,6,0.846816009557945,6,0.6598753932018524,6,0.7533457013798986,6,0.12816877200292887,6,0.05814501092573887,6,0.357896997997182,6,0.482080454470875,6,0.4121542359121568,6,0.543237086570276,6,,0,,0,,0,,0
UDetect,0.09017277644639964,6,0.13130324971972587,6,0.4000000000000001,6,0.5833333333333334,6,0.06212674857386372,6,0.9025974025974025,6,0.9549922510812593,6,0.9287948268393308,6,0.14082282773108848,6,0.026212846478666233,6,-0.11831188215377232,6,-0.17370791824238072,6,0.4013603078754057,6,0.5360927330839107,6,,0,,0,,0,,0
