Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.03,1078,2065,4859,0.867,0.079
Completed,0.19,649,623,1296,0.1,0.572
Completed,0.12,451,2954,3124,0.723,0.499
Completed,0.29,469,2849,811,0.765,0.164
Completed,0.07,573,493,4781,0.389,0.768
Completed,0.07,541,2175,1527,0.643,0.259
Completed,0.2,517,4526,2883,0.019,0.684
Completed,0.26,485,4031,1937,0.28,0.559
Completed,0.13,448,1382,3723,0.905,0.385
Completed,0.15,1273,954,88,0.128,0.894
Completed,0.14,469,3598,4254,0.504,0.039
Completed,0.24,449,3348,1640,0.203,0.469
Completed,0.11,452,695,2780,0.577,0.584
Completed,0.31,671,1678,1029,0.332,0.079
Completed,0.1,456,4317,4553,0.954,0.994
Completed,0.21,581,4784,501,0.717,0.87
Completed,0.06,584,2423,3831,0.094,0.202
Completed,0.06,624,204,2480,0.815,0.707
Completed,0.1,545,2550,3190,0.441,0.345
Completed,0.13,477,2733,2309,0.608,0.91
Completed,0.03,811,60,3352,0.234,0.018
Completed,0.3,499,2293,342,0.986,0.512
Completed,0.17,436,4952,4000,0.364,0.436
Completed,0.31,671,4149,1182,0.126,0.312
Completed,0.14,422,1808,4410,0.748,0.635
Completed,0.19,433,838,1781,0.472,0.142
Completed,0.16,461,3165,2629,0.846,0.786
Completed,0.23,682,3464,248,0.42,0.721
Completed,0.12,452,1128,4084,0.796,0.335
Completed,0.18,636,1560,2109,0.051,0.824
Completed,0.17,484,3891,3561,0.675,0.244
Completed,0.3,592,4666,1386,0.936,0.119
Completed,0.14,742,1997,3034,0.312,0.95
Completed,0.23,636,320,658,0.535,0.461
Completed,0.11,587,2983,4924,0.159,0.596
Completed,0.51,4801,3025,122,0.52,0.341
Completed,0.05,653,357,4289,0.147,0.727
Completed,0.26,498,1960,1903,0.883,0.238
Completed,0.18,518,4623,3689,0.26,0.818
Completed,0.16,1450,3855,1493,0.006,0.944
Completed,0.18,511,1519,2849,0.63,0.113
Completed,0.3,581,1169,844,0.4,0.602
Completed,0.13,505,3501,4816,0.773,0.467
Completed,0.18,487,3134,2436,0.458,0.028
Completed,0.11,510,793,3146,0.833,0.92
Completed,0.39,1256,1854,546,0.071,0.427
Completed,0.17,467,4180,3874,0.697,0.502
Completed,0.33,751,4999,1073,0.942,0.625
Completed,0.05,710,2326,4597,0.317,0.302
Completed,0.04,942,27,1597,0.587,0.796
Completed,0.12,487,2686,2735,0.212,0.152
Completed,0.15,485,2519,1746,0.864,0.593
Completed,0.04,662,158,2596,0.489,0.479
Completed,0.12,240,2469,1216,0.728,0.984
Completed,0.16,506,4815,4445,0.103,0.069
Completed,0.43,2641,4364,376,0.348,0.192
Completed,0.13,495,1711,4035,0.973,0.86
Completed,0.13,428,662,2274,0.244,0.355
Completed,0.15,436,3301,3318,0.618,0.717
Completed,0.21,658,3641,702,0.178,0.773
Completed,0.1,418,991,4968,0.551,0.17
Completed,0.24,515,1345,1343,0.291,0.678
Completed,0.2,586,3989,2989,0.914,0.253
Completed,0.25,488,4490,2066,0.66,0.379
Completed,0.04,701,2134,3516,0.037,0.553
Completed,0.38,681,534,292,0.804,0.044
Completed,0.1,573,2885,4128,0.432,0.9
Completed,0.17,479,2917,1988,0.081,0.689
Completed,0.1,514,580,3604,0.706,0.364
Completed,0.11,731,2107,51,0.452,0.858
Completed,0.16,537,4439,4359,0.827,0.215
Completed,0.34,723,3962,930,0.566,0.089
Completed,0.08,526,1294,4731,0.19,0.983
Completed,0.23,524,1023,1422,0.967,0.49
Completed,0.19,488,3687,2920,0.343,0.563
Completed,0.21,495,3436,612,0.892,0.88
Completed,0.1,516,762,3808,0.27,0.051
Completed,0.2,465,1591,2346,0.515,0.54
Completed,0.2,563,4250,3236,0.141,0.403
Completed,0.28,481,4695,1663,0.379,0.279
Completed,0.08,523,2354,2669,0.752,0.665
Completed,0.16,443,292,983,0.032,0.175
Completed,0.09,425,2619,4687,0.654,0.757
Completed,0.24,448,2801,1145,0.301,0.44
Completed,0.04,776,147,4515,0.923,0.616
Completed,0.07,527,2226,1832,0.172,0.108
Completed,0.16,506,4865,2510,0.545,0.96
Completed,0.23,499,4080,2203,0.783,0.837
Completed,0.17,431,1719,3389,0.409,0.232
Completed,0.22,518,907,461,0.685,0.741
Completed,0.13,414,3254,3949,0.063,0.316
Completed,0.14,411,1196,3079,0.113,0.797
Completed,0.14,402,3823,4902,0.483,0.656
Completed,0.24,506,4658,1968,0.508,0.828
Completed,0.07,522,2451,4671,0.26,0.154
Completed,0.16,638,398,1155,0.766,0.532
Completed,0.1,531,2643,3449,0.031,0.482
Completed,0.46,2710,3222,224,0.401,0.289
Completed,0.15,577,1092,2519,0.645,0.73
Completed,0.27,575,1852,1658,0.139,0.087
Completed,0.14,492,4020,4361,0.878,0.901
Completed,0.3,788,4263,792,0.228,0.644
Completed,0.16,502,1431,3186,0.974,0.337
Completed,0.09,450,627,2328,0.5,0.972
Completed,0.12,489,3499,4936,0.736,0.04
Completed,0.22,668,2825,1393,0.864,0.222
Completed,0.04,798,72,4001,0.122,0.795
Completed,0.11,571,2081,487,0.596,0.394
Completed,0.2,647,4874,2881,0.356,0.592
Completed,0.44,2891,4835,334,0.937,0.119
Completed,0.15,491,1964,3019,0.202,0.926
Completed,0.1,543,268,1537,0.71,0.259
Completed,0.12,494,3099,3852,0.462,0.692
Completed,0.21,459,3694,2478,0.092,0.514
Completed,0.1,475,900,4791,0.831,0.44
Completed,0.19,549,1392,655,0.323,0.873
Completed,0.19,584,4145,3338,0.566,0.175
Completed,0.25,558,3824,1820,0.296,0.435
Completed,0.15,474,1578,4194,0.532,0.611
Completed,0.18,490,3339,2678,0.803,0.751
Completed,0.15,474,2683,995,0.674,0.948
Completed,0.08,485,516,3623,0.434,0.008
Completed,0.07,697,2256,2134,0.911,0.683
Completed,0.16,483,4385,4510,0.168,0.367
Completed,0.31,775,4494,1174,0.478,0.171
Completed,0.06,650,2288,3585,0.725,0.845
Completed,0.13,475,551,1948,0.249,0.467
Completed,0.09,450,2798,4535,0.984,0.517
Completed,0.24,430,3370,1638,0.613,0.714
Completed,0.12,441,1242,4225,0.37,0.273
Completed,0.19,406,1693,244,0.846,0.916
Completed,0.21,440,3861,2655,0.107,0.102
Completed,0.24,617,4109,2191,0.756,0.353
Completed,0.12,479,1276,4917,0.009,0.66
Completed,0.27,611,791,929,0.517,0.025
Completed,0.12,597,3662,3205,0.281,0.957
Completed,0.18,534,2985,624,0.152,0.779
Completed,0.05,620,230,2900,0.895,0.206
Completed,0.3,1009,1933,1255,0.387,0.607
Completed,0.17,412,4725,3982,0.627,0.409
Completed,0.17,540,4998,1441,0.046,0.878
Completed,0.04,876,2128,3792,0.781,0.071
Completed,0.1,615,113,432,0.307,0.738
Completed,0.13,437,2946,3077,0.554,0.305
Completed,0.35,1005,3545,751,0.925,0.487
Completed,0.11,525,752,3398,0.186,0.561
Completed,0.21,720,1550,2380,0.66,0.128
Completed,0.15,419,4305,4733,0.417,0.826
Completed,0.36,1693,3979,108,0.689,0.564
Completed,0.19,572,1732,2776,0.453,0.388
Completed,0.19,535,968,1761,0.959,0.798
Completed,0.13,487,3175,4097,0.212,0.248
Completed,0.12,531,2525,2077,0.341,0.055
Completed,0.06,665,356,4411,0.581,0.995
Completed,0.17,631,2405,1053,0.075,0.32
Completed,0.17,514,4533,3721,0.817,0.636
Completed,0.08,654,2380,2579,0.869,0.577
Completed,0.11,570,331,1568,0.348,0.238
Completed,0.07,555,2577,4290,0.607,0.811
Completed,0.12,589,3132,1882,0.977,0.987
Completed,0.1,475,1003,4605,0.227,0.056
Completed,0.3,617,1767,1249,0.748,0.629
Completed,0.18,564,3936,3525,0.485,0.321
Completed,0.31,933,4347,1322,0.652,0.071
Completed,0.14,676,1514,3911,0.396,0.886
Completed,0.34,869,716,547,0.887,0.305
Completed,0.18,628,3587,2962,0.128,0.745
Completed,0.27,696,2893,868,0.257,0.548
Completed,0.04,938,139,3281,0.508,0.497
Completed,0.05,878,2154,2262,0.018,0.813
Completed,0.14,655,4946,4851,0.781,0.139
Completed,0.23,627,4750,2387,0.425,0.667
Completed,0.14,501,1880,4721,0.685,0.351
Completed,0.08,613,178,735,0.161,0.963
Completed,0.13,513,3010,3399,0.915,0.023
Completed,0.42,1451,3627,430,0.545,0.217
Completed,0.12,731,834,3094,0.282,0.767
Completed,0.26,659,1319,1452,0.806,0.42
Completed,0.17,822,4074,3786,0.055,0.595
Completed,0.26,722,3897,1056,0.839,0.857
Completed,0.16,476,1650,3703,0.081,0.159
Completed,0.2,505,1199,2064,0.573,0.53
Completed,0.13,569,3406,4419,0.318,0.455
Completed,0.18,482,2772,1754,0.189,0.275
Completed,0.08,670,604,4109,0.951,0.707
Completed,0.44,1063,2340,126,0.459,0.103
Completed,0.2,735,4468,2773,0.711,0.91
Completed,0.27,785,4428,1703,0.9,0.623
Completed,0.05,924,2220,4311,0.146,0.424
Completed,0.18,739,480,168,0.638,0.763
Completed,0.13,816,2725,2560,0.378,0.19
Completed,0.29,710,3286,1113,0.008,0.01
Completed,0.13,608,1157,3504,0.758,0.941
Completed,0.23,683,1604,2019,0.266,0.368
Completed,0.15,625,3772,4625,0.53,0.676
Completed,0.18,497,4198,529,0.365,0.932
Completed,0.17,738,1366,2824,0.62,0.117
Completed,0.2,594,875,1341,0.097,0.698
Completed,0.15,537,3747,4048,0.855,0.258
Completed,0.17,701,3056,2281,0.726,0.451
Completed,0.05,790,303,4988,0.475,0.502
Completed,0.35,1147,1999,848,0.998,0.186
Completed,0.18,654,4793,3144,0.236,0.86
Completed,0.38,1505,4910,676,0.591,0.336
Completed,0.03,1334,2038,3302,0.332,0.652
Completed,0.03,1325,30,2447,0.822,0.04
Completed,0.07,754,2861,4818,0.068,0.98
Completed,0.24,715,3473,1511,0.438,0.782
Completed,0.1,645,679,3883,0.701,0.232
Completed,0.34,1206,1483,370,0.211,0.579
Completed,0.2,516,4237,2997,0.962,0.404
Completed,0.24,769,4045,2162,0.175,0.144
Completed,0.14,600,1799,4477,0.934,0.842
Completed,0.29,900,1040,958,0.412,0.471
Completed,0.13,690,3248,3645,0.667,0.546
Completed,0.18,1431,2608,28,0.796,0.723
Completed,0.09,733,441,2715,0.034,0.29
Completed,0.12,732,2494,1852,0.555,0.894
Completed,0.17,522,4623,4167,0.304,0.087
Completed,0.18,575,4636,904,0.809,0.969
Completed,0.08,779,2468,3240,0.051,0.046
Completed,0.11,692,458,2226,0.543,0.642
Completed,0.07,688,2588,4892,0.287,0.342
Completed,0.27,712,3277,1280,0.158,0.398
Completed,0.12,737,1032,3948,0.921,0.589
Completed,0.39,1738,1834,589,0.429,0.227
Completed,0.2,635,4042,2925,0.68,0.791
Completed,0.25,645,4241,1924,0.457,0.536
Completed,0.13,510,1447,4569,0.716,0.477
Completed,0.14,739,689,1208,0.193,0.832
Completed,0.15,545,3442,3561,0.947,0.15
Completed,0.43,1350,2883,268,0.577,0.081
Completed,0.03,1135,10,2621,0.314,0.903
Completed,0.04,1241,2064,1604,0.837,0.284
Completed,0.16,607,4896,4249,0.087,0.732
Completed,0.26,668,4779,1795,0.745,0.196
Completed,0.03,954,2025,4073,0.49,0.754
Completed,0.46,1507,284,84,0.98,0.43
Completed,0.16,678,3078,2810,0.221,0.613
Completed,0.27,957,3715,1020,0.35,0.686
Completed,0.12,443,884,3745,0.601,0.362
Completed,0.12,677,1330,2101,0.112,0.951
Completed,0.16,477,4202,4377,0.874,0.004
Completed,0.41,2038,3768,467,0.021,0.263
Completed,0.17,538,1639,3052,0.775,0.689
Completed,0.25,460,1149,1416,0.254,0.123
Completed,0.13,592,3316,3827,0.513,0.922
Completed,0.13,625,2705,2345,0.883,0.87
Completed,0.07,581,497,4758,0.133,0.18
Completed,0.13,599,2195,776,0.654,0.511
Completed,0.19,523,4441,3363,0.391,0.445
Completed,0.23,612,4478,2322,0.206,0.03
Completed,0.05,613,2309,4952,0.964,0.953
Completed,0.26,665,608,807,0.443,0.357
Completed,0.12,525,2737,3181,0.698,0.657
Completed,0.36,1152,3431,492,0.827,0.605
Completed,0.16,473,1185,2866,0.065,0.414
Completed,0.26,540,1671,1378,0.586,0.776
Completed,0.16,645,3878,4006,0.335,0.211
Completed,0.32,582,4091,1150,0.56,0.461
Completed,0.14,502,1299,3463,0.301,0.52
Completed,0.17,646,847,1982,0.791,0.165
Completed,0.14,421,3601,4667,0.036,0.847
Completed,0.15,686,3045,1662,0.406,0.92
Completed,0.04,642,175,4347,0.67,0.097
Completed,0.23,1017,1910,210,0.18,0.717
Completed,0.21,569,4743,2523,0.93,0.269
Completed,0.18,1274,4938,64,0.272,0.801
Completed,0.05,917,2183,2673,0.527,0.243
Completed,0.05,796,135,1815,0.003,0.567
Completed,0.11,457,2928,4208,0.762,0.384
Completed,0.22,596,3562,2120,0.633,0.315
Completed,0.09,441,730,4514,0.382,0.639
Completed,0.31,532,1495,999,0.905,0.05
Completed,0.11,284,4365,3609,0.143,0.997
Completed,0.27,513,3917,1553,0.994,0.736
Completed,0.16,597,1789,3846,0.24,0.31
Completed,0.19,508,990,329,0.732,0.876
Completed,0.15,465,3158,3034,0.472,0.077
Completed,0.28,506,2541,639,0.102,0.133
Completed,0.06,745,334,3344,0.852,0.823
Completed,0.08,562,2348,2483,0.361,0.491
Completed,0.14,487,4595,4776,0.624,0.558
Completed,0.3,703,4569,1356,0.328,0.3
Completed,0.06,703,2400,4043,0.564,0.748
Completed,0.27,652,387,523,0.088,0.066
Completed,0.1,590,2515,2840,0.834,0.888
Completed,0.23,593,3193,833,0.705,0.816
Completed,0.13,564,947,3150,0.466,0.134
Completed,0.22,511,1746,2286,0.942,0.551
Completed,0.14,427,3952,4973,0.2,0.493
Completed,0.49,6469,4329,182,0.906,0.242
Completed,0.19,509,1537,2555,0.171,0.807
Completed,0.19,510,773,1699,0.679,0.383
Completed,0.14,421,3527,4325,0.432,0.573
Completed,0.17,444,2954,2005,0.061,0.626
Completed,0.03,807,83,4630,0.8,0.326
Completed,0.06,318,2131,1118,0.292,0.985
Completed,0.18,462,4964,3490,0.536,0.061
Completed,0.33,1280,4690,953,0.134,0.527
Completed,0.18,534,1936,3659,0.88,0.461
Completed,0.06,829,200,2176,0.406,0.855
Completed,0.11,487,2993,4473,0.642,0.164
Completed,0.24,558,3644,1856,0.77,0.107
Completed,0.09,705,811,4153,0.028,0.907
Completed,0.21,489,4134,2719,0.262,0.704
Completed,0.15,744,3835,2441,0.6,0.967
Completed,0.13,620,1707,4833,0.353,0.019
Completed,0.15,453,3389,3297,0.124,0.347
Completed,0.39,857,2789,376,0.495,0.414
Completed,0.1,532,582,2982,0.738,0.598
Completed,0.1,582,2283,1496,0.232,0.212
Completed,0.16,428,4530,3888,0.971,0.769
Completed,0.32,811,4405,582,0.657,0.701
Completed,0.06,727,2238,2937,0.421,0.253
Completed,0.13,492,540,1297,0.927,0.935
Completed,0.1,470,2670,3946,0.181,0.113
Completed,0.2,560,3342,2227,0.309,0.181
Completed,0.1,457,1097,4876,0.549,0.863
Completed,0.32,877,1587,893,0.043,0.446
Completed,0.18,430,3794,3247,0.786,0.504
Completed,0.24,500,4176,1601,0.077,0.761
Completed,0.13,611,1383,4267,0.812,0.196
Completed,0.26,840,937,281,0.338,0.62
Completed,0.2,516,3690,2613,0.585,0.43
Completed,0.27,522,3113,1216,0.955,0.373
Completed,0.05,666,241,3548,0.217,0.673
Completed,0.25,709,1982,1906,0.691,0.014
Completed,0.15,497,4814,4572,0.448,0.938
Completed,0.25,540,4853,2040,0.849,0.476
Completed,0.03,746,2100,4453,0.103,0.542
Completed,0.04,706,46,1090,0.611,0.148
Completed,0.11,438,2840,3679,0.375,0.839
Completed,0.17,508,3494,150,0.247,0.892
Completed,0.12,612,663,2740,0.989,0.092
Completed,0.24,578,1422,1720,0.481,0.72
Completed,0.16,591,4293,4133,0.721,0.295
Completed,0.37,949,3989,710,0.385,0.034
Completed,0.13,429,1860,3434,0.632,0.982
Completed,0.17,417,1057,2422,0.156,0.331
Completed,0.11,521,3224,4696,0.891,0.654
Completed,0.17,473,2631,1477,0.52,0.583
Completed,0.07,485,423,3751,0.277,0.399
Completed,0.18,607,2433,395,0.753,0.786
Completed,0.19,413,4679,3119,0.014,0.228
Completed,0.41,2253,4674,409,0.419,0.506
Completed,0.08,678,2428,3115,0.659,0.448
Completed,0.1,526,419,1470,0.183,0.865
Completed,0.09,460,2625,3767,0.925,0.182
Completed,0.19,431,3240,2406,0.547,0.111
Completed,0.1,597,1071,4702,0.311,0.934
Completed,0.36,979,1875,715,0.788,0.251
Completed,0.18,410,4004,3420,0.041,0.7
Completed,0.19,451,4278,1736,0.814,0.94
Completed,0.14,517,1408,4127,0.075,0.016
Completed,0.21,745,648,147,0.583,0.675
Completed,0.19,399,3481,2752,0.339,0.374
Completed,0.25,452,2844,1077,0.219,0.427
Completed,0.03,945,51,3683,0.954,0.619
Completed,0.05,808,2104,2045,0.445,0.193
Completed,0.15,406,4858,4438,0.693,0.759
Completed,0.26,616,4819,1901,0.105,0.297
Completed,0.15,471,1987,4587,0.848,0.722
Completed,0.11,524,247,1229,0.373,0.094
Completed,0.13,439,3117,3545,0.613,0.893
Completed,0.23,817,3676,284,0.991,0.836
Completed,0.15,445,921,2600,0.244,0.147
Completed,0.25,484,1368,1586,0.719,0.54
Completed,0.16,415,4161,4272,0.483,0.474
Completed,0.34,822,3808,888,0.63,0.23
Completed,0.17,547,1602,3261,0.387,0.787
Completed,0.18,474,1110,2244,0.893,0.402
Completed,0.13,406,3357,4869,0.154,0.584
Completed,0.19,431,2664,1304,0.275,0.652
Completed,0.08,552,536,3929,0.522,0.329
Completed,0.08,1307,2232,569,0.016,0.98
Completed,0.2,445,4401,2941,0.751,0.032
Completed,0.29,718,4515,1491,0.566,0.495
Completed,0.05,732,2269,3903,0.326,0.553
Completed,0.36,579,567,389,0.832,0.136
Completed,0.11,627,2775,2978,0.09,0.819
Completed,0.19,430,3393,694,0.468,0.886
Completed,0.15,421,1226,3284,0.704,0.063
Completed,0.21,456,1711,2426,0.197,0.746
Completed,0.14,465,3841,4839,0.944,0.297
Completed,0.11,452,1258,2733,0.908,0.987
Completed,0.17,414,807,1873,0.434,0.328
Completed,0.14,416,3639,4146,0.677,0.628
Completed,0.17,491,3008,2183,0.798,0.572
Completed,0.05,710,215,4456,0.063,0.38
Completed,0.28,794,1951,940,0.538,0.806
Completed,0.17,418,4704,3663,0.29,0.24
Completed,0.32,607,4978,1132,0.878,0.706
Completed,0.04,866,2146,3486,0.136,0.281
Completed,0.05,779,97,1998,0.644,0.908
Completed,0.1,691,2969,4646,0.404,0.11
Completed,0.25,506,3521,1683,0.026,0.163
Completed,0.09,480,768,4331,0.772,0.853
Completed,0.48,3600,1531,187,0.264,0.459
Completed,0.21,557,4325,2541,0.5,0.525
Completed,0.23,497,3958,2302,0.355,0.771
Completed,0.14,503,1750,4967,0.599,0.214
Completed,0.27,784,952,831,0.122,0.599
Completed,0.15,618,3198,3162,0.861,0.417
Completed,0.31,628,2501,510,0.74,0.345
Completed,0.08,519,372,2843,0.493,0.668
Completed,0.14,460,2387,1362,0.969,0.017
Completed,0.12,595,4554,4027,0.234,0.965
Completed,0.22,776,4609,2496,0.966,0.209
Completed,0.05,631,2364,4773,0.204,0.775
Completed,0.24,522,349,634,0.696,0.412
Completed,0.08,474,2556,3359,0.444,0.603
Completed,0.29,886,3153,314,0.066,0.659
Completed,0.14,567,985,3039,0.825,0.359
Completed,0.15,505,1783,1556,0.333,0.955
Completed,0.17,513,3913,3833,0.588,0.031
Completed,0.33,816,4370,1016,0.299,0.267
Completed,0.16,426,1498,3602,0.562,0.715
Completed,0.16,405,735,2116,0.038,0.095
Completed,0.13,410,3567,4528,0.789,0.918
Completed,0.18,429,2914,1801,0.668,0.849
Completed,0.03,710,121,4213,0.409,0.167
Completed,0.31,676,2170,71,0.932,0.522
Completed,0.21,506,4923,2657,0.178,0.463
Completed,0.09,252,4727,204,0.525,0.995
Completed,0.22,520,1896,2539,0.274,0.048
Completed,0.06,583,160,1676,0.764,0.637
Completed,0.11,654,3031,4343,0.002,0.313
Completed,0.23,455,3606,1986,0.38,0.386
Completed,0.1,466,852,4653,0.635,0.569
Completed,0.28,611,1303,1134,0.145,0.246
Completed,0.17,473,4097,3470,0.903,0.803
Completed,0.29,796,3874,1375,0.242,0.556
Completed,0.15,446,1666,4019,0.992,0.49
Completed,0.2,530,1181,507,0.47,0.821
Completed,0.17,444,3426,2860,0.734,0.131
Completed,0.29,464,2751,813,0.854,0.079
Completed,0.09,553,622,3165,0.1,0.878
Completed,0.08,694,2325,2310,0.622,0.313
Completed,0.15,514,4492,4954,0.362,0.737
Completed,0.21,787,4446,770,0.049,0.79
Completed,0.05,705,2200,3379,0.811,0.224
Completed,0.11,676,503,2360,0.289,0.587
Completed,0.09,564,2709,4753,0.54,0.396
Completed,0.26,476,3302,1420,0.919,0.344
Completed,0.14,537,1133,3813,0.161,0.644
Completed,0.41,1579,1625,450,0.682,0.047
Completed,0.14,454,3753,3059,0.427,0.972
Completed,0.24,513,4216,2097,0.718,0.73
Completed,0.13,553,1345,4390,0.455,0.282
Completed,0.19,562,898,1035,0.945,0.902
Completed,0.16,498,3731,3739,0.195,0.079
Completed,0.06,751,280,2794,0.575,0.834
Completed,0.03,953,2020,1783,0.085,0.479
Completed,0.16,434,4774,4075,0.839,0.538
Completed,0.28,700,4891,1617,0.492,0.002
Completed,0.03,805,2059,4246,0.743,0.949
Completed,0.03,1001,6,263,0.219,0.36
Completed,0.13,434,2877,2636,0.982,0.684
Completed,0.28,632,3457,1193,0.603,0.615
Completed,0.11,575,703,3566,0.348,0.432
Completed,0.23,495,1463,1927,0.872,0.755
Completed,0.16,398,4255,4556,0.113,0.198
Completed,0.39,1410,4027,606,0.773,0.443
Completed,0.19,409,1820,2918,0.023,0.509
Completed,0.25,464,1016,1277,0.515,0.178
Completed,0.13,428,3263,3961,0.252,0.868
Completed,0.09,592,2592,2211,0.131,0.924
Completed,0.07,629,464,4897,0.885,0.125
Completed,0.18,579,2473,911,0.393,0.69
Completed,0.2,502,4641,3223,0.652,0.266
Completed,0.25,538,4618,1838,0.148,0.678
Completed,0.07,529,2489,4171,0.898,0.37
Completed,0.11,1226,435,34,0.376,0.943
Completed,0.11,460,2604,2699,0.639,0.011
Completed,0.31,598,3261,975,0.76,0.188
Completed,0.12,663,1055,3638,0.006,0.761
Completed,0.23,600,1814,2158,0.528,0.422
Completed,0.15,530,4060,4491,0.268,0.621
Completed,0.21,668,4222,356,0.618,0.862
Completed,0.18,520,1468,3002,0.367,0.188
Completed,0.18,501,666,1515,0.857,0.504
Completed,0.14,402,3458,3870,0.095,0.453
Completed,0.15,540,2867,2459,0.473,0.256
Completed,0.04,958,34,4815,0.728,0.696
Completed,0.05,665,2044,670,0.238,0.115
Completed,0.18,469,4914,3318,0.996,0.93
Completed,0.35,869,4797,854,0.33,0.406
Completed,0.04,638,2004,3129,0.594,0.581
Completed,0.08,483,307,2269,0.07,0.234
Completed,0.1,416,3062,4991,0.82,0.784
Completed,0.16,442,3731,1338,0.699,0.977
Completed,0.11,534,861,4061,0.44,0.038
Completed,0.34,882,1351,544,0.964,0.65
Completed,0.2,425,4183,2819,0.209,0.334
Completed,0.24,696,3787,2023,0.935,0.089
Completed,0.13,469,1619,4612,0.173,0.896
Completed,0.29,622,1172,1097,0.665,0.292
Completed,0.14,527,3300,3511,0.414,0.724
Completed,0.46,1534,2721,162,0.036,0.543
Completed,0.09,469,474,2576,0.794,0.47
Completed,0.07,541,2216,1718,0.302,0.84
Completed,0.17,480,4422,4306,0.557,0.142
Completed,0.07,540,2325,2757,0.117,0.631
Completed,0.15,491,590,1741,0.609,0.058
Completed,0.07,605,2757,4112,0.346,0.99
Completed,0.2,540,3411,2061,0.225,0.809
Completed,0.12,463,1203,4432,0.979,0.236
Completed,0.32,584,1656,1071,0.487,0.575
Completed,0.18,675,3901,3698,0.747,0.376
Completed,0.28,667,4068,1456,0.399,0.14
Completed,0.13,431,1315,3772,0.65,0.815
Completed,0.37,693,829,413,0.126,0.499
Completed,0.18,492,3622,3101,0.888,0.55
Completed,0.24,628,3025,729,0.51,0.743
Completed,0.05,733,193,3415,0.255,0.303
Completed,0.22,552,1894,2402,0.779,0.884
Completed,0.15,552,4766,4716,0.02,0.069
Completed,0.23,622,4961,2248,0.686,0.597
Completed,0.04,792,2167,4855,0.423,0.422
Completed,0.09,638,154,874,0.913,0.769
Completed,0.12,648,2907,3265,0.163,0.219
Completed,0.39,1101,3583,564,0.284,0.022
Completed,0.09,530,712,2955,0.543,0.961
Completed,0.29,689,1510,1318,0.053,0.349
Completed,0.17,406,4342,3924,0.807,0.665
Completed,0.16,702,3940,1235,0.079,0.912
Completed,0.17,427,1773,3530,0.842,0.105
Completed,0.19,589,1008,1886,0.32,0.709
Completed,0.11,429,3137,4592,0.571,0.277
Completed,0.15,647,2562,1580,0.949,0.454
Completed,0.06,683,316,4287,0.191,0.527
Completed,0.34,563,2364,299,0.713,0.157
Completed,0.22,458,4572,2595,0.457,0.855
Completed,0.33,683,4549,1040,0.723,0.1
Completed,0.07,492,2419,3724,0.48,0.914
Completed,0.1,573,371,2082,0.986,0.271
Completed,0.07,526,2539,4396,0.247,0.712
Completed,0.22,645,3170,1777,0.368,0.519
Completed,0.11,490,963,4091,0.615,0.468
Completed,0.18,1434,1728,105,0.109,0.847
Completed,0.21,637,3973,2789,0.844,0.172
Completed,0.23,555,4309,2364,0.011,0.407
Completed,0.13,461,1556,4739,0.753,0.606
Completed,0.29,753,757,756,0.279,0.204
Completed,0.16,478,3550,3383,0.519,0.777
Completed,0.16,272,2931,446,0.897,0.959
Completed,0.04,1195,99,3073,0.151,0.027
Completed,0.06,686,2112,1434,0.625,0.663
Completed,0.17,592,4984,3809,0.389,0.354
Completed,0.28,678,4711,1263,0.783,0.824
Completed,0.16,406,1917,3965,0.045,0.127
Completed,0.17,580,216,610,0.552,0.559
Completed,0.14,525,2970,2904,0.309,0.485
Completed,0.33,847,3667,925,0.188,0.307
Completed,0.12,526,796,3219,0.923,0.74
Completed,0.2,554,1282,2207,0.415,0.073
Completed,0.14,407,4113,4910,0.662,0.88
Completed,0.27,1110,3856,247,0.451,0.634
Completed,0.21,520,1688,2642,0.691,0.319
Completed,0.11,253,1236,1622,0.214,0.993
Completed,0.13,411,3365,4231,0.957,0.054
Completed,0.17,724,2812,1943,0.579,0.25
Completed,0.07,614,567,4550,0.343,0.799
Completed,0.13,732,2302,1188,0.819,0.39
Completed,0.19,468,4510,3582,0.073,0.565
Completed,0.19,518,4389,2141,0.262,0.899
Completed,0.05,759,2261,4493,0.505,0.085
Completed,0.17,679,519,981,0.029,0.728
Completed,0.09,460,2688,3627,0.768,0.287
Completed,0.16,456,1117,2692,0.4,0.535
Completed,0.24,562,1563,1836,0.876,0.156
Completed,0.15,471,3810,4188,0.141,0.831
Completed,0.37,1165,4160,657,0.972,0.59
Completed,0.15,518,1406,3325,0.23,0.391
Completed,0.15,525,916,2462,0.738,0.793
Completed,0.14,584,3708,4797,0.498,0.22
Completed,0.23,600,3095,1532,0.12,0.042
Completed,0.04,897,262,3867,0.866,0.974
Completed,0.43,2480,1959,348,0.358,0.338
Completed,0.19,412,4830,3015,0.594,0.647
Completed,0.41,1844,4869,474,0.2,0.173
Completed,0.03,762,2077,2884,0.939,0.87
Completed,0.04,878,67,1398,0.464,0.438
Completed,0.1,433,2822,3986,0.708,0.512
Completed,0.2,564,3513,2344,0.829,0.694
Completed,0.07,627,642,4930,0.094,0.261
Completed,0.18,446,1445,789,0.568,0.928
Completed,0.18,516,4277,3199,0.321,0.121
