Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.56,1,5000,389,0.507,0.416
Completed,0.55,0,1,3951,0.999,0.999
Completed,0.55,0,5000,3192,0.999,0.999
Completed,0.55,0,1,293,0.355,0.562
Completed,0.55,0,3303,2587,0.251,0.358
Completed,0.55,0,312,1999,0.821,0.965
Completed,0.55,0,2077,3967,0.162,0.173
Completed,0.55,1,3998,804,0.731,0.504
Completed,0.55,0,4957,4597,0.882,0.668
Completed,0.57,4,1781,184,0.439,0.031
Completed,0.55,0,1223,3208,0.544,0.861
Completed,0.55,1,2979,1368,0.099,0.44
Completed,0.55,0,2501,4087,0.595,0.087
Completed,0.55,1,760,997,0.04,0.73
Completed,0.55,0,1316,3093,0.941,0.382
Completed,0.55,0,4488,2430,0.388,0.801
Completed,0.55,0,4157,3713,0.229,0.9
Completed,0.55,0,2232,1801,0.657,0.291
Completed,0.55,0,461,4717,0.326,0.567
Completed,0.56,2,3465,377,0.755,0.242
Completed,0.55,0,3599,4862,0.025,0.828
Completed,0.55,1,602,525,0.578,0.472
Completed,0.55,0,2411,3585,0.434,0.638
Completed,0.55,0,4328,1674,0.988,0.061
Completed,0.55,0,2679,1591,0.999,0.999
Completed,0.55,0,1,4105,0.999,0.001
Completed,0.55,0,2469,3332,0.999,0.001
Completed,0.55,0,5000,2044,0.001,0.001
Completed,0.57,2,3641,308,0.032,0.766
Completed,0.55,0,3072,272,0.606,0.804
Completed,0.55,0,1,3684,0.999,0.001
Completed,0.55,0,5000,4296,0.999,0.999
Completed,0.55,0,5000,4803,0.001,0.001
Completed,0.55,0,2701,4399,0.999,0.001
Completed,0.55,0,1,1607,0.999,0.001
Completed,0.55,0,945,2953,0.738,0.1
Completed,0.55,0,4255,1761,0.476,0.919
Completed,0.55,0,2571,4440,0.791,0.466
Completed,0.55,0,2072,906,0.056,0.522
Completed,0.55,1,1288,4305,0.264,0.66
Completed,0.56,1,3291,339,0.529,0.359
Completed,0.55,0,4731,3284,0.206,0.78
Completed,0.55,0,542,1976,0.938,0.208
Completed,0.55,0,115,4884,0.142,0.273
Completed,0.55,0,4618,1079,0.878,0.715
Completed,0.55,0,3558,2783,0.328,0.169
Completed,0.55,0,1869,1315,0.59,0.851
Completed,0.55,0,2272,3463,0.852,0.958
Completed,0.55,0,3082,2431,0.121,0.031
Completed,0.55,0,3898,3853,0.678,0.608
Completed,0.58,2,899,158,0.412,0.411
Completed,0.55,0,718,3977,0.919,0.803
Completed,0.58,4,4009,130,0.187,0.248
Completed,0.55,0,2959,3749,0.611,0.637
Completed,0.55,0,2481,2244,0.346,0.32
Completed,0.55,0,1663,2517,0.084,0.489
Completed,0.55,0,3684,1522,0.819,0.562
Completed,0.55,0,4510,4779,0.386,0.079
Completed,0.55,0,300,1125,0.649,0.879
Completed,0.55,0,334,3256,0.447,0.57
Completed,0.55,0,4855,2100,0.713,0.388
Completed,0.55,0,3180,4118,0.023,0.995
Completed,0.55,1,1471,625,0.754,0.055
Completed,0.55,0,1888,4648,0.547,0.132
Completed,0.55,0,2680,641,0.285,0.826
Completed,0.55,0,4129,2999,0.983,0.312
Completed,0.55,0,1151,1655,0.247,0.739
Completed,0.55,0,1215,4473,0.332,0.899
Completed,0.55,1,4214,817,0.562,0.081
Completed,0.55,1,2773,2823,0.138,0.534
Completed,0.55,1,1963,1831,0.905,0.478
Completed,0.55,0,1555,3432,0.666,0.339
Completed,0.55,0,3244,1925,0.431,0.641
Completed,0.55,0,4930,4294,0.864,0.22
Completed,0.55,1,427,450,0.101,0.792
Completed,0.55,1,226,2693,0.803,0.727
Completed,0.55,1,4415,1347,0.037,0.285
Completed,0.55,1,3600,4954,0.727,0.831
Completed,0.55,1,1598,949,0.496,0.149
Completed,0.55,0,2386,3801,0.202,0.042
Completed,0.55,0,2885,306,0.966,0.97
Completed,0.55,0,3944,3573,0.268,0.392
Completed,0.55,0,634,2419,0.502,0.588
Completed,0.55,0,837,3599,0.012,0.198
Completed,0.55,0,3815,2294,0.774,0.752
Completed,0.55,0,2991,3989,0.459,0.362
Completed,0.58,3,2199,21,0.694,0.681
Completed,0.55,0,1786,4747,0.987,0.511
Completed,0.55,1,3496,1216,0.22,0.438
Completed,0.55,0,4545,2646,0.543,0.921
Completed,0.55,1,24,1451,0.313,0.122
Completed,0.55,0,613,4169,0.607,0.431
Completed,0.56,2,4823,476,0.373,0.612
Completed,0.55,1,3372,3147,0.923,0.005
Completed,0.55,0,1351,2113,0.159,0.945
Completed,0.55,0,2164,3090,0.398,0.869
Completed,0.55,0,2642,1624,0.629,0.174
Completed,0.55,0,4318,4577,0.072,0.688
Completed,0.55,1,1026,770,0.838,0.261
Completed,0.55,0,1067,4228,0.116,0.618
Completed,0.56,2,4357,418,0.849,0.425
Completed,0.55,0,2605,3361,0.416,0.939
Completed,0.55,0,2126,1898,0.681,0.011
Completed,0.55,0,1391,2875,0.887,0.184
Completed,0.55,0,3413,1838,0.156,0.859
Completed,0.55,0,4785,4519,0.581,0.251
Completed,0.55,0,577,829,0.313,0.698
Completed,0.55,0,62,3541,0.517,0.758
Completed,0.55,0,4584,2354,0.253,0.192
Completed,0.55,0,3456,3774,0.951,0.675
Completed,0.58,2,1747,235,0.217,0.368
Completed,0.55,0,2238,4962,0.477,0.448
Completed,0.55,1,3028,1001,0.746,0.501
Completed,0.55,0,3776,2705,0.055,0.112
Completed,0.55,0,797,1393,0.785,0.931
Completed,0.55,0,673,2595,0.294,0.29
Completed,0.55,0,3984,1444,0.562,0.721
Completed,0.55,0,2846,4701,0.238,0.144
Completed,0.55,0,2349,1204,0.969,0.837
Completed,0.55,0,1638,4055,0.708,0.979
Completed,0.57,7,3639,53,0.444,0.032
Completed,0.55,0,4377,3670,0.76,0.579
Completed,0.55,0,187,2321,0.026,0.402
Completed,0.55,0,465,4570,0.82,0.087
Completed,0.55,0,4967,718,0.09,0.894
Completed,0.55,0,3204,3078,0.648,0.472
Completed,0.55,0,1514,1578,0.379,0.54
Completed,0.55,0,2000,3179,0.174,0.651
Completed,0.55,0,2811,2179,0.908,0.33
Completed,0.55,0,4173,4195,0.358,0.783
Completed,0.55,1,1176,546,0.622,0.229
Completed,0.55,0,1113,3354,0.955,0.382
Completed,0.55,0,4092,2003,0.189,0.575
Completed,0.55,0,2719,4371,0.513,0.061
Completed,0.55,0,1929,371,0.28,0.99
Completed,0.55,0,1433,4394,0.043,0.816
Completed,0.55,1,3142,894,0.804,0.141
Completed,0.55,0,4895,2902,0.488,0.749
Completed,0.55,0,373,1753,0.726,0.302
Completed,0.55,0,260,3880,0.428,0.243
Completed,0.55,0,4468,229,0.662,0.808
Completed,0.55,0,3722,3494,0.104,0.325
Completed,0.55,1,1700,2497,0.869,0.632
Completed,0.55,0,2440,2771,0.577,0.552
Completed,0.55,1,2919,1268,0.341,0.499
Completed,0.55,0,4046,4877,0.891,0.888
Completed,0.55,0,756,1028,0.129,0.069
Completed,0.55,0,862,4825,0.636,0.709
Completed,0.55,1,3860,1137,0.399,0.279
Completed,0.55,0,3123,2569,0.832,0.856
Completed,0.55,0,2312,1530,0.071,0.163
Completed,0.55,0,1831,3678,0.362,0.021
Completed,0.55,0,3521,2217,0.595,0.968
Completed,0.55,0,4658,3911,0.17,0.421
Completed,0.57,1,157,99,0.936,0.598
Completed,0.55,0,502,3011,0.234,0.913
Completed,0.55,0,4691,1701,0.996,0.107
Completed,0.55,0,3328,4656,0.298,0.528
Completed,0.55,1,1327,692,0.534,0.46
Completed,0.55,0,2033,4091,0.771,0.349
Completed,0.55,1,2530,554,0.006,0.67
Completed,0.55,0,4293,3225,0.697,0.218
Completed,0.55,0,983,2034,0.463,0.771
Completed,0.55,0,1007,4925,0.765,0.167
Completed,0.55,1,4259,959,0.028,0.844
Completed,0.55,0,2506,2664,0.703,0.268
Completed,0.55,0,2067,1356,0.441,0.712
Completed,0.55,0,1293,3583,0.241,0.601
Completed,0.55,0,3353,2391,0.973,0.41
Completed,0.55,0,4726,3810,0.291,0.955
Completed,0.57,1,477,277,0.557,0.025
Completed,0.55,0,122,2833,0.355,0.465
Completed,0.55,0,4682,1801,0.618,0.516
Completed,0.55,0,3555,4483,0.177,0.095
Completed,0.55,0,1806,788,0.913,0.916
Completed,0.55,0,2336,4264,0.643,0.774
Completed,0.56,1,3089,459,0.377,0.207
Completed,0.55,0,3835,3403,0.825,0.658
Completed,0.55,0,896,1935,0.093,0.353
Completed,0.55,0,770,3137,0.585,0.994
Completed,0.55,0,4041,2143,0.318,0.049
Completed,0.55,0,2904,4158,0.883,0.564
Completed,0.56,1,2445,505,0.152,0.385
Completed,0.55,0,1695,4607,0.422,0.305
Completed,0.55,0,3737,760,0.683,0.738
Completed,0.55,0,4473,3119,0.111,0.129
Completed,0.55,0,245,1614,0.847,0.821
Completed,0.55,0,368,4019,0.05,0.636
Completed,0.57,26,4910,11,0.782,0.313
Completed,0.55,0,3147,3629,0.482,0.797
Completed,0.55,1,1418,2285,0.748,0.246
Completed,0.55,0,1943,2636,0.947,0.073
Completed,0.55,0,2714,1480,0.212,0.877
Completed,0.55,0,4077,4738,0.52,0.486
Completed,0.55,1,1117,1246,0.258,0.557
Completed,0.55,0,1210,2812,0.165,0.832
Completed,0.55,0,4149,1304,0.932,0.156
Completed,0.55,0,2777,4914,0.367,0.732
Completed,0.55,0,2024,1070,0.598,0.287
Completed,0.55,0,1490,3843,0.829,0.398
Completed,0.57,2,3239,187,0.066,0.59
Completed,0.55,0,4991,3453,0.638,0.045
Completed,0.55,0,431,2461,0.404,0.975
Completed,0.55,0,163,4431,0.699,0.535
Completed,0.55,1,4412,936,0.469,0.484
Completed,0.55,0,3664,2943,0.769,0.905
Completed,0.55,1,1604,1790,0.001,0.083
Completed,0.55,0,2383,3313,0.303,0.226
Completed,0.55,0,2822,1967,0.538,0.794
Completed,0.55,0,3950,4334,0.23,0.342
Completed,0.55,0,698,329,0.992,0.646
Completed,0.55,0,802,4127,0.486,0.006
Completed,0.55,0,3761,596,0.721,0.951
Completed,0.55,0,3024,3266,0.046,0.436
Completed,0.55,0,2252,2071,0.81,0.615
Completed,0.55,0,1732,2970,0.509,0.695
Completed,0.55,0,3461,1664,0.277,0.262
Completed,0.55,0,4599,4620,0.959,0.871
Completed,0.55,0,57,651,0.193,0.18
Completed,0.55,0,562,3720,0.895,0.364
Completed,0.55,0,4790,2254,0.132,0.687
Completed,0.55,0,3428,3947,0.573,0.203
Completed,0.57,3,1386,140,0.337,0.754
Completed,0.55,0,2131,4788,0.106,0.928
Completed,0.55,0,2591,1096,0.874,0.123
Completed,0.55,0,4353,2527,0.426,0.513
Completed,0.55,0,1082,1493,0.656,0.444
Completed,0.55,0,1041,3504,0.389,0.677
Completed,0.55,0,4313,2468,0.653,0.373
Completed,0.55,0,2627,3889,0.08,0.764
Completed,0.56,1,2169,199,0.814,0.193
Completed,0.55,0,1347,4848,0.616,0.117
Completed,0.55,0,3387,1038,0.348,0.933
Completed,0.55,0,4828,2741,0.913,0.45
Completed,0.55,0,599,1278,0.184,0.508
Completed,0.55,0,20,4341,0.978,0.941
Completed,0.56,2,4560,380,0.244,0.016
Completed,0.55,0,3501,3326,0.553,0.624
Completed,0.55,0,1772,2013,0.288,0.426
Completed,0.55,0,2214,2911,0.02,0.257
Completed,0.55,0,2986,1724,0.75,0.7
Completed,0.55,0,3801,4404,0.45,0.185
Completed,0.55,0,842,865,0.718,0.865
Completed,0.55,0,658,4685,0.211,0.474
Completed,0.55,1,3910,683,0.941,0.545
Completed,0.55,0,2860,3040,0.259,0.094
Completed,0.55,0,2421,1691,0.527,0.895
Completed,0.55,0,1564,3215,0.795,0.788
Completed,0.55,0,3624,2064,0.061,0.232
Completed,0.55,0,4449,4081,0.735,0.652
Completed,0.55,0,202,584,0.472,0.336
Completed,0.55,0,393,2559,0.675,0.146
Completed,0.55,0,4954,1559,0.407,0.842
Completed,0.55,0,3279,4815,0.855,0.297
Completed,0.55,0,1531,1167,0.125,0.722
Completed,0.55,0,1988,3940,0.323,0.584
Completed,0.58,3,2739,89,0.587,0.404
Completed,0.55,0,4190,3708,0.147,0.981
Completed,0.55,0,1250,2207,0.88,0.039
Completed,0.55,0,1156,3764,0.541,0.323
Completed,0.57,2,4115,264,0.307,0.626
Completed,0.55,0,2675,3532,0.989,0.236
Completed,0.55,0,1903,2383,0.225,0.807
Completed,0.55,0,1456,2735,0.454,0.883
Completed,0.55,0,3185,1383,0.69,0.066
Completed,0.55,0,4869,4991,0.016,0.55
Completed,0.55,0,329,991,0.777,0.493
Completed,0.55,0,285,3391,0.076,0.059
Completed,0.55,0,4514,1888,0.842,0.984
Completed,0.55,0,3698,4257,0.394,0.375
Completed,0.56,2,1658,408,0.626,0.574
Completed,0.55,0,2486,4510,0.925,0.743
Completed,0.55,1,2944,859,0.165,0.299
Completed,0.55,0,4004,2864,0.605,0.815
Completed,0.55,1,732,1867,0.368,0.135
Completed,0.55,0,933,3048,0.86,0.526
Completed,0.55,1,3873,1587,0.098,0.455
Completed,0.55,0,3048,4541,0.671,0.907
Completed,0.55,1,2296,728,0.435,0.105
Completed,0.55,0,1845,4205,0.135,0.212
Completed,0.55,0,3592,517,0.9,0.768
Completed,0.55,0,4642,3189,0.335,0.348
Completed,0.55,0,81,2150,0.568,0.664
Completed,0.55,0,518,4711,0.27,0.854
Completed,0.55,1,4765,1175,0.507,0.158
Completed,0.55,0,3315,2604,0.199,0.703
Completed,0.55,0,1254,1414,0.96,0.277
Completed,0.55,0,2107,3641,0.731,0.416
Completed,0.55,0,2546,2331,0.499,0.596
Completed,0.55,0,4220,4026,0.799,0.019
Completed,0.57,4,969,62,0.033,0.961
Completed,0.55,0,961,4040,0.305,0.495
Completed,0.56,7,4233,78,0.543,0.547
Completed,0.55,0,2558,3647,0.227,0.064
Completed,0.55,0,2100,2335,0.988,0.886
Completed,0.55,0,1262,2608,0.688,0.806
Completed,0.55,0,3303,1421,0.456,0.237
Completed,0.55,0,4753,4727,0.78,0.627
Completed,0.55,0,524,1188,0.014,0.322
Completed,0.55,0,89,3202,0.84,0.136
Completed,0.55,0,4630,2166,0.078,0.813
Completed,0.55,0,3581,4211,0.628,0.298
Completed,0.55,0,1851,521,0.391,0.745
Completed,0.55,0,2288,4544,0.162,0.571
Completed,0.55,1,3060,734,0.927,0.378
Completed,0.55,0,3885,3064,0.37,0.987
Completed,0.55,0,926,1601,0.603,0.056
Completed,0.55,0,740,2861,0.096,0.667
Completed,0.55,0,3991,1861,0.861,0.345
Completed,0.55,0,2932,4493,0.436,0.765
Completed,0.55,1,2492,845,0.669,0.215
Completed,0.55,0,1650,4244,0.898,0.104
Completed,0.55,0,3711,392,0.137,0.908
Completed,0.55,0,4526,3384,0.57,0.456
Completed,0.55,0,279,1884,0.333,0.524
Completed,0.55,0,321,4987,0.506,0.962
Completed,0.55,1,4882,984,0.272,0.018
Completed,0.55,0,3197,2719,0.962,0.595
Completed,0.55,1,1449,1370,0.198,0.417
Completed,0.55,0,1911,3518,0.497,0.275
Completed,0.55,0,2662,2367,0.733,0.706
Completed,0.55,0,4103,3758,0.036,0.161
Completed,0.55,0,1163,261,0.797,0.851
Completed,0.55,0,1238,3694,0.655,0.505
Completed,0.55,0,4197,2191,0.388,0.452
Completed,0.55,0,2747,3934,0.813,0.936
Completed,0.56,5,1975,85,0.082,0.115
Completed,0.55,0,1543,4811,0.35,0.194
Completed,0.55,0,3272,1160,0.615,0.763
Completed,0.55,0,4946,2543,0.182,0.373
Completed,0.55,0,405,1546,0.915,0.678
Completed,0.55,0,213,4068,0.246,0.864
Completed,0.55,1,4442,568,0.976,0.186
Completed,0.55,0,3617,3209,0.286,0.701
Completed,0.55,0,1576,2060,0.554,0.256
Completed,0.55,0,2409,3037,0.752,0.429
Completed,0.55,1,2867,1685,0.018,0.621
Completed,0.55,0,3918,4669,0.715,0.013
Completed,0.55,0,646,669,0.452,0.944
Completed,0.55,0,854,4407,0.943,0.333
Completed,0.55,1,3794,871,0.209,0.655
Completed,0.55,0,2978,2927,0.525,0.235
Completed,0.55,0,2226,1737,0.26,0.785
Completed,0.55,0,1760,3339,0.063,0.896
Completed,0.55,0,3508,2029,0.793,0.092
Completed,0.55,0,4568,4348,0.469,0.544
Completed,0.55,0,7,384,0.737,0.475
Completed,0.55,0,587,2745,0.409,0.038
Completed,0.55,0,4835,1284,0.673,0.982
Completed,0.55,0,3395,4863,0.123,0.405
Completed,0.55,1,1334,1051,0.858,0.583
Completed,0.55,0,2181,3903,0.59,0.725
Completed,0.57,1,2621,215,0.321,0.294
Completed,0.55,0,4305,3510,0.878,0.84
Completed,0.55,0,1054,2471,0.149,0.149
Completed,0.55,0,1094,2531,0.93,0.972
Completed,0.55,1,4346,1499,0.168,0.048
Completed,0.55,0,2583,4804,0.6,0.593
Completed,0.55,0,2144,1109,0.365,0.395
Completed,0.55,0,1375,3961,0.064,0.288
Completed,0.56,1,3435,156,0.831,0.731
Completed,0.55,0,4798,3726,0.406,0.155
Completed,0.55,0,549,2257,0.637,0.833
Completed,0.55,0,45,4623,0.466,0.645
Completed,0.55,2,4605,657,0.701,0.343
Completed,0.55,0,3468,2986,0.003,0.795
Completed,0.55,0,1720,1678,0.767,0.225
Completed,0.55,0,2264,3279,0.536,0.086
Completed,0.55,0,3017,2087,0.304,0.902
Completed,0.55,0,3753,4134,0.994,0.481
Completed,0.56,1,815,600,0.228,0.538
Completed,0.55,0,686,4321,0.719,0.177
Completed,0.55,0,3957,313,0.488,0.874
Completed,0.55,0,2829,3307,0.812,0.265
Completed,0.55,0,2370,1963,0.044,0.692
Completed,0.55,0,1616,2940,0.275,0.616
Completed,0.55,0,3657,1784,0.51,0.435
Completed,0.55,0,4404,4415,0.195,0.95
Completed,0.55,0,176,922,0.957,0.007
Completed,0.55,0,443,3439,0.13,0.443
Completed,0.55,0,4984,2445,0.897,0.514
Completed,0.55,0,3231,3837,0.339,0.124
Completed,0.55,0,1503,183,0.571,0.927
Completed,0.55,0,2013,4910,0.872,0.757
Completed,0.55,1,2784,1063,0.109,0.2
Completed,0.55,0,4157,2796,0.658,0.684
Completed,0.55,1,1197,1291,0.424,0.367
Completed,0.55,0,1126,4734,0.031,0.028
Completed,0.55,0,4064,1239,0.763,0.953
Completed,0.55,0,2703,2620,0.439,0.407
Completed,0.55,0,1950,1467,0.705,0.604
Completed,0.55,0,1411,3615,0.975,0.712
Completed,0.55,0,3159,2269,0.24,0.269
Completed,0.55,0,4921,4013,0.555,0.845
Completed,0.54,10,361,8,0.293,0.166
Completed,0.55,0,238,3116,0.62,0.354
Completed,0.55,0,4486,1608,0.353,0.657
Completed,0.55,0,3748,4591,0.911,0.205
Completed,0.55,0,1688,746,0.179,0.775
Completed,0.55,0,2453,4145,0.379,0.913
Completed,0.56,1,2891,489,0.64,0.098
Completed,0.55,0,4029,3131,0.091,0.519
Completed,0.55,0,777,2139,0.827,0.462
Completed,0.55,0,888,3416,0.32,0.824
Completed,0.55,0,3848,1950,0.582,0.126
Completed,0.55,0,3100,4270,0.15,0.734
Completed,0.55,1,2329,463,0.885,0.308
Completed,0.55,0,1814,4486,0.685,0.384
Completed,0.55,1,3542,794,0.42,0.565
Completed,0.55,0,4671,2849,0.845,0.05
Completed,0.55,0,129,1815,0.112,0.993
Completed,0.55,0,485,3824,0.785,0.557
Completed,0.57,2,4713,293,0.048,0.486
Completed,0.55,0,3341,3589,0.746,0.876
Completed,0.55,0,1300,2394,0.484,0.073
Completed,0.55,0,2059,2668,0.214,0.243
Completed,0.55,0,2519,1363,0.946,0.8
Completed,0.55,0,4271,4941,0.256,0.316
Completed,0.55,0,1000,972,0.522,0.633
Completed,0.55,0,995,3238,0.191,0.305
Completed,0.55,0,4286,2050,0.953,0.746
Completed,0.55,0,2523,4097,0.279,0.138
Completed,0.55,0,2044,558,0.515,0.819
Completed,0.55,0,1314,4660,0.806,0.989
Completed,0.56,1,3337,699,0.042,0.062
Completed,0.55,0,4698,3027,0.724,0.576
Completed,0.55,0,490,1715,0.491,0.381
Completed,0.55,0,144,3924,0.663,0.07
Completed,0.56,2,4666,114,0.426,0.887
Completed,0.55,0,3528,3684,0.866,0.498
Completed,0.55,0,1819,2221,0.106,0.553
Completed,0.55,0,2324,2572,0.343,0.629
Completed,0.55,0,3115,1536,0.575,0.328
Completed,0.55,0,3853,4841,0.127,0.811
Completed,0.55,0,874,1151,0.893,0.24
Completed,0.55,0,743,4873,0.401,0.601
Completed,0.55,1,4054,1022,0.634,0.418
Completed,0.55,0,2925,2755,0.069,0.965
Completed,0.55,0,2428,1254,0.833,0.024
Completed,0.55,1,1713,3481,0.597,0.162
Completed,0.55,0,3714,2481,0.36,0.858
Completed,0.55,0,4462,3873,0.933,0.28
Completed,0.56,1,272,225,0.172,0.708
Completed,0.55,0,386,2898,0.998,0.771
Completed,0.55,0,4887,1747,0.232,0.217
Completed,0.55,1,3135,4378,0.532,0.67
Completed,0.55,1,1445,881,0.3,0.35
Completed,0.55,0,1916,4357,0.009,0.457
Completed,0.56,1,2727,355,0.769,0.531
Completed,0.55,0,4099,3349,0.461,0.109
Completed,0.55,0,1101,2000,0.699,0.91
Completed,0.55,0,1182,4182,0.847,0.695
Completed,0.56,1,4162,530,0.118,0.254
