Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.6,26,631,689,0.334,0.83
Completed,0.58,13,3285,3238,0.683,0.467
Completed,0.63,32,3148,920,0.159,0.51
Completed,0.58,10,806,3312,0.82,0.132
Completed,0.6,22,1717,1967,0.471,0.923
Completed,0.56,9,4150,4117,0.955,0.202
Completed,0.62,24,4687,1998,0.53,0.107
Completed,0.53,6,2024,4391,0.492,0.719
Completed,0.57,21,489,897,0.84,0.461
Completed,0.55,10,2841,3349,0.177,0.839
Completed,0.59,18,2736,1450,0.808,0.641
Completed,0.51,6,88,3999,0.209,0.029
Completed,0.77,107,2401,32,0.625,0.792
Completed,0.6,22,4738,2639,0.397,0.414
Completed,0.62,37,3927,1008,0.09,0.256
Completed,0.57,11,1278,3537,0.923,0.884
Completed,0.59,18,1250,2348,0.274,0.187
Completed,0.56,9,3586,4975,0.735,0.549
Completed,0.58,33,3543,1340,0.302,0.022
Completed,0.59,10,1196,3791,0.716,0.65
Completed,0.7,71,1322,297,0.117,0.42
Completed,0.61,24,1945,2431,0.396,0.607
Completed,0.56,7,3074,4761,0.507,0.094
Completed,0.59,42,4411,1128,0.072,0.796
Completed,0.55,8,609,3564,0.963,0.253
Completed,0.55,9,2600,3769,0.283,0.317
Completed,0.63,34,2977,657,0.665,0.14
Completed,0.54,8,314,3265,0.314,0.503
Completed,0.53,8,2160,2071,0.978,0.302
Completed,0.54,13,4512,4620,0.004,0.929
Completed,0.56,25,4326,1720,0.452,0.775
Completed,0.59,13,1662,4347,0.538,0.397
Completed,0.65,41,851,384,0.139,0.657
Completed,0.58,14,3201,2914,0.848,0.045
Completed,0.6,36,3339,623,0.368,0.993
Completed,0.57,11,675,2996,0.641,0.365
Completed,0.59,31,1799,1646,0.058,0.565
Completed,0.62,29,2372,487,0.214,0.196
Completed,0.61,12,2649,2952,0.82,0.744
Completed,0.54,28,4907,1820,0.258,0.397
Completed,0.54,7,115,4120,0.646,0.912
Completed,0.57,12,271,1637,0.044,0.033
Completed,0.56,11,4751,4298,0.935,0.518
Completed,0.63,55,2804,431,0.486,0.372
Completed,0.55,10,2217,3004,0.597,0.827
Completed,0.54,14,1421,842,0.87,0.998
Completed,0.55,19,3558,3220,0.229,0.45
Completed,0.59,20,3956,2165,0.662,0.659
Completed,0.55,12,1024,4397,0.301,0.143
Completed,0.74,112,755,92,0.69,0.426
Completed,0.61,29,4228,2723,0.329,0.876
Completed,0.61,31,3220,1278,0.78,0.233
Completed,0.54,12,1762,4037,0.139,0.715
Completed,0.56,11,2112,1223,0.68,0.099
Completed,0.55,13,2871,3464,0.292,0.584
Completed,0.57,24,4656,2410,0.848,0.307
Completed,0.58,8,327,4777,0.242,0.76
Completed,0.54,16,453,1082,0.347,0.63
Completed,0.58,16,4566,3605,0.735,0.18
Completed,0.57,16,2919,2239,0.187,0.961
Completed,0.51,6,2100,4949,0.793,0.479
Completed,0.61,29,1606,1554,0.551,0.34
Completed,0.59,13,3376,3756,0.413,0.853
Completed,0.72,141,4073,202,0.977,0.007
Completed,0.64,13,910,2608,0.121,0.551
Completed,0.57,21,1180,1880,0.887,0.771
Completed,0.54,13,3800,4687,0.032,0.286
Completed,0.64,53,3714,742,0.578,0.574
Completed,0.56,19,1266,3325,0.44,0.119
Completed,0.53,11,2322,1759,0.991,0.689
Completed,0.53,9,2658,4176,0.1,0.238
Completed,0.61,59,4779,621,0.542,0.902
Completed,0.56,8,202,2814,0.431,0.421
Completed,0.6,13,45,335,0.751,0.54
Completed,0.59,18,4936,3104,0.145,0.028
Completed,0.61,14,2501,1659,0.715,0.863
Completed,0.54,7,2479,4280,0.327,0.319
Completed,0.56,26,1394,2071,0.085,0.491
Completed,0.53,9,3628,4496,0.941,0.942
Completed,0.61,47,3850,864,0.386,0.168
Completed,0.58,16,1172,3203,0.525,0.648
Completed,0.57,20,802,1374,0.484,0.931
Completed,0.57,16,4217,3936,0.623,0.384
Completed,0.75,248,3346,69,0.05,0.726
Completed,0.55,17,1673,2741,0.906,0.209
Completed,0.8,664,1995,27,0.924,0.359
Completed,0.62,16,2988,2787,0.033,0.839
Completed,0.57,33,4461,1342,0.608,0.051
Completed,0.59,8,522,3973,0.497,0.502
Completed,0.57,12,484,2300,0.576,0.138
Completed,0.55,9,4499,4892,0.465,0.685
Completed,0.61,27,3028,947,0.893,0.455
Completed,0.54,19,1955,3745,0.003,0.971
Completed,0.72,94,1830,262,0.276,0.83
Completed,0.58,15,3189,2553,0.636,0.344
Completed,0.6,35,4374,1420,0.192,0.515
Completed,0.57,10,646,3895,0.834,0.061
Completed,0.65,35,1015,680,0.158,0.282
Completed,0.58,13,4007,3382,0.799,0.794
Completed,0.59,24,3471,2014,0.372,0.065
Completed,0.56,10,1550,4548,0.733,0.61
Completed,0.55,11,2440,1993,0.746,0.948
Completed,0.6,8,2540,4575,0.358,0.494
Completed,0.65,67,4974,630,0.783,0.647
Completed,0.52,7,6,3438,0.176,0.161
Completed,0.57,11,162,915,0.51,0.785
Completed,0.54,16,4819,3147,0.399,0.267
Completed,0.58,16,2696,2092,0.96,0.623
Completed,0.48,8,2284,4470,0.069,0.076
Completed,0.59,29,1511,1681,0.342,0.248
Completed,0.58,11,3511,4254,0.702,0.702
Completed,0.66,94,4045,386,0.126,0.407
Completed,0.59,13,977,3049,0.767,0.892
Completed,0.62,12,685,2378,0.224,0.672
Completed,0.55,11,4334,4814,0.865,0.128
Completed,0.58,24,3151,1181,0.306,0.981
Completed,0.57,13,1868,3511,0.667,0.469
Completed,0.52,9,2062,1319,0.155,0.85
Completed,0.55,9,2957,3990,0.761,0.334
Completed,0.73,233,4606,124,0.316,0.557
Completed,0.56,10,414,2686,0.704,0.009
Completed,0.56,13,367,1452,0.817,0.381
Completed,0.56,14,4616,3858,0.211,0.926
Completed,0.69,63,2832,304,0.649,0.215
Completed,0.52,8,2150,2506,0.261,0.727
Completed,0.66,42,1713,988,0.019,0.586
Completed,0.58,11,3306,3699,0.875,0.105
Completed,0.6,25,4179,2332,0.453,0.755
Completed,0.55,7,841,4855,0.591,0.305
Completed,0.65,48,1133,570,0.418,0.022
Completed,0.55,16,3889,2870,0.556,0.539
Completed,0.59,28,3666,1737,0.116,0.321
Completed,0.57,11,1355,4202,0.972,0.869
Completed,0.56,17,2255,764,0.455,0.44
Completed,0.58,12,2766,3298,0.566,0.984
Completed,0.53,28,4712,1931,0.014,0.156
Completed,0.54,8,311,4632,0.904,0.669
Completed,0.54,8,154,2114,0.289,0.292
Completed,0.55,9,4868,4453,0.677,0.774
Completed,0.54,24,2609,821,0.245,0.118
Completed,0.58,9,2412,3247,0.852,0.568
Completed,0.66,54,1304,409,0.61,0.738
Completed,0.55,16,3676,3031,0.471,0.195
Completed,0.61,31,3761,1585,0.918,0.915
Completed,0.54,11,1220,4354,0.063,0.402
Completed,0.62,23,872,1160,0.946,0.181
Completed,0.55,19,4111,3527,0.09,0.636
Completed,0.58,18,3416,2473,0.52,0.474
Completed,0.58,12,1567,4714,0.382,0.958
Completed,0.61,51,1878,891,0.111,0.663
Completed,0.58,12,3102,3172,0.971,0.147
Completed,0.58,28,4422,2039,0.419,0.993
Completed,0.55,12,558,4524,0.561,0.446
Completed,0.7,59,571,170,0.102,0.89
Completed,0.58,19,4449,2645,0.993,0.435
Completed,0.59,23,3114,1512,0.428,0.705
Completed,0.56,12,1905,3803,0.539,0.22
Completed,0.61,25,1724,2197,0.812,0.081
Completed,0.56,11,3259,4995,0.171,0.597
Completed,0.62,44,4268,1050,0.721,0.262
Completed,0.58,8,715,3642,0.36,0.811
Completed,0.58,21,1063,1871,0.631,0.528
Completed,0.53,15,3918,4064,0.271,0.046
Completed,0.64,54,3519,509,0.838,0.813
Completed,0.59,19,1461,2926,0.197,0.363
Completed,0.59,15,2400,1427,0.311,0.003
Completed,0.57,10,2582,3883,0.668,0.547
Completed,0.73,149,4856,250,0.223,0.344
Completed,0.51,12,127,2560,0.86,0.856
Completed,0.78,123,284,42,0.446,0.23
Completed,0.56,19,4699,2773,0.588,0.711
Completed,0.62,25,2739,1405,0.022,0.429
Completed,0.5,7,2243,3910,0.882,0.88
Completed,0.57,28,1473,2402,0.656,0.801
Completed,0.57,15,3546,4790,0.264,0.256
Completed,0.58,36,3930,1235,0.814,0.603
Completed,0.52,16,1090,3457,0.204,0.091
Completed,0.61,19,727,1666,0.787,0.369
Completed,0.58,15,4295,4269,0.177,0.823
Completed,0.72,64,3271,323,0.745,0.036
Completed,0.54,18,1750,3112,0.353,0.522
Completed,0.56,282,2182,2177,0.839,0.171
Completed,0.53,10,2839,4390,0.202,0.653
Completed,0.6,54,4648,835,0.626,0.488
Completed,0.54,9,374,3232,0.27,0.938
Completed,0.55,11,401,2007,0.133,0.577
Completed,0.56,15,4579,4560,0.77,0.123
Completed,0.62,46,2945,693,0.339,0.768
Completed,0.52,10,2035,3374,0.695,0.282
Completed,0.65,72,1594,594,0.953,0.392
Completed,0.62,21,3428,2845,0.066,0.909
Completed,0.59,31,4138,1791,0.513,0.201
Completed,0.54,10,884,4149,0.406,0.748
Completed,0.63,39,1247,974,0.603,0.964
Completed,0.58,16,3773,3713,0.496,0.483
Completed,0.59,25,3703,2268,0.925,0.627
Completed,0.56,16,1316,4919,0.038,0.176
Completed,0.69,50,2291,233,0.519,0.511
Completed,0.56,17,2728,2581,0.377,0.057
Completed,0.59,38,4826,1526,0.951,0.833
Completed,0.54,9,194,3788,0.092,0.349
Completed,0.52,11,38,1265,0.724,0.721
Completed,0.57,23,4982,4044,0.367,0.206
Completed,0.7,70,2572,99,0.805,0.935
Completed,0.56,14,2447,2711,0.168,0.387
Completed,0.59,37,1348,1097,0.425,0.31
Completed,0.57,18,3635,3591,0.532,0.765
Completed,0.57,560,3882,2458,0.109,0.095
Completed,0.54,10,1101,4729,0.996,0.58
Completed,0.63,1095,834,463,0.012,0.859
Completed,0.58,20,4147,2977,0.899,0.315
Completed,0.62,31,3299,1610,0.46,0.545
Completed,0.58,15,1681,4330,0.567,0.032
Completed,0.58,35,1987,1573,0.585,0.411
Completed,0.59,14,3035,4362,0.443,0.896
Completed,0.69,97,4531,416,0.885,0.244
Completed,0.55,10,491,3018,0.025,0.699
Completed,0.65,25,529,711,0.915,0.07
Completed,0.57,22,4493,3352,0.056,0.613
Completed,0.62,21,2995,1906,0.617,0.277
Completed,0.53,8,2026,4656,0.474,0.79
Completed,0.56,37,1837,1807,0.248,0.898
Completed,0.56,16,3143,4128,0.859,0.417
Completed,0.66,79,4303,494,0.282,0.692
Completed,0.57,17,678,2940,0.674,0.242
Completed,0.59,15,945,2250,0.317,0.459
Completed,0.55,18,4038,4942,0.709,0.975
Completed,0.56,38,3479,1074,0.15,0.134
Completed,0.6,17,1503,3618,0.76,0.682
Completed,0.61,21,2486,1018,0.773,0.751
Completed,0.54,12,2532,3669,0.136,0.301
Completed,0.6,30,4943,2224,0.693,0.59
Completed,0.56,7,76,4964,0.336,0.109
Completed,0.5,12,233,2485,0.982,0.977
Completed,0.57,16,4786,4707,0.122,0.464
Completed,0.61,21,2689,1152,0.551,0.676
Completed,0.57,10,2330,3540,0.408,0.132
Completed,0.72,204,1543,155,0.182,0.055
Completed,0.56,20,3439,2660,0.792,0.505
Completed,0.62,43,3999,1292,0.348,0.354
Completed,0.56,14,984,4023,0.74,0.836
Completed,0.59,32,638,789,0.251,0.62
Completed,0.57,15,4342,3274,0.643,0.071
Completed,0.58,446,3182,2140,0.217,0.788
Completed,0.56,13,1798,4422,0.827,0.272
Completed,0.6,15,2073,360,0.37,0.918
Completed,0.59,15,2906,3080,0.726,0.406
Completed,0.55,33,4539,1713,0.164,0.735
Completed,0.51,9,441,4227,0.802,0.19
Completed,0.61,34,334,541,0.657,0.325
Completed,0.58,22,4688,2899,0.3,0.873
Completed,0.58,18,2878,1844,0.871,0.018
Completed,0.53,8,2143,4096,0.234,0.535
Completed,0.62,30,1641,1943,0.491,0.642
Completed,0.55,12,3339,4624,0.598,0.158
Completed,0.63,63,4185,757,0.043,0.952
Completed,0.58,12,795,3310,0.93,0.497
Completed,0.56,26,1141,1500,0.079,0.218
Completed,0.55,18,3842,3810,0.965,0.732
Completed,0.72,139,3596,177,0.393,0.378
Completed,0.57,19,1386,2632,0.5,0.921
Completed,0.48,8,2205,2324,0.053,0.259
Completed,0.53,10,2778,4868,0.913,0.806
Completed,0.6,46,4739,1000,0.477,0.084
Completed,0.59,9,244,3692,0.62,0.601
Completed,0.55,10,88,1208,0.191,0.469
Completed,0.58,16,4895,3479,0.829,0.955
Completed,0.58,13,2622,2346,0.281,0.186
Completed,0.53,10,2360,4841,0.637,0.64
Completed,0.59,28,1278,1349,0.894,0.561
Completed,0.56,16,3741,3961,0.007,0.013
Completed,0.77,617,3813,16,0.571,0.846
Completed,0.55,16,1207,2794,0.464,0.33
Completed,0.56,15,922,2085,0.545,0.113
Completed,0.56,18,4100,4482,0.437,0.564
Completed,0.57,31,3388,928,0.984,0.296
Completed,0.58,17,1633,3140,0.097,0.777
Completed,0.6,71,1929,549,0.728,0.779
Completed,0.54,13,3054,2888,0.368,0.294
Completed,0.6,28,4395,1755,0.804,0.566
Completed,0.54,10,588,4182,0.162,0.111
Completed,0.54,16,597,1744,0.387,0.818
Completed,0.57,15,4384,4190,0.529,0.367
Completed,0.66,44,3062,557,0.081,0.524
Completed,0.58,23,1918,2878,0.94,0.043
Completed,0.63,47,1789,656,0.714,0.153
Completed,0.52,15,3232,3406,0.323,0.665
Completed,0.61,29,4255,1960,0.756,0.444
Completed,0.55,12,767,4602,0.146,0.988
Completed,0.69,87,1051,277,0.846,0.709
Completed,0.62,27,3968,2538,0.236,0.224
Completed,0.62,28,3585,1483,0.686,0.885
Completed,0.57,15,1434,3832,0.294,0.431
Completed,0.56,13,2349,2355,0.911,0.434
Completed,0.56,10,2631,4830,0.055,0.883
Completed,0.56,53,4884,1197,0.618,0.225
Completed,0.54,7,96,3487,0.479,0.707
Completed,0.61,16,252,1009,0.831,0.332
Completed,0.53,15,4728,3681,0.189,0.845
Completed,0.56,14,2787,2313,0.639,0.016
Completed,0.52,9,2194,4876,0.279,0.559
Completed,0.59,29,1445,1475,0.006,0.638
Completed,0.56,14,3577,3843,0.896,0.188
Completed,0.65,87,3979,288,0.462,0.953
Completed,0.57,17,1043,2530,0.573,0.471
Completed,0.62,375,775,1969,0.436,0.188
Completed,0.56,18,4244,4591,0.547,0.737
Completed,0.64,51,3241,645,0.095,0.404
Completed,0.58,14,1778,3415,0.986,0.921
Completed,0.55,14,1652,4613,0.219,0.413
Completed,0.55,8,2133,1855,0.445,0.274
Completed,0.59,11,2887,4087,0.583,0.786
Completed,0.64,78,4676,533,0.027,0.073
Completed,0.56,10,343,2909,0.883,0.617
Completed,0.55,19,432,1704,0.527,0.99
Completed,0.56,18,4550,4238,0.389,0.442
Completed,0.68,56,2898,371,0.938,0.667
Completed,0.51,7,2085,3071,0.082,0.151
Completed,0.62,36,1623,936,0.324,0.041
Completed,0.59,16,3397,3129,0.712,0.526
Completed,0.57,31,4088,2074,0.148,0.365
Completed,0.55,7,931,4490,0.754,0.819
Completed,0.55,21,3823,2805,0.844,0.086
Completed,0.61,33,3733,1360,0.297,0.805
Completed,0.59,10,1289,3952,0.684,0.261
Completed,0.62,22,1532,2671,0.391,0.753
Completed,0.53,16,2341,1141,0.134,0.923
Completed,0.59,8,2681,3548,0.775,0.376
Completed,0.6,24,4797,2493,0.334,0.733
Completed,0.53,10,225,4696,0.695,0.217
Completed,0.54,7,68,2213,0.124,0.838
Completed,0.54,13,4954,4972,0.98,0.352
Completed,0.56,22,2524,1027,0.41,0.507
Completed,0.51,9,2498,3658,0.549,0.053
Completed,0.71,117,1375,188,0.79,0.13
Completed,0.6,21,3605,2624,0.184,0.678
Completed,0.62,31,3831,1491,0.738,0.462
Completed,0.57,10,1149,3821,0.35,0.98
Completed,0.61,27,786,746,0.641,0.697
Completed,0.57,18,4196,3318,0.253,0.246
Completed,0.6,22,3331,1952,0.825,0.894
Completed,0.58,15,1848,4139,0.457,0.169
Completed,0.52,7,2016,1895,0.2,0.029
Completed,0.55,8,3004,4665,0.841,0.547
Completed,0.62,47,4481,719,0.268,0.314
Completed,0.54,8,538,3341,0.628,0.861
Completed,0.65,31,499,427,0.298,0.499
Completed,0.58,18,4520,3010,0.659,0.95
Completed,0.54,24,3043,1564,0.232,0.16
Completed,0.57,9,1976,4373,0.873,0.641
Completed,0.61,23,1809,2129,0.6,0.532
Completed,0.6,11,3174,4430,0.489,0.02
Completed,0.6,44,4353,797,0.932,0.871
Completed,0.56,9,629,3263,0.041,0.327
Completed,0.6,24,992,1303,0.968,0.106
Completed,0.54,14,3988,4014,0.077,0.593
Completed,0.73,151,3448,147,0.502,0.299
Completed,0.53,15,1337,3580,0.152,0.509
Completed,0.72,74,2458,110,0.379,0.68
Completed,0.53,11,2564,2702,0.517,0.136
Completed,0.58,39,4992,1257,0.093,0.973
Completed,0.53,6,29,4055,0.949,0.461
Completed,0.56,10,185,1537,0.365,0.578
Completed,0.58,15,4836,3780,0.725,0.097
Completed,0.69,60,2719,225,0.166,0.763
Completed,0.55,8,2303,2592,0.807,0.312
Completed,0.57,43,1493,1063,0.534,0.389
Completed,0.55,14,3488,3626,0.423,0.933
Completed,0.57,26,4027,2259,0.998,0.207
Completed,0.54,12,953,4931,0.107,0.72
Completed,0.64,33,669,506,0.901,0.94
Completed,0.6,25,4313,2932,0.011,0.486
Completed,0.6,27,3135,1799,0.569,0.655
Completed,0.59,17,1583,2837,0.743,0.662
Completed,0.55,10,2046,702,0.969,0.52
Completed,0.54,14,2937,3363,0.113,0.038
Completed,0.61,32,4590,1996,0.559,0.821
Completed,0.52,8,392,4569,0.421,0.371
Completed,0.58,17,382,824,0.058,0.241
Completed,0.58,14,4637,3240,0.913,0.694
Completed,0.55,12,2848,2186,0.476,0.414
Completed,0.54,7,2172,4379,0.615,0.901
Completed,0.62,25,1692,1621,0.857,0.792
Completed,0.55,14,3291,4321,0.25,0.275
Completed,0.66,76,4158,454,0.672,0.615
Completed,0.55,10,825,2988,0.284,0.068
Completed,0.6,15,1109,2447,0.707,0.351
Completed,0.56,16,3871,4738,0.319,0.832
Completed,0.58,43,3644,1105,0.758,0.059
Completed,0.53,9,1485,4798,0.927,0.001
Completed,0.49,12,2232,1396,0.67,0.174
Completed,0.56,10,2748,3921,0.309,0.628
Completed,0.79,350,4688,53,0.863,0.481
Completed,0.58,9,292,2764,0.221,0.966
Completed,0.67,28,135,242,0.586,0.088
Completed,0.6,28,4845,2571,0.448,0.605
Completed,0.58,20,2591,1438,0.88,0.255
Completed,0.53,9,2389,3874,0.024,0.803
Completed,0.59,20,1328,2277,0.266,0.882
Completed,0.56,9,3694,4908,0.654,0.427
Completed,0.63,37,3783,963,0.206,0.713
Completed,0.58,12,1238,3722,0.812,0.228
Completed,0.56,17,892,1782,0.179,0.448
Completed,0.55,13,4126,4160,0.785,0.991
Completed,0.64,43,3436,605,0.355,0.148
Completed,0.57,9,1733,4984,0.522,0.848
Completed,0.61,34,1897,1523,0.763,0.956
Completed,0.54,10,3125,3794,0.153,0.475
Completed,0.7,177,4440,161,0.706,0.634
Completed,0.56,11,581,2656,0.314,0.184
Completed,0.52,14,549,2047,0.772,0.746
Completed,0.53,13,4433,4513,0.131,0.202
Completed,0.59,38,3094,880,0.698,0.907
Completed,0.54,16,1889,3180,0.337,0.394
Completed,0.68,81,1740,314,0.064,0.284
Completed,0.58,12,3280,3123,0.955,0.766
Completed,0.57,27,4283,1677,0.404,0.126
Completed,0.59,8,736,4260,0.515,0.575
Completed,0.57,24,1081,1243,0.494,0.858
Completed,0.58,13,3940,3446,0.605,0.342
Completed,0.58,18,3537,2391,0.036,0.549
Completed,0.6,15,1296,3041,0.836,0.438
Completed,0.64,19,2421,810,0.564,0.361
Completed,0.52,12,2599,3255,0.457,0.815
Completed,0.6,24,4877,2123,0.902,0.044
Completed,0.53,6,142,4442,0.015,0.53
Completed,0.56,10,299,1920,0.679,0.4
Completed,0.57,17,4720,4640,0.287,0.917
Completed,0.65,32,2756,773,0.854,0.193
Completed,0.51,8,2264,3287,0.244,0.74
Completed,0.64,52,1453,520,0.47,0.569
Completed,0.55,15,3530,2917,0.612,0.116
Completed,0.55,32,3909,1862,0.06,0.776
Completed,0.55,16,1074,4075,0.92,0.29
Completed,0.61,26,704,1039,0.089,0.011
Completed,0.55,13,4276,3651,0.948,0.556
Completed,0.61,27,3248,2205,0.379,0.336
Completed,0.56,12,1704,3707,0.308,0.356
Completed,0.66,22,2159,295,0.035,0.467
Completed,0.56,11,2821,2517,0.922,0.982
Completed,0.57,36,4625,1463,0.499,0.126
Completed,0.59,10,355,3849,0.606,0.674
Completed,0.71,58,424,135,0.991,0.808
Completed,0.6,20,4597,2678,0.104,0.265
Completed,0.62,21,2969,1311,0.537,0.595
Completed,0.51,7,2054,4001,0.429,0.083
Completed,0.61,21,1576,2462,0.172,0.222
Completed,0.56,9,3405,4723,0.81,0.703
Completed,0.58,36,4119,1169,0.362,0.437
Completed,0.58,9,861,3516,0.719,0.888
Completed,0.6,27,1231,1597,0.272,0.671
Completed,0.57,20,3752,4346,0.629,0.154
Completed,0.63,51,3687,401,0.199,0.986
Completed,0.55,11,1519,4245,0.114,0.946
Completed,0.57,9,2276,2101,0.356,0.867
Completed,0.53,9,2707,4459,0.748,0.324
Completed,0.59,42,4809,904,0.174,0.537
Completed,0.52,7,173,3156,0.785,0.024
Completed,0.56,8,17,638,0.401,0.891
Completed,0.53,16,4965,3427,0.508,0.409
Completed,0.6,12,2552,1982,0.071,0.7
Completed,0.53,8,2431,4583,0.958,0.25
Completed,0.61,26,1364,1729,0.7,0.078
Completed,0.57,12,3656,4213,0.344,0.621
Completed,0.66,56,3898,581,0.765,0.269
Completed,0.63,18,1121,2861,0.128,0.782
Completed,0.56,14,851,2341,0.863,0.504
Completed,0.56,14,4170,4844,0.226,0.049
Completed,0.58,43,3318,977,0.665,0.842
Completed,0.59,21,1822,2544,0.048,0.101
Completed,0.62,45,1964,955,0.29,0.211
Completed,0.59,23,3017,3735,0.681,0.724
Completed,0.59,22,4507,2289,0.24,0.386
Completed,0.54,7,473,4901,0.85,0.929
Completed,0.56,16,511,1333,0.209,0.302
Completed,0.57,14,4469,3984,0.819,0.757
Completed,0.77,283,2977,38,0.259,0.103
Completed,0.52,6,2004,2779,0.651,0.588
Completed,0.55,35,1860,1190,0.877,0.729
Completed,0.52,13,3162,3500,0.018,0.213
Completed,0.61,22,4326,2367,0.593,0.928
Completed,0.55,8,696,4823,0.451,0.379
Completed,0.65,48,966,378,0.558,0.163
Completed,0.54,16,4054,3059,0.416,0.645
Completed,0.6,24,3500,1692,0.974,0.496
Completed,0.59,12,1402,4505,0.374,0.691
Completed,0.57,13,2471,1651,0.102,0.612
Completed,0.55,8,2512,4291,0.989,0.064
Completed,0.71,87,4927,346,0.433,0.796
Completed,0.54,7,56,3096,0.54,0.279
Completed,0.59,17,213,612,0.143,0.651
Completed,0.6,17,4770,2825,0.753,0.165
Completed,0.51,15,2669,1770,0.325,0.944
Completed,0.56,7,2314,4167,0.717,0.49
Completed,0.58,21,1559,2023,0.943,0.317
Completed,0.58,14,3461,4537,0.084,0.865
Completed,0.64,67,4015,670,0.526,0.026
Completed,0.54,12,1004,3390,0.384,0.542
Completed,0.59,21,656,1411,0.625,0.758
Completed,0.56,13,4365,3906,0.482,0.309
Completed,0.7,71,3201,273,0.908,0.583
Completed,0.57,13,1615,3767,0.778,0.609
Completed,0.53,8,2092,2228,0.505,0.717
Completed,0.55,11,2930,4957,0.398,0.231
Completed,0.56,37,4558,1090,0.961,0.877
Completed,0.51,9,464,3595,0.074,0.424
Completed,0.58,13,316,2419,0.467,0.063
Completed,0.55,9,4664,4766,0.574,0.513
Completed,0.53,19,2860,1212,0.004,0.346
Completed,0.53,7,2121,3473,0.891,0.828
Completed,0.7,159,1665,61,0.634,0.97
Completed,0.61,18,3357,2752,0.278,0.456
Completed,0.59,36,4208,1385,0.832,0.683
Completed,0.57,10,813,3928,0.194,0.14
Completed,0.57,32,1161,872,0.797,0.419
Completed,0.57,16,3858,3192,0.159,0.904
Completed,0.59,31,3617,2060,0.731,0.236
Completed,0.59,15,1413,3209,0.58,0.198
Completed,0.64,23,2226,442,0.822,0.121
Completed,0.56,13,2794,2995,0.212,0.572
Completed,0.6,27,4760,1628,0.648,0.288
Completed,0.52,8,259,4309,0.256,0.769
Completed,0.54,10,104,1831,0.933,0.145
Completed,0.56,13,4915,4111,0.046,0.657
Completed,0.61,55,2638,479,0.595,0.451
Completed,0.53,8,2381,2963,0.488,0.996
Completed,0.62,45,1258,731,0.231,0.825
Completed,0.58,16,3725,3333,0.868,0.375
Completed,0.62,27,3791,1888,0.303,0.516
Completed,0.55,9,1191,4676,0.66,0.035
Completed,0.71,82,899,213,0.331,0.251
Completed,0.55,19,4081,2600,0.688,0.799
Completed,0.57,34,3365,1545,0.141,0.092
Completed,0.56,15,1774,2720,0.621,0.314
Completed,0.54,37,1944,1131,0.847,0.485
Completed,0.52,13,3078,3558,0.241,0.939
Completed,0.63,23,4400,2426,0.681,0.171
Completed,0.59,12,622,4764,0.293,0.655
Completed,0.61,18,619,1117,0.737,0.553
Completed,0.55,16,4402,3573,0.345,0.006
Completed,0.55,16,3086,2440,0.795,0.855
Completed,0.56,15,1936,4750,0.185,0.337
Completed,0.61,32,1771,1289,0.411,0.477
Completed,0.59,10,3209,4029,0.554,0.962
Completed,0.74,276,4236,83,0.119,0.178
Completed,0.58,13,744,2734,0.979,0.632
Completed,0.59,18,1035,2154,0.03,0.911
Completed,0.56,11,3947,4406,0.89,0.398
Completed,0.62,46,3570,851,0.438,0.742
Completed,0.56,12,1255,4681,0.799,0.972
Completed,0.58,10,2374,1826,0.542,0.833
Completed,0.58,8,2646,4116,0.431,0.351
Completed,0.66,83,4918,483,0.99,0.508
Completed,0.52,6,101,2959,0.099,0.058
Completed,0.62,22,257,437,0.716,0.934
Completed,0.57,17,4762,3000,0.328,0.391
Completed,0.62,22,2801,1633,0.75,0.719
Completed,0.5,7,2218,4304,0.144,0.206
Completed,0.58,22,1411,2160,0.386,0.098
Completed,0.58,11,3572,4400,0.524,0.58
Completed,0.6,53,3954,846,0.086,0.311
Completed,0.58,11,1028,3214,0.942,0.762
Completed,0.56,20,751,1275,0.052,0.545
Completed,0.56,14,4229,4042,0.907,0.029
Completed,0.71,138,3207,97,0.483,0.862
Completed,0.54,15,1667,3943,0.33,0.821
Completed,0.51,8,2128,2403,0.072,0.993
Completed,0.53,9,2852,4782,0.963,0.449
Completed,0.57,38,4662,1227,0.395,0.66
Completed,0.49,8,318,3458,0.506,0.148
Completed,0.54,11,466,2242,0.892,0.275
Completed,0.57,13,4555,4942,0.001,0.791
Completed,0.6,25,2923,1075,0.578,0.068
Completed,0.51,7,2099,3610,0.466,0.617
Completed,0.73,123,1618,197,0.194,0.694
Completed,0.55,14,3363,2615,0.835,0.239
Completed,0.58,36,4073,1560,0.274,0.901
Completed,0.59,10,906,3752,0.635,0.416
Completed,0.62,40,1184,736,0.372,0.137
Completed,0.58,15,3799,3329,0.732,0.681
Completed,0.53,31,3728,1883,0.158,0.459
Completed,0.56,17,1557,3384,0.03,0.482
Completed,0.61,19,2307,618,0.257,0.341
Completed,0.55,10,2676,2819,0.644,0.857
Completed,0.55,30,4772,1765,0.215,0.003
Completed,0.51,9,210,4173,0.822,0.55
Completed,0.51,9,53,1655,0.485,0.427
Completed,0.57,18,4929,4287,0.596,0.88
Completed,0.65,34,2519,342,0.046,0.229
Completed,0.58,9,2464,3100,0.936,0.714
Completed,0.6,65,1400,868,0.663,0.604
