Status,ACCURACY,RUNTIME,recent_samples_size,n_reference_samples,recent_samples_proportion,threshold
Completed,0.91,2,3966,310,0.478,0.03
Completed,0.91,0,1543,3571,0.727,0.988
Completed,0.91,0,1019,2350,0.008,0.407
Completed,0.91,0,3474,3776,0.756,0.571
Completed,0.91,0,2856,1317,0.599,0.692
Completed,0.91,0,467,4891,0.349,0.295
Completed,0.91,0,2130,1036,0.885,0.867
Completed,0.91,0,4550,2774,0.137,0.142
Completed,0.91,0,4446,1218,0.704,0.514
Completed,0.91,0,2001,2644,0.454,0.475
Completed,0.91,0,561,1441,0.81,0.924
Completed,0.91,0,2994,4703,0.063,0.09
Completed,0.91,0,3647,2245,0.342,0.21
Completed,0.91,0,1237,3983,0.59,0.81
Completed,0.92,5,1360,107,0.175,0.355
Completed,0.91,0,3758,3681,0.924,0.628
Completed,0.91,0,4097,1744,0.193,0.834
Completed,0.91,0,1645,4381,0.941,0.187
Completed,0.91,0,917,915,0.292,0.73
Completed,0.91,0,3343,2966,0.542,0.254
Completed,0.91,0,2674,430,0.821,0.39
Completed,0.91,0,256,3379,0.072,0.6
Completed,0.91,0,2340,1922,0.662,0.052
Completed,0.91,0,4731,4286,0.413,0.964
Completed,0.91,2,4786,494,0.021,0.648
Completed,0.91,0,2209,3130,0.771,0.36
Completed,0.91,0,231,2166,0.496,0.786
Completed,0.91,0,2776,4216,0.744,0.201
Completed,0.91,0,3396,1679,0.898,0.064
Completed,0.91,0,785,4629,0.151,0.913
Completed,0.91,0,1621,673,0.617,0.497
Completed,0.91,0,4200,3036,0.366,0.521
Completed,0.91,0,3880,2468,0.501,0.938
Completed,0.91,0,1315,3893,0.252,0.041
Completed,0.91,1,1125,192,0.982,0.623
Completed,0.91,0,3682,3453,0.234,0.396
Completed,0.91,0,3116,995,0.388,0.275
Completed,0.91,0,517,2733,0.638,0.735
Completed,0.91,0,1888,1358,0.098,0.163
Completed,0.91,0,4480,4932,0.846,0.825
Completed,0.91,0,4653,1560,0.306,0.457
Completed,0.91,0,2106,4822,0.556,0.558
Completed,0.91,0,334,1099,0.211,0.109
Completed,0.91,0,2909,2525,0.958,0.881
Completed,0.91,7,3576,68,0.676,0.761
Completed,0.91,0,994,3642,0.428,0.223
Completed,0.91,0,1412,2285,0.839,0.678
Completed,0.91,0,4020,4023,0.089,0.343
Completed,0.91,0,4305,797,0.793,0.137
Completed,0.91,0,1750,2848,0.045,0.846
Completed,0.91,0,689,1862,0.69,0.303
Completed,0.91,0,3257,4499,0.44,0.717
Completed,0.91,0,2604,1963,0.158,0.581
Completed,0.91,0,15,4326,0.907,0.433
Completed,0.91,0,2391,389,0.328,0.982
Completed,0.91,0,4992,3338,0.577,0.007
Completed,0.91,0,4956,664,0.355,0.858
Completed,0.91,0,2350,2988,0.605,0.133
Completed,0.91,0,51,1689,0.131,0.706
Completed,0.91,0,2645,4677,0.879,0.308
Completed,0.91,0,3216,2134,0.725,0.43
Completed,0.91,0,653,4146,0.476,0.593
Completed,0.91,0,1792,525,0.758,0.011
Completed,0.91,0,4342,3201,0.009,0.971
Completed,0.91,0,4061,1385,0.873,0.554
Completed,0.91,0,1447,4999,0.126,0.468
Completed,0.91,0,953,967,0.642,0.884
Completed,0.91,0,3540,2666,0.391,0.097
Completed,0.89,2,2945,202,0.237,0.234
Completed,0.91,0,375,3503,0.987,0.757
Completed,0.91,0,2069,2457,0.279,0.331
Completed,0.91,0,4612,3844,0.527,0.681
Completed,0.91,0,4521,2333,0.07,0.036
Completed,0.91,0,1925,4032,0.819,0.949
Completed,0.91,10,476,19,0.415,0.4
Completed,0.91,0,3080,3633,0.664,0.61
Completed,0.91,0,3718,1169,0.947,0.746
Completed,0.91,0,1165,2556,0.199,0.27
Completed,0.91,0,1279,1490,0.536,0.813
Completed,0.91,0,3839,4791,0.286,0.166
Completed,0.91,2,4164,323,0.58,0.372
Completed,0.91,0,1580,3311,0.332,0.645
Completed,0.91,0,821,2030,0.934,0.19
Completed,0.91,0,3437,4354,0.184,0.79
Completed,0.91,0,2736,1813,0.467,0.91
Completed,0.91,0,195,4489,0.718,0.076
Completed,0.91,0,2249,847,0.049,0.525
Completed,0.91,0,4821,2858,0.796,0.486
Completed,0.91,0,4689,1572,0.628,0.175
Completed,0.91,0,2303,4560,0.378,0.838
Completed,0.91,0,298,781,0.855,0.265
Completed,0.91,0,2712,3105,0.107,0.725
Completed,0.91,0,3305,562,0.265,0.604
Completed,0.91,0,875,3238,0.514,0.377
Completed,0.91,0,1682,2097,0.22,0.959
Completed,0.91,0,4139,4109,0.969,0.063
Completed,0.91,0,3795,1082,0.149,0.479
Completed,0.91,0,1402,2782,0.896,0.503
Completed,0.91,0,1199,1270,0.368,0.086
Completed,0.91,0,3606,4883,0.619,0.937
Completed,0.91,0,3036,2419,0.777,0.799
Completed,0.91,0,598,3806,0.027,0.214
Completed,0.91,2,1959,240,0.738,0.64
Completed,0.91,0,4409,3541,0.49,0.352
Completed,0.91,0,4588,136,0.92,0.993
Completed,0.91,0,2172,3749,0.171,0.018
Completed,0.91,0,429,2216,0.563,0.567
Completed,0.91,0,2813,3916,0.314,0.419
Completed,0.91,0,3516,1453,0.036,0.284
Completed,0.91,0,1056,4754,0.783,0.696
Completed,0.91,0,1501,1207,0.45,0.154
Completed,0.91,0,3929,2593,0.7,0.863
Completed,0.91,0,4229,1914,0.434,0.657
Completed,0.91,0,1826,4239,0.682,0.322
Completed,0.91,1,775,438,0.083,0.777
Completed,0.91,0,3171,3426,0.833,0.239
Completed,0.91,0,2532,885,0.554,0.119
Completed,0.91,0,85,2897,0.304,0.891
Completed,0.91,0,2472,1774,0.96,0.442
Completed,0.91,0,4912,4450,0.213,0.543
Completed,0.91,5,4902,160,0.531,0.411
Completed,0.91,0,2482,3461,0.283,0.575
Completed,0.91,0,115,2494,0.952,0.026
Completed,0.91,0,2504,3881,0.202,0.985
Completed,0.91,0,3200,1341,0.418,0.871
Completed,0.91,0,745,4954,0.669,0.146
Completed,0.91,0,1817,997,0.067,0.689
Completed,0.91,0,4240,2696,0.814,0.291
Completed,0.91,0,3920,2173,0.052,0.247
Completed,0.91,0,1511,4185,0.801,0.769
Completed,0.91,0,1085,482,0.464,0.314
Completed,0.91,0,3486,3157,0.713,0.665
Completed,0.91,0,2843,695,0.929,0.535
Completed,0.91,0,401,3019,0.181,0.45
Completed,0.91,0,2161,1643,0.585,0.899
Completed,0.91,0,4597,4631,0.335,0.111
Completed,0.91,0,4380,1850,0.761,0.733
Completed,0.91,0,1989,4526,0.014,0.258
Completed,0.91,0,607,805,0.722,0.83
Completed,0.91,0,3025,2816,0.471,0.182
Completed,0.91,1,3616,353,0.126,0.055
Completed,0.91,0,1190,3341,0.876,0.967
Completed,0.91,0,1372,1985,0.36,0.385
Completed,0.91,0,3824,4309,0.608,0.596
Completed,0.91,0,4109,1126,0.275,0.929
Completed,0.91,0,1711,2513,0.524,0.094
Completed,0.91,0,885,1528,0.242,0.51
Completed,0.91,0,3296,4829,0.99,0.472
Completed,0.91,0,2721,2287,0.645,0.359
Completed,0.91,0,288,3986,0.396,0.633
Completed,0.91,3,2274,50,0.87,0.206
Completed,0.91,0,4719,3664,0.121,0.807
Completed,0.91,0,4832,2377,0.447,0.618
Completed,0.91,0,2240,3763,0.695,0.392
Completed,0.91,1,165,278,0.038,0.941
Completed,0.91,0,2764,3579,0.788,0.044
Completed,0.91,0,3408,1038,0.568,0.158
Completed,0.91,0,851,2737,0.317,0.821
Completed,0.91,0,1589,1300,0.916,0.278
Completed,0.91,0,4154,4913,0.168,0.738
Completed,0.91,0,3848,601,0.965,0.782
Completed,0.91,0,1269,3276,0.216,0.198
Completed,0.91,0,1137,2054,0.55,0.653
Completed,0.91,0,3748,4066,0.301,0.364
Completed,0.91,0,3050,1603,0.08,0.494
Completed,0.91,0,505,4591,0.828,0.517
Completed,0.91,0,1935,735,0.436,0.068
Completed,0.91,0,4512,3059,0.687,0.918
Completed,0.91,0,4641,922,0.225,0.3
Completed,0.91,0,2040,2934,0.972,0.713
Completed,0.91,0,366,1732,0.261,0.141
Completed,0.91,0,2955,4408,0.512,0.85
Completed,0.91,0,3530,1944,0.853,0.978
Completed,0.91,0,962,4268,0.102,0.003
Completed,0.91,0,1478,393,0.631,0.586
Completed,0.91,0,4032,3382,0.383,0.437
Completed,0.91,0,4371,1409,0.735,0.105
Completed,0.91,0,1763,4710,0.485,0.876
Completed,0.91,0,643,1245,0.78,0.46
Completed,0.91,0,3225,2632,0.031,0.562
Completed,0.91,3,2636,90,0.372,0.674
Completed,0.91,0,61,3703,0.622,0.339
Completed,0.91,0,2379,2248,0.144,0.764
Completed,0.91,0,4926,3947,0.893,0.226
Completed,0.91,0,4964,1272,0.18,0.888
Completed,0.91,0,2421,4847,0.927,0.101
Completed,0.91,0,24,1066,0.337,0.55
Completed,0.91,0,2594,2804,0.587,0.465
Completed,0.91,1,3267,267,0.807,0.335
Completed,0.91,0,680,3529,0.058,0.686
Completed,0.91,0,1721,2387,0.707,0.231
Completed,0.91,0,4334,3813,0.458,0.753
Completed,0.91,0,3990,744,0.659,0.709
Completed,0.91,0,1440,3107,0.409,0.311
Completed,0.91,0,1005,1594,0.824,0.854
Completed,0.91,0,3567,4543,0.077,0.129
Completed,0.91,0,2918,2085,0.297,0.015
Completed,0.91,0,324,4136,0.545,0.974
Completed,0.91,0,2077,569,0.189,0.425
Completed,0.91,0,4683,3206,0.938,0.589
Completed,0.91,0,4470,460,0.402,0.193
Completed,0.91,0,1898,3409,0.651,0.794
Completed,0.91,0,547,1878,0.115,0.368
Completed,0.91,0,3087,4241,0.864,0.64
Completed,0.91,0,3711,1782,0.522,0.529
Completed,0.91,0,1095,4419,0.273,0.489
Completed,0.91,0,1306,873,0.992,0.906
Completed,0.91,0,3890,2924,0.244,0.071
Completed,0.91,0,4191,2199,0.89,0.404
Completed,0.91,0,1631,3938,0.139,0.615
Completed,0.92,3,814,138,0.594,0.033
Completed,0.91,0,3366,3713,0.346,0.945
Completed,0.91,0,2807,1175,0.005,0.817
Completed,0.91,0,203,2601,0.752,0.17
Completed,0.91,0,2198,1480,0.481,0.743
Completed,0.91,0,4795,4741,0.732,0.267
Completed,0.91,0,4760,950,0.842,0.082
Completed,0.91,0,2310,2688,0.094,0.932
Completed,0.91,0,247,1388,0.673,0.483
Completed,0.91,0,2685,4962,0.423,0.506
Completed,0.91,0,3332,2426,0.206,0.636
Completed,0.91,0,926,3851,0.955,0.347
Completed,0.91,3,1675,229,0.31,0.802
Completed,0.91,0,4069,3491,0.559,0.218
Completed,0.91,0,3788,1710,0.323,0.262
Completed,0.91,0,1331,4660,0.574,0.722
Completed,0.91,0,1226,627,0.163,0.179
Completed,0.91,0,3657,2990,0.91,0.842
Completed,0.91,0,2985,532,0.693,0.956
Completed,0.91,0,571,3169,0.445,0.059
Completed,0.91,0,2030,2122,0.79,0.608
Completed,0.91,0,4416,4173,0.04,0.382
Completed,0.91,0,4561,1993,0.612,0.773
Completed,0.91,0,2120,4356,0.363,0.236
Completed,0.91,0,437,344,0.903,0.662
Completed,0.91,0,2884,3294,0.154,0.326
Completed,0.91,0,3445,834,0.499,0.438
Completed,0.91,0,1049,2885,0.749,0.54
Completed,0.91,0,1552,1820,0.018,0.123
Completed,0.91,0,3956,4457,0.766,0.896
Completed,0.92,34,4281,22,0.1,0.563
Completed,0.91,0,1853,3596,0.851,0.414
Completed,0.91,0,704,2316,0.385,0.996
Completed,0.91,0,3164,4054,0.633,0.022
Completed,0.91,0,2540,1517,0.978,0.149
Completed,0.91,0,156,4779,0.231,0.859
Completed,0.91,0,2445,1138,0.506,0.287
Completed,0.91,0,4861,2564,0.255,0.7
Completed,0.91,0,4855,1505,0.589,0.592
