source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
benchmark_pareto,0.58,147.0,0.58,67.0,Completed,1,1128,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.6,152.0,0.6,69.0,Completed,26,3373,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.61,157.0,0.61,73.0,Completed,40,2534,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.63,162.0,0.63,75.0,Completed,2111,4283,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.64,165.0,0.64,78.0,Completed,157,4326,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.66,178.0,0.66,82.0,Completed,154,2484,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.67,187.0,0.67,91.0,Completed,111,1368,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.68,193.0,0.68,101.0,Completed,2471,3978,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.69,215.0,0.69,110.0,Completed,2579,3326,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.7,222.0,0.7,112.0,Completed,2445,2455,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.72,264.0,0.72,143.0,Completed,512,1736,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.73,311.0,0.73,169.0,Completed,544,1384,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.74,315.0,0.74,180.0,Completed,537,1266,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.75,368.0,0.75,197.0,Completed,422,866,0.367,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.76,426.0,0.76,252.0,Completed,2471,739,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.78,569.0,0.78,321.0,Completed,2261,303,0.506,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.8,800.0,0.8,429.0,Completed,272,208,0.187,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.81,1054.0,0.81,830.0,Completed,2487,168,0.001,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.82,1345.0,0.82,911.0,Completed,2365,72,0.036,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.83,1959.0,0.83,1157.0,Completed,2458,60,0.999,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_pareto,0.84,2653.0,0.84,1928.0,Completed,2212,14,0.792,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_max_rt,,11259.0,,4819.0,Completed,3736,33,0.685,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
benchmark_min_acc,0.58,,0.58,,Completed,6,2766,0.2,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
paper_default,-1.0,-1.0,0.79,377.0,Completed,250,250,0.3,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
paper_default,-1.0,-1.0,0.79,381.0,Completed,100,100,0.3,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
paper_default,-1.0,-1.0,0.76,381.0,Completed,1000,1000,0.3,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
paper_default,-1.0,-1.0,0.73,389.0,Completed,2000,2000,0.3,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
paper_default,-1.0,-1.0,0.79,1172.0,Completed,2000,250,0.3,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5487545309095576,0.8992473138723868,0.67,92.0,Completed,52,447,0.1487691690151054,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5602788061960845,0.8958362411643643,0.69,94.0,Completed,52,415,0.1487691690151054,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.584336675213139,0.8923272582299407,0.71,122.0,Completed,76,294,0.1867618895017644,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.590373712095477,0.8874182058333155,0.7,107.0,Completed,73,380,0.1484013338522191,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5921362403181979,0.8873825903019598,0.71,118.0,Completed,76,296,0.1587616721826372,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5944430946593756,0.8866757572502233,0.71,120.0,Completed,77,302,0.1553261963675908,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5952370379075662,0.884215730875956,0.72,127.0,Completed,122,447,0.1553261963675908,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.5978542827703094,0.8841020929398176,0.72,127.0,Completed,83,302,0.1553261963675908,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6198318482306348,0.8680608828615454,0.74,150.0,Completed,96,253,0.1639301290368628,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.626052720522111,0.8661884729858695,0.75,181.0,Completed,126,257,0.1781678415977848,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6351804701575043,0.8537269779536181,0.73,145.0,Completed,65,197,0.1629733712947878,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6389659428813282,0.8476093483760688,0.76,208.0,Completed,223,399,0.1284255266967175,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6416627860546366,0.8476001790723239,0.76,220.0,Completed,155,262,0.17137664111845,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6441401286064043,0.847221544134364,0.76,240.0,Completed,262,415,0.1487691690151054,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6599536411371885,0.8301353739782072,0.77,248.0,Completed,136,205,0.125648396403102,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.6920740029309732,0.7968486728009858,0.79,375.0,Completed,127,133,0.1480716413595789,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.7013878791939594,0.7822070243853274,0.79,437.0,Completed,147,133,0.1480716413595789,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.7022058661720318,0.7812425461164294,0.79,459.0,Completed,155,133,0.1446895679847737,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.709781068577462,0.7741704484303756,0.8,501.0,Completed,175,134,0.1268557452133263,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
recommendation_system,0.719877555387937,0.7529496100124707,0.81,646.0,Completed,264,145,0.1443631620808896,"{'nu': 0.5, 'kernel': 'rbf', 'gamma': 'auto'}"
