source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,n_reference_samples,n_recent_samples,threshold,stability_offset
paper_default,-1.0,-1.0,,,MAX_RT,500,500,500,0.05,1e-09
paper_default,-1.0,-1.0,,,MAX_RT,2000,500,500,0.05,1e-09
recommendation_system,0.631578778,0.766621766,,,MAX_RT,4783,105,4794,0.170866753,0.9
recommendation_system,0.63529288,0.76133423,,,MAX_RT,4783,105,4794,0.170866753,0.8
recommendation_system,0.640169093,0.759960249,,,MAX_RT,4597,359,4897,0.133014628,0.9
recommendation_system,0.643883195,0.754814281,,,MAX_RT,4597,359,4897,0.133014628,0.8
recommendation_system,0.655045058,0.753097165,,,MAX_RT,195,22,4939,0.111348376,0.9
recommendation_system,0.6571633,0.751449776,,,MAX_RT,195,364,4939,0.080163565,0.9
recommendation_system,0.66663114,0.742370321,,,MAX_RT,121,559,4838,0.120269048,0.9
recommendation_system,0.670573505,0.74223679,,,MAX_RT,126,479,4939,0.181249979,0.9
recommendation_system,0.702673302,0.712687421,,,MAX_RT,126,1125,4939,0.705263241,0.9
recommendation_system,0.709697465,0.693832136,,,MAX_RT,195,1125,4704,0.889623448,0.9
recommendation_system,0.715354526,0.651803251,,,MAX_RT,195,1125,2981,0.813817333,0.9
recommendation_system,0.715354526,0.651803251,,,MAX_RT,195,1125,3005,0.813817333,0.9
recommendation_system,0.736658621,0.578072941,,,MAX_RT,969,1585,11,0.634216377,0.9
recommendation_system,0.750179739,0.516543471,,,MAX_RT,127,1492,424,0.587571736,0.9
recommendation_system,0.76405464,0.495571288,,,MAX_RT,195,1396,66,0.633018609,0.9
recommendation_system,0.775866261,0.397904591,,,MAX_RT,158,114,75,0.673973822,0.9
recommendation_system,0.779420306,0.364575663,,,MAX_RT,4670,243,83,0.945863202,0.9
recommendation_system,0.780496014,0.328668123,,,MAX_RT,4336,165,336,0.867119603,0.8
recommendation_system,0.784254184,0.327965264,,,MAX_RT,4134,291,325,0.853427489,0.8
recommendation_system,0.807028001,0.318656702,,,MAX_RT,4134,291,325,0.853427489,0.9
