detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.06539246792647053,6,0.07195495680789799,6,0.42500000000000004,6,0.7583333333333334,6,0.08449004757931522,6,0.695918605038102,6,0.9529292761941943,6,0.8244239406161481,6,0.14553183715737059,6,0.0574695987434146,6,0.26310954997574615,6,0.3687229679266743,6,,0,,0,0.6821537802367855,6,0.8351898615112029,6,0.49762361238285496,6,0.6771452412167532,6
CDBD,0.25231070038124553,6,0.16282840044319083,6,0.4166666666666667,6,0.4916666666666667,6,0.1090401135943962,6,0.7892857142857143,6,0.7514147824070593,6,0.7703502483463867,6,0.08726862164800021,6,0.05333180634188565,6,0.3076154668110737,6,0.42620409691063993,6,,0,,0,0.16218257799911356,6,0.20120268928828122,6,0.4314268597874052,6,0.5832924382655535,6
CSDDM,0.06464880357954937,6,0.0825552549095335,6,0.42500000000000004,6,0.6749999999999999,6,0.05506688670786336,6,0.8417683782267115,6,0.9194584970833626,6,0.880613437655037,6,0.10975779779563936,6,0.027346413354438815,6,-0.009805970691464938,6,-0.013440688960251196,6,,0,,0,0.6985638864655433,6,0.8449569095331664,6,0.5887379833966326,6,0.7470314203231582,6
D3,0.06845647449723155,6,0.05189793064147069,6,0.7000000000000001,6,0.8166666666666668,6,0.06743446361160874,6,0.7657740908972436,6,0.959220608752447,6,0.8624973498248453,6,0.12455872435213566,6,0.0269814917034905,6,-0.007768041934185355,6,-0.011376374684799026,6,,0,,0,0.5742136125886451,6,0.7339021753097037,6,0.5800868240231141,6,0.725188676028035,6
DAWIDD,0.06571474118257602,6,0.04392333120169665,6,0.725,6,0.8500000000000001,6,0.11254020879181058,6,0.5492724867724869,6,0.999110611600241,6,0.7741915491863639,6,0.17974986669420479,6,0.058560985477275986,6,0.24882382953680668,6,0.3457365697286356,6,,0,,0,0.3788672845637689,6,0.49692252737315057,6,0.5973438087891941,6,0.7903398417929752,6
IBDD,0.09211558978474053,6,0.05462441615435718,6,0.7083333333333334,6,0.9166666666666666,6,0.07593534191266307,6,0.7655050196716863,6,0.8760325061833357,6,0.8207687629275111,6,0.15252408362615283,6,0.04336461137370104,6,0.41600944012141455,6,0.556414107282737,6,,0,,0,0.28481632828718767,6,0.3934437936596151,6,0.5707723523418577,6,0.7210331062540489,6
OCDD,0.05114042207239269,6,0.03926379339306033,6,0.7166666666666667,6,0.9333333333333332,6,0.08690416446786248,6,0.676023544544886,6,0.9875836893289557,6,0.831803616936921,6,0.14278960620740902,6,0.06599001850635687,6,0.3216456278658189,6,0.4340754007142697,6,,0,,0,0.6573065095953118,6,0.8318854372161778,6,0.6502789669163664,6,0.8187168102400876,6
PCACD,0.04270757541061502,6,0.019734207425454914,6,0.8833333333333334,6,0.9416666666666668,6,0.049754432880776606,6,0.7435897435897436,6,0.9641017855595452,6,0.8538457645746443,6,0.09025070105769963,6,0.029306094958183624,6,0.5762767072460316,6,0.7637075636564695,6,,0,,0,0.057387088717577785,6,0.07334661685179905,6,0.7165725825201031,6,0.8799976298621036,6
SPLL,0.1643027626617169,6,0.1290964240788122,6,0.3833333333333333,6,0.5416666666666666,6,0.10576694038043682,6,0.8071863799283152,6,0.7193766286547852,6,0.7632815042915503,6,0.1286883285697466,6,0.05866456749255661,6,0.4225978301800015,6,0.5525834301642004,6,,0,,0,0.7115094539261074,6,0.8619008213706522,6,0.43740207611748216,6,0.5819994170428119,6
UDetect,0.028738372782592062,6,0.019809640379674056,6,0.9333333333333332,6,1.0,6,0.054052316375411726,6,0.8326479076479076,6,0.9943143086913473,6,0.9134811081696276,6,0.14397465295276327,6,0.029364671700341034,6,0.2246445385432311,6,0.3168961842981454,6,,0,,0,0.5531640848951124,6,0.6675617180455169,6,0.6574351191105806,6,0.842194801044415,6
