Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.73,1,1,3370,4,0.999
Completed,0.73,80,222,4719,1,0.239
Completed,0.74,7,5000,3120,1,0.704
Completed,0.74,30,5000,165,3,0.999
Completed,0.73,1,1,574,1,0.769
Completed,0.75,5,2855,600,2,0.971
Completed,0.72,13,2170,1840,3,0.999
Completed,0.73,1,1,3713,6,0.999
Completed,0.74,83,4704,766,1,0.154
Completed,0.73,1,2841,4084,1,0.954
Completed,0.74,76,5000,635,1,0.127
Completed,0.75,5,5000,1141,1,0.999
Completed,0.73,2,2466,3299,6,0.942
Completed,0.73,106,1,2361,1,0.493
Completed,0.73,1,11,3744,1,0.865
Completed,0.74,9,4463,3109,5,0.929
Completed,0.74,46,4589,363,1,0.44
Completed,0.75,3,3204,1055,1,0.776
Completed,0.73,58,5000,5000,4,0.318
Completed,0.73,1,1,2467,1,0.999
Completed,0.75,3,771,736,1,0.934
Completed,0.75,5,5000,1111,1,0.809
Completed,0.73,3,1,4668,3,0.999
Completed,0.73,1,1,4319,2,0.999
Completed,0.73,1,1,3225,4,0.942
Completed,0.73,2,1772,4255,2,0.999
Completed,0.73,1,2901,5000,3,0.999
Completed,0.73,433,3981,3619,10,0.001
Completed,0.73,1,164,2680,1,0.865
Completed,0.75,7,4225,915,2,0.944
Completed,0.75,22,4838,543,1,0.447
Completed,0.73,1,2421,4647,1,0.813
Completed,0.73,3,4806,5000,8,0.999
Completed,0.73,2,1954,5000,4,0.96
Completed,0.73,102,3655,4822,10,0.646
Completed,0.74,2,1903,3480,1,0.999
Completed,0.75,5,5000,1031,2,0.941
Completed,0.74,2,1958,4400,1,0.999
Completed,0.75,5,3531,905,1,0.958
Completed,0.75,5,1289,879,1,0.774
Completed,0.75,5,1194,751,2,0.999
Completed,0.74,3,1268,1563,1,0.931
Completed,0.72,1,1416,4052,1,0.999
Completed,0.74,31,1062,778,1,0.5
Completed,0.75,15,1123,808,8,0.999
Completed,0.75,14,1264,1034,7,0.999
Completed,0.73,1,1,5000,1,0.772
Completed,0.75,15,3571,1030,7,0.999
Completed,0.73,2,866,3220,5,0.989
Completed,0.75,4,1283,946,1,0.956
Completed,0.75,5,3540,848,1,0.793
Completed,0.74,3,1227,1627,1,0.874
Completed,0.73,166,274,3217,1,0.213
Completed,0.75,5,3411,793,2,0.978
Completed,0.74,2,4140,3923,1,0.823
Completed,0.73,6,725,3140,3,0.873
Completed,0.74,8,609,509,1,0.525
Completed,0.72,168,947,3078,1,0.215
