Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.91,0,1,4376,10,0.999
Completed,0.91,0,5000,413,10,0.999
Completed,0.91,0,5000,3257,10,0.001
Completed,0.91,0,5000,2781,10,0.001
Completed,0.91,0,1604,2861,1,0.001
Completed,0.91,0,783,3141,1,0.999
Completed,0.91,0,1,2952,10,0.001
Completed,0.91,0,5000,364,1,0.001
Completed,0.91,0,5000,3406,1,0.001
Completed,0.91,2,5000,233,10,0.001
Completed,0.91,0,1,3544,10,0.001
Completed,0.91,0,5000,3752,1,0.001
Completed,0.91,0,5000,1735,1,0.999
Completed,0.91,0,432,4645,10,0.001
Completed,0.91,0,5000,5000,10,0.999
Completed,0.91,0,5000,347,10,0.001
Completed,0.91,0,5000,2130,10,0.001
Completed,0.91,0,5000,3840,1,0.999
Completed,0.91,0,1,3303,1,0.001
Completed,0.91,0,1,2897,10,0.999
Completed,0.91,0,1,2366,1,0.001
Completed,0.91,1,5000,261,10,0.001
Completed,0.91,0,1,4019,10,0.999
Completed,0.91,4,4629,166,10,0.001
Completed,0.91,0,1,4465,1,0.001
Completed,0.91,0,4838,2224,10,0.999
Completed,0.91,0,3260,1808,1,0.001
Completed,0.91,0,1,5000,1,0.001
Completed,0.91,0,5000,2215,1,0.001
Completed,0.91,0,5000,1026,10,0.999
Completed,0.91,0,5000,4021,10,0.999
Completed,0.91,5,5000,145,10,0.001
Completed,0.91,7,4381,33,1,0.001
Completed,0.91,0,5000,325,1,0.001
Completed,0.91,1,1,75,10,0.001
Completed,0.91,0,5000,4312,1,0.999
Completed,0.91,0,1,5000,10,0.999
Completed,0.91,3,5000,205,10,0.001
Completed,0.91,0,2090,1323,10,0.999
Completed,0.91,0,1,1942,1,0.001
Completed,0.92,7,5000,119,1,0.001
Completed,0.91,0,1,2617,1,0.999
Completed,0.91,0,1375,3769,10,0.999
Completed,0.91,0,5000,4582,10,0.001
Completed,0.91,0,1,1335,1,0.999
Completed,0.91,6,1,13,10,0.001
Completed,0.91,4,1,144,10,0.001
Completed,0.91,0,4194,4811,10,0.001
Completed,0.91,0,1,3410,1,0.999
Completed,0.91,9,3303,15,1,0.001
Completed,0.91,1,5000,258,1,0.001
Completed,0.91,0,5000,1682,10,0.999
Completed,0.91,0,1,4443,1,0.999
Completed,0.91,0,1,4453,10,0.001
Completed,0.92,7,5000,101,1,0.001
Completed,0.91,11,5000,65,1,0.001
Completed,0.91,0,5000,386,1,0.999
Completed,0.91,0,5000,1496,1,0.001
Completed,0.91,2,5000,206,1,0.001
Completed,0.91,4,5000,137,1,0.001
Completed,0.91,8,5000,7,1,0.001
Completed,0.91,3,5000,197,1,0.001
Completed,0.91,0,2205,4293,1,0.999
Completed,0.91,0,2851,2677,10,0.999
Completed,0.91,0,5000,3354,1,0.999
Completed,0.92,11,5000,45,1,0.001
Completed,0.91,0,5000,1420,1,0.999
Completed,0.91,0,1,2132,10,0.001
Completed,0.91,0,4920,313,10,0.001
Completed,0.91,4,5000,176,10,0.001
Completed,0.91,0,4891,5000,1,0.001
Completed,0.91,0,1,1547,10,0.999
Completed,0.86,8,4713,30,10,0.001
Completed,0.91,0,5000,395,1,0.001
Completed,0.91,0,350,1042,1,0.999
Completed,0.91,0,1,181,1,0.999
Completed,0.91,0,1,315,1,0.999
Completed,0.91,0,1,739,1,0.999
Completed,0.91,0,1,712,1,0.001
Completed,0.91,0,1510,334,1,0.001
Completed,0.91,0,1,897,1,0.001
Completed,0.91,0,1,4806,1,0.001
Completed,0.91,0,5000,1075,1,0.001
Completed,0.91,0,5000,4103,1,0.001
Completed,0.91,3,5000,140,1,0.492
Completed,0.91,0,5000,867,1,0.999
Completed,0.91,0,5000,904,1,0.001
Completed,0.91,0,1,334,1,0.001
Completed,0.91,0,246,874,1,0.999
Completed,0.91,0,5000,448,1,0.999
Completed,0.91,0,5000,4425,10,0.999
Completed,0.91,0,5000,2812,1,0.001
Completed,0.91,0,5000,5000,1,0.999
Completed,0.91,4,1890,140,1,0.999
Completed,0.91,0,1,101,1,0.999
Completed,0.91,11,1200,18,10,0.348
Completed,0.91,0,1,1115,1,0.001
Completed,0.91,6,2864,174,5,0.001
Completed,0.91,0,1,1952,5,0.999
Completed,0.91,0,3089,1067,10,0.001
Completed,0.91,0,1,533,10,0.001
Completed,0.91,5,5000,186,6,0.001
Completed,0.92,6,5000,94,1,0.999
Completed,0.91,0,2700,403,1,0.999
Completed,0.91,0,5000,2404,1,0.001
Completed,0.92,6,5000,102,4,0.001
Completed,0.91,0,1,375,10,0.001
Completed,0.91,0,5000,1153,1,0.999
Completed,0.91,3,1,212,6,0.001
Completed,0.91,3,5000,211,10,0.42
Completed,0.91,0,1,664,10,0.001
Completed,0.91,0,3540,2345,1,0.999
Completed,0.91,3,2772,138,1,0.001
Completed,0.91,0,5000,432,1,0.001
Completed,0.91,0,3151,749,1,0.999
Completed,0.91,0,1732,5000,10,0.001
Completed,0.91,0,3238,1504,1,0.999
Completed,0.91,0,2448,793,1,0.001
Completed,0.91,0,1,466,1,0.001
Completed,0.91,1,2642,190,9,0.999
Completed,0.91,0,5000,1184,1,0.001
Completed,0.91,0,5000,2557,10,0.001
Completed,0.91,0,5000,1862,1,0.001
Completed,0.91,0,1,3226,10,0.001
Completed,0.91,0,1,1981,1,0.999
Completed,0.91,4,2324,39,1,0.999
Completed,0.92,16,5000,40,1,0.999
Completed,0.91,3,5000,138,1,0.999
Completed,0.91,0,2531,1138,1,0.001
Completed,0.91,0,5000,780,10,0.999
Completed,0.91,0,5000,876,10,0.001
Completed,0.91,28,5000,17,1,0.999
Completed,0.91,0,5000,382,1,0.493
Completed,0.91,0,5000,5000,1,0.001
Completed,0.91,0,5000,313,1,0.999
Completed,0.91,0,3699,378,1,0.001
Completed,0.91,0,1574,1730,1,0.999
Completed,0.91,0,1,5000,6,0.001
Completed,0.91,0,1,4203,1,0.001
Completed,0.89,1,1,50,1,0.999
Completed,0.91,0,5000,4833,1,0.999
Completed,0.91,0,2737,338,1,0.001
Completed,0.91,3,5000,176,6,0.999
Completed,0.92,5,1996,127,10,0.999
Completed,0.91,0,5000,308,6,0.452
Completed,0.91,0,5000,4845,10,0.001
Completed,0.91,1,5000,250,4,0.999
