Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,n_clusters,threshold
Completed,0.57,2,2632,139,10,0.999
Completed,0.55,1,10,401,10,0.001
Completed,0.56,2,1671,413,10,0.999
Completed,0.56,3,1204,374,10,0.001
Completed,0.55,0,5000,4704,1,0.999
Completed,0.57,3,2607,67,10,0.999
Completed,0.55,1,1893,507,10,0.999
Completed,0.55,0,1,1665,1,0.001
Completed,0.55,0,1,3474,1,0.999
Completed,0.58,2,2559,101,10,0.999
Completed,0.56,1,585,391,10,0.999
Completed,0.57,11,3837,38,10,0.999
Completed,0.57,4,3901,158,10,0.999
Completed,0.55,0,1,2124,10,0.999
Completed,0.58,3,1531,192,10,0.999
Completed,0.58,3,3566,185,10,0.999
Completed,0.56,9,3887,40,10,0.001
Completed,0.58,4,4102,135,10,0.999
Completed,0.55,0,5000,2069,10,0.999
Completed,0.56,1,432,182,10,0.999
Completed,0.55,0,1,2797,1,0.001
Completed,0.56,6,3798,70,10,0.999
Completed,0.55,0,5000,2765,1,0.001
Completed,0.55,0,1,3915,1,0.999
Completed,0.55,0,5000,3205,1,0.001
Completed,0.55,0,1,175,10,0.999
Completed,0.57,4,3584,141,10,0.001
Completed,0.55,0,5000,1693,10,0.001
Completed,0.55,0,1,1901,10,0.001
Completed,0.55,0,5000,2209,10,0.999
Completed,0.55,0,1,3846,10,0.999
Completed,0.55,0,1,1045,1,0.001
Completed,0.55,0,1,4788,10,0.999
Completed,0.55,0,1,3055,10,0.999
Completed,0.55,0,424,3266,1,0.001
Completed,0.55,1,5000,594,1,0.999
Completed,0.57,6,3411,72,1,0.999
Completed,0.57,4,3412,137,1,0.999
Completed,0.57,13,3451,40,10,0.999
Completed,0.57,2,3024,180,10,0.999
Completed,0.57,3,1852,195,10,0.999
Completed,0.55,0,5000,4160,1,0.001
Completed,0.56,2,3376,187,1,0.999
Completed,0.55,0,1,1527,10,0.999
Completed,0.55,1,2379,557,1,0.999
Completed,0.55,0,1,1803,1,0.999
Completed,0.55,0,1,4180,10,0.999
Completed,0.55,0,5000,3514,1,0.999
Completed,0.55,9,5000,660,1,0.001
Completed,0.56,2,2707,200,10,0.999
Completed,0.55,0,5000,4868,10,0.999
Completed,0.55,0,5000,4127,10,0.999
Completed,0.56,6,3508,54,1,0.999
Completed,0.57,4,3530,104,1,0.999
Completed,0.55,0,1,2483,1,0.001
Completed,0.55,0,1,3271,10,0.999
Completed,0.55,0,2675,1159,1,0.001
Completed,0.55,0,5000,2007,1,0.999
Completed,0.55,0,5000,2753,10,0.999
Completed,0.57,2,3402,238,1,0.999
Completed,0.55,0,5000,2235,1,0.001
Completed,0.55,0,2078,3585,10,0.999
Completed,0.57,2,1132,181,10,0.001
Completed,0.55,0,5000,3241,1,0.999
Completed,0.55,0,5000,3508,10,0.999
Completed,0.59,17,3162,11,1,0.001
Completed,0.58,4,3480,109,10,0.001
Completed,0.56,2,5000,340,1,0.999
Completed,0.55,0,1,2785,1,0.999
Completed,0.57,2,1293,195,10,0.999
Completed,0.55,0,1,4684,1,0.001
Completed,0.56,5,3583,76,1,0.001
Completed,0.55,0,5000,3934,1,0.999
Completed,0.57,2,3166,182,1,0.001
Completed,0.55,0,5000,1599,10,0.999
Completed,0.55,0,5000,3737,10,0.001
Completed,0.55,0,1,3136,10,0.001
Completed,0.55,1,840,519,10,0.999
Completed,0.56,7,3323,38,10,0.001
Completed,0.58,4,3483,103,1,0.001
Completed,0.57,6,1461,173,10,0.001
Completed,0.56,2,558,167,10,0.001
Completed,0.55,1,1,161,10,0.001
Completed,0.56,1,5000,402,10,0.999
Completed,0.56,25,3687,12,10,0.001
Completed,0.55,0,5000,4885,1,0.001
Completed,0.57,2,5000,311,10,0.999
Completed,0.55,0,2806,3562,1,0.001
Completed,0.58,3,3464,160,10,0.001
Completed,0.55,0,1,3631,10,0.001
Completed,0.55,0,5000,1316,1,0.001
Completed,0.55,1,1396,516,10,0.999
Completed,0.57,7,4827,69,1,0.001
Completed,0.55,0,1,2251,1,0.999
Completed,0.55,0,5000,4477,1,0.999
Completed,0.58,3,1745,150,1,0.999
Completed,0.55,0,1,1385,10,0.999
Completed,0.55,13,3583,25,1,0.999
Completed,0.57,2,433,142,1,0.999
Completed,0.56,21,3687,15,10,0.999
Completed,0.57,3,1414,150,1,0.999
Completed,0.58,3,3383,119,1,0.999
Completed,0.55,2,5000,494,10,0.999
Completed,0.55,0,1,3358,1,0.999
Completed,0.55,0,5000,2669,10,0.999
Completed,0.55,0,5000,1936,10,0.001
Completed,0.55,0,5000,1777,1,0.001
Completed,0.55,0,5000,1728,10,0.999
Completed,0.56,8,5000,65,10,0.999
Completed,0.56,1,2209,151,1,0.999
Completed,0.55,3,1,937,1,0.001
Completed,0.55,0,1,4548,1,0.001
Completed,0.57,35,3515,7,1,0.999
Completed,0.58,5,3764,85,10,0.999
Completed,0.55,0,5000,3839,10,0.001
Completed,0.55,0,5000,4258,1,0.001
Completed,0.55,0,1,1431,10,0.001
Completed,0.56,7,3671,58,10,0.001
Completed,0.55,0,1,3655,1,0.999
Completed,0.57,2,715,142,10,0.999
Completed,0.55,0,5000,1076,10,0.999
Completed,0.55,0,1,2080,1,0.001
Completed,0.55,0,5000,3643,1,0.999
Completed,0.55,0,1,134,1,0.999
Completed,0.55,0,5000,4392,10,0.001
Completed,0.58,3,1359,132,10,0.001
Completed,0.55,0,3274,3277,10,0.001
Completed,0.58,3,1156,141,10,0.999
Completed,0.55,0,2173,2330,1,0.999
Completed,0.57,1,453,138,10,0.999
Completed,0.55,0,1626,2742,10,0.999
Completed,0.55,0,3802,4105,10,0.999
Completed,0.55,0,1175,1842,10,0.999
Completed,0.55,0,2048,2194,1,0.999
Completed,0.55,0,4300,1347,10,0.999
Completed,0.55,0,1617,4907,10,0.001
Completed,0.57,2,4341,308,1,0.999
Completed,0.55,0,3865,1113,1,0.001
Completed,0.55,0,1443,5000,10,0.999
Completed,0.55,0,2919,3028,1,0.999
Completed,0.58,4,1466,116,10,0.001
Completed,0.58,2,813,138,10,0.001
Completed,0.55,0,1134,2942,1,0.999
Completed,0.55,0,1600,3829,10,0.001
Completed,0.55,0,3373,2851,10,0.999
Completed,0.55,0,1797,2151,10,0.001
Completed,0.55,0,3901,4229,10,0.001
Completed,0.55,0,975,3989,1,0.001
Completed,0.55,0,901,3010,10,0.001
Completed,0.55,0,3795,3968,1,0.999
Completed,0.55,0,4011,2245,10,0.001
Completed,0.55,0,3962,4882,1,0.999
Completed,0.55,0,1485,2643,10,0.001
Completed,0.55,0,1454,1119,10,0.999
Completed,0.55,0,2926,3127,1,0.999
Completed,0.55,0,2896,2004,1,0.999
Completed,0.55,0,2743,4272,1,0.001
Completed,0.55,0,3885,1699,1,0.999
Completed,0.55,2,4078,485,1,0.999
Completed,0.57,3,1125,138,10,0.001
Completed,0.55,0,2922,4063,10,0.001
Completed,0.55,0,5000,4627,1,0.001
Completed,0.55,0,1763,3319,10,0.999
Completed,0.55,0,1308,3424,10,0.001
Completed,0.55,0,1437,1275,1,0.999
Completed,0.55,0,2339,3183,10,0.999
Completed,0.55,0,3901,3473,10,0.001
Completed,0.56,1,4268,426,10,0.999
Completed,0.55,0,3113,4413,10,0.999
Completed,0.55,0,4156,4499,10,0.999
Completed,0.55,0,1325,3590,1,0.001
Completed,0.55,0,3150,1556,10,0.999
Completed,0.55,0,2729,2229,10,0.001
Completed,0.55,0,2334,1783,10,0.001
Completed,0.55,0,4353,2514,10,0.001
Completed,0.55,0,4127,3120,10,0.001
Completed,0.57,3,1371,124,10,0.999
Completed,0.55,0,3839,3756,1,0.001
Completed,0.55,0,2094,2514,10,0.999
Completed,0.55,0,1153,2821,1,0.999
Completed,0.55,0,2846,4181,10,0.999
Completed,0.55,0,1024,1537,1,0.001
Completed,0.55,0,3221,2125,1,0.001
Completed,0.55,0,722,4288,1,0.999
Completed,0.57,2,475,137,10,0.001
Completed,0.55,1,908,482,10,0.001
Completed,0.55,0,5000,1238,1,0.999
Completed,0.55,0,2585,2477,1,0.001
Completed,0.55,0,1152,4638,1,0.001
Completed,0.55,0,3390,1041,10,0.001
Completed,0.55,0,2364,3727,10,0.001
Completed,0.57,1,265,140,10,0.999
Completed,0.55,0,3643,1254,10,0.001
Completed,0.55,0,3189,4589,1,0.001
Completed,0.55,0,3126,1219,10,0.999
Completed,0.55,0,3244,2711,1,0.001
Completed,0.55,0,3595,3638,1,0.001
Completed,0.55,0,1,1116,1,0.001
Completed,0.56,2,4569,323,10,0.001
Completed,0.57,2,601,140,10,0.999
Completed,0.55,0,1998,3943,1,0.999
Completed,0.55,0,937,4739,10,0.999
Completed,0.56,2,4323,364,1,0.001
Completed,0.55,0,873,2181,1,0.001
Completed,0.55,0,1313,2287,1,0.999
Completed,0.55,0,1188,1079,1,0.999
Completed,0.55,0,890,4463,1,0.999
Completed,0.55,0,4598,1420,10,0.999
Completed,0.56,2,4561,357,10,0.999
Completed,0.55,0,974,1718,1,0.999
Completed,0.55,0,1,1289,10,0.001
Completed,0.55,0,3830,3270,1,0.999
Completed,0.55,0,3716,2254,1,0.999
Completed,0.55,0,5000,2314,10,0.999
Completed,0.55,0,3707,1484,10,0.001
Completed,0.55,0,3313,1918,10,0.001
Completed,0.55,0,4606,2864,1,0.001
Completed,0.55,0,1,4927,10,0.001
Completed,0.57,1,288,136,1,0.001
Completed,0.55,0,4145,1159,10,0.999
Completed,0.58,4,1421,106,10,0.001
Completed,0.55,0,749,2045,10,0.001
Completed,0.55,0,1,4129,1,0.001
Completed,0.55,0,604,2406,1,0.999
Completed,0.55,0,1,4873,1,0.999
Completed,0.55,0,2019,4683,1,0.999
Completed,0.55,0,1889,3394,1,0.999
Completed,0.55,0,1098,1893,1,0.001
Completed,0.55,0,1966,1145,1,0.001
Completed,0.55,0,643,4085,10,0.999
Completed,0.55,0,1,4067,1,0.001
Completed,0.55,0,1,2318,10,0.999
Completed,0.57,3,1307,134,10,0.999
Completed,0.55,0,2061,4353,10,0.999
Completed,0.55,0,4087,4782,1,0.999
Completed,0.55,0,873,2667,1,0.999
Completed,0.55,0,1,4799,1,0.001
Completed,0.55,0,5000,1011,1,0.999
Completed,0.55,0,925,1965,10,0.999
Completed,0.55,0,3926,1997,10,0.999
Completed,0.55,0,1,3980,10,0.001
Completed,0.55,0,814,4951,1,0.999
Completed,0.55,0,2980,4940,10,0.999
Completed,0.55,0,3858,3021,10,0.999
Completed,0.55,0,1029,1374,10,0.999
Completed,0.58,2,924,143,10,0.999
Completed,0.55,0,3917,2693,10,0.999
Completed,0.58,5,1390,113,10,0.999
Completed,0.55,0,3371,2167,10,0.999
Completed,0.55,0,3707,1620,1,0.001
Completed,0.55,0,3621,2076,10,0.999
Completed,0.58,3,1343,130,1,0.001
Completed,0.55,0,2540,1426,10,0.001
Completed,0.55,0,1,806,1,0.999
Completed,0.55,0,4100,4909,10,0.001
Completed,0.55,0,2795,1684,10,0.999
Completed,0.55,0,5000,4065,1,0.999
Completed,0.57,2,597,139,1,0.001
Completed,0.55,0,1,2955,1,0.999
Completed,0.55,0,2343,3372,10,0.001
Completed,0.55,2,1084,963,10,0.001
Completed,0.55,0,3926,1776,1,0.001
Completed,0.55,0,3253,4672,1,0.001
Completed,0.55,0,2334,2839,10,0.001
Completed,0.55,0,3726,3540,10,0.999
Completed,0.55,0,2415,2072,10,0.001
Completed,0.55,0,5000,4810,1,0.999
Completed,0.55,0,4328,4095,1,0.001
Completed,0.55,12,397,740,10,0.001
Completed,0.55,0,5000,1379,1,0.001
Completed,0.55,0,1,1600,1,0.001
Completed,0.55,0,996,1115,10,0.001
Completed,0.57,2,648,143,1,0.999
Completed,0.55,0,562,3812,1,0.001
Completed,0.55,0,4225,4660,10,0.001
Completed,0.55,0,15,2314,9,0.484
Completed,0.55,0,4796,3918,3,0.805
Completed,0.57,7,3169,101,7,0.162
Completed,0.55,0,1709,3672,3,0.613
Completed,0.55,0,2406,1050,5,0.639
Completed,0.55,0,2781,2722,10,0.087
Completed,0.55,0,4255,1384,1,0.941
Completed,0.55,0,872,4848,6,0.269
Completed,0.56,2,1127,315,1,0.036
Completed,0.55,0,4002,3418,7,0.736
Completed,0.55,0,3034,1943,5,0.359
Completed,0.55,0,2151,4328,9,0.929
Completed,0.55,0,1295,1638,8,0.817
Completed,0.55,0,3575,4633,2,0.395
Completed,0.55,8,4390,640,8,0.515
Completed,0.55,0,429,3094,4,0.213
Completed,0.55,1,501,873,6,0.993
Completed,0.55,0,4626,2859,1,0.297
Completed,0.55,0,3661,1873,10,0.675
Completed,0.55,0,1527,4400,5,0.1
Completed,0.56,3,1144,280,1,0.999
Completed,0.55,0,3920,4388,10,0.001
Completed,0.55,0,712,2566,10,0.001
Completed,0.56,3,941,460,1,0.999
Completed,0.55,1,3887,939,10,0.999
Completed,0.55,0,1726,2747,1,0.001
Completed,0.55,0,5000,1153,10,0.001
Completed,0.55,0,1945,3957,10,0.001
Completed,0.55,0,1,2390,10,0.001
Completed,0.55,0,507,3588,10,0.999
Completed,0.57,3,1045,144,10,0.999
Completed,0.55,0,1921,2690,1,0.999
Completed,0.55,0,4061,3677,10,0.999
Completed,0.55,0,1,1795,10,0.001
Completed,0.55,1,3333,509,1,0.999
Completed,0.55,0,1,3194,10,0.001
Completed,0.55,0,4540,3517,1,0.001
Completed,0.55,0,499,4457,10,0.999
Completed,0.55,0,2816,3663,1,0.999
Completed,0.55,0,4650,3104,1,0.999
Completed,0.56,1,174,140,10,0.001
Completed,0.55,0,1563,1684,1,0.001
Completed,0.55,0,1407,4810,1,0.001
Completed,0.55,0,5000,2026,1,0.001
Completed,0.55,0,554,1337,1,0.001
Completed,0.55,0,4260,2738,1,0.999
Completed,0.56,2,531,315,10,0.001
Completed,0.55,0,4468,3797,10,0.001
Completed,0.55,0,1182,3107,1,0.999
Completed,0.55,0,5000,2538,10,0.999
Completed,0.56,3,4301,278,1,0.999
Completed,0.55,0,2140,5000,1,0.999
Completed,0.58,4,1331,121,10,0.001
Completed,0.55,0,888,3489,10,0.001
Completed,0.55,0,1131,4146,1,0.999
Completed,0.56,3,922,439,1,0.001
Completed,0.55,0,1622,2419,10,0.001
Completed,0.55,0,1264,3910,10,0.999
Completed,0.55,0,5000,2965,10,0.001
Completed,0.55,0,2102,4708,10,0.001
Completed,0.55,0,1,2618,10,0.999
Completed,0.56,3,219,147,1,0.999
Completed,0.55,8,795,514,1,0.001
Completed,0.55,0,1791,2060,10,0.999
Completed,0.57,4,1105,291,10,0.999
Completed,0.55,0,593,3795,10,0.999
Completed,0.58,4,1603,124,10,0.999
Completed,0.55,0,500,1788,10,0.001
Completed,0.55,0,816,3321,10,0.999
Completed,0.55,0,1,4245,1,0.001
Completed,0.55,0,764,2819,10,0.999
Completed,0.55,0,5000,1082,1,0.001
Completed,0.55,0,1,1432,1,0.999
Completed,0.55,0,4505,4933,1,0.999
Completed,0.55,0,5000,4580,1,0.999
Completed,0.55,2,4704,460,10,0.999
Completed,0.55,0,3216,4340,1,0.001
Completed,0.55,0,4848,1917,1,0.999
Completed,0.57,4,1553,141,10,0.999
Completed,0.55,1,1807,898,1,0.999
Completed,0.55,0,1080,5000,10,0.001
Completed,0.55,0,2029,3257,1,0.001
Completed,0.55,0,4114,2384,10,0.001
Completed,0.55,0,2816,3044,10,0.001
Completed,0.55,0,2442,1414,1,0.999
Completed,0.56,2,5000,377,1,0.999
Completed,0.55,0,4471,1851,10,0.001
Completed,0.55,0,1,2606,1,0.001
Completed,0.55,0,4457,3280,10,0.001
Completed,0.55,0,5000,3180,10,0.999
Completed,0.55,0,422,5000,1,0.001
Completed,0.55,0,5000,2306,1,0.001
Completed,0.55,0,1755,1998,1,0.999
Completed,0.55,0,4465,4208,10,0.999
Completed,0.55,0,2295,2657,1,0.001
Completed,0.55,0,1,4536,10,0.999
Completed,0.55,0,1,1624,10,0.999
Completed,0.55,0,1966,3992,10,0.999
Completed,0.55,0,3101,4520,1,0.999
Completed,0.55,0,3059,1073,1,0.999
Completed,0.55,0,2115,1831,1,0.999
Completed,0.55,0,3945,2898,1,0.999
Completed,0.56,2,1028,336,10,0.999
Completed,0.55,0,759,1016,10,0.999
Completed,0.55,0,845,2325,10,0.001
Completed,0.55,0,3192,2542,10,0.999
Completed,0.55,0,3491,5000,1,0.001
Completed,0.55,0,4238,1064,10,0.999
Completed,0.57,1,385,153,1,0.999
Completed,0.56,2,3542,348,10,0.999
Completed,0.55,0,5000,3418,10,0.999
Completed,0.55,0,2879,3535,10,0.001
Completed,0.55,0,39,3675,10,0.999
Completed,0.55,0,4203,4481,1,0.001
Completed,0.55,0,3285,3979,10,0.001
Completed,0.55,0,4086,2812,10,0.001
Completed,0.55,1,3277,885,1,0.999
Completed,0.55,0,3174,1941,1,0.999
Completed,0.55,0,1,1090,10,0.999
Completed,0.55,0,531,2020,1,0.999
Completed,0.55,0,5000,3306,10,0.999
Completed,0.55,0,1,4240,1,0.999
Completed,0.55,0,4070,1575,10,0.999
Completed,0.55,0,1882,3022,10,0.999
Completed,0.55,0,1991,1790,10,0.999
Completed,0.56,1,125,144,10,0.999
Completed,0.56,1,479,323,10,0.999
Completed,0.55,0,1,1903,10,0.999
Completed,0.55,0,1,2164,1,0.999
Completed,0.55,0,4641,3609,10,0.999
Completed,0.55,0,2010,4866,10,0.999
Completed,0.55,0,1,3363,1,0.001
Completed,0.56,3,5000,285,1,0.001
Completed,0.55,0,4113,3797,1,0.999
Completed,0.55,0,3143,1468,1,0.999
Completed,0.55,0,3892,2481,1,0.999
Completed,0.55,0,4356,4447,10,0.294
Completed,0.57,2,552,146,1,0.999
Completed,0.55,0,2537,3785,10,0.999
Completed,0.55,0,1,3874,1,0.001
Completed,0.55,0,2365,4463,10,0.999
Completed,0.55,0,5000,3687,10,0.001
Completed,0.55,0,4417,5000,1,0.001
Completed,0.55,0,5000,2133,10,0.999
Completed,0.55,0,583,3222,1,0.999
Completed,0.55,0,5000,3584,1,0.001
Completed,0.55,0,541,4804,1,0.999
Completed,0.55,0,770,4603,10,0.001
Completed,0.55,0,511,4708,10,0.001
Completed,0.55,0,4282,1280,1,0.001
Completed,0.55,0,3371,1747,10,0.999
Completed,0.58,2,892,144,1,0.999
Completed,0.55,0,1,2877,1,0.999
Completed,0.55,0,1480,4554,1,0.999
Completed,0.55,0,4433,1565,10,0.001
Completed,0.55,0,1,2767,10,0.001
Completed,0.55,0,2625,3162,1,0.001
Completed,0.55,0,1231,2990,1,0.001
Completed,0.55,0,2784,4848,1,0.001
Completed,0.57,3,1239,138,10,0.999
Completed,0.55,0,4545,3853,10,0.999
Completed,0.55,0,1,1316,10,0.999
Completed,0.55,0,1601,1429,1,0.858
Completed,0.55,0,1412,2436,1,0.999
Completed,0.56,2,994,314,1,0.999
Completed,0.56,6,1409,69,10,0.001
Completed,0.55,0,2566,4679,10,0.999
Completed,0.55,0,4107,2045,10,0.001
Completed,0.58,5,1402,84,10,0.999
Completed,0.58,5,1376,89,1,0.001
Completed,0.57,4,1422,98,1,0.999
Completed,0.55,0,2729,2965,1,0.001
Completed,0.55,0,1324,2522,1,0.001
Completed,0.57,5,1370,109,1,0.999
Completed,0.57,5,1383,93,10,0.999
Completed,0.55,0,1199,3766,1,0.999
Completed,0.55,0,335,4008,1,0.999
Completed,0.57,2,770,157,10,0.001
Completed,0.57,3,1156,161,1,0.001
Completed,0.57,1,392,149,10,0.001
Completed,0.55,0,2036,4162,10,0.001
Completed,0.58,7,1387,83,10,0.001
Completed,0.56,6,1377,95,10,0.001
Completed,0.55,0,329,3167,10,0.999
Completed,0.58,6,1364,89,10,0.001
Completed,0.58,4,1348,104,10,0.999
Completed,0.57,5,1410,76,1,0.001
Completed,0.55,0,696,1589,10,0.999
Completed,0.55,0,1,3063,10,0.001
Completed,0.57,4,1105,157,1,0.999
Completed,0.55,0,978,1249,1,0.001
Completed,0.55,0,3400,3185,10,0.999
Completed,0.57,2,644,157,10,0.999
Completed,0.57,2,4296,315,10,0.999
Completed,0.55,0,762,2770,1,0.001
Completed,0.57,4,4334,161,10,0.001
Completed,0.55,0,2071,1335,1,0.999
Completed,0.55,0,4336,3053,1,0.999
Completed,0.57,6,1373,76,10,0.001
Completed,0.55,0,985,4544,1,0.001
Completed,0.55,0,1,2011,1,0.001
Completed,0.58,2,1012,157,10,0.999
Completed,0.56,2,4196,338,1,0.999
Completed,0.56,2,1057,261,10,0.999
Completed,0.55,0,2936,3902,1,0.999
Completed,0.56,1,408,326,1,0.999
Completed,0.55,0,5000,2932,1,0.001
Completed,0.55,0,3568,4034,10,0.999
Completed,0.55,0,2868,1126,10,0.999
Completed,0.55,0,2440,1633,1,0.001
Completed,0.55,0,1662,1070,1,0.001
Completed,0.55,0,1217,1748,10,0.001
Completed,0.55,0,2261,1543,1,0.001
Completed,0.55,0,5000,4400,1,0.999
Completed,0.55,0,627,3506,1,0.001
Completed,0.57,4,4258,149,1,0.999
Completed,0.55,0,5000,2489,10,0.001
Completed,0.55,0,2263,3522,1,0.999
Completed,0.58,4,1344,129,10,0.999
Completed,0.57,3,4773,206,1,0.999
Completed,0.55,0,5000,2162,1,0.001
Completed,0.57,2,424,155,10,0.999
Completed,0.57,5,1399,74,10,0.999
Completed,0.55,0,1,2710,1,0.999
Completed,0.58,6,1650,89,10,0.999
Completed,0.55,0,5000,2808,10,0.999
Completed,0.58,6,4516,132,10,0.999
Completed,0.56,1,447,350,10,0.999
Completed,0.56,3,535,284,10,0.001
Completed,0.57,3,1108,151,10,0.001
Completed,0.55,0,1,3708,10,0.001
Completed,0.55,0,3875,2860,1,0.001
Completed,0.55,0,5000,3720,10,0.999
Completed,0.55,0,1,2299,1,0.001
Completed,0.55,0,4301,2229,1,0.999
Completed,0.55,0,1020,2144,10,0.999
Completed,0.55,0,4003,1012,1,0.999
Completed,0.55,0,4782,2653,1,0.001
Completed,0.55,0,2180,1922,1,0.001
Completed,0.57,1,215,159,10,0.999
Completed,0.55,0,2694,2378,1,0.001
Completed,0.55,0,5000,1268,1,0.001
Completed,0.55,0,4974,3894,10,0.001
Completed,0.55,0,1,4243,10,0.999
Completed,0.55,0,3411,3333,1,0.999
Completed,0.55,0,5000,2568,1,0.999
Completed,0.55,0,4411,1175,1,0.001
Completed,0.55,0,3444,3353,1,0.001
Completed,0.55,2,857,484,10,0.999
Completed,0.55,0,910,4386,10,0.001
Completed,0.55,0,5000,1682,1,0.999
Completed,0.57,5,1330,78,10,0.999
Completed,0.55,0,2796,2931,10,0.999
Completed,0.57,2,837,155,10,0.999
Completed,0.55,0,2297,5000,1,0.001
Completed,0.55,0,3706,4136,1,0.999
Completed,0.55,0,2509,1242,10,0.001
