detector,gd_plus_at_20,n_valid_datasets__gd_plus_at_20,mn_pd_at_20,n_valid_datasets__mn_pd_at_20,top_5pct_npd_hit_rate_at_20,n_valid_datasets__top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,n_valid_datasets__top_10pct_npd_hit_rate_at_20,igd_plus_at_20,n_valid_datasets__igd_plus_at_20,aec_at_20,n_valid_datasets__aec_at_20,rec_at_20,n_valid_datasets__rec_at_20,pec_w0p5_at_20,n_valid_datasets__pec_w0p5_at_20,mean_exact_r2_selected_at_20,n_valid_datasets__mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,n_valid_datasets__mean_r2_gap_selected_at_20,kendall_pareto_all,n_valid_datasets__kendall_pareto_all,spearman_pareto_all,n_valid_datasets__spearman_pareto_all,kendall_internal_target,n_valid_datasets__kendall_internal_target,spearman_internal_target,n_valid_datasets__spearman_internal_target,kendall_accuracy,n_valid_datasets__kendall_accuracy,spearman_accuracy,n_valid_datasets__spearman_accuracy,kendall_runtime,n_valid_datasets__kendall_runtime,spearman_runtime,n_valid_datasets__spearman_runtime
BNDM,0.1790770098761787,6,0.25134028825205296,6,0.19999999999999998,6,0.4083333333333334,6,0.10015415542794216,6,0.819992679112176,6,0.9096866622809884,6,0.8648396706965822,6,0.13754028654026965,6,0.04947804812631368,6,0.1340000383772427,6,0.18534909314299122,6,0.39399871910894807,6,0.529810810860395,6,,0,,0,,0,,0
CDBD,0.24248055879475097,6,0.18356956999546892,6,0.2833333333333334,6,0.4916666666666667,6,0.08002524701067075,6,0.8059523809523809,6,0.8749843268277934,6,0.8404683538900871,6,0.07616220103405753,6,0.04222538572794296,6,0.25820064547609906,6,0.36674028197044795,6,0.20450723180333027,6,0.28246959335383326,6,,0,,0,,0,,0
CSDDM,0.14625009580282647,6,0.2809357640155415,6,0.16666666666666666,6,0.35000000000000003,6,0.08082392977087016,6,0.8843995510662177,6,0.8953216720696017,6,0.8898606115679097,6,0.11762760961325769,6,0.03521622517205713,6,-0.03986741709430197,6,-0.05788683056367713,6,0.515428032466812,6,0.6613047399615717,6,,0,,0,,0,,0
D3,0.14838706115439051,6,0.23558410330697155,6,0.3,6,0.43333333333333335,6,0.0900516740499296,6,0.7706364015477315,6,0.9108001491057175,6,0.8407182753267245,6,0.13597216728675013,6,0.038394934638104936,6,-0.016646602580540504,6,-0.02632671798009817,6,0.4439074626149684,6,0.5841901355833798,6,,0,,0,,0,,0
DAWIDD,0.0950254704416369,6,0.17029346317115,6,0.3333333333333333,6,0.4916666666666667,6,0.09640286924542152,6,0.5078703703703704,6,0.9902071590878024,6,0.7490387647290864,6,0.18047231605556768,6,0.059283434838638925,6,-0.16870280502332965,6,-0.24292336989860439,6,0.40617042322297686,6,0.5694596233305996,6,,0,,0,,0,,0
IBDD,0.14099294258418715,6,0.13548986528186216,6,0.4750000000000001,6,0.65,6,0.1035789419179461,6,0.7581637498304166,6,0.9084716682218378,6,0.8333177090261271,6,0.15745861067242958,6,0.048299138419977815,6,0.2616141666732242,6,0.3441977843689041,6,0.415742820313386,6,0.5491520574186135,6,,0,,0,,0,,0
OCDD,0.19584785207005548,6,0.2725776912915401,6,0.225,6,0.4083333333333334,6,0.11008184042671669,6,0.7775455104821746,6,0.8899866922166219,6,0.8337661013493983,6,0.13513438695029792,6,0.05833479924924575,6,0.04207465135433094,6,0.04862449251669021,6,0.46349880941788174,6,0.6064576618080914,6,,0,,0,,0,,0
PCACD,0.2634515448742921,6,0.2565106807552995,6,0.4166666666666666,6,0.5333333333333333,6,0.068753907950264,6,0.873931623931624,6,0.9217177849490232,6,0.8978247044403235,6,0.08770497715063692,6,0.026760371051120935,6,-0.08156366917618514,6,-0.11851345977172058,6,0.3817646861333977,6,0.5073789742613027,6,,0,,0,,0,,0
SPLL,0.20532655472198372,6,0.24078339928748368,6,0.2916666666666667,6,0.425,6,0.07234504371730648,6,0.8401493428912783,6,0.8173361551901682,6,0.8287427490407233,6,0.10300020028506614,6,0.032976439207876136,6,0.3029331371176171,6,0.41445994528328106,6,0.3797745291000331,6,0.501586973068094,6,,0,,0,,0,,0
UDetect,0.10474745516707988,6,0.13918863144422855,6,0.35000000000000003,6,0.5833333333333334,6,0.06971563035841537,6,0.8863997113997115,6,0.9534188676239821,6,0.9199092895118467,6,0.14385795877807336,6,0.029247977525651118,6,-0.09968097037803265,6,-0.13998420673707485,6,0.45936117768128654,6,0.5965947541661641,6,,0,,0,,0,,0
