index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
0,0.193426383877345,0.8731722889336475,1084.0,8.0,3.0,991.0,242.0
1,0.3800502709689906,0.8727469952381525,976.0,3.0,4.0,971.0,235.0
2,0.3975539394504959,0.8718700166435714,1107.0,3.0,7.0,977.0,243.0
3,0.4259818613533616,0.8666620254043474,1679.0,3.0,4.0,1020.0,243.0
4,0.4285401421518907,0.8566082693546361,1618.0,3.0,4.0,1156.0,280.0
5,0.4762626671090649,0.8319271630479601,1679.0,3.0,19.0,1555.0,387.0
6,0.4782046489845574,0.8217301665468862,1765.0,3.0,27.0,1597.0,389.0
7,0.496424704146102,0.81546242621552,1738.0,3.0,26.0,1542.0,370.0
8,0.5015842786141872,0.8060821090950158,1731.0,3.0,33.0,1550.0,369.0
9,0.3879973988673595,0.8718347973466543,1024.0,3.0,5.0,1017.0,239.0
10,0.3884205822691263,0.8693103176701252,1092.0,3.0,3.0,1049.0,250.0
11,0.4241272013088453,0.8575162340066049,1391.0,3.0,11.0,1042.0,250.0
12,0.4529427958193354,0.8403453644176501,1628.0,3.0,8.0,1579.0,389.0
13,0.4560549904607853,0.8378738945601006,1608.0,3.0,7.0,1553.0,377.0
14,0.4681329061424243,0.8336323350482628,1649.0,3.0,19.0,1584.0,390.0
15,0.4755413158585982,0.8170649753506838,1673.0,3.0,21.0,1444.0,284.0
16,0.4766479770644103,0.8161703264572211,1625.0,3.0,27.0,1558.0,388.0
17,0.4812853227434227,0.8151334957216122,1683.0,3.0,32.0,1627.0,403.0
18,0.4960543337757317,0.8137999914179989,1728.0,3.0,26.0,1539.0,371.0
19,0.4998486600168664,0.8034553353020837,1716.0,3.0,34.0,1540.0,368.0
