index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
0,0.2278978336305699,0.8818299715959993,599.0,18.0,6.0,584.0,145.0
1,0.2617658053723753,0.8813218256870533,625.0,12.0,11.0,624.0,156.0
2,0.4260295128088147,0.8802530241573938,599.0,3.0,6.0,593.0,147.0
3,0.465001802427661,0.860775476909017,862.0,3.0,24.0,601.0,132.0
4,0.4939746657818702,0.8547328350311714,1348.0,3.0,30.0,630.0,131.0
5,0.5024701553924215,0.822140253017111,1286.0,3.0,36.0,537.0,108.0
6,0.5301741701574666,0.8203381739282177,1171.0,3.0,34.0,493.0,98.0
7,0.2260524795045141,0.880254620694916,686.0,19.0,20.0,618.0,144.0
8,0.2556773412550291,0.8783222760636211,599.0,12.0,20.0,587.0,129.0
9,0.3460940442121853,0.8758020039976759,686.0,26.0,20.0,606.0,145.0
10,0.4555301712219872,0.8631575546515561,1070.0,3.0,6.0,778.0,166.0
11,0.4893760455117307,0.8328324673540158,1171.0,3.0,26.0,640.0,120.0
12,0.5007343708957188,0.8184129797045593,1171.0,3.0,60.0,513.0,116.0
13,0.507060036566989,0.8150970610876895,923.0,3.0,60.0,463.0,105.0
14,0.3431245092143282,0.8719010142585455,923.0,28.0,6.0,698.0,171.0
15,0.4348399606680214,0.8681187681748065,713.0,3.0,6.0,660.0,160.0
16,0.4576341279222484,0.8562709391734834,752.0,3.0,34.0,584.0,134.0
17,0.4667966730261428,0.8500613037778147,752.0,3.0,34.0,515.0,122.0
18,0.4888882460287839,0.8298349147793748,1171.0,3.0,23.0,421.0,94.0
19,0.5022930474333986,0.8074832418420195,1276.0,3.0,53.0,518.0,103.0
