index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,feature_id,p,big_windowSize,small_windowSize
0,0.851718183609141,0.9315912399960902,598.0,22.0,6.0,525.0,120.0
1,0.8738803191489365,0.9267718008419228,805.0,27.0,3.0,528.0,120.0
2,0.8846464736012609,0.8996290434450672,909.0,3.0,2.0,523.0,115.0
3,0.8924111505122145,0.8592130708701852,1480.0,3.0,96.0,459.0,107.0
4,0.8924667060677698,0.8236813924473764,1446.0,3.0,4.0,263.0,25.0
5,0.8939190307328607,0.7316854440906927,3601.0,3.0,108.0,1227.0,94.0
6,0.8945295508274236,0.7158375735804661,1306.0,3.0,416.0,335.0,58.0
7,0.8970823483057525,0.6743037007702452,1326.0,3.0,438.0,318.0,27.0
8,0.8933028959810878,0.7116763920815402,1781.0,3.0,418.0,367.0,58.0
9,0.8594053388494878,0.9298205419624764,628.0,35.0,10.0,500.0,119.0
10,0.8682262608353035,0.9273566612175236,724.0,29.0,1.0,526.0,119.0
11,0.8726746453900712,0.9240650605608708,780.0,26.0,1.0,518.0,122.0
12,0.8735966312056739,0.9207501513483816,936.0,27.0,2.0,481.0,109.0
13,0.8738537234042555,0.9184703214656816,875.0,26.0,31.0,545.0,123.0
14,0.8860646834778042,0.8945816948218339,650.0,3.0,2.0,485.0,100.0
15,0.8886012608353036,0.8206584400189488,805.0,3.0,127.0,541.0,99.0
16,0.890849192277384,0.8010887871040095,1459.0,3.0,126.0,451.0,69.0
17,0.8914262214342004,0.7935085003823003,1392.0,3.0,214.0,460.0,92.0
18,0.8915978132387707,0.741822269633426,1493.0,3.0,72.0,851.0,53.0
19,0.8920443590753877,0.6209068338112759,4080.0,3.0,128.0,1118.0,29.0
