source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,gamma,alpha,use_mmd2,use_k2s_test
benchmark_pareto,0.91,0.0,0.91,0.0,Completed,4202,2890,8.521,0.017,True,False
benchmark_max_rt,,565.0,,674.0,Completed,966,63,5.434,0.001,False,True
benchmark_min_acc,0.89,,0.89,,Completed,1,2,10.0,0.05,False,True
paper_default,-1.0,-1.0,0.91,0.0,Completed,120,120,1.0,0.1,False,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,2000,120,1.0,0.1,False,False
paper_default,-1.0,-1.0,0.91,0.0,Completed,2000,2000,1.0,0.1,False,False
recommendation_system,0.4256914456444247,0.9826966318110912,0.91,0.0,Completed,1079,4558,8.08968052222021,0.0251311094034463,False,False
recommendation_system,0.4416952204930138,0.982643402020274,0.91,0.0,Completed,3428,3558,9.651729184234515,0.04284303560853,False,False
recommendation_system,0.4418791760927975,0.9812328403089796,0.91,0.0,Completed,3355,3754,9.634008151504933,0.0429151174372991,False,False
recommendation_system,0.4438524303067641,0.9812061383232028,0.91,0.0,Completed,1670,3595,9.812989607881969,0.0439449823991882,False,False
recommendation_system,0.4451989785526928,0.9798876934084356,0.91,0.0,Completed,3923,3667,9.831494616687088,0.0420592123858489,False,False
recommendation_system,0.4471060036096794,0.97844487222932,0.91,0.0,Completed,4448,3595,9.31760544060873,0.0384650714886038,False,False
recommendation_system,0.4486756948833181,0.9766957391719836,0.91,0.0,Completed,4837,3595,9.633980947701293,0.0387416757122953,False,False
recommendation_system,0.4488832551678907,0.973515010916124,0.91,0.0,Completed,4920,3667,9.51957199789863,0.0446441399399191,False,False
recommendation_system,0.4546088201086268,0.938608684789126,0.91,0.0,Completed,3234,4163,2.20570986087434,0.0320705168880522,False,False
recommendation_system,0.4677189440747877,0.9078966527796192,0.91,0.0,Completed,4107,4231,1.4700692854216322,0.0283357922919094,False,False
recommendation_system,0.4889918308099424,0.8759478615035731,0.91,0.0,Completed,3680,3958,0.1114952809149399,0.0421692268457263,False,False
recommendation_system,0.4896463527585822,0.875809991342633,0.91,0.0,Completed,3410,3871,0.2878429081486538,0.0448496558703482,False,False
recommendation_system,0.4927573785791663,0.8721382183564941,0.91,0.0,Completed,700,3953,0.251890234645456,0.0257796289399266,False,False
recommendation_system,0.5039340773748672,0.8692746680032093,0.91,0.0,Completed,4448,3597,0.3105269534025159,0.0340391712949574,False,False
recommendation_system,0.5118719833228345,0.8567733761669397,0.91,0.0,Completed,4288,3318,0.0544661193797364,0.0273603862617164,False,False
recommendation_system,0.5189902871108368,0.8513276848187988,0.91,0.0,Completed,2891,978,0.5506379054868594,0.0345532588195055,False,False
recommendation_system,0.5249427323264396,0.8480890198831202,0.91,0.0,Completed,3708,1188,0.272643967865035,0.0250570861622691,False,False
recommendation_system,0.5432950167092968,0.8200483397947519,0.91,0.0,Completed,3533,521,0.0900593662550672,0.0325143992435187,False,False
recommendation_system,0.5436957750496837,0.8142210161056942,0.91,0.0,Completed,3156,293,0.1585552774025127,0.0430221870541572,False,False
recommendation_system,0.5461204817928885,0.8038779044235045,0.91,0.0,Completed,2852,128,0.2921261165933683,0.0439398622605949,False,False
