Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,k_neighbors,n_permutations,significance_level
Failed,,,4587,1839,100,1,0.046
Failed,,,4504,1528,100,7,0.001
Failed,,,5000,3411,100,344,0.001
Failed,,,98,4629,25,171,0.101
Failed,,,4979,4944,27,227,0.001
Failed,,,5000,3886,79,294,0.933
Failed,,,2798,2760,62,596,0.999
Failed,,,4800,4676,100,997,0.001
Failed,,,5000,1,83,562,0.001
Failed,,,2997,1,66,379,0.999
Failed,,,3540,3452,52,508,0.001
Failed,,,215,1,75,1,0.052
Failed,,,5000,1,100,1000,0.035
Failed,,,2851,1,100,1,0.001
Failed,,,3707,2977,73,462,0.156
Failed,,,5000,2091,98,1000,0.001
Failed,,,1,2967,100,549,0.999
Failed,,,1,3915,33,523,0.001
Failed,,,3400,4341,100,292,0.999
Failed,,,5000,2673,64,313,0.999
Failed,,,5000,2425,99,717,0.594
Failed,,,4626,1,100,1,0.001
Failed,,,5000,1,91,1000,0.098
Failed,,,367,1,70,1,0.001
Failed,,,5000,1095,100,1,0.001
Failed,,,5000,3796,87,1000,0.234
Failed,,,5000,4751,56,642,0.999
Failed,,,4278,1,60,1,0.035
Failed,,,1,1,71,1,0.016
Failed,,,4869,1,100,1,0.001
Failed,,,3224,2255,100,227,0.001
Failed,,,5000,5000,68,1000,0.143
Failed,,,1760,4525,74,642,0.289
Failed,,,4578,3005,78,298,0.999
Failed,,,5000,1,96,486,0.999
Failed,,,5000,1,100,496,0.001
Failed,,,1,1,100,438,0.999
Failed,,,1746,3795,40,376,0.027
Failed,,,4287,1,97,1,0.001
Failed,,,1340,1,66,1,0.032
Failed,,,1020,3143,1,895,0.999
Failed,,,1,991,71,743,0.001
Failed,,,2074,4480,73,982,0.007
Failed,,,5000,792,58,1000,0.001
Failed,,,3942,2440,88,1,0.001
Failed,,,5000,1,100,507,0.001
Failed,,,5000,1,95,461,0.999
Failed,,,3145,3054,66,479,0.001
Failed,,,1,3430,100,717,0.001
Failed,,,5000,4538,93,462,0.671
Failed,,,5000,2908,5,1000,0.999
Failed,,,3662,4692,100,133,0.999
Failed,,,5000,3993,73,790,0.159
Failed,,,5000,3578,39,966,0.001
Failed,,,1,4763,88,1000,0.001
Failed,,,632,3296,95,374,0.999
Failed,,,1548,4682,78,252,0.999
Failed,,,187,4011,87,618,0.63
Failed,,,5000,4209,57,331,0.999
Failed,,,35,2591,88,245,0.889
Failed,,,4933,3537,15,1000,0.999
Failed,,,5000,1,86,529,0.001
Failed,,,2592,4747,100,319,0.999
Failed,,,2474,2699,88,553,0.001
Failed,,,1197,1542,47,295,0.999
Failed,,,475,3907,89,771,0.953
Failed,,,5000,1,96,541,0.001
Failed,,,5000,1,100,507,0.999
Failed,,,5000,936,81,1000,0.828
Failed,,,5000,1,96,506,0.001
Failed,,,5000,1188,100,565,0.999
Failed,,,5000,1,84,444,0.999
Failed,,,291,2896,100,459,0.999
Failed,,,5000,1,100,541,0.999
Failed,,,788,1397,100,438,0.704
Failed,,,3649,2865,1,540,0.001
Failed,,,4334,4671,19,260,0.001
Failed,,,1788,4058,100,813,0.001
Failed,,,2706,671,100,818,0.787
Failed,,,2290,3171,100,602,0.718
Failed,,,5000,1747,81,501,0.001
Failed,,,1721,3020,86,539,0.999
Failed,,,1,1,100,414,0.999
Failed,,,2274,2539,60,439,0.897
Failed,,,5000,1,100,493,0.001
Failed,,,3492,1997,59,283,0.001
Failed,,,5000,1,98,459,0.999
Failed,,,5000,2145,79,319,0.999
Failed,,,699,2129,73,490,0.001
Failed,,,1145,3341,100,979,0.999
Failed,,,4201,831,90,918,0.872
Failed,,,384,4749,21,59,0.817
Failed,,,3686,890,100,587,0.999
Failed,,,4100,3247,96,301,0.985
Failed,,,5000,72,100,683,0.001
Failed,,,3512,2264,1,360,0.999
Failed,,,3210,1179,61,394,0.336
Failed,,,1,3275,46,315,0.999
Failed,,,2779,4332,69,582,0.001
Failed,,,3774,3003,100,721,0.001
Failed,,,3620,2789,52,482,0.22
Failed,,,131,4399,4,162,0.001
Failed,,,5000,4096,1,337,0.999
Failed,,,3606,2183,76,301,0.629
Failed,,,3490,1,100,835,0.001
Failed,,,5000,516,100,1000,0.79
Failed,,,2119,1711,66,291,0.999
Failed,,,5000,1,100,464,0.001
Failed,,,4259,1,52,371,0.999
Failed,,,1,1,79,417,0.001
Failed,,,2054,4741,100,365,0.402
Failed,,,1,3528,100,681,0.999
Failed,,,4499,4144,62,246,0.999
Failed,,,5000,2664,100,261,0.001
Failed,,,2025,1145,100,644,0.001
Failed,,,5000,3975,38,257,0.699
Failed,,,2341,2015,56,1000,0.218
Failed,,,5000,1,88,531,0.001
Failed,,,5000,1,87,470,0.999
Failed,,,261,5000,30,919,0.001
Failed,,,5000,1507,100,359,0.999
Failed,,,5000,1,100,418,0.999
Failed,,,5000,2790,100,489,0.999
Failed,,,3479,1715,70,299,0.999
Failed,,,730,3712,86,122,0.974
Failed,,,2778,4134,40,535,0.001
Failed,,,4593,3085,82,543,0.497
Failed,,,1,2055,100,488,0.311
Failed,,,1299,688,6,302,0.466
Failed,,,3221,4944,97,788,0.653
Failed,,,2893,1178,14,803,0.895
Failed,,,2241,4422,85,288,0.208
Failed,,,606,1320,45,593,0.499
Failed,,,5000,1,100,477,0.999
Failed,,,5000,1,91,524,0.001
Failed,,,5000,1,78,505,0.999
Failed,,,5000,1,100,473,0.001
Failed,,,3078,1790,77,248,0.001
Failed,,,3617,3361,74,459,0.004
Failed,,,2835,3222,60,505,0.999
Failed,,,5000,1,99,497,0.001
Failed,,,5000,1,98,458,0.999
Failed,,,1,1,91,380,0.999
Failed,,,3952,3014,85,715,0.354
Failed,,,700,218,58,747,0.387
Failed,,,3858,4161,43,234,0.701
Failed,,,3996,43,91,848,0.019
Failed,,,825,4300,7,361,0.831
Failed,,,1377,2460,72,510,0.618
Failed,,,5000,415,100,830,0.001
Failed,,,3141,4834,63,1000,0.433
Failed,,,1876,2503,81,485,0.897
Failed,,,3037,1387,89,273,0.872
Failed,,,2544,4120,3,32,0.182
Failed,,,3383,823,46,167,0.067
Failed,,,1477,4767,56,682,0.752
Failed,,,779,1676,15,439,0.539
Failed,,,3779,2731,87,957,0.353
Failed,,,3919,1815,38,94,0.927
Failed,,,903,2559,66,575,0.242
Failed,,,1054,4487,71,479,0.657
Failed,,,1752,1337,12,642,0.885
Failed,,,3733,3016,90,129,0.199
Failed,,,2187,793,55,794,0.177
Failed,,,2683,4815,45,313,0.989
Failed,,,4851,3077,54,75,0.686
Failed,,,1916,3154,75,903,0.452
Failed,,,280,15,10,224,0.224
Failed,,,4551,4350,94,741,0.91
Failed,,,4722,1460,5,938,0.095
Failed,,,451,2904,95,457,0.782
Failed,,,2409,1043,36,667,0.511
Failed,,,3086,4599,64,182,0.323
Failed,,,2623,2739,69,778,0.778
Failed,,,3306,2281,77,898,0.976
Failed,,,1555,3337,24,380,0.163
Failed,,,4629,2510,35,448,0.002
Failed,,,4799,399,75,247,0.941
Failed,,,374,3955,27,734,0.131
Failed,,,2488,2105,93,397,0.422
Failed,,,3008,3549,9,881,0.732
Failed,,,3142,3203,26,26,0.306
Failed,,,2810,1779,21,142,0.44
Failed,,,2060,2600,80,629,0.628
Failed,,,103,720,40,496,0.915
Failed,,,4445,4898,61,978,0.228
Failed,,,4899,2165,50,719,0.792
Failed,,,557,3453,53,200,0.108
Failed,,,2192,334,19,927,0.321
Failed,,,1006,1411,96,69,0.149
Failed,,,4177,2933,6,584,0.958
Failed,,,4129,1166,30,995,0.47
Failed,,,4949,1722,58,301,0.503
Failed,,,546,2622,42,782,0.316
Failed,,,2338,781,77,88,0.103
Failed,,,2834,4882,23,574,0.79
Failed,,,1733,4357,70,207,0.144
Failed,,,3249,283,1,428,0.765
Failed,,,1269,4071,98,913,0.077
Failed,,,873,2221,32,218,0.348
Failed,,,3948,3433,67,700,0.537
Failed,,,3828,2354,17,313,0.246
Failed,,,730,3254,83,832,0.932
Failed,,,1429,144,48,42,0.641
Failed,,,3432,4244,52,557,0.454
Failed,,,2514,660,95,676,0.292
Failed,,,1995,4994,4,158,0.605
Failed,,,203,1844,64,963,0.813
Failed,,,132,1504,23,292,0.284
Failed,,,4377,2870,76,807,0.597
Failed,,,4870,137,15,515,0.414
Failed,,,625,4237,87,28,0.725
Failed,,,2912,3266,55,366,0.139
Failed,,,3574,1512,41,766,0.52
Failed,,,1570,2877,63,278,0.334
Failed,,,1175,987,22,599,0.125
Failed,,,4272,4621,82,116,0.81
Failed,,,4292,2343,39,552,0.038
Failed,,,1194,3321,61,38,0.85
Failed,,,1590,161,20,844,0.576
Failed,,,3594,4183,80,325,0.263
Failed,,,2988,915,73,444,0.49
Failed,,,2469,4703,26,959,0.679
Failed,,,354,1583,92,169,0.903
Failed,,,325,3171,12,563,0.514
Failed,,,2439,70,72,320,0.785
Failed,,,3017,4327,31,834,0.1
Failed,,,3545,732,24,968,0.156
Failed,,,1630,741,75,696,0.677
Failed,,,1035,2476,10,917,0.43
Failed,,,4109,3141,89,432,0.743
Failed,,,3838,1533,78,669,0.459
Failed,,,681,2820,25,188,0.644
Failed,,,1535,971,59,944,0.935
Failed,,,3287,4683,44,459,0.25
Failed,,,2390,3401,97,228,0.27
Failed,,,432,309,38,891,0.057
Failed,,,3191,3982,11,199,0.925
Failed,,,2741,999,42,64,0.821
Failed,,,2090,4634,57,582,0.009
Failed,,,4737,4925,18,21,0.875
Failed,,,4605,2033,81,284,0.067
Failed,,,263,3558,22,799,0.755
Failed,,,1898,466,62,72,0.547
Failed,,,851,3005,78,54,0.282
Failed,,,4505,1238,51,647,0.084
Failed,,,4,4404,48,131,0.77
Failed,,,2119,1265,82,997,0.562
Failed,,,2713,3099,16,484,0.374
Failed,,,3240,2000,36,349,0.38
Failed,,,1318,3600,64,866,0.692
Failed,,,923,499,5,16,0.983
Failed,,,3938,3899,96,528,0.171
Failed,,,193,1061,99,760,0.447
Failed,,,4677,4538,2,277,0.636
Failed,,,4809,2428,91,44,0.328
Failed,,,1547,2273,26,627,0.451
Failed,,,3311,3327,73,144,0.637
Failed,,,1879,2748,21,511,0.305
Failed,,,243,887,61,362,0.03
Failed,,,4586,4756,39,846,0.839
Failed,,,3551,4922,28,215,0.489
Failed,,,3929,491,54,274,0.443
Failed,,,929,3888,44,762,0.63
Failed,,,1325,2007,85,113,0.92
Failed,,,3231,3611,13,595,0.234
Failed,,,2703,1253,33,730,0.022
Failed,,,2125,3091,67,243,0.832
Failed,,,11,1250,1,877,0.623
Failed,,,4495,4413,99,393,0.312
Failed,,,4356,4839,69,514,0.728
Failed,,,394,665,83,508,0.189
Failed,,,3786,1668,66,211,0.003
Failed,,,1468,831,97,436,0.603
Failed,,,3390,4777,6,921,0.29
Failed,,,4665,3393,84,92,0.243
Failed,,,4844,2980,85,491,0.982
Failed,,,1402,1096,44,827,0.011
Failed,,,3153,4494,59,342,0.823
Failed,,,4150,4138,86,768,0.412
Failed,,,1720,30,80,961,0.493
Failed,,,2845,770,26,327,0.565
Failed,,,2326,4872,73,842,0.254
Failed,,,1276,2922,19,721,0.56
Failed,,,2975,4695,77,690,0.155
Failed,,,3815,3243,32,567,0.392
Failed,,,1866,1083,16,58,0.21
Failed,,,692,4172,91,493,0.227
Failed,,,2025,221,87,804,0.134
Failed,,,2970,3808,43,382,0.71
Failed,,,4968,2186,53,681,0.91
Failed,,,1103,4332,89,299,0.976
Failed,,,3965,4152,62,33,0.576
Failed,,,4537,3,59,487,0.702
Failed,,,2772,2322,75,258,0.307
Failed,,,2095,3297,28,771,0.621
Failed,,,137,177,93,108,0.829
Failed,,,4408,4202,10,624,0.017
Failed,,,4862,1310,95,822,0.957
Failed,,,2904,4429,36,49,0.748
Failed,,,1817,3831,82,665,0.318
Failed,,,963,1991,48,455,0.11
Failed,,,1305,4956,46,549,0.179
Failed,,,3909,2547,15,840,0.715
Failed,,,3800,945,99,100,0.19
Failed,,,2185,4682,74,862,0.508
Failed,,,688,3503,16,129,0.955
Failed,,,781,320,39,414,0.146
Failed,,,4226,4255,82,773,0.698
Failed,,,4518,4290,75,829,0.739
Failed,,,4963,1557,36,619,0.299
Failed,,,484,2845,64,105,0.609
Failed,,,2858,4659,95,251,0.028
Failed,,,2588,17,84,522,0.804
Failed,,,1111,389,8,692,0.596
Failed,,,4346,4023,92,204,0.285
Failed,,,87,4296,48,224,0.004
Failed,,,2432,3893,79,285,0.205
Failed,,,3491,999,11,323,0.611
Failed,,,1506,4897,66,994,0.047
Failed,,,2896,1494,19,887,0.516
Failed,,,4235,881,43,958,0.908
Failed,,,1983,1369,25,587,0.282
Failed,,,2690,1988,57,200,0.657
Failed,,,1035,291,76,313,0.035
Failed,,,158,3865,75,637,0.321
Failed,,,1187,2473,66,22,0.172
Failed,,,4564,1383,39,605,0.585
Failed,,,3063,1912,17,159,0.391
Failed,,,2232,4232,52,397,0.205
Failed,,,3269,4395,26,978,0.54
Failed,,,2327,4938,19,612,0.411
Failed,,,3762,3959,27,523,0.353
Failed,,,1746,3400,12,900,0.568
Failed,,,2744,2936,85,475,0.184
Failed,,,4574,1158,20,712,0.451
Failed,,,2166,4967,35,512,0.355
Failed,,,246,2467,54,374,0.135
Failed,,,1317,62,22,729,0.431
Failed,,,4009,1996,19,497,0.296
Failed,,,3424,4496,100,634,0.201
Failed,,,3712,2281,23,41,0.93
Failed,,,4411,3169,3,546,0.213
Failed,,,1870,4843,91,203,0.165
Failed,,,2709,4057,14,673,0.58
Failed,,,3000,1362,52,820,0.224
Failed,,,1997,2735,20,491,0.682
Failed,,,838,4082,68,508,0.857
Failed,,,1486,3530,23,583,0.768
Failed,,,4619,3360,71,722,0.543
Failed,,,2357,308,14,201,0.746
Failed,,,4735,4403,86,178,0.845
Failed,,,1044,2918,35,149,0.669
Failed,,,55,4200,74,433,0.266
Failed,,,1889,1700,43,704,0.232
Failed,,,4690,3,69,284,0.344
Failed,,,4329,4948,76,442,0.425
Failed,,,4688,2636,10,756,0.784
Failed,,,3817,2424,6,352,0.529
Failed,,,1698,3690,16,57,0.031
Failed,,,2589,1338,93,306,0.417
Failed,,,1260,3992,23,874,0.666
Failed,,,1129,927,75,177,0.79
Failed,,,4946,3267,42,737,0.041
Failed,,,103,1643,2,431,0.077
Failed,,,604,100,40,761,0.487
Failed,,,4300,1921,100,85,0.062
Failed,,,4895,709,78,205,0.637
Failed,,,576,1663,69,990,0.9
Failed,,,2677,2796,18,297,0.124
Failed,,,1613,790,6,96,0.667
Failed,,,3887,4736,58,683,0.325
Failed,,,4313,1514,10,867,0.559
Failed,,,2555,533,57,603,0.032
Failed,,,2453,2881,14,6,0.179
Failed,,,3836,3517,82,561,0.877
Failed,,,4461,438,13,42,0.897
Failed,,,3052,810,30,644,0.255
Failed,,,2069,2603,58,264,0.563
Failed,,,3124,4361,88,159,0.068
Failed,,,745,4851,18,650,0.86
Failed,,,1337,2351,99,481,0.643
Failed,,,3287,3074,21,390,0.975
Failed,,,3147,1551,79,576,0.323
Failed,,,1019,730,51,536,0.285
Failed,,,3132,4987,12,244,0.692
Failed,,,4681,2544,64,858,0.989
Failed,,,2238,2696,76,615,0.686
Failed,,,2590,4063,56,964,0.183
Failed,,,3901,1295,28,15,0.69
